1 10 15 19 28 35 -> 42 fr=4353 (0.8839), cf=0.945, gamma=1.054, delta=0.045, M=-5.036e+002
15 19 28 38 -> 42 fr=4356 (0.8845), cf=0.941, gamma=1.049, delta=0.042, M=-4.528e+002
10 15 19 31 -> 42 fr=4358 (0.8849), cf=0.941, gamma=1.049, delta=0.041, M=-4.506e+002
15 19 28 -> 42 fr=4356 (0.8845), cf=0.941, gamma=1.049, delta=0.042, M=-4.502e+002
1 10 15 19 -> 42 fr=4361 (0.8855), cf=0.940, gamma=1.049, delta=0.041, M=-4.501e+002
15 19 31 38 -> 42 fr=4358 (0.8849), cf=0.940, gamma=1.049, delta=0.041, M=-4.454e+002
15 19 31 -> 42 fr=4358 (0.8849), cf=0.940, gamma=1.048, delta=0.041, M=-4.429e+002
10 15 19 38 -> 42 fr=4361 (0.8855), cf=0.939, gamma=1.048, delta=0.040, M=-4.397e+002
10 15 19 -> 42 fr=4361 (0.8855), cf=0.939, gamma=1.048, delta=0.040, M=-4.372e+002
1 15 19 -> 42 fr=4361 (0.8855), cf=0.939, gamma=1.047, delta=0.040, M=-4.346e+002
15 19 38 -> 42 fr=4361 (0.8855), cf=0.938, gamma=1.046, delta=0.039, M=-4.192e+002
15 19 -> 42 fr=4361 (0.8855), cf=0.937, gamma=1.045, delta=0.038, M=-4.090e+002
1 10 19 28 35 -> 42 fr=4361 (0.8855), cf=0.936, gamma=1.044, delta=0.037, M=-3.938e+002
1 19 28 35 -> 42 fr=4361 (0.8855), cf=0.936, gamma=1.043, delta=0.037, M=-3.913e+002
10 19 28 35 -> 42 fr=4361 (0.8855), cf=0.935, gamma=1.043, delta=0.037, M=-3.888e+002
19 28 35 -> 42 fr=4361 (0.8855), cf=0.935, gamma=1.043, delta=0.037, M=-3.863e+002
1 10 19 28 31 -> 42 fr=4361 (0.8855), cf=0.935, gamma=1.042, delta=0.036, M=-3.788e+002
1 19 28 31 -> 42 fr=4361 (0.8855), cf=0.934, gamma=1.042, delta=0.036, M=-3.764e+002
10 19 28 31 -> 42 fr=4361 (0.8855), cf=0.934, gamma=1.042, delta=0.036, M=-3.739e+002
19 28 31 -> 42 fr=4361 (0.8855), cf=0.934, gamma=1.042, delta=0.035, M=-3.714e+002
1 10 19 28 -> 42 fr=4364 (0.8861), cf=0.934, gamma=1.041, delta=0.035, M=-3.709e+002
1 10 19 35 -> 42 fr=4366 (0.8865), cf=0.933, gamma=1.041, delta=0.035, M=-3.665e+002
1 19 35 -> 42 fr=4366 (0.8865), cf=0.933, gamma=1.040, delta=0.034, M=-3.640e+002
10 19 28 38 -> 42 fr=4364 (0.8861), cf=0.933, gamma=1.041, delta=0.035, M=-3.635e+002
10 19 28 -> 42 fr=4364 (0.8861), cf=0.933, gamma=1.040, delta=0.034, M=-3.610e+002
10 19 35 -> 42 fr=4366 (0.8865), cf=0.933, gamma=1.040, delta=0.034, M=-3.591e+002
1 19 28 -> 42 fr=4364 (0.8861), cf=0.932, gamma=1.040, delta=0.034, M=-3.561e+002
19 35 -> 42 fr=4366 (0.8865), cf=0.932, gamma=1.040, delta=0.034, M=-3.541e+002
1 10 19 31 -> 42 fr=4366 (0.8865), cf=0.932, gamma=1.039, delta=0.034, M=-3.517e+002
1 19 31 -> 42 fr=4366 (0.8865), cf=0.932, gamma=1.039, delta=0.033, M=-3.492e+002
6 19 28 38 -> 42 fr=4278 (0.8686), cf=0.939, gamma=1.047, delta=0.039, M=-3.468e+002
19 28 38 -> 42 fr=4364 (0.8861), cf=0.932, gamma=1.039, delta=0.033, M=-3.463e+002
6 19 28 -> 42 fr=4278 (0.8686), cf=0.939, gamma=1.047, delta=0.039, M=-3.445e+002
10 19 31 -> 42 fr=4366 (0.8865), cf=0.931, gamma=1.039, delta=0.033, M=-3.443e+002
1 10 19 -> 42 fr=4369 (0.8871), cf=0.931, gamma=1.038, delta=0.033, M=-3.439e+002
19 28 -> 42 fr=4364 (0.8861), cf=0.931, gamma=1.039, delta=0.033, M=-3.438e+002
19 31 38 -> 42 fr=4366 (0.8865), cf=0.931, gamma=1.038, delta=0.033, M=-3.395e+002
19 31 -> 42 fr=4366 (0.8865), cf=0.931, gamma=1.038, delta=0.032, M=-3.370e+002
10 19 38 -> 42 fr=4369 (0.8871), cf=0.930, gamma=1.037, delta=0.032, M=-3.342e+002
10 19 -> 42 fr=4369 (0.8871), cf=0.930, gamma=1.037, delta=0.032, M=-3.318e+002
1 19 -> 42 fr=4369 (0.8871), cf=0.930, gamma=1.037, delta=0.032, M=-3.293e+002
15 19 -> ~43 fr=4512 (0.9161), cf=0.969, gamma=1.033, delta=0.029, M=-3.195e+002
19 38 -> 42 fr=4369 (0.8871), cf=0.929, gamma=1.036, delta=0.031, M=-3.149e+002
6 19 -> 42 fr=4283 (0.8696), cf=0.935, gamma=1.042, delta=0.035, M=-3.057e+002
6 19 28 -> ~43 fr=4411 (0.8956), cf=0.968, gamma=1.031, delta=0.027, M=-2.390e+002
1 10 15 28 35 -> 42 fr=4400 (0.8934), cf=0.919, gamma=1.024, delta=0.021, M=-2.381e+002
1 15 28 31 35 -> 42 fr=4398 (0.8930), cf=0.919, gamma=1.025, delta=0.021, M=-2.365e+002
6 19 -> ~43 fr=4430 (0.8995), cf=0.967, gamma=1.030, delta=0.026, M=-2.362e+002
1 15 28 35 -> 42 fr=4400 (0.8934), cf=0.918, gamma=1.024, delta=0.021, M=-2.357e+002
10 15 28 35 -> 42 fr=4400 (0.8934), cf=0.918, gamma=1.024, delta=0.021, M=-2.334e+002
15 28 31 35 -> 42 fr=4398 (0.8930), cf=0.918, gamma=1.024, delta=0.021, M=-2.318e+002
15 28 35 -> 42 fr=4400 (0.8934), cf=0.918, gamma=1.024, delta=0.021, M=-2.310e+002
1 10 15 28 31 -> 42 fr=4400 (0.8934), cf=0.918, gamma=1.023, delta=0.020, M=-2.263e+002
1 15 28 31 -> 42 fr=4400 (0.8934), cf=0.917, gamma=1.023, delta=0.020, M=-2.239e+002
10 15 28 31 -> 42 fr=4400 (0.8934), cf=0.917, gamma=1.023, delta=0.020, M=-2.215e+002
15 28 31 -> 42 fr=4400 (0.8934), cf=0.917, gamma=1.023, delta=0.020, M=-2.192e+002
1 10 15 28 -> 42 fr=4403 (0.8940), cf=0.917, gamma=1.022, delta=0.019, M=-2.182e+002
1 10 15 35 -> 42 fr=4405 (0.8944), cf=0.916, gamma=1.022, delta=0.019, M=-2.154e+002
1 15 31 35 -> 42 fr=4403 (0.8940), cf=0.916, gamma=1.022, delta=0.019, M=-2.134e+002
1 15 35 -> 42 fr=4405 (0.8944), cf=0.916, gamma=1.021, delta=0.019, M=-2.130e+002
10 15 28 38 -> 42 fr=4403 (0.8940), cf=0.916, gamma=1.021, delta=0.019, M=-2.087e+002
10 15 35 -> 42 fr=4405 (0.8944), cf=0.915, gamma=1.021, delta=0.018, M=-2.083e+002
10 15 28 -> 42 fr=4403 (0.8940), cf=0.916, gamma=1.021, delta=0.018, M=-2.064e+002
15 31 35 -> 42 fr=4403 (0.8940), cf=0.915, gamma=1.021, delta=0.018, M=-2.040e+002
1 15 28 -> 42 fr=4403 (0.8940), cf=0.915, gamma=1.021, delta=0.018, M=-2.040e+002
15 35 -> 42 fr=4405 (0.8944), cf=0.915, gamma=1.021, delta=0.018, M=-2.036e+002
1 10 15 31 -> 42 fr=4405 (0.8944), cf=0.915, gamma=1.021, delta=0.018, M=-2.036e+002
1 15 31 -> 42 fr=4405 (0.8944), cf=0.915, gamma=1.020, delta=0.018, M=-2.012e+002
15 -> ~43 fr=4615 (0.9371), cf=0.954, gamma=1.016, delta=0.015, M=-2.008e+002
10 15 31 -> 42 fr=4405 (0.8944), cf=0.914, gamma=1.020, delta=0.017, M=-1.965e+002
1 10 15 -> 42 fr=4408 (0.8950), cf=0.914, gamma=1.019, delta=0.017, M=-1.962e+002
19 28 -> ~43 fr=4501 (0.9139), cf=0.961, gamma=1.023, delta=0.021, M=-1.960e+002
19 -> ~43 fr=4520 (0.9178), cf=0.960, gamma=1.023, delta=0.020, M=-1.959e+002
15 28 38 -> 42 fr=4403 (0.8940), cf=0.914, gamma=1.020, delta=0.017, M=-1.923e+002
15 31 38 -> 42 fr=4405 (0.8944), cf=0.914, gamma=1.019, delta=0.017, M=-1.918e+002
15 28 -> 42 fr=4403 (0.8940), cf=0.914, gamma=1.020, delta=0.017, M=-1.900e+002
15 31 -> 42 fr=4405 (0.8944), cf=0.914, gamma=1.019, delta=0.017, M=-1.894e+002
10 15 38 -> 42 fr=4408 (0.8950), cf=0.913, gamma=1.018, delta=0.016, M=-1.844e+002
10 15 -> 42 fr=4408 (0.8950), cf=0.913, gamma=1.018, delta=0.016, M=-1.820e+002
1 15 -> 42 fr=4408 (0.8950), cf=0.913, gamma=1.018, delta=0.016, M=-1.820e+002
15 38 -> 42 fr=4408 (0.8950), cf=0.911, gamma=1.017, delta=0.015, M=-1.657e+002
1 19 -> ~45 fr=4681 (0.9505), cf=0.996, gamma=1.012, delta=0.011, M=-1.446e+002
19 -> ~45 fr=4688 (0.9519), cf=0.996, gamma=1.011, delta=0.010, M=-1.343e+002
1 6 10 28 35 -> 42 fr=4323 (0.8778), cf=0.910, gamma=1.015, delta=0.013, M=-8.109e+001
1 6 28 31 35 -> 42 fr=4321 (0.8774), cf=0.910, gamma=1.015, delta=0.013, M=-8.004e+001
1 6 28 35 -> 42 fr=4323 (0.8778), cf=0.910, gamma=1.015, delta=0.013, M=-7.945e+001
6 10 28 35 -> 42 fr=4323 (0.8778), cf=0.910, gamma=1.014, delta=0.012, M=-7.782e+001
1 10 28 35 -> 42 fr=4408 (0.8950), cf=0.904, gamma=1.008, delta=0.007, M=-7.757e+001
6 28 31 35 -> 42 fr=4321 (0.8774), cf=0.909, gamma=1.014, delta=0.012, M=-7.679e+001
1 28 31 35 -> 42 fr=4406 (0.8946), cf=0.904, gamma=1.009, delta=0.008, M=-7.652e+001
6 28 35 -> 42 fr=4323 (0.8778), cf=0.909, gamma=1.014, delta=0.012, M=-7.619e+001
1 28 35 -> 42 fr=4408 (0.8950), cf=0.904, gamma=1.008, delta=0.007, M=-7.540e+001
10 28 35 -> 42 fr=4408 (0.8950), cf=0.904, gamma=1.008, delta=0.007, M=-7.324e+001
28 31 35 -> 42 fr=4406 (0.8946), cf=0.904, gamma=1.008, delta=0.007, M=-7.226e+001
28 35 -> 42 fr=4408 (0.8950), cf=0.904, gamma=1.008, delta=0.007, M=-7.108e+001
1 6 10 28 31 -> 42 fr=4322 (0.8776), cf=0.909, gamma=1.013, delta=0.012, M=-7.088e+001
1 6 28 31 -> 42 fr=4322 (0.8776), cf=0.909, gamma=1.013, delta=0.011, M=-6.930e+001
6 10 28 31 -> 42 fr=4322 (0.8776), cf=0.908, gamma=1.013, delta=0.011, M=-6.773e+001
1 10 28 31 -> 42 fr=4408 (0.8950), cf=0.903, gamma=1.007, delta=0.007, M=-6.678e+001
6 28 31 -> 42 fr=4322 (0.8776), cf=0.908, gamma=1.013, delta=0.011, M=-6.616e+001
1 28 31 -> 42 fr=4408 (0.8950), cf=0.903, gamma=1.007, delta=0.006, M=-6.464e+001
1 6 10 28 -> 42 fr=4325 (0.8782), cf=0.908, gamma=1.012, delta=0.011, M=-6.447e+001
10 28 31 -> 42 fr=4408 (0.8950), cf=0.903, gamma=1.007, delta=0.006, M=-6.251e+001
1 6 10 35 -> 42 fr=4328 (0.8788), cf=0.907, gamma=1.012, delta=0.010, M=-6.122e+001
28 31 -> 42 fr=4408 (0.8950), cf=0.903, gamma=1.007, delta=0.006, M=-6.039e+001
1 6 31 35 -> 42 fr=4326 (0.8784), cf=0.907, gamma=1.012, delta=0.010, M=-6.030e+001
1 6 28 -> 42 fr=4325 (0.8782), cf=0.907, gamma=1.012, delta=0.010, M=-5.984e+001
1 6 35 -> 42 fr=4328 (0.8788), cf=0.907, gamma=1.012, delta=0.010, M=-5.968e+001
1 10 28 -> 42 fr=4411 (0.8956), cf=0.902, gamma=1.006, delta=0.006, M=-5.885e+001
6 10 28 38 -> 42 fr=4325 (0.8782), cf=0.907, gamma=1.012, delta=0.010, M=-5.832e+001
6 10 28 -> 42 fr=4325 (0.8782), cf=0.907, gamma=1.011, delta=0.010, M=-5.681e+001
6 10 35 -> 42 fr=4328 (0.8788), cf=0.907, gamma=1.011, delta=0.010, M=-5.663e+001
10 28 35 -> ~46 fr=4793 (0.9732), cf=0.983, gamma=1.004, delta=0.004, M=-5.624e+001
1 10 35 -> 42 fr=4413 (0.8960), cf=0.902, gamma=1.006, delta=0.005, M=-5.612e+001
28 31 35 -> ~46 fr=4790 (0.9726), cf=0.983, gamma=1.004, delta=0.004, M=-5.455e+001
1 31 35 -> 42 fr=4411 (0.8956), cf=0.902, gamma=1.006, delta=0.005, M=-5.451e+001
6 31 35 -> 42 fr=4326 (0.8784), cf=0.907, gamma=1.011, delta=0.010, M=-5.425e+001
31 -> ~44 fr=4891 (0.9931), cf=0.997, gamma=1.002, delta=0.002, M=-5.422e+001
1 35 -> 42 fr=4413 (0.8960), cf=0.902, gamma=1.005, delta=0.005, M=-5.390e+001
6 28 38 -> 42 fr=4325 (0.8782), cf=0.907, gamma=1.011, delta=0.010, M=-5.382e+001
6 35 -> 42 fr=4328 (0.8788), cf=0.906, gamma=1.011, delta=0.009, M=-5.363e+001
28 35 -> ~46 fr=4793 (0.9732), cf=0.983, gamma=1.004, delta=0.004, M=-5.297e+001
6 28 -> 42 fr=4325 (0.8782), cf=0.906, gamma=1.011, delta=0.009, M=-5.234e+001
1 6 10 31 -> 42 fr=4327 (0.8786), cf=0.906, gamma=1.011, delta=0.009, M=-5.172e+001
1 6 31 -> 42 fr=4327 (0.8786), cf=0.906, gamma=1.010, delta=0.009, M=-5.025e+001
10 28 38 -> 42 fr=4411 (0.8956), cf=0.901, gamma=1.005, delta=0.005, M=-5.020e+001
35 -> ~44 fr=4885 (0.9919), cf=0.997, gamma=1.002, delta=0.002, M=-4.989e+001
10 35 -> 42 fr=4413 (0.8960), cf=0.901, gamma=1.005, delta=0.004, M=-4.948e+001
10 28 -> 42 fr=4411 (0.8956), cf=0.901, gamma=1.005, delta=0.005, M=-4.805e+001
6 10 31 -> 42 fr=4327 (0.8786), cf=0.906, gamma=1.010, delta=0.009, M=-4.735e+001
31 35 -> 42 fr=4411 (0.8956), cf=0.901, gamma=1.005, delta=0.004, M=-4.591e+001
1 28 -> 42 fr=4411 (0.8956), cf=0.901, gamma=1.005, delta=0.004, M=-4.591e+001
1 6 10 -> 42 fr=4330 (0.8792), cf=0.905, gamma=1.010, delta=0.008, M=-4.568e+001
1 10 31 -> 42 fr=4413 (0.8960), cf=0.901, gamma=1.005, delta=0.004, M=-4.509e+001
6 31 38 -> 42 fr=4327 (0.8786), cf=0.905, gamma=1.010, delta=0.008, M=-4.450e+001
6 31 -> 42 fr=4327 (0.8786), cf=0.905, gamma=1.009, delta=0.008, M=-4.309e+001
1 31 -> 42 fr=4413 (0.8960), cf=0.901, gamma=1.004, delta=0.004, M=-4.290e+001
6 28 -> ~43 fr=4514 (0.9165), cf=0.946, gamma=1.008, delta=0.007, M=-4.262e+001
1 6 -> 42 fr=4330 (0.8792), cf=0.905, gamma=1.009, delta=0.008, M=-4.144e+001
1 10 28 -> ~46 fr=4799 (0.9744), cf=0.982, gamma=1.003, delta=0.003, M=-4.022e+001
6 -> ~43 fr=4533 (0.9204), cf=0.945, gamma=1.007, delta=0.006, M=-3.970e+001
10 28 -> ~46 fr=4803 (0.9752), cf=0.981, gamma=1.003, delta=0.003, M=-3.936e+001
1 10 -> 42 fr=4416 (0.8966), cf=0.900, gamma=1.003, delta=0.003, M=-3.883e+001
6 10 38 -> 42 fr=4330 (0.8792), cf=0.904, gamma=1.009, delta=0.007, M=-3.867e+001
10 31 -> 42 fr=4413 (0.8960), cf=0.900, gamma=1.004, delta=0.004, M=-3.855e+001
6 10 -> 42 fr=4330 (0.8792), cf=0.904, gamma=1.008, delta=0.007, M=-3.731e+001
28 -> ~46 fr=4808 (0.9762), cf=0.981, gamma=1.003, delta=0.003, M=-3.612e+001
28 38 -> 42 fr=4411 (0.8956), cf=0.900, gamma=1.004, delta=0.004, M=-3.535e+001
31 38 -> 42 fr=4413 (0.8960), cf=0.900, gamma=1.004, delta=0.003, M=-3.423e+001
10 35 -> ~46 fr=4804 (0.9754), cf=0.981, gamma=1.003, delta=0.003, M=-3.348e+001
6 38 -> 42 fr=4330 (0.8792), cf=0.904, gamma=1.008, delta=0.007, M=-3.331e+001
1 31 35 -> ~46 fr=4798 (0.9742), cf=0.981, gamma=1.003, delta=0.002, M=-3.038e+001
31 35 -> ~46 fr=4801 (0.9748), cf=0.981, gamma=1.002, delta=0.002, M=-2.874e+001
1 35 -> ~46 fr=4801 (0.9748), cf=0.981, gamma=1.002, delta=0.002, M=-2.874e+001
1 10 -> ~44 fr=4889 (0.9927), cf=0.996, gamma=1.001, delta=0.001, M=-2.775e+001
10 38 -> 42 fr=4416 (0.8966), cf=0.899, gamma=1.002, delta=0.002, M=-2.735e+001
35 -> ~46 fr=4804 (0.9754), cf=0.981, gamma=1.002, delta=0.002, M=-2.716e+001
10 38 -> ~44 fr=4893 (0.9935), cf=0.996, gamma=1.001, delta=0.001, M=-2.528e+001
10 -> ~44 fr=4893 (0.9935), cf=0.996, gamma=1.001, delta=0.001, M=-2.051e+001
1 10 -> ~46 fr=4809 (0.9764), cf=0.980, gamma=1.001, delta=0.001, M=-1.737e+001
10 -> ~46 fr=4814 (0.9775), cf=0.980, gamma=1.001, delta=0.001, M=-1.713e+001
1 -> ~46 fr=4813 (0.9773), cf=0.979, gamma=1.001, delta=0.001, M=-1.325e+001
1 -> ~44 fr=4891 (0.9931), cf=0.995, gamma=1.001, delta=0.001, M=-1.077e+001
38 -> ~46 fr=4818 (0.9783), cf=0.979, gamma=1.001, delta=0.001, M=-1.017e+001
1 -> ~45 fr=4842 (0.9831), cf=0.985, gamma=1.001, delta=0.001, M=-7.576e+000
6 38 -> ~44 fr=4771 (0.9687), cf=0.996, gamma=1.001, delta=0.001, M=-7.497e+000
31 -> ~46 fr=4803 (0.9752), cf=0.979, gamma=1.001, delta=0.001, M=-7.191e+000
6 -> ~44 fr=4774 (0.9693), cf=0.995, gamma=1.001, delta=0.001, M=-5.451e+000
28 -> ~43 fr=4604 (0.9348), cf=0.939, gamma=1.001, delta=0.001, M=-4.300e+000
38 -> ~44 fr=4896 (0.9941), cf=0.995, gamma=1.000, delta=0.000, M=-3.865e+000
28 -> ~45 fr=4827 (0.9801), cf=0.985, gamma=1.000, delta=0.000, M=-1.175e+000
30 -> ~42 fr=509 (0.1034), cf=0.103, gamma=1.000, delta=0.000, M=-2.182e-001
