1 10 15 19 28 35 -> 42 fr=4360 (0.8853), cf=0.946, gamma=1.053, delta=0.044, M=-4.906e+002
15 19 38 -> 42 fr=4367 (0.8867), cf=0.939, gamma=1.045, delta=0.039, M=-4.145e+002
15 19 -> 42 fr=4367 (0.8867), cf=0.939, gamma=1.045, delta=0.038, M=-4.043e+002
1 6 10 19 28 35 -> 42 fr=4295 (0.8721), cf=0.943, gamma=1.049, delta=0.041, M=-3.786e+002
1 10 19 28 35 -> 42 fr=4369 (0.8871), cf=0.936, gamma=1.042, delta=0.036, M=-3.769e+002
1 6 19 28 31 35 -> 42 fr=4293 (0.8717), cf=0.942, gamma=1.049, delta=0.041, M=-3.767e+002
1 6 19 28 35 -> 42 fr=4295 (0.8721), cf=0.942, gamma=1.049, delta=0.041, M=-3.762e+002
1 19 28 35 -> 42 fr=4369 (0.8871), cf=0.936, gamma=1.042, delta=0.036, M=-3.744e+002
6 10 19 28 35 -> 42 fr=4295 (0.8721), cf=0.942, gamma=1.049, delta=0.040, M=-3.738e+002
10 19 28 35 -> 42 fr=4369 (0.8871), cf=0.936, gamma=1.041, delta=0.035, M=-3.719e+002
6 19 28 31 35 -> 42 fr=4293 (0.8717), cf=0.942, gamma=1.049, delta=0.040, M=-3.719e+002
6 19 28 35 -> 42 fr=4295 (0.8721), cf=0.942, gamma=1.048, delta=0.040, M=-3.714e+002
19 28 35 -> 42 fr=4369 (0.8871), cf=0.936, gamma=1.041, delta=0.035, M=-3.694e+002
1 6 19 28 31 -> 42 fr=4294 (0.8719), cf=0.941, gamma=1.048, delta=0.040, M=-3.657e+002
1 19 28 31 -> 42 fr=4369 (0.8871), cf=0.935, gamma=1.041, delta=0.035, M=-3.644e+002
6 19 28 31 -> 42 fr=4294 (0.8719), cf=0.941, gamma=1.047, delta=0.039, M=-3.609e+002
19 28 31 -> 42 fr=4369 (0.8871), cf=0.935, gamma=1.040, delta=0.034, M=-3.595e+002
1 6 10 19 28 -> 42 fr=4297 (0.8725), cf=0.941, gamma=1.047, delta=0.039, M=-3.590e+002
1 10 19 28 -> 42 fr=4372 (0.8877), cf=0.934, gamma=1.040, delta=0.034, M=-3.588e+002
1 6 19 28 -> 42 fr=4297 (0.8725), cf=0.940, gamma=1.047, delta=0.039, M=-3.542e+002
6 10 19 28 38 -> 42 fr=4297 (0.8725), cf=0.940, gamma=1.046, delta=0.039, M=-3.519e+002
1 6 10 19 35 -> 42 fr=4299 (0.8729), cf=0.940, gamma=1.046, delta=0.038, M=-3.514e+002
10 19 28 38 -> 42 fr=4372 (0.8877), cf=0.934, gamma=1.039, delta=0.034, M=-3.514e+002
1 10 19 35 -> 42 fr=4373 (0.8879), cf=0.934, gamma=1.039, delta=0.033, M=-3.504e+002
6 10 19 28 -> 42 fr=4297 (0.8725), cf=0.940, gamma=1.046, delta=0.038, M=-3.495e+002
1 6 19 31 35 -> 42 fr=4297 (0.8725), cf=0.940, gamma=1.046, delta=0.038, M=-3.495e+002
1 6 19 35 -> 42 fr=4299 (0.8729), cf=0.940, gamma=1.046, delta=0.038, M=-3.491e+002
10 19 28 -> 42 fr=4372 (0.8877), cf=0.934, gamma=1.039, delta=0.033, M=-3.489e+002
1 19 35 -> 42 fr=4373 (0.8879), cf=0.933, gamma=1.039, delta=0.033, M=-3.479e+002
6 19 28 38 -> 42 fr=4297 (0.8725), cf=0.940, gamma=1.046, delta=0.038, M=-3.472e+002
1 19 28 -> 42 fr=4372 (0.8877), cf=0.933, gamma=1.039, delta=0.033, M=-3.465e+002
6 19 28 -> 42 fr=4297 (0.8725), cf=0.939, gamma=1.046, delta=0.038, M=-3.448e+002
6 10 19 35 -> 42 fr=4299 (0.8729), cf=0.939, gamma=1.045, delta=0.038, M=-3.443e+002
10 19 35 -> 42 fr=4373 (0.8879), cf=0.933, gamma=1.038, delta=0.033, M=-3.430e+002
6 19 31 35 -> 42 fr=4297 (0.8725), cf=0.939, gamma=1.045, delta=0.038, M=-3.401e+002
6 19 35 -> 42 fr=4299 (0.8729), cf=0.939, gamma=1.045, delta=0.038, M=-3.397e+002
1 6 19 31 -> 42 fr=4298 (0.8727), cf=0.939, gamma=1.045, delta=0.038, M=-3.387e+002
19 35 -> 42 fr=4373 (0.8879), cf=0.933, gamma=1.038, delta=0.032, M=-3.381e+002
1 19 31 -> 42 fr=4373 (0.8879), cf=0.933, gamma=1.038, delta=0.032, M=-3.381e+002
19 28 38 -> 42 fr=4372 (0.8877), cf=0.933, gamma=1.038, delta=0.032, M=-3.367e+002
19 28 -> 42 fr=4372 (0.8877), cf=0.932, gamma=1.038, delta=0.032, M=-3.342e+002
1 10 19 -> 42 fr=4376 (0.8885), cf=0.932, gamma=1.037, delta=0.032, M=-3.327e+002
6 10 19 31 -> 42 fr=4298 (0.8727), cf=0.938, gamma=1.044, delta=0.037, M=-3.317e+002
10 19 31 -> 42 fr=4373 (0.8879), cf=0.932, gamma=1.037, delta=0.032, M=-3.308e+002
6 19 31 38 -> 42 fr=4298 (0.8727), cf=0.938, gamma=1.044, delta=0.037, M=-3.294e+002
19 31 38 -> 42 fr=4373 (0.8879), cf=0.932, gamma=1.037, delta=0.032, M=-3.284e+002
1 6 19 -> 42 fr=4301 (0.8733), cf=0.938, gamma=1.044, delta=0.036, M=-3.276e+002
6 19 31 -> 42 fr=4298 (0.8727), cf=0.938, gamma=1.044, delta=0.037, M=-3.271e+002
19 31 -> 42 fr=4373 (0.8879), cf=0.932, gamma=1.037, delta=0.032, M=-3.259e+002
6 10 19 38 -> 42 fr=4301 (0.8733), cf=0.937, gamma=1.043, delta=0.036, M=-3.229e+002
10 19 38 -> 42 fr=4376 (0.8885), cf=0.931, gamma=1.036, delta=0.031, M=-3.229e+002
6 10 19 -> 42 fr=4301 (0.8733), cf=0.937, gamma=1.043, delta=0.036, M=-3.206e+002
1 19 -> 42 fr=4376 (0.8885), cf=0.931, gamma=1.036, delta=0.031, M=-3.205e+002
10 19 -> 42 fr=4376 (0.8885), cf=0.931, gamma=1.036, delta=0.031, M=-3.205e+002
6 19 38 -> 42 fr=4301 (0.8733), cf=0.937, gamma=1.042, delta=0.036, M=-3.160e+002
15 19 -> ~43 fr=4515 (0.9168), cf=0.970, gamma=1.032, delta=0.029, M=-3.154e+002
6 19 -> 42 fr=4301 (0.8733), cf=0.936, gamma=1.042, delta=0.035, M=-3.069e+002
19 38 -> 42 fr=4376 (0.8885), cf=0.930, gamma=1.035, delta=0.030, M=-3.060e+002
6 19 28 -> ~43 fr=4427 (0.8989), cf=0.968, gamma=1.030, delta=0.026, M=-2.327e+002
6 19 -> ~43 fr=4445 (0.9025), cf=0.967, gamma=1.029, delta=0.025, M=-2.320e+002
1 10 15 28 35 -> 42 fr=4409 (0.8952), cf=0.919, gamma=1.023, delta=0.020, M=-2.285e+002
1 15 28 35 -> 42 fr=4409 (0.8952), cf=0.919, gamma=1.023, delta=0.020, M=-2.261e+002
10 15 28 35 -> 42 fr=4409 (0.8952), cf=0.919, gamma=1.023, delta=0.020, M=-2.238e+002
15 28 35 -> 42 fr=4409 (0.8952), cf=0.919, gamma=1.023, delta=0.020, M=-2.214e+002
1 15 28 31 -> 42 fr=4409 (0.8952), cf=0.919, gamma=1.022, delta=0.020, M=-2.166e+002
1 10 15 28 -> 42 fr=4412 (0.8958), cf=0.918, gamma=1.022, delta=0.019, M=-2.132e+002
15 28 31 -> 42 fr=4409 (0.8952), cf=0.918, gamma=1.022, delta=0.019, M=-2.119e+002
1 10 15 35 -> 42 fr=4413 (0.8960), cf=0.917, gamma=1.021, delta=0.018, M=-2.057e+002
10 15 28 38 -> 42 fr=4412 (0.8958), cf=0.917, gamma=1.021, delta=0.018, M=-2.037e+002
1 15 35 -> 42 fr=4413 (0.8960), cf=0.917, gamma=1.020, delta=0.018, M=-2.034e+002
1 15 28 -> 42 fr=4412 (0.8958), cf=0.917, gamma=1.020, delta=0.018, M=-2.013e+002
10 15 28 -> 42 fr=4412 (0.8958), cf=0.917, gamma=1.020, delta=0.018, M=-2.013e+002
10 15 35 -> 42 fr=4413 (0.8960), cf=0.917, gamma=1.020, delta=0.018, M=-1.986e+002
15 -> ~43 fr=4620 (0.9381), cf=0.955, gamma=1.016, delta=0.014, M=-1.973e+002
15 35 -> 42 fr=4413 (0.8960), cf=0.916, gamma=1.020, delta=0.017, M=-1.939e+002
1 15 31 -> 42 fr=4413 (0.8960), cf=0.916, gamma=1.020, delta=0.017, M=-1.939e+002
1 10 15 -> 42 fr=4416 (0.8966), cf=0.915, gamma=1.019, delta=0.017, M=-1.909e+002
15 28 38 -> 42 fr=4412 (0.8958), cf=0.916, gamma=1.019, delta=0.017, M=-1.895e+002
15 28 -> 42 fr=4412 (0.8958), cf=0.916, gamma=1.019, delta=0.017, M=-1.872e+002
19 -> ~43 fr=4524 (0.9186), cf=0.960, gamma=1.022, delta=0.020, M=-1.869e+002
10 15 31 -> 42 fr=4413 (0.8960), cf=0.916, gamma=1.019, delta=0.017, M=-1.868e+002
15 31 38 -> 42 fr=4413 (0.8960), cf=0.915, gamma=1.019, delta=0.017, M=-1.845e+002
15 31 -> 42 fr=4413 (0.8960), cf=0.915, gamma=1.019, delta=0.016, M=-1.821e+002
1 15 -> 42 fr=4416 (0.8966), cf=0.914, gamma=1.018, delta=0.016, M=-1.791e+002
10 15 38 -> 42 fr=4416 (0.8966), cf=0.914, gamma=1.018, delta=0.016, M=-1.791e+002
10 15 -> 42 fr=4416 (0.8966), cf=0.914, gamma=1.018, delta=0.016, M=-1.767e+002
15 38 -> 42 fr=4416 (0.8966), cf=0.913, gamma=1.016, delta=0.014, M=-1.627e+002
1 19 -> ~45 fr=4682 (0.9507), cf=0.996, gamma=1.012, delta=0.011, M=-1.438e+002
19 -> ~45 fr=4689 (0.9521), cf=0.995, gamma=1.011, delta=0.010, M=-1.337e+002
1 6 10 28 35 -> 42 fr=4344 (0.8820), cf=0.911, gamma=1.014, delta=0.012, M=-7.896e+001
1 6 28 31 35 -> 42 fr=4342 (0.8816), cf=0.911, gamma=1.014, delta=0.012, M=-7.785e+001
1 6 28 35 -> 42 fr=4344 (0.8820), cf=0.911, gamma=1.014, delta=0.012, M=-7.728e+001
6 10 28 35 -> 42 fr=4344 (0.8820), cf=0.911, gamma=1.013, delta=0.012, M=-7.560e+001
6 28 31 35 -> 42 fr=4342 (0.8816), cf=0.910, gamma=1.013, delta=0.012, M=-7.452e+001
6 28 35 -> 42 fr=4344 (0.8820), cf=0.910, gamma=1.013, delta=0.011, M=-7.393e+001
1 10 28 35 -> 42 fr=4418 (0.8971), cf=0.905, gamma=1.008, delta=0.007, M=-7.127e+001
1 6 28 31 -> 42 fr=4343 (0.8818), cf=0.910, gamma=1.013, delta=0.011, M=-7.010e+001
1 28 35 -> 42 fr=4418 (0.8971), cf=0.905, gamma=1.007, delta=0.007, M=-6.908e+001
10 28 35 -> 42 fr=4418 (0.8971), cf=0.905, gamma=1.007, delta=0.006, M=-6.690e+001
6 28 31 -> 42 fr=4343 (0.8818), cf=0.910, gamma=1.012, delta=0.011, M=-6.685e+001
1 6 10 28 -> 42 fr=4346 (0.8824), cf=0.909, gamma=1.012, delta=0.010, M=-6.514e+001
28 35 -> 42 fr=4418 (0.8971), cf=0.905, gamma=1.007, delta=0.006, M=-6.473e+001
1 6 28 -> 42 fr=4346 (0.8824), cf=0.909, gamma=1.012, delta=0.010, M=-6.193e+001
1 28 31 -> 42 fr=4418 (0.8971), cf=0.904, gamma=1.007, delta=0.006, M=-6.040e+001
1 6 10 35 -> 42 fr=4348 (0.8828), cf=0.908, gamma=1.011, delta=0.010, M=-5.973e+001
1 6 31 35 -> 42 fr=4346 (0.8824), cf=0.908, gamma=1.011, delta=0.010, M=-5.876e+001
6 10 28 38 -> 42 fr=4346 (0.8824), cf=0.908, gamma=1.011, delta=0.010, M=-5.876e+001
1 6 35 -> 42 fr=4348 (0.8828), cf=0.908, gamma=1.011, delta=0.010, M=-5.815e+001
6 10 28 -> 42 fr=4346 (0.8824), cf=0.908, gamma=1.011, delta=0.009, M=-5.719e+001
1 10 28 -> 42 fr=4421 (0.8977), cf=0.904, gamma=1.006, delta=0.005, M=-5.685e+001
28 31 -> 42 fr=4418 (0.8971), cf=0.904, gamma=1.006, delta=0.006, M=-5.610e+001
6 28 38 -> 42 fr=4346 (0.8824), cf=0.908, gamma=1.011, delta=0.009, M=-5.563e+001
6 10 35 -> 42 fr=4348 (0.8828), cf=0.908, gamma=1.011, delta=0.009, M=-5.501e+001
6 28 -> 42 fr=4346 (0.8824), cf=0.908, gamma=1.010, delta=0.009, M=-5.408e+001
6 31 35 -> 42 fr=4346 (0.8824), cf=0.908, gamma=1.010, delta=0.009, M=-5.255e+001
6 35 -> 42 fr=4348 (0.8828), cf=0.908, gamma=1.010, delta=0.009, M=-5.193e+001
10 28 35 -> ~46 fr=4798 (0.9742), cf=0.983, gamma=1.004, delta=0.004, M=-5.186e+001
1 6 31 -> 42 fr=4347 (0.8826), cf=0.908, gamma=1.010, delta=0.009, M=-5.147e+001
31 -> ~44 fr=4894 (0.9937), cf=0.997, gamma=1.002, delta=0.002, M=-5.093e+001
28 31 35 -> ~46 fr=4796 (0.9738), cf=0.983, gamma=1.004, delta=0.004, M=-5.070e+001
1 10 35 -> 42 fr=4422 (0.8979), cf=0.903, gamma=1.005, delta=0.004, M=-4.993e+001
28 35 -> ~46 fr=4798 (0.9742), cf=0.983, gamma=1.004, delta=0.004, M=-4.857e+001
10 28 38 -> 42 fr=4421 (0.8977), cf=0.903, gamma=1.005, delta=0.004, M=-4.805e+001
1 35 -> 42 fr=4422 (0.8979), cf=0.903, gamma=1.005, delta=0.004, M=-4.772e+001
35 -> ~44 fr=4889 (0.9927), cf=0.997, gamma=1.002, delta=0.002, M=-4.719e+001
6 10 31 -> 42 fr=4347 (0.8826), cf=0.907, gamma=1.009, delta=0.008, M=-4.695e+001
1 6 10 -> 42 fr=4350 (0.8832), cf=0.907, gamma=1.009, delta=0.008, M=-4.675e+001
1 28 -> 42 fr=4421 (0.8977), cf=0.903, gamma=1.005, delta=0.004, M=-4.587e+001
10 28 -> 42 fr=4421 (0.8977), cf=0.903, gamma=1.005, delta=0.004, M=-4.587e+001
6 31 38 -> 42 fr=4347 (0.8826), cf=0.907, gamma=1.009, delta=0.008, M=-4.547e+001
6 31 -> 42 fr=4347 (0.8826), cf=0.907, gamma=1.009, delta=0.008, M=-4.400e+001
1 6 -> 42 fr=4350 (0.8832), cf=0.906, gamma=1.009, delta=0.008, M=-4.378e+001
10 35 -> 42 fr=4422 (0.8979), cf=0.902, gamma=1.004, delta=0.004, M=-4.330e+001
6 28 -> ~43 fr=4532 (0.9202), cf=0.947, gamma=1.007, delta=0.007, M=-4.178e+001
6 -> ~43 fr=4550 (0.9239), cf=0.946, gamma=1.007, delta=0.006, M=-4.037e+001
6 10 38 -> 42 fr=4350 (0.8832), cf=0.906, gamma=1.008, delta=0.007, M=-3.942e+001
1 31 -> 42 fr=4422 (0.8979), cf=0.902, gamma=1.004, delta=0.004, M=-3.891e+001
1 10 28 -> ~46 fr=4803 (0.9752), cf=0.982, gamma=1.003, delta=0.003, M=-3.845e+001
6 10 -> 42 fr=4350 (0.8832), cf=0.906, gamma=1.008, delta=0.007, M=-3.800e+001
28 -> ~46 fr=4812 (0.9771), cf=0.981, gamma=1.003, delta=0.003, M=-3.796e+001
1 10 -> 42 fr=4425 (0.8985), cf=0.901, gamma=1.003, delta=0.003, M=-3.682e+001
6 38 -> 42 fr=4350 (0.8832), cf=0.905, gamma=1.008, delta=0.007, M=-3.519e+001
28 38 -> 42 fr=4421 (0.8977), cf=0.902, gamma=1.004, delta=0.003, M=-3.508e+001
10 31 -> 42 fr=4422 (0.8979), cf=0.902, gamma=1.003, delta=0.003, M=-3.239e+001
31 38 -> 42 fr=4422 (0.8979), cf=0.901, gamma=1.003, delta=0.003, M=-3.023e+001
1 10 -> ~44 fr=4892 (0.9933), cf=0.997, gamma=1.001, delta=0.001, M=-2.891e+001
10 35 -> ~46 fr=4807 (0.9760), cf=0.981, gamma=1.002, delta=0.002, M=-2.791e+001
10 38 -> ~44 fr=4896 (0.9941), cf=0.996, gamma=1.001, delta=0.001, M=-2.650e+001
1 31 35 -> ~46 fr=4802 (0.9750), cf=0.981, gamma=1.002, delta=0.002, M=-2.549e+001
10 38 -> 42 fr=4425 (0.8985), cf=0.900, gamma=1.002, delta=0.002, M=-2.526e+001
31 35 -> ~46 fr=4805 (0.9756), cf=0.981, gamma=1.002, delta=0.002, M=-2.381e+001
1 35 -> ~46 fr=4804 (0.9754), cf=0.981, gamma=1.002, delta=0.002, M=-2.336e+001
35 -> ~46 fr=4807 (0.9760), cf=0.981, gamma=1.002, delta=0.002, M=-2.170e+001
10 -> ~44 fr=4896 (0.9941), cf=0.996, gamma=1.001, delta=0.001, M=-2.155e+001
1 10 -> ~46 fr=4811 (0.9769), cf=0.980, gamma=1.001, delta=0.001, M=-1.447e+001
10 -> ~46 fr=4816 (0.9779), cf=0.980, gamma=1.001, delta=0.001, M=-1.394e+001
1 -> ~46 fr=4815 (0.9777), cf=0.980, gamma=1.001, delta=0.001, M=-1.335e+001
1 -> ~44 fr=4893 (0.9935), cf=0.996, gamma=1.001, delta=0.001, M=-1.102e+001
31 38 -> ~46 fr=4807 (0.9760), cf=0.980, gamma=1.001, delta=0.001, M=-1.026e+001
38 -> ~46 fr=4820 (0.9787), cf=0.979, gamma=1.001, delta=0.001, M=-1.023e+001
6 38 -> ~44 fr=4786 (0.9718), cf=0.996, gamma=1.001, delta=0.001, M=-8.370e+000
31 -> ~46 fr=4807 (0.9760), cf=0.980, gamma=1.001, delta=0.001, M=-7.690e+000
1 -> ~45 fr=4841 (0.9829), cf=0.985, gamma=1.001, delta=0.001, M=-7.537e+000
6 -> ~44 fr=4789 (0.9724), cf=0.996, gamma=1.001, delta=0.001, M=-6.139e+000
38 -> ~44 fr=4898 (0.9945), cf=0.995, gamma=1.000, delta=0.000, M=-3.945e+000
28 -> ~43 fr=4611 (0.9362), cf=0.940, gamma=1.001, delta=0.001, M=-3.228e+000
28 -> ~45 fr=4828 (0.9803), cf=0.985, gamma=1.000, delta=0.000, M=-1.237e+000
30 -> ~42 fr=500 (0.1015), cf=0.102, gamma=1.001, delta=0.000, M=-3.213e-001
