1 10 15 19 28 35 -> 42 fr=4348 (0.8828), cf=0.944, gamma=1.053, delta=0.044, M=-4.852e+002
6 19 28 -> ~43 fr=4415 (0.8964), cf=0.966, gamma=1.029, delta=0.025, M=-2.135e+002
1 10 15 28 31 -> 42 fr=4395 (0.8924), cf=0.916, gamma=1.022, delta=0.020, M=-2.123e+002
6 19 -> ~43 fr=4433 (0.9001), cf=0.965, gamma=1.028, delta=0.024, M=-2.101e+002
10 15 28 31 -> 42 fr=4395 (0.8924), cf=0.916, gamma=1.022, delta=0.019, M=-2.100e+002
1 15 28 31 -> 42 fr=4395 (0.8924), cf=0.916, gamma=1.022, delta=0.019, M=-2.100e+002
15 28 31 -> 42 fr=4395 (0.8924), cf=0.916, gamma=1.022, delta=0.019, M=-2.077e+002
1 10 15 35 -> 42 fr=4401 (0.8936), cf=0.915, gamma=1.021, delta=0.018, M=-2.055e+002
1 10 15 28 -> 42 fr=4398 (0.8930), cf=0.915, gamma=1.021, delta=0.019, M=-2.040e+002
1 15 31 35 -> 42 fr=4399 (0.8932), cf=0.915, gamma=1.021, delta=0.018, M=-2.037e+002
1 15 35 -> 42 fr=4401 (0.8936), cf=0.915, gamma=1.021, delta=0.018, M=-2.031e+002
10 15 35 -> 42 fr=4401 (0.8936), cf=0.914, gamma=1.020, delta=0.018, M=-2.008e+002
10 15 28 38 -> 42 fr=4398 (0.8930), cf=0.915, gamma=1.021, delta=0.018, M=-1.971e+002
15 31 35 -> 42 fr=4399 (0.8932), cf=0.914, gamma=1.020, delta=0.018, M=-1.967e+002
15 35 -> 42 fr=4401 (0.8936), cf=0.914, gamma=1.020, delta=0.018, M=-1.961e+002
10 15 28 -> 42 fr=4398 (0.8930), cf=0.914, gamma=1.020, delta=0.018, M=-1.947e+002
1 10 15 31 -> 42 fr=4400 (0.8934), cf=0.914, gamma=1.020, delta=0.017, M=-1.917e+002
15 -> ~43 fr=4615 (0.9371), cf=0.954, gamma=1.015, delta=0.014, M=-1.911e+002
1 15 28 -> 42 fr=4398 (0.8930), cf=0.914, gamma=1.020, delta=0.018, M=-1.901e+002
1 15 31 -> 42 fr=4400 (0.8934), cf=0.914, gamma=1.020, delta=0.017, M=-1.894e+002
10 15 31 -> 42 fr=4400 (0.8934), cf=0.913, gamma=1.019, delta=0.017, M=-1.871e+002
1 10 15 -> 42 fr=4403 (0.8940), cf=0.913, gamma=1.019, delta=0.016, M=-1.840e+002
15 31 38 -> 42 fr=4400 (0.8934), cf=0.913, gamma=1.019, delta=0.017, M=-1.824e+002
15 28 38 -> 42 fr=4398 (0.8930), cf=0.913, gamma=1.019, delta=0.017, M=-1.809e+002
15 31 -> 42 fr=4400 (0.8934), cf=0.913, gamma=1.019, delta=0.016, M=-1.801e+002
15 28 -> 42 fr=4398 (0.8930), cf=0.913, gamma=1.019, delta=0.017, M=-1.786e+002
10 15 38 -> 42 fr=4403 (0.8940), cf=0.912, gamma=1.018, delta=0.016, M=-1.747e+002
19 28 -> ~43 fr=4499 (0.9135), cf=0.959, gamma=1.022, delta=0.019, M=-1.746e+002
19 -> ~43 fr=4517 (0.9172), cf=0.959, gamma=1.021, delta=0.019, M=-1.732e+002
10 15 -> 42 fr=4403 (0.8940), cf=0.912, gamma=1.018, delta=0.015, M=-1.724e+002
1 15 -> 42 fr=4403 (0.8940), cf=0.912, gamma=1.017, delta=0.015, M=-1.701e+002
15 38 -> 42 fr=4403 (0.8940), cf=0.910, gamma=1.016, delta=0.014, M=-1.562e+002
1 19 -> ~45 fr=4684 (0.9511), cf=0.996, gamma=1.012, delta=0.011, M=-1.537e+002
19 -> ~45 fr=4691 (0.9525), cf=0.996, gamma=1.012, delta=0.011, M=-1.476e+002
1 6 10 28 35 -> 42 fr=4327 (0.8786), cf=0.908, gamma=1.014, delta=0.012, M=-7.617e+001
1 6 28 31 35 -> 42 fr=4325 (0.8782), cf=0.908, gamma=1.014, delta=0.012, M=-7.511e+001
1 10 28 35 -> 42 fr=4406 (0.8946), cf=0.903, gamma=1.008, delta=0.007, M=-7.469e+001
6 10 28 35 -> 42 fr=4327 (0.8786), cf=0.908, gamma=1.014, delta=0.012, M=-7.454e+001
1 6 28 35 -> 42 fr=4327 (0.8786), cf=0.908, gamma=1.014, delta=0.012, M=-7.454e+001
1 28 31 35 -> 42 fr=4404 (0.8942), cf=0.903, gamma=1.008, delta=0.007, M=-7.354e+001
6 28 31 35 -> 42 fr=4325 (0.8782), cf=0.908, gamma=1.014, delta=0.012, M=-7.349e+001
6 28 35 -> 42 fr=4327 (0.8786), cf=0.908, gamma=1.013, delta=0.012, M=-7.291e+001
10 28 35 -> 42 fr=4406 (0.8946), cf=0.903, gamma=1.008, delta=0.007, M=-7.252e+001
1 28 35 -> 42 fr=4406 (0.8946), cf=0.903, gamma=1.008, delta=0.007, M=-7.252e+001
28 31 35 -> 42 fr=4404 (0.8942), cf=0.903, gamma=1.008, delta=0.007, M=-7.140e+001
28 35 -> 42 fr=4406 (0.8946), cf=0.903, gamma=1.008, delta=0.007, M=-7.035e+001
1 6 10 28 31 -> 42 fr=4325 (0.8782), cf=0.907, gamma=1.013, delta=0.011, M=-6.552e+001
6 10 28 31 -> 42 fr=4325 (0.8782), cf=0.907, gamma=1.012, delta=0.011, M=-6.396e+001
1 6 28 31 -> 42 fr=4325 (0.8782), cf=0.907, gamma=1.012, delta=0.011, M=-6.396e+001
6 28 31 -> 42 fr=4325 (0.8782), cf=0.907, gamma=1.012, delta=0.011, M=-6.241e+001
1 10 28 31 -> 42 fr=4405 (0.8944), cf=0.902, gamma=1.007, delta=0.006, M=-6.230e+001
10 28 31 -> 42 fr=4405 (0.8944), cf=0.902, gamma=1.007, delta=0.006, M=-6.019e+001
1 28 31 -> 42 fr=4405 (0.8944), cf=0.902, gamma=1.007, delta=0.006, M=-6.019e+001
1 6 10 28 -> 42 fr=4328 (0.8788), cf=0.906, gamma=1.012, delta=0.010, M=-5.919e+001
28 31 -> 42 fr=4405 (0.8944), cf=0.902, gamma=1.007, delta=0.006, M=-5.807e+001
1 6 10 35 -> 42 fr=4332 (0.8796), cf=0.906, gamma=1.011, delta=0.010, M=-5.799e+001
1 6 31 35 -> 42 fr=4330 (0.8792), cf=0.906, gamma=1.011, delta=0.010, M=-5.705e+001
1 6 35 -> 42 fr=4332 (0.8796), cf=0.906, gamma=1.011, delta=0.010, M=-5.646e+001
1 10 35 -> 42 fr=4411 (0.8956), cf=0.901, gamma=1.005, delta=0.005, M=-5.594e+001
6 10 35 -> 42 fr=4332 (0.8796), cf=0.906, gamma=1.011, delta=0.009, M=-5.493e+001
1 6 28 -> 42 fr=4328 (0.8788), cf=0.906, gamma=1.011, delta=0.009, M=-5.462e+001
6 10 28 38 -> 42 fr=4328 (0.8788), cf=0.906, gamma=1.011, delta=0.009, M=-5.462e+001
1 10 28 -> 42 fr=4408 (0.8950), cf=0.901, gamma=1.006, delta=0.005, M=-5.434e+001
1 31 35 -> 42 fr=4409 (0.8952), cf=0.901, gamma=1.006, delta=0.005, M=-5.397e+001
1 35 -> 42 fr=4411 (0.8956), cf=0.901, gamma=1.005, delta=0.005, M=-5.370e+001
31 -> ~44 fr=4890 (0.9929), cf=0.997, gamma=1.002, delta=0.002, M=-5.363e+001
10 28 35 -> ~46 fr=4794 (0.9734), cf=0.983, gamma=1.004, delta=0.004, M=-5.354e+001
6 10 28 -> 42 fr=4328 (0.8788), cf=0.906, gamma=1.011, delta=0.009, M=-5.312e+001
6 31 35 -> 42 fr=4330 (0.8792), cf=0.905, gamma=1.011, delta=0.009, M=-5.251e+001
6 35 -> 42 fr=4332 (0.8796), cf=0.905, gamma=1.010, delta=0.009, M=-5.190e+001
28 31 35 -> ~46 fr=4791 (0.9728), cf=0.983, gamma=1.004, delta=0.004, M=-5.186e+001
10 35 -> 42 fr=4411 (0.8956), cf=0.901, gamma=1.005, delta=0.005, M=-5.147e+001
28 35 -> ~46 fr=4794 (0.9734), cf=0.982, gamma=1.004, delta=0.004, M=-5.028e+001
6 28 38 -> 42 fr=4328 (0.8788), cf=0.905, gamma=1.010, delta=0.009, M=-5.016e+001
35 -> ~44 fr=4885 (0.9919), cf=0.997, gamma=1.002, delta=0.002, M=-4.993e+001
6 28 -> 42 fr=4328 (0.8788), cf=0.905, gamma=1.010, delta=0.009, M=-4.869e+001
1 6 10 31 -> 42 fr=4330 (0.8792), cf=0.905, gamma=1.010, delta=0.009, M=-4.807e+001
10 28 38 -> 42 fr=4408 (0.8950), cf=0.901, gamma=1.005, delta=0.005, M=-4.790e+001
31 35 -> 42 fr=4409 (0.8952), cf=0.901, gamma=1.005, delta=0.004, M=-4.745e+001
1 6 31 -> 42 fr=4330 (0.8792), cf=0.905, gamma=1.010, delta=0.008, M=-4.662e+001
10 28 -> 42 fr=4408 (0.8950), cf=0.901, gamma=1.005, delta=0.004, M=-4.576e+001
6 10 31 -> 42 fr=4330 (0.8792), cf=0.905, gamma=1.009, delta=0.008, M=-4.517e+001
1 10 31 -> 42 fr=4410 (0.8954), cf=0.900, gamma=1.004, delta=0.004, M=-4.277e+001
6 31 38 -> 42 fr=4330 (0.8792), cf=0.904, gamma=1.009, delta=0.008, M=-4.232e+001
1 6 10 -> 42 fr=4333 (0.8798), cf=0.904, gamma=1.009, delta=0.008, M=-4.210e+001
1 28 -> 42 fr=4408 (0.8950), cf=0.900, gamma=1.005, delta=0.004, M=-4.152e+001
6 31 -> 42 fr=4330 (0.8792), cf=0.904, gamma=1.009, delta=0.008, M=-4.092e+001
1 31 -> 42 fr=4410 (0.8954), cf=0.900, gamma=1.004, delta=0.004, M=-4.060e+001
6 28 -> ~43 fr=4523 (0.9184), cf=0.946, gamma=1.007, delta=0.007, M=-3.982e+001
10 31 -> 42 fr=4410 (0.8954), cf=0.900, gamma=1.004, delta=0.004, M=-3.843e+001
1 6 -> 42 fr=4333 (0.8798), cf=0.903, gamma=1.008, delta=0.007, M=-3.790e+001
1 10 28 -> ~46 fr=4800 (0.9746), cf=0.981, gamma=1.003, delta=0.003, M=-3.759e+001
6 -> ~43 fr=4541 (0.9220), cf=0.945, gamma=1.006, delta=0.006, M=-3.659e+001
6 10 38 -> 42 fr=4333 (0.8798), cf=0.903, gamma=1.008, delta=0.007, M=-3.652e+001
1 10 -> 42 fr=4413 (0.8960), cf=0.899, gamma=1.003, delta=0.003, M=-3.643e+001
10 28 -> ~46 fr=4803 (0.9752), cf=0.981, gamma=1.003, delta=0.003, M=-3.611e+001
6 10 -> 42 fr=4333 (0.8798), cf=0.903, gamma=1.008, delta=0.007, M=-3.517e+001
31 38 -> 42 fr=4410 (0.8954), cf=0.899, gamma=1.004, delta=0.003, M=-3.413e+001
10 35 -> ~46 fr=4805 (0.9756), cf=0.981, gamma=1.003, delta=0.003, M=-3.409e+001
1 28 -> ~46 fr=4804 (0.9754), cf=0.981, gamma=1.003, delta=0.003, M=-3.348e+001
28 38 -> 42 fr=4408 (0.8950), cf=0.899, gamma=1.004, delta=0.003, M=-3.316e+001
28 -> ~46 fr=4808 (0.9762), cf=0.981, gamma=1.002, delta=0.002, M=-3.278e+001
1 31 35 -> ~46 fr=4800 (0.9746), cf=0.981, gamma=1.003, delta=0.002, M=-3.132e+001
6 38 -> 42 fr=4333 (0.8798), cf=0.903, gamma=1.007, delta=0.006, M=-3.118e+001
1 35 -> ~46 fr=4803 (0.9752), cf=0.981, gamma=1.002, delta=0.002, M=-2.975e+001
31 35 -> ~46 fr=4802 (0.9750), cf=0.981, gamma=1.002, delta=0.002, M=-2.924e+001
1 10 -> ~44 fr=4889 (0.9927), cf=0.996, gamma=1.001, delta=0.001, M=-2.798e+001
35 -> ~46 fr=4805 (0.9756), cf=0.981, gamma=1.002, delta=0.002, M=-2.769e+001
10 38 -> 42 fr=4413 (0.8960), cf=0.898, gamma=1.002, delta=0.002, M=-2.728e+001
10 38 -> ~44 fr=4892 (0.9933), cf=0.996, gamma=1.001, delta=0.001, M=-2.503e+001
10 -> ~44 fr=4892 (0.9933), cf=0.996, gamma=1.001, delta=0.001, M=-2.031e+001
1 10 -> ~46 fr=4810 (0.9766), cf=0.980, gamma=1.001, delta=0.001, M=-1.788e+001
10 -> ~46 fr=4814 (0.9775), cf=0.980, gamma=1.001, delta=0.001, M=-1.713e+001
1 -> ~46 fr=4814 (0.9775), cf=0.979, gamma=1.001, delta=0.001, M=-1.384e+001
1 -> ~44 fr=4891 (0.9931), cf=0.995, gamma=1.001, delta=0.001, M=-1.097e+001
38 -> ~46 fr=4818 (0.9783), cf=0.979, gamma=1.001, delta=0.001, M=-1.017e+001
6 38 -> ~44 fr=4779 (0.9704), cf=0.995, gamma=1.001, delta=0.001, M=-7.636e+000
31 -> ~46 fr=4803 (0.9752), cf=0.979, gamma=1.001, delta=0.001, M=-7.191e+000
6 -> ~44 fr=4782 (0.9710), cf=0.995, gamma=1.001, delta=0.001, M=-5.569e+000
1 -> ~45 fr=4838 (0.9823), cf=0.984, gamma=1.000, delta=0.000, M=-4.555e+000
28 -> ~43 fr=4607 (0.9354), cf=0.940, gamma=1.001, delta=0.001, M=-4.510e+000
38 -> ~44 fr=4895 (0.9939), cf=0.995, gamma=1.000, delta=0.000, M=-3.828e+000
28 -> ~45 fr=4824 (0.9795), cf=0.984, gamma=1.000, delta=0.000, M=-1.167e+000
30 -> ~42 fr=512 (0.1040), cf=0.104, gamma=1.001, delta=0.000, M=-3.293e-001
