1 15 19 28 35 -> 42 fr=4356 (0.8845), cf=0.945, gamma=1.051, delta=0.043, M=-4.679e+002
1 10 19 -> 42 fr=4374 (0.8881), cf=0.932, gamma=1.037, delta=0.032, M=-3.312e+002
10 19 31 -> 42 fr=4371 (0.8875), cf=0.932, gamma=1.037, delta=0.032, M=-3.294e+002
19 28 38 -> 42 fr=4369 (0.8871), cf=0.933, gamma=1.038, delta=0.032, M=-3.291e+002
19 28 -> 42 fr=4369 (0.8871), cf=0.932, gamma=1.037, delta=0.032, M=-3.267e+002
19 31 38 -> 42 fr=4371 (0.8875), cf=0.932, gamma=1.037, delta=0.032, M=-3.246e+002
19 31 -> 42 fr=4371 (0.8875), cf=0.932, gamma=1.037, delta=0.032, M=-3.222e+002
10 19 38 -> 42 fr=4374 (0.8881), cf=0.931, gamma=1.036, delta=0.031, M=-3.215e+002
1 19 -> 42 fr=4374 (0.8881), cf=0.931, gamma=1.036, delta=0.031, M=-3.191e+002
10 19 -> 42 fr=4374 (0.8881), cf=0.931, gamma=1.036, delta=0.031, M=-3.191e+002
19 38 -> 42 fr=4374 (0.8881), cf=0.930, gamma=1.035, delta=0.030, M=-3.047e+002
15 19 -> ~43 fr=4510 (0.9157), cf=0.970, gamma=1.031, delta=0.028, M=-2.965e+002
6 19 28 -> ~43 fr=4419 (0.8973), cf=0.967, gamma=1.029, delta=0.025, M=-2.188e+002
6 19 -> ~43 fr=4435 (0.9005), cf=0.967, gamma=1.028, delta=0.025, M=-2.166e+002
1 15 28 35 -> 42 fr=4408 (0.8950), cf=0.919, gamma=1.023, delta=0.020, M=-2.154e+002
15 28 35 -> 42 fr=4408 (0.8950), cf=0.919, gamma=1.022, delta=0.019, M=-2.107e+002
1 10 15 28 31 -> 42 fr=4407 (0.8948), cf=0.918, gamma=1.022, delta=0.019, M=-2.042e+002
1 15 28 31 -> 42 fr=4407 (0.8948), cf=0.918, gamma=1.021, delta=0.019, M=-2.019e+002
10 15 28 31 -> 42 fr=4407 (0.8948), cf=0.918, gamma=1.021, delta=0.019, M=-1.996e+002
1 15 35 -> 42 fr=4413 (0.8960), cf=0.917, gamma=1.020, delta=0.018, M=-1.991e+002
1 10 15 28 -> 42 fr=4410 (0.8954), cf=0.917, gamma=1.021, delta=0.018, M=-1.980e+002
15 28 31 -> 42 fr=4407 (0.8948), cf=0.918, gamma=1.021, delta=0.018, M=-1.972e+002
10 15 35 -> 42 fr=4413 (0.8960), cf=0.916, gamma=1.020, delta=0.017, M=-1.921e+002
15 -> ~43 fr=4620 (0.9381), cf=0.955, gamma=1.015, delta=0.014, M=-1.909e+002
15 35 -> 42 fr=4413 (0.8960), cf=0.916, gamma=1.019, delta=0.017, M=-1.897e+002
10 15 28 38 -> 42 fr=4410 (0.8954), cf=0.916, gamma=1.020, delta=0.017, M=-1.887e+002
1 10 15 31 -> 42 fr=4412 (0.8958), cf=0.916, gamma=1.019, delta=0.017, M=-1.878e+002
1 15 28 -> 42 fr=4410 (0.8954), cf=0.916, gamma=1.020, delta=0.017, M=-1.863e+002
10 15 28 -> 42 fr=4410 (0.8954), cf=0.916, gamma=1.020, delta=0.017, M=-1.863e+002
1 15 31 -> 42 fr=4412 (0.8958), cf=0.916, gamma=1.019, delta=0.017, M=-1.854e+002
19 28 -> ~43 fr=4505 (0.9147), cf=0.961, gamma=1.022, delta=0.020, M=-1.847e+002
19 -> ~43 fr=4521 (0.9180), cf=0.961, gamma=1.022, delta=0.019, M=-1.845e+002
1 10 15 -> 42 fr=4415 (0.8964), cf=0.915, gamma=1.018, delta=0.016, M=-1.821e+002
10 15 31 -> 42 fr=4412 (0.8958), cf=0.916, gamma=1.019, delta=0.016, M=-1.808e+002
15 31 38 -> 42 fr=4412 (0.8958), cf=0.915, gamma=1.018, delta=0.016, M=-1.761e+002
15 28 38 -> 42 fr=4410 (0.8954), cf=0.915, gamma=1.019, delta=0.016, M=-1.747e+002
15 31 -> 42 fr=4412 (0.8958), cf=0.915, gamma=1.018, delta=0.016, M=-1.738e+002
15 28 -> 42 fr=4410 (0.8954), cf=0.915, gamma=1.018, delta=0.016, M=-1.724e+002
1 15 -> 42 fr=4415 (0.8964), cf=0.914, gamma=1.017, delta=0.015, M=-1.703e+002
10 15 38 -> 42 fr=4415 (0.8964), cf=0.914, gamma=1.017, delta=0.015, M=-1.703e+002
10 15 -> 42 fr=4415 (0.8964), cf=0.914, gamma=1.017, delta=0.015, M=-1.680e+002
15 38 -> 42 fr=4415 (0.8964), cf=0.913, gamma=1.016, delta=0.014, M=-1.541e+002
1 19 -> ~45 fr=4679 (0.9501), cf=0.996, gamma=1.012, delta=0.011, M=-1.502e+002
19 -> ~45 fr=4685 (0.9513), cf=0.996, gamma=1.011, delta=0.011, M=-1.396e+002
1 6 28 35 -> 42 fr=4337 (0.8806), cf=0.910, gamma=1.012, delta=0.011, M=-6.513e+001
1 28 35 -> 42 fr=4419 (0.8973), cf=0.905, gamma=1.007, delta=0.006, M=-6.480e+001
6 28 35 -> 42 fr=4337 (0.8806), cf=0.909, gamma=1.012, delta=0.010, M=-6.198e+001
28 35 -> 42 fr=4419 (0.8973), cf=0.905, gamma=1.007, delta=0.006, M=-6.047e+001
1 6 10 28 31 -> 42 fr=4336 (0.8804), cf=0.909, gamma=1.011, delta=0.010, M=-5.690e+001
1 6 28 31 -> 42 fr=4336 (0.8804), cf=0.909, gamma=1.011, delta=0.010, M=-5.538e+001
1 10 28 31 -> 42 fr=4418 (0.8971), cf=0.904, gamma=1.006, delta=0.005, M=-5.467e+001
6 10 28 31 -> 42 fr=4336 (0.8804), cf=0.908, gamma=1.011, delta=0.009, M=-5.388e+001
1 28 31 -> 42 fr=4418 (0.8971), cf=0.904, gamma=1.006, delta=0.005, M=-5.256e+001
6 28 31 -> 42 fr=4336 (0.8804), cf=0.908, gamma=1.011, delta=0.009, M=-5.238e+001
1 6 10 28 -> 42 fr=4339 (0.8810), cf=0.908, gamma=1.011, delta=0.009, M=-5.216e+001
31 -> ~44 fr=4894 (0.9937), cf=0.997, gamma=1.002, delta=0.002, M=-5.129e+001
10 28 31 -> 42 fr=4418 (0.8971), cf=0.904, gamma=1.006, delta=0.005, M=-5.045e+001
1 6 35 -> 42 fr=4342 (0.8816), cf=0.908, gamma=1.010, delta=0.009, M=-5.045e+001
1 35 -> 42 fr=4424 (0.8983), cf=0.903, gamma=1.005, delta=0.004, M=-4.986e+001
1 6 28 -> 42 fr=4339 (0.8810), cf=0.908, gamma=1.010, delta=0.009, M=-4.919e+001
1 10 28 -> 42 fr=4421 (0.8977), cf=0.903, gamma=1.005, delta=0.005, M=-4.857e+001
28 31 -> 42 fr=4418 (0.8971), cf=0.904, gamma=1.006, delta=0.005, M=-4.835e+001
35 -> ~44 fr=4889 (0.9927), cf=0.997, gamma=1.002, delta=0.002, M=-4.726e+001
6 10 28 38 -> 42 fr=4339 (0.8810), cf=0.907, gamma=1.010, delta=0.008, M=-4.626e+001
6 10 35 -> 42 fr=4342 (0.8816), cf=0.907, gamma=1.010, delta=0.008, M=-4.602e+001
6 10 28 -> 42 fr=4339 (0.8810), cf=0.907, gamma=1.009, delta=0.008, M=-4.482e+001
6 35 -> 42 fr=4342 (0.8816), cf=0.907, gamma=1.009, delta=0.008, M=-4.457e+001
6 28 38 -> 42 fr=4339 (0.8810), cf=0.907, gamma=1.009, delta=0.008, M=-4.339e+001
10 35 -> 42 fr=4424 (0.8983), cf=0.902, gamma=1.004, delta=0.004, M=-4.312e+001
1 6 10 31 -> 42 fr=4341 (0.8814), cf=0.907, gamma=1.009, delta=0.008, M=-4.274e+001
28 35 -> ~46 fr=4799 (0.9744), cf=0.982, gamma=1.003, delta=0.003, M=-4.229e+001
6 28 -> 42 fr=4339 (0.8810), cf=0.907, gamma=1.009, delta=0.008, M=-4.197e+001
1 6 31 -> 42 fr=4341 (0.8814), cf=0.907, gamma=1.009, delta=0.008, M=-4.132e+001
10 28 38 -> 42 fr=4421 (0.8977), cf=0.903, gamma=1.004, delta=0.004, M=-3.998e+001
1 10 31 -> 42 fr=4423 (0.8981), cf=0.902, gamma=1.004, delta=0.004, M=-3.895e+001
6 10 31 -> 42 fr=4341 (0.8814), cf=0.906, gamma=1.008, delta=0.007, M=-3.853e+001
1 6 10 -> 42 fr=4344 (0.8820), cf=0.906, gamma=1.008, delta=0.007, M=-3.824e+001
1 28 -> 42 fr=4421 (0.8977), cf=0.902, gamma=1.004, delta=0.004, M=-3.786e+001
10 28 -> 42 fr=4421 (0.8977), cf=0.902, gamma=1.004, delta=0.004, M=-3.786e+001
1 31 -> 42 fr=4423 (0.8981), cf=0.902, gamma=1.004, delta=0.003, M=-3.677e+001
6 31 38 -> 42 fr=4341 (0.8814), cf=0.906, gamma=1.008, delta=0.007, M=-3.579e+001
6 28 -> ~43 fr=4529 (0.9196), cf=0.946, gamma=1.007, delta=0.006, M=-3.558e+001
1 6 -> 42 fr=4344 (0.8820), cf=0.906, gamma=1.008, delta=0.007, M=-3.548e+001
1 10 -> 42 fr=4426 (0.8987), cf=0.901, gamma=1.003, delta=0.003, M=-3.453e+001
6 31 -> 42 fr=4341 (0.8814), cf=0.906, gamma=1.008, delta=0.007, M=-3.444e+001
6 -> ~43 fr=4545 (0.9228), cf=0.946, gamma=1.006, delta=0.005, M=-3.328e+001
10 31 -> 42 fr=4423 (0.8981), cf=0.902, gamma=1.003, delta=0.003, M=-3.242e+001
6 10 38 -> 42 fr=4344 (0.8820), cf=0.905, gamma=1.007, delta=0.006, M=-3.146e+001
6 10 -> 42 fr=4344 (0.8820), cf=0.905, gamma=1.007, delta=0.006, M=-3.016e+001
1 10 -> ~44 fr=4892 (0.9933), cf=0.996, gamma=1.001, delta=0.001, M=-2.916e+001
1 10 28 -> ~46 fr=4803 (0.9752), cf=0.981, gamma=1.002, delta=0.002, M=-2.862e+001
31 38 -> 42 fr=4423 (0.8981), cf=0.901, gamma=1.003, delta=0.003, M=-2.812e+001
6 38 -> 42 fr=4344 (0.8820), cf=0.905, gamma=1.007, delta=0.006, M=-2.759e+001
1 28 -> ~46 fr=4807 (0.9760), cf=0.981, gamma=1.002, delta=0.002, M=-2.748e+001
10 28 -> ~46 fr=4807 (0.9760), cf=0.981, gamma=1.002, delta=0.002, M=-2.748e+001
28 38 -> 42 fr=4421 (0.8977), cf=0.902, gamma=1.003, delta=0.003, M=-2.742e+001
28 -> ~46 fr=4812 (0.9771), cf=0.981, gamma=1.002, delta=0.002, M=-2.716e+001
10 38 -> ~44 fr=4896 (0.9941), cf=0.996, gamma=1.001, delta=0.001, M=-2.701e+001
10 35 -> ~46 fr=4809 (0.9764), cf=0.981, gamma=1.002, delta=0.002, M=-2.539e+001
1 35 -> ~46 fr=4806 (0.9758), cf=0.981, gamma=1.002, delta=0.002, M=-2.391e+001
10 38 -> 42 fr=4426 (0.8987), cf=0.901, gamma=1.002, delta=0.002, M=-2.298e+001
35 -> ~46 fr=4809 (0.9764), cf=0.981, gamma=1.002, delta=0.002, M=-2.227e+001
10 -> ~44 fr=4896 (0.9941), cf=0.996, gamma=1.001, delta=0.001, M=-2.202e+001
1 10 -> ~46 fr=4812 (0.9771), cf=0.980, gamma=1.001, delta=0.001, M=-1.159e+001
1 -> ~44 fr=4893 (0.9935), cf=0.996, gamma=1.001, delta=0.001, M=-1.121e+001
10 -> ~46 fr=4817 (0.9781), cf=0.980, gamma=1.001, delta=0.001, M=-1.077e+001
1 -> ~46 fr=4816 (0.9779), cf=0.980, gamma=1.001, delta=0.001, M=-1.028e+001
6 38 -> ~44 fr=4782 (0.9710), cf=0.996, gamma=1.001, delta=0.001, M=-8.051e+000
1 -> ~45 fr=4841 (0.9829), cf=0.985, gamma=1.001, delta=0.001, M=-7.805e+000
38 -> ~46 fr=4821 (0.9789), cf=0.979, gamma=1.000, delta=0.000, M=-6.659e+000
6 -> ~44 fr=4784 (0.9714), cf=0.996, gamma=1.001, delta=0.001, M=-5.859e+000
38 -> ~44 fr=4898 (0.9945), cf=0.995, gamma=1.000, delta=0.000, M=-4.189e+000
28 -> ~43 fr=4615 (0.9371), cf=0.941, gamma=1.001, delta=0.001, M=-3.568e+000
31 -> ~46 fr=4807 (0.9760), cf=0.979, gamma=1.000, delta=0.000, M=-3.036e+000
28 -> ~45 fr=4829 (0.9805), cf=0.985, gamma=1.000, delta=0.000, M=-1.306e+000
30 -> ~42 fr=499 (0.1013), cf=0.101, gamma=1.000, delta=0.000, M=-2.137e-001
