1 10 15 19 28 35 -> 42 fr=4362 (0.8857), cf=0.945, gamma=1.051, delta=0.043, M=-4.663e+002
1 10 15 19 -> 42 fr=4370 (0.8873), cf=0.941, gamma=1.046, delta=0.039, M=-4.204e+002
15 19 31 38 -> 42 fr=4367 (0.8867), cf=0.941, gamma=1.046, delta=0.039, M=-4.160e+002
15 19 31 -> 42 fr=4367 (0.8867), cf=0.940, gamma=1.046, delta=0.039, M=-4.135e+002
10 15 19 38 -> 42 fr=4370 (0.8873), cf=0.940, gamma=1.045, delta=0.038, M=-4.101e+002
10 15 19 -> 42 fr=4370 (0.8873), cf=0.940, gamma=1.045, delta=0.038, M=-4.076e+002
1 15 19 -> 42 fr=4370 (0.8873), cf=0.939, gamma=1.045, delta=0.038, M=-4.050e+002
15 19 38 -> 42 fr=4370 (0.8873), cf=0.938, gamma=1.043, delta=0.037, M=-3.923e+002
15 19 -> 42 fr=4370 (0.8873), cf=0.938, gamma=1.043, delta=0.036, M=-3.822e+002
1 10 19 28 35 -> 42 fr=4371 (0.8875), cf=0.936, gamma=1.040, delta=0.034, M=-3.586e+002
1 19 28 35 -> 42 fr=4371 (0.8875), cf=0.935, gamma=1.040, delta=0.034, M=-3.561e+002
10 19 28 35 -> 42 fr=4371 (0.8875), cf=0.935, gamma=1.040, delta=0.034, M=-3.536e+002
19 28 35 -> 42 fr=4371 (0.8875), cf=0.935, gamma=1.040, delta=0.034, M=-3.511e+002
1 10 19 28 31 -> 42 fr=4371 (0.8875), cf=0.935, gamma=1.039, delta=0.034, M=-3.487e+002
1 19 28 31 -> 42 fr=4371 (0.8875), cf=0.935, gamma=1.039, delta=0.034, M=-3.462e+002
10 19 28 31 -> 42 fr=4371 (0.8875), cf=0.934, gamma=1.039, delta=0.033, M=-3.438e+002
19 28 31 -> 42 fr=4371 (0.8875), cf=0.934, gamma=1.039, delta=0.033, M=-3.413e+002
1 10 19 28 -> 42 fr=4374 (0.8881), cf=0.934, gamma=1.038, delta=0.033, M=-3.406e+002
1 10 19 35 -> 42 fr=4376 (0.8885), cf=0.933, gamma=1.038, delta=0.032, M=-3.336e+002
10 19 28 38 -> 42 fr=4374 (0.8881), cf=0.933, gamma=1.038, delta=0.032, M=-3.332e+002
1 19 35 -> 42 fr=4376 (0.8885), cf=0.933, gamma=1.037, delta=0.032, M=-3.311e+002
10 19 28 -> 42 fr=4374 (0.8881), cf=0.933, gamma=1.038, delta=0.032, M=-3.308e+002
1 6 19 28 -> 42 fr=4287 (0.8705), cf=0.940, gamma=1.045, delta=0.037, M=-3.273e+002
10 19 35 -> 42 fr=4376 (0.8885), cf=0.932, gamma=1.037, delta=0.032, M=-3.262e+002
1 19 28 -> 42 fr=4374 (0.8881), cf=0.933, gamma=1.037, delta=0.032, M=-3.259e+002
1 10 19 31 -> 42 fr=4376 (0.8885), cf=0.932, gamma=1.037, delta=0.031, M=-3.238e+002
19 35 -> 42 fr=4376 (0.8885), cf=0.932, gamma=1.036, delta=0.031, M=-3.214e+002
1 19 31 -> 42 fr=4376 (0.8885), cf=0.932, gamma=1.036, delta=0.031, M=-3.214e+002
6 19 28 38 -> 42 fr=4287 (0.8705), cf=0.939, gamma=1.044, delta=0.037, M=-3.204e+002
19 28 38 -> 42 fr=4374 (0.8881), cf=0.932, gamma=1.036, delta=0.031, M=-3.186e+002
6 19 28 -> 42 fr=4287 (0.8705), cf=0.939, gamma=1.044, delta=0.037, M=-3.182e+002
10 19 31 -> 42 fr=4376 (0.8885), cf=0.932, gamma=1.036, delta=0.031, M=-3.165e+002
19 28 -> 42 fr=4374 (0.8881), cf=0.932, gamma=1.036, delta=0.031, M=-3.162e+002
1 10 19 -> 42 fr=4379 (0.8891), cf=0.931, gamma=1.036, delta=0.031, M=-3.159e+002
19 31 38 -> 42 fr=4376 (0.8885), cf=0.931, gamma=1.036, delta=0.031, M=-3.117e+002
19 31 -> 42 fr=4376 (0.8885), cf=0.931, gamma=1.035, delta=0.030, M=-3.093e+002
10 19 38 -> 42 fr=4379 (0.8891), cf=0.931, gamma=1.035, delta=0.030, M=-3.062e+002
10 19 -> 42 fr=4379 (0.8891), cf=0.930, gamma=1.035, delta=0.030, M=-3.038e+002
1 6 19 -> 42 fr=4292 (0.8715), cf=0.937, gamma=1.042, delta=0.035, M=-3.020e+002
1 19 -> 42 fr=4379 (0.8891), cf=0.930, gamma=1.034, delta=0.029, M=-3.014e+002
15 19 28 -> ~43 fr=4497 (0.9131), cf=0.970, gamma=1.032, delta=0.028, M=-2.925e+002
15 19 -> ~43 fr=4515 (0.9168), cf=0.969, gamma=1.031, delta=0.027, M=-2.920e+002
6 19 38 -> 42 fr=4292 (0.8715), cf=0.936, gamma=1.041, delta=0.034, M=-2.908e+002
19 38 -> 42 fr=4379 (0.8891), cf=0.929, gamma=1.033, delta=0.029, M=-2.895e+002
6 19 -> 42 fr=4292 (0.8715), cf=0.935, gamma=1.040, delta=0.033, M=-2.819e+002
6 19 28 -> ~43 fr=4416 (0.8966), cf=0.967, gamma=1.029, delta=0.025, M=-2.170e+002
6 19 -> ~43 fr=4434 (0.9003), cf=0.966, gamma=1.028, delta=0.024, M=-2.134e+002
1 10 15 28 35 -> 42 fr=4412 (0.8958), cf=0.918, gamma=1.021, delta=0.019, M=-2.039e+002
1 15 28 31 35 -> 42 fr=4410 (0.8954), cf=0.919, gamma=1.021, delta=0.019, M=-2.026e+002
1 15 28 35 -> 42 fr=4412 (0.8958), cf=0.918, gamma=1.021, delta=0.018, M=-2.015e+002
10 15 28 35 -> 42 fr=4412 (0.8958), cf=0.918, gamma=1.021, delta=0.018, M=-1.992e+002
15 28 31 35 -> 42 fr=4410 (0.8954), cf=0.918, gamma=1.021, delta=0.018, M=-1.979e+002
15 28 35 -> 42 fr=4412 (0.8958), cf=0.918, gamma=1.021, delta=0.018, M=-1.968e+002
1 10 15 28 31 -> 42 fr=4412 (0.8958), cf=0.918, gamma=1.021, delta=0.018, M=-1.968e+002
1 15 28 31 -> 42 fr=4412 (0.8958), cf=0.918, gamma=1.020, delta=0.018, M=-1.945e+002
10 15 28 31 -> 42 fr=4412 (0.8958), cf=0.917, gamma=1.020, delta=0.018, M=-1.921e+002
15 28 31 -> 42 fr=4412 (0.8958), cf=0.917, gamma=1.020, delta=0.018, M=-1.898e+002
1 10 15 28 -> 42 fr=4415 (0.8964), cf=0.917, gamma=1.019, delta=0.017, M=-1.884e+002
1 10 15 35 -> 42 fr=4417 (0.8969), cf=0.916, gamma=1.019, delta=0.016, M=-1.829e+002
1 15 31 35 -> 42 fr=4415 (0.8964), cf=0.916, gamma=1.019, delta=0.017, M=-1.814e+002
1 15 35 -> 42 fr=4417 (0.8969), cf=0.916, gamma=1.018, delta=0.016, M=-1.806e+002
10 15 28 38 -> 42 fr=4415 (0.8964), cf=0.916, gamma=1.019, delta=0.016, M=-1.790e+002
10 15 28 -> 42 fr=4415 (0.8964), cf=0.916, gamma=1.018, delta=0.016, M=-1.767e+002
10 15 35 -> 42 fr=4417 (0.8969), cf=0.915, gamma=1.018, delta=0.016, M=-1.759e+002
1 10 15 31 -> 42 fr=4417 (0.8969), cf=0.915, gamma=1.018, delta=0.016, M=-1.759e+002
1 15 28 -> 42 fr=4415 (0.8964), cf=0.916, gamma=1.018, delta=0.016, M=-1.744e+002
1 15 31 -> 42 fr=4417 (0.8969), cf=0.915, gamma=1.018, delta=0.016, M=-1.736e+002
19 28 -> ~43 fr=4506 (0.9149), cf=0.960, gamma=1.021, delta=0.019, M=-1.731e+002
15 31 35 -> 42 fr=4415 (0.8964), cf=0.915, gamma=1.018, delta=0.016, M=-1.720e+002
19 -> ~43 fr=4524 (0.9186), cf=0.959, gamma=1.020, delta=0.018, M=-1.718e+002
15 35 -> 42 fr=4417 (0.8969), cf=0.915, gamma=1.018, delta=0.015, M=-1.712e+002
10 15 31 -> 42 fr=4417 (0.8969), cf=0.915, gamma=1.017, delta=0.015, M=-1.689e+002
1 10 15 -> 42 fr=4420 (0.8975), cf=0.914, gamma=1.017, delta=0.015, M=-1.681e+002
15 -> ~43 fr=4620 (0.9381), cf=0.953, gamma=1.013, delta=0.012, M=-1.679e+002
15 28 38 -> 42 fr=4415 (0.8964), cf=0.915, gamma=1.017, delta=0.015, M=-1.651e+002
15 31 38 -> 42 fr=4417 (0.8969), cf=0.914, gamma=1.017, delta=0.015, M=-1.642e+002
15 28 -> 42 fr=4415 (0.8964), cf=0.915, gamma=1.017, delta=0.015, M=-1.628e+002
15 31 -> 42 fr=4417 (0.8969), cf=0.914, gamma=1.017, delta=0.015, M=-1.619e+002
10 15 38 -> 42 fr=4420 (0.8975), cf=0.913, gamma=1.016, delta=0.014, M=-1.563e+002
10 15 -> 42 fr=4420 (0.8975), cf=0.913, gamma=1.015, delta=0.014, M=-1.540e+002
1 15 -> 42 fr=4420 (0.8975), cf=0.913, gamma=1.015, delta=0.014, M=-1.540e+002
1 19 -> ~45 fr=4689 (0.9521), cf=0.996, gamma=1.011, delta=0.011, M=-1.428e+002
15 38 -> 42 fr=4420 (0.8975), cf=0.912, gamma=1.014, delta=0.013, M=-1.401e+002
19 -> ~45 fr=4695 (0.9533), cf=0.995, gamma=1.011, delta=0.010, M=-1.323e+002
1 6 10 28 35 -> 42 fr=4335 (0.8802), cf=0.912, gamma=1.014, delta=0.012, M=-7.596e+001
1 6 28 31 35 -> 42 fr=4333 (0.8798), cf=0.912, gamma=1.014, delta=0.012, M=-7.496e+001
1 6 28 35 -> 42 fr=4335 (0.8802), cf=0.912, gamma=1.014, delta=0.012, M=-7.433e+001
6 10 28 35 -> 42 fr=4335 (0.8802), cf=0.911, gamma=1.014, delta=0.012, M=-7.270e+001
6 28 31 35 -> 42 fr=4333 (0.8798), cf=0.911, gamma=1.014, delta=0.012, M=-7.173e+001
6 28 35 -> 42 fr=4335 (0.8802), cf=0.911, gamma=1.013, delta=0.012, M=-7.109e+001
1 10 28 35 -> 42 fr=4421 (0.8977), cf=0.906, gamma=1.008, delta=0.007, M=-6.993e+001
1 28 31 35 -> 42 fr=4419 (0.8973), cf=0.906, gamma=1.008, delta=0.007, M=-6.904e+001
1 6 10 28 31 -> 42 fr=4334 (0.8800), cf=0.911, gamma=1.013, delta=0.011, M=-6.901e+001
1 28 35 -> 42 fr=4421 (0.8977), cf=0.906, gamma=1.007, delta=0.007, M=-6.775e+001
1 6 28 31 -> 42 fr=4334 (0.8800), cf=0.911, gamma=1.013, delta=0.011, M=-6.742e+001
6 10 28 31 -> 42 fr=4334 (0.8800), cf=0.911, gamma=1.013, delta=0.011, M=-6.585e+001
10 28 35 -> 42 fr=4421 (0.8977), cf=0.906, gamma=1.007, delta=0.006, M=-6.559e+001
28 31 35 -> 42 fr=4419 (0.8973), cf=0.906, gamma=1.007, delta=0.007, M=-6.477e+001
6 28 31 -> 42 fr=4334 (0.8800), cf=0.911, gamma=1.012, delta=0.011, M=-6.428e+001
28 35 -> 42 fr=4421 (0.8977), cf=0.906, gamma=1.007, delta=0.006, M=-6.343e+001
1 10 28 31 -> 42 fr=4421 (0.8977), cf=0.906, gamma=1.007, delta=0.006, M=-6.343e+001
1 6 10 28 -> 42 fr=4337 (0.8806), cf=0.910, gamma=1.012, delta=0.011, M=-6.253e+001
1 28 31 -> 42 fr=4421 (0.8977), cf=0.905, gamma=1.007, delta=0.006, M=-6.127e+001
10 28 31 -> 42 fr=4421 (0.8977), cf=0.905, gamma=1.007, delta=0.006, M=-5.913e+001
1 6 28 -> 42 fr=4337 (0.8806), cf=0.910, gamma=1.011, delta=0.010, M=-5.790e+001
1 6 10 35 -> 42 fr=4340 (0.8812), cf=0.909, gamma=1.011, delta=0.010, M=-5.770e+001
28 31 -> 42 fr=4421 (0.8977), cf=0.905, gamma=1.006, delta=0.006, M=-5.699e+001
1 6 31 35 -> 42 fr=4338 (0.8808), cf=0.909, gamma=1.011, delta=0.010, M=-5.681e+001
6 10 28 38 -> 42 fr=4337 (0.8806), cf=0.909, gamma=1.011, delta=0.010, M=-5.638e+001
1 6 35 -> 42 fr=4340 (0.8812), cf=0.909, gamma=1.011, delta=0.010, M=-5.617e+001
1 10 28 -> 42 fr=4424 (0.8983), cf=0.905, gamma=1.006, delta=0.005, M=-5.527e+001
6 10 28 -> 42 fr=4337 (0.8806), cf=0.909, gamma=1.011, delta=0.010, M=-5.487e+001
6 10 35 -> 42 fr=4340 (0.8812), cf=0.909, gamma=1.011, delta=0.009, M=-5.314e+001
6 28 38 -> 42 fr=4337 (0.8806), cf=0.909, gamma=1.011, delta=0.009, M=-5.188e+001
1 6 10 31 -> 42 fr=4339 (0.8810), cf=0.909, gamma=1.010, delta=0.009, M=-5.122e+001
6 31 35 -> 42 fr=4338 (0.8808), cf=0.909, gamma=1.010, delta=0.009, M=-5.081e+001
6 28 -> 42 fr=4337 (0.8806), cf=0.909, gamma=1.010, delta=0.009, M=-5.040e+001
6 35 -> 42 fr=4340 (0.8812), cf=0.909, gamma=1.010, delta=0.009, M=-5.016e+001
1 10 35 -> 42 fr=4426 (0.8987), cf=0.904, gamma=1.005, delta=0.005, M=-5.014e+001
31 -> ~44 fr=4893 (0.9935), cf=0.997, gamma=1.002, delta=0.002, M=-5.007e+001
1 6 31 -> 42 fr=4339 (0.8810), cf=0.909, gamma=1.010, delta=0.009, M=-4.974e+001
1 31 35 -> 42 fr=4424 (0.8983), cf=0.904, gamma=1.005, delta=0.005, M=-4.873e+001
10 28 35 -> ~46 fr=4799 (0.9744), cf=0.983, gamma=1.004, delta=0.004, M=-4.805e+001
1 35 -> 42 fr=4426 (0.8987), cf=0.904, gamma=1.005, delta=0.004, M=-4.791e+001
35 -> ~44 fr=4889 (0.9927), cf=0.997, gamma=1.002, delta=0.002, M=-4.719e+001
6 10 31 -> 42 fr=4339 (0.8810), cf=0.908, gamma=1.010, delta=0.009, M=-4.682e+001
10 28 38 -> 42 fr=4424 (0.8983), cf=0.904, gamma=1.005, delta=0.004, M=-4.656e+001
28 31 35 -> ~46 fr=4796 (0.9738), cf=0.983, gamma=1.004, delta=0.004, M=-4.650e+001
1 6 10 -> 42 fr=4342 (0.8816), cf=0.908, gamma=1.009, delta=0.008, M=-4.511e+001
28 35 -> ~46 fr=4799 (0.9744), cf=0.983, gamma=1.004, delta=0.003, M=-4.482e+001
10 28 -> 42 fr=4424 (0.8983), cf=0.904, gamma=1.005, delta=0.004, M=-4.440e+001
6 31 38 -> 42 fr=4339 (0.8810), cf=0.908, gamma=1.009, delta=0.008, M=-4.395e+001
6 28 -> ~43 fr=4521 (0.9180), cf=0.947, gamma=1.008, delta=0.007, M=-4.372e+001
10 35 -> 42 fr=4426 (0.8987), cf=0.903, gamma=1.004, delta=0.004, M=-4.348e+001
1 10 31 -> 42 fr=4426 (0.8987), cf=0.903, gamma=1.004, delta=0.004, M=-4.348e+001
6 31 -> 42 fr=4339 (0.8810), cf=0.908, gamma=1.009, delta=0.008, M=-4.254e+001
1 28 -> 42 fr=4424 (0.8983), cf=0.903, gamma=1.005, delta=0.004, M=-4.225e+001
1 31 -> 42 fr=4426 (0.8987), cf=0.903, gamma=1.004, delta=0.004, M=-4.127e+001
1 6 -> 42 fr=4342 (0.8816), cf=0.907, gamma=1.009, delta=0.008, M=-4.084e+001
6 -> ~43 fr=4539 (0.9216), cf=0.946, gamma=1.007, delta=0.006, M=-4.042e+001
31 35 -> 42 fr=4424 (0.8983), cf=0.903, gamma=1.004, delta=0.004, M=-4.011e+001
1 10 28 -> ~46 fr=4805 (0.9756), cf=0.982, gamma=1.003, delta=0.003, M=-3.835e+001
6 10 38 -> 42 fr=4342 (0.8816), cf=0.907, gamma=1.008, delta=0.007, M=-3.806e+001
10 28 -> ~46 fr=4809 (0.9764), cf=0.982, gamma=1.003, delta=0.003, M=-3.743e+001
1 10 -> 42 fr=4429 (0.8993), cf=0.902, gamma=1.003, delta=0.003, M=-3.695e+001
10 31 -> 42 fr=4426 (0.8987), cf=0.903, gamma=1.004, delta=0.003, M=-3.688e+001
6 10 -> 42 fr=4342 (0.8816), cf=0.907, gamma=1.008, delta=0.007, M=-3.670e+001
1 28 -> ~46 fr=4809 (0.9764), cf=0.982, gamma=1.003, delta=0.003, M=-3.413e+001
28 38 -> 42 fr=4424 (0.8983), cf=0.903, gamma=1.004, delta=0.003, M=-3.376e+001
28 -> ~46 fr=4813 (0.9773), cf=0.982, gamma=1.002, delta=0.002, M=-3.338e+001
6 38 -> 42 fr=4342 (0.8816), cf=0.906, gamma=1.008, delta=0.007, M=-3.268e+001
31 38 -> 42 fr=4426 (0.8987), cf=0.902, gamma=1.003, delta=0.003, M=-3.252e+001
10 35 -> ~46 fr=4810 (0.9766), cf=0.982, gamma=1.002, delta=0.002, M=-2.824e+001
1 31 35 -> ~46 fr=4804 (0.9754), cf=0.982, gamma=1.002, delta=0.002, M=-2.539e+001
10 38 -> 42 fr=4429 (0.8993), cf=0.901, gamma=1.002, delta=0.002, M=-2.535e+001
1 10 -> ~44 fr=4891 (0.9931), cf=0.996, gamma=1.001, delta=0.001, M=-2.366e+001
31 35 -> ~46 fr=4807 (0.9760), cf=0.981, gamma=1.002, delta=0.002, M=-2.366e+001
1 35 -> ~46 fr=4807 (0.9760), cf=0.981, gamma=1.002, delta=0.002, M=-2.366e+001
35 -> ~46 fr=4810 (0.9766), cf=0.981, gamma=1.002, delta=0.002, M=-2.197e+001
10 38 -> ~44 fr=4895 (0.9939), cf=0.996, gamma=1.001, delta=0.001, M=-2.095e+001
1 10 -> ~46 fr=4815 (0.9777), cf=0.981, gamma=1.001, delta=0.001, M=-1.822e+001
10 -> ~46 fr=4820 (0.9787), cf=0.981, gamma=1.001, delta=0.001, M=-1.819e+001
10 -> ~44 fr=4895 (0.9939), cf=0.996, gamma=1.001, delta=0.001, M=-1.623e+001
1 -> ~46 fr=4819 (0.9785), cf=0.980, gamma=1.001, delta=0.001, M=-1.409e+001
38 -> ~46 fr=4823 (0.9793), cf=0.980, gamma=1.001, delta=0.001, M=-1.032e+001
1 -> ~45 fr=4843 (0.9834), cf=0.985, gamma=1.001, delta=0.001, M=-7.883e+000
1 6 -> ~44 fr=4767 (0.9679), cf=0.996, gamma=1.001, delta=0.001, M=-7.686e+000
31 -> ~46 fr=4809 (0.9764), cf=0.980, gamma=1.001, delta=0.001, M=-7.582e+000
1 -> ~44 fr=4893 (0.9935), cf=0.996, gamma=1.000, delta=0.000, M=-6.908e+000
6 38 -> ~44 fr=4772 (0.9689), cf=0.996, gamma=1.001, delta=0.001, M=-5.641e+000
28 -> ~43 fr=4611 (0.9362), cf=0.941, gamma=1.001, delta=0.001, M=-4.565e+000
38 -> ~44 fr=4898 (0.9945), cf=0.995, gamma=1.000, delta=0.000, M=-3.945e+000
6 -> ~44 fr=4775 (0.9695), cf=0.996, gamma=1.000, delta=0.000, M=-3.739e+000
28 -> ~45 fr=4828 (0.9803), cf=0.985, gamma=1.000, delta=0.000, M=-1.211e+000
30 -> ~42 fr=496 (0.1007), cf=0.101, gamma=1.001, delta=0.000, M=-3.186e-001
