1 -> ~85 fr=171 (0.5166), cf=0.891, gamma=1.391, delta=0.145, M=-6.745e+001
46 -> 84 fr=68 (0.2054), cf=0.840, gamma=1.311, delta=0.049, M=-1.185e+001
42 -> 84 fr=42 (0.1269), cf=0.913, gamma=1.426, delta=0.038, M=-1.179e+001
47 -> 85 fr=50 (0.1511), cf=0.549, gamma=1.528, delta=0.052, M=-1.147e+001
29 -> 85 fr=48 (0.1450), cf=0.552, gamma=1.535, delta=0.051, M=-1.108e+001
5 15 -> 85 fr=34 (0.1027), cf=0.618, gamma=1.719, delta=0.043, M=-1.097e+001
5 15 -> ~84 fr=34 (0.1027), cf=0.618, gamma=1.719, delta=0.043, M=-1.097e+001
61 72 -> ~85 fr=49 (0.1480), cf=0.875, gamma=1.366, delta=0.040, M=-1.078e+001
61 72 -> 84 fr=49 (0.1480), cf=0.875, gamma=1.366, delta=0.040, M=-1.078e+001
15 -> 85 fr=35 (0.1057), cf=0.603, gamma=1.678, delta=0.043, M=-1.051e+001
61 -> 84 fr=70 (0.2115), cf=0.814, gamma=1.271, delta=0.045, M=-9.902e+000
23 72 -> ~85 fr=68 (0.2054), cf=0.800, gamma=1.249, delta=0.041, M=-8.450e+000
23 72 -> 84 fr=68 (0.2054), cf=0.800, gamma=1.249, delta=0.041, M=-8.450e+000
3 9 35 -> 85 fr=42 (0.1269), cf=0.519, gamma=1.442, delta=0.039, M=-7.486e+000
3 9 35 -> ~84 fr=42 (0.1269), cf=0.519, gamma=1.442, delta=0.039, M=-7.486e+000
32 -> 84 fr=40 (0.1208), cf=0.851, gamma=1.329, delta=0.030, M=-7.424e+000
3 36 71 -> ~85 fr=55 (0.1662), cf=0.809, gamma=1.263, delta=0.035, M=-7.306e+000
3 36 71 -> 84 fr=55 (0.1662), cf=0.809, gamma=1.263, delta=0.035, M=-7.306e+000
36 71 -> ~85 fr=57 (0.1722), cf=0.803, gamma=1.253, delta=0.035, M=-7.186e+000
36 71 -> 84 fr=57 (0.1722), cf=0.803, gamma=1.253, delta=0.035, M=-7.186e+000
21 72 -> 85 fr=34 (0.1027), cf=0.540, gamma=1.501, delta=0.034, M=-7.001e+000
21 72 -> ~84 fr=34 (0.1027), cf=0.540, gamma=1.501, delta=0.034, M=-7.001e+000
5 9 35 -> 85 fr=41 (0.1239), cf=0.512, gamma=1.426, delta=0.037, M=-6.952e+000
5 9 35 -> ~84 fr=41 (0.1239), cf=0.512, gamma=1.426, delta=0.037, M=-6.952e+000
9 35 -> 85 fr=45 (0.1360), cf=0.500, gamma=1.391, delta=0.038, M=-6.922e+000
9 35 -> ~84 fr=45 (0.1360), cf=0.500, gamma=1.391, delta=0.038, M=-6.922e+000
3 5 9 -> 85 fr=52 (0.1571), cf=0.481, gamma=1.339, delta=0.040, M=-6.854e+000
3 5 9 -> ~84 fr=52 (0.1571), cf=0.481, gamma=1.339, delta=0.040, M=-6.854e+000
5 21 35 -> 85 fr=35 (0.1057), cf=0.530, gamma=1.475, delta=0.034, M=-6.752e+000
5 21 35 -> ~84 fr=35 (0.1057), cf=0.530, gamma=1.475, delta=0.034, M=-6.752e+000
3 57 -> ~85 fr=48 (0.1450), cf=0.814, gamma=1.270, delta=0.031, M=-6.637e+000
3 57 -> 84 fr=48 (0.1450), cf=0.814, gamma=1.270, delta=0.031, M=-6.637e+000
5 9 -> 85 fr=52 (0.1571), cf=0.477, gamma=1.327, delta=0.039, M=-6.545e+000
5 9 -> ~84 fr=52 (0.1571), cf=0.477, gamma=1.327, delta=0.039, M=-6.545e+000
3 5 35 -> 85 fr=79 (0.2387), cf=0.432, gamma=1.201, delta=0.040, M=-6.427e+000
3 5 35 -> ~84 fr=79 (0.2387), cf=0.432, gamma=1.201, delta=0.040, M=-6.427e+000
5 35 -> 85 fr=79 (0.2387), cf=0.429, gamma=1.194, delta=0.039, M=-6.167e+000
5 35 -> ~84 fr=79 (0.2387), cf=0.429, gamma=1.194, delta=0.039, M=-6.167e+000
21 35 -> 85 fr=38 (0.1148), cf=0.507, gamma=1.409, delta=0.033, M=-6.120e+000
21 35 -> ~84 fr=38 (0.1148), cf=0.507, gamma=1.409, delta=0.033, M=-6.120e+000
5 21 -> 85 fr=39 (0.1178), cf=0.500, gamma=1.391, delta=0.033, M=-5.941e+000
5 21 -> ~84 fr=39 (0.1178), cf=0.500, gamma=1.391, delta=0.033, M=-5.941e+000
23 71 -> ~85 fr=72 (0.2175), cf=0.758, gamma=1.183, delta=0.034, M=-5.791e+000
23 71 -> 84 fr=72 (0.2175), cf=0.758, gamma=1.183, delta=0.034, M=-5.791e+000
56 -> 84 fr=35 (0.1057), cf=0.833, gamma=1.301, delta=0.024, M=-5.744e+000
5 57 -> ~85 fr=45 (0.1360), cf=0.804, gamma=1.255, delta=0.028, M=-5.728e+000
5 57 -> 84 fr=45 (0.1360), cf=0.804, gamma=1.255, delta=0.028, M=-5.728e+000
21 -> 85 fr=43 (0.1299), cf=0.483, gamma=1.344, delta=0.033, M=-5.630e+000
3 9 -> 85 fr=53 (0.1601), cf=0.461, gamma=1.282, delta=0.035, M=-5.573e+000
3 9 -> ~84 fr=53 (0.1601), cf=0.461, gamma=1.282, delta=0.035, M=-5.573e+000
