1 -> ~85 fr=167 (0.5045), cf=0.884, gamma=1.406, delta=0.146, M=-6.694e+001
25 35 -> ~84 fr=62 (0.1873), cf=0.539, gamma=1.451, delta=0.058, M=-1.240e+001
3 46 71 -> ~85 fr=59 (0.1782), cf=0.855, gamma=1.361, delta=0.047, M=-1.239e+001
3 46 71 -> 84 fr=59 (0.1782), cf=0.855, gamma=1.361, delta=0.047, M=-1.239e+001
15 -> 85 fr=38 (0.1148), cf=0.633, gamma=1.704, delta=0.047, M=-1.222e+001
46 71 -> ~85 fr=61 (0.1843), cf=0.847, gamma=1.348, delta=0.048, M=-1.215e+001
46 71 -> 84 fr=61 (0.1843), cf=0.847, gamma=1.348, delta=0.048, M=-1.215e+001
46 -> 84 fr=70 (0.2115), cf=0.824, gamma=1.311, delta=0.050, M=-1.186e+001
3 66 -> ~85 fr=72 (0.2175), cf=0.818, gamma=1.302, delta=0.050, M=-1.174e+001
3 66 -> 84 fr=72 (0.2175), cf=0.818, gamma=1.302, delta=0.050, M=-1.174e+001
3 61 71 -> ~85 fr=59 (0.1782), cf=0.843, gamma=1.341, delta=0.045, M=-1.135e+001
3 61 71 -> 84 fr=59 (0.1782), cf=0.843, gamma=1.341, delta=0.045, M=-1.135e+001
79 -> 84 fr=48 (0.1450), cf=0.873, gamma=1.389, delta=0.041, M=-1.120e+001
61 71 -> ~85 fr=61 (0.1843), cf=0.836, gamma=1.330, delta=0.046, M=-1.116e+001
61 71 -> 84 fr=61 (0.1843), cf=0.836, gamma=1.330, delta=0.046, M=-1.116e+001
20 47 -> 85 fr=37 (0.1118), cf=0.617, gamma=1.659, delta=0.044, M=-1.092e+001
20 47 -> ~84 fr=37 (0.1118), cf=0.617, gamma=1.659, delta=0.044, M=-1.092e+001
66 -> 84 fr=72 (0.2175), cf=0.809, gamma=1.287, delta=0.049, M=-1.088e+001
29 -> 85 fr=47 (0.1420), cf=0.566, gamma=1.524, delta=0.049, M=-1.062e+001
47 -> 85 fr=50 (0.1511), cf=0.549, gamma=1.479, delta=0.049, M=-1.017e+001
3 36 61 -> ~85 fr=36 (0.1088), cf=0.900, gamma=1.432, delta=0.033, M=-9.912e+000
3 36 61 -> 84 fr=36 (0.1088), cf=0.900, gamma=1.432, delta=0.033, M=-9.912e+000
3 61 -> ~85 fr=70 (0.2115), cf=0.795, gamma=1.266, delta=0.044, M=-9.366e+000
3 61 -> 84 fr=70 (0.2115), cf=0.795, gamma=1.266, delta=0.044, M=-9.366e+000
61 -> 84 fr=72 (0.2175), cf=0.791, gamma=1.259, delta=0.045, M=-9.306e+000
3 42 -> ~85 fr=37 (0.1118), cf=0.881, gamma=1.402, delta=0.032, M=-9.059e+000
3 42 -> 84 fr=37 (0.1118), cf=0.881, gamma=1.402, delta=0.032, M=-9.059e+000
3 36 71 -> ~85 fr=56 (0.1692), cf=0.812, gamma=1.292, delta=0.038, M=-8.434e+000
3 36 71 -> 84 fr=56 (0.1692), cf=0.812, gamma=1.292, delta=0.038, M=-8.434e+000
3 57 -> ~85 fr=46 (0.1390), cf=0.836, gamma=1.331, delta=0.035, M=-8.339e+000
3 57 -> 84 fr=46 (0.1390), cf=0.836, gamma=1.331, delta=0.035, M=-8.339e+000
42 -> 84 fr=38 (0.1148), cf=0.864, gamma=1.374, delta=0.031, M=-8.322e+000
3 41 -> ~85 fr=34 (0.1027), cf=0.872, gamma=1.387, delta=0.029, M=-7.868e+000
3 41 -> 84 fr=34 (0.1027), cf=0.872, gamma=1.387, delta=0.029, M=-7.868e+000
5 57 -> ~85 fr=44 (0.1329), cf=0.830, gamma=1.321, delta=0.032, M=-7.623e+000
5 57 -> 84 fr=44 (0.1329), cf=0.830, gamma=1.321, delta=0.032, M=-7.623e+000
36 71 -> ~85 fr=58 (0.1752), cf=0.795, gamma=1.264, delta=0.037, M=-7.573e+000
36 71 -> 84 fr=58 (0.1752), cf=0.795, gamma=1.264, delta=0.037, M=-7.573e+000
56 -> 84 fr=38 (0.1148), cf=0.844, gamma=1.344, delta=0.029, M=-7.312e+000
21 72 -> 85 fr=34 (0.1027), cf=0.548, gamma=1.476, delta=0.033, M=-6.640e+000
21 72 -> ~84 fr=34 (0.1027), cf=0.548, gamma=1.476, delta=0.033, M=-6.640e+000
9 35 -> 85 fr=46 (0.1390), cf=0.505, gamma=1.360, delta=0.037, M=-6.450e+000
9 35 -> ~84 fr=46 (0.1390), cf=0.505, gamma=1.360, delta=0.037, M=-6.450e+000
23 71 -> ~85 fr=73 (0.2205), cf=0.753, gamma=1.198, delta=0.036, M=-6.386e+000
23 71 -> 84 fr=73 (0.2205), cf=0.753, gamma=1.198, delta=0.036, M=-6.386e+000
41 -> 84 fr=35 (0.1057), cf=0.833, gamma=1.326, delta=0.026, M=-6.254e+000
57 -> 84 fr=47 (0.1420), cf=0.797, gamma=1.268, delta=0.030, M=-6.240e+000
3 32 -> ~85 fr=37 (0.1118), cf=0.822, gamma=1.308, delta=0.026, M=-6.080e+000
3 32 -> 84 fr=37 (0.1118), cf=0.822, gamma=1.308, delta=0.026, M=-6.080e+000
5 32 -> ~85 fr=36 (0.1088), cf=0.818, gamma=1.302, delta=0.025, M=-5.752e+000
5 32 -> 84 fr=36 (0.1088), cf=0.818, gamma=1.302, delta=0.025, M=-5.752e+000
3 36 72 -> ~85 fr=45 (0.1360), cf=0.789, gamma=1.256, delta=0.028, M=-5.631e+000
3 36 72 -> 84 fr=45 (0.1360), cf=0.789, gamma=1.256, delta=0.028, M=-5.631e+000
32 -> 84 fr=38 (0.1148), cf=0.809, gamma=1.287, delta=0.026, M=-5.618e+000
