1 -> ~85 fr=172 (0.5196), cf=0.878, gamma=1.370, delta=0.140, M=-6.317e+001
46 -> 84 fr=68 (0.2054), cf=0.819, gamma=1.279, delta=0.045, M=-1.004e+001
3 41 -> ~85 fr=37 (0.1118), cf=0.902, gamma=1.409, delta=0.032, M=-9.692e+000
3 41 -> 84 fr=37 (0.1118), cf=0.902, gamma=1.409, delta=0.032, M=-9.692e+000
66 -> 84 fr=73 (0.2205), cf=0.802, gamma=1.252, delta=0.044, M=-9.339e+000
27 -> 84 fr=84 (0.2538), cf=0.785, gamma=1.226, delta=0.047, M=-9.313e+000
5 41 -> ~85 fr=36 (0.1088), cf=0.900, gamma=1.405, delta=0.031, M=-9.286e+000
5 41 -> 84 fr=36 (0.1088), cf=0.900, gamma=1.405, delta=0.031, M=-9.286e+000
3 61 71 -> ~85 fr=55 (0.1662), cf=0.833, gamma=1.301, delta=0.038, M=-8.956e+000
3 61 71 -> 84 fr=55 (0.1662), cf=0.833, gamma=1.301, delta=0.038, M=-8.956e+000
61 71 -> ~85 fr=57 (0.1722), cf=0.826, gamma=1.290, delta=0.039, M=-8.772e+000
61 71 -> 84 fr=57 (0.1722), cf=0.826, gamma=1.290, delta=0.039, M=-8.772e+000
42 -> 84 fr=38 (0.1148), cf=0.864, gamma=1.348, delta=0.030, M=-7.714e+000
41 -> 84 fr=38 (0.1148), cf=0.864, gamma=1.348, delta=0.030, M=-7.714e+000
3 32 -> ~85 fr=36 (0.1088), cf=0.857, gamma=1.338, delta=0.027, M=-6.999e+000
3 32 -> 84 fr=36 (0.1088), cf=0.857, gamma=1.338, delta=0.027, M=-6.999e+000
3 61 -> ~85 fr=65 (0.1964), cf=0.783, gamma=1.223, delta=0.036, M=-6.834e+000
3 61 -> 84 fr=65 (0.1964), cf=0.783, gamma=1.223, delta=0.036, M=-6.834e+000
61 -> 84 fr=67 (0.2024), cf=0.779, gamma=1.216, delta=0.036, M=-6.772e+000
5 32 -> ~85 fr=35 (0.1057), cf=0.854, gamma=1.333, delta=0.026, M=-6.649e+000
5 32 -> 84 fr=35 (0.1057), cf=0.854, gamma=1.333, delta=0.026, M=-6.649e+000
32 -> 84 fr=37 (0.1118), cf=0.841, gamma=1.313, delta=0.027, M=-6.398e+000
3 5 9 -> 85 fr=51 (0.1541), cf=0.472, gamma=1.313, delta=0.037, M=-6.072e+000
3 5 9 -> ~84 fr=51 (0.1541), cf=0.472, gamma=1.313, delta=0.037, M=-6.072e+000
23 52 72 -> ~85 fr=36 (0.1088), cf=0.837, gamma=1.307, delta=0.026, M=-6.068e+000
23 52 72 -> 84 fr=36 (0.1088), cf=0.837, gamma=1.307, delta=0.026, M=-6.068e+000
3 9 35 -> 85 fr=41 (0.1239), cf=0.494, gamma=1.374, delta=0.034, M=-5.932e+000
3 9 35 -> ~84 fr=41 (0.1239), cf=0.494, gamma=1.374, delta=0.034, M=-5.932e+000
3 36 71 -> ~85 fr=50 (0.1511), cf=0.794, gamma=1.239, delta=0.029, M=-5.801e+000
3 36 71 -> 84 fr=50 (0.1511), cf=0.794, gamma=1.239, delta=0.029, M=-5.801e+000
5 9 -> 85 fr=51 (0.1541), cf=0.468, gamma=1.301, delta=0.036, M=-5.786e+000
5 9 -> ~84 fr=51 (0.1541), cf=0.468, gamma=1.301, delta=0.036, M=-5.786e+000
5 36 71 -> ~85 fr=49 (0.1480), cf=0.790, gamma=1.234, delta=0.028, M=-5.517e+000
5 36 71 -> 84 fr=49 (0.1480), cf=0.790, gamma=1.234, delta=0.028, M=-5.517e+000
5 21 -> 85 fr=36 (0.1088), cf=0.500, gamma=1.391, delta=0.031, M=-5.481e+000
5 21 -> ~84 fr=36 (0.1088), cf=0.500, gamma=1.391, delta=0.031, M=-5.481e+000
20 23 52 -> ~85 fr=34 (0.1027), cf=0.829, gamma=1.295, delta=0.023, M=-5.425e+000
20 23 52 -> 84 fr=34 (0.1027), cf=0.829, gamma=1.295, delta=0.023, M=-5.425e+000
3 5 35 -> 85 fr=79 (0.2387), cf=0.422, gamma=1.175, delta=0.036, M=-5.421e+000
3 5 35 -> ~84 fr=79 (0.2387), cf=0.422, gamma=1.175, delta=0.036, M=-5.421e+000
3 9 -> 85 fr=52 (0.1571), cf=0.460, gamma=1.280, delta=0.034, M=-5.406e+000
3 9 -> ~84 fr=52 (0.1571), cf=0.460, gamma=1.280, delta=0.034, M=-5.406e+000
