1 -> ~85 fr=169 (0.5106), cf=0.876, gamma=1.380, delta=0.141, M=-6.278e+001
61 72 -> 84 fr=50 (0.1511), cf=0.833, gamma=1.313, delta=0.036, M=-8.493e+000
61 -> 84 fr=70 (0.2115), cf=0.787, gamma=1.240, delta=0.041, M=-8.138e+000
23 71 -> ~85 fr=79 (0.2387), cf=0.767, gamma=1.209, delta=0.041, M=-7.641e+000
23 71 -> 84 fr=79 (0.2387), cf=0.767, gamma=1.209, delta=0.041, M=-7.641e+000
3 9 35 -> 85 fr=44 (0.1329), cf=0.518, gamma=1.416, delta=0.039, M=-7.326e+000
3 9 35 -> ~84 fr=44 (0.1329), cf=0.518, gamma=1.416, delta=0.039, M=-7.326e+000
3 5 35 -> 85 fr=83 (0.2508), cf=0.439, gamma=1.201, delta=0.042, M=-6.991e+000
3 5 35 -> ~84 fr=83 (0.2508), cf=0.439, gamma=1.201, delta=0.042, M=-6.991e+000
5 9 35 -> 85 fr=43 (0.1299), cf=0.512, gamma=1.400, delta=0.037, M=-6.809e+000
5 9 35 -> ~84 fr=43 (0.1299), cf=0.512, gamma=1.400, delta=0.037, M=-6.809e+000
3 57 -> ~85 fr=45 (0.1360), cf=0.818, gamma=1.290, delta=0.031, M=-6.793e+000
3 57 -> 84 fr=45 (0.1360), cf=0.818, gamma=1.290, delta=0.031, M=-6.793e+000
9 35 -> 85 fr=47 (0.1420), cf=0.500, gamma=1.368, delta=0.038, M=-6.757e+000
9 35 -> ~84 fr=47 (0.1420), cf=0.500, gamma=1.368, delta=0.038, M=-6.757e+000
5 35 -> 85 fr=83 (0.2508), cf=0.437, gamma=1.195, delta=0.041, M=-6.714e+000
5 35 -> ~84 fr=83 (0.2508), cf=0.437, gamma=1.195, delta=0.041, M=-6.714e+000
55 -> 84 fr=34 (0.1027), cf=0.850, gamma=1.340, delta=0.026, M=-6.563e+000
20 23 52 -> ~85 fr=34 (0.1027), cf=0.850, gamma=1.340, delta=0.026, M=-6.563e+000
20 23 52 -> 84 fr=34 (0.1027), cf=0.850, gamma=1.340, delta=0.026, M=-6.563e+000
32 -> 84 fr=39 (0.1178), cf=0.830, gamma=1.308, delta=0.028, M=-6.469e+000
36 72 -> ~85 fr=46 (0.1390), cf=0.807, gamma=1.272, delta=0.030, M=-6.338e+000
36 72 -> 84 fr=46 (0.1390), cf=0.807, gamma=1.272, delta=0.030, M=-6.338e+000
23 -> ~85 fr=92 (0.2779), cf=0.736, gamma=1.160, delta=0.038, M=-6.281e+000
23 -> 84 fr=92 (0.2779), cf=0.736, gamma=1.160, delta=0.038, M=-6.281e+000
5 57 -> ~85 fr=42 (0.1269), cf=0.808, gamma=1.273, delta=0.027, M=-5.842e+000
5 57 -> 84 fr=42 (0.1269), cf=0.808, gamma=1.273, delta=0.027, M=-5.842e+000
36 -> 84 fr=64 (0.1934), cf=0.762, gamma=1.201, delta=0.032, M=-5.746e+000
35 -> ~84 fr=89 (0.2689), cf=0.422, gamma=1.154, delta=0.036, M=-5.741e+000
41 -> 84 fr=34 (0.1027), cf=0.829, gamma=1.307, delta=0.024, M=-5.667e+000
5 21 -> 85 fr=37 (0.1118), cf=0.507, gamma=1.387, delta=0.031, M=-5.581e+000
5 21 -> ~84 fr=37 (0.1118), cf=0.507, gamma=1.387, delta=0.031, M=-5.581e+000
3 5 9 -> 85 fr=51 (0.1541), cf=0.472, gamma=1.292, delta=0.035, M=-5.565e+000
3 5 9 -> ~84 fr=51 (0.1541), cf=0.472, gamma=1.292, delta=0.035, M=-5.565e+000
5 48 -> 85 fr=34 (0.1027), cf=0.515, gamma=1.409, delta=0.030, M=-5.502e+000
5 48 -> ~84 fr=34 (0.1027), cf=0.515, gamma=1.409, delta=0.030, M=-5.502e+000
48 -> 85 fr=36 (0.1088), cf=0.507, gamma=1.387, delta=0.030, M=-5.441e+000
