1 -> ~85 fr=173 (0.5227), cf=0.896, gamma=1.380, delta=0.144, M=-6.717e+001
41 -> 84 fr=36 (0.1088), cf=0.857, gamma=1.320, delta=0.026, M=-6.590e+000
21 35 -> 85 fr=37 (0.1118), cf=0.507, gamma=1.446, delta=0.034, M=-6.577e+000
21 35 -> ~84 fr=37 (0.1118), cf=0.507, gamma=1.446, delta=0.034, M=-6.577e+000
23 45 71 -> ~85 fr=35 (0.1057), cf=0.854, gamma=1.314, delta=0.025, M=-6.257e+000
23 45 71 -> 84 fr=35 (0.1057), cf=0.854, gamma=1.314, delta=0.025, M=-6.257e+000
48 -> 85 fr=35 (0.1057), cf=0.507, gamma=1.447, delta=0.033, M=-6.234e+000
5 21 -> 85 fr=37 (0.1118), cf=0.500, gamma=1.427, delta=0.033, M=-6.228e+000
5 21 -> ~84 fr=37 (0.1118), cf=0.500, gamma=1.427, delta=0.033, M=-6.228e+000
3 57 -> ~85 fr=48 (0.1450), cf=0.814, gamma=1.253, delta=0.029, M=-6.148e+000
3 57 -> 84 fr=48 (0.1450), cf=0.814, gamma=1.253, delta=0.029, M=-6.148e+000
20 23 52 -> ~85 fr=34 (0.1027), cf=0.850, gamma=1.309, delta=0.024, M=-5.929e+000
20 23 52 -> 84 fr=34 (0.1027), cf=0.850, gamma=1.309, delta=0.024, M=-5.929e+000
3 32 -> ~85 fr=36 (0.1088), cf=0.837, gamma=1.289, delta=0.024, M=-5.683e+000
3 32 -> 84 fr=36 (0.1088), cf=0.837, gamma=1.289, delta=0.024, M=-5.683e+000
23 52 72 -> ~85 fr=36 (0.1088), cf=0.837, gamma=1.289, delta=0.024, M=-5.683e+000
23 52 72 -> 84 fr=36 (0.1088), cf=0.837, gamma=1.289, delta=0.024, M=-5.683e+000
23 45 -> ~85 fr=41 (0.1239), cf=0.820, gamma=1.262, delta=0.026, M=-5.591e+000
23 45 -> 84 fr=41 (0.1239), cf=0.820, gamma=1.262, delta=0.026, M=-5.591e+000
3 5 9 35 -> 85 fr=38 (0.1148), cf=0.481, gamma=1.373, delta=0.031, M=-5.433e+000
3 5 9 35 -> ~84 fr=38 (0.1148), cf=0.481, gamma=1.373, delta=0.031, M=-5.433e+000
5 32 -> ~85 fr=35 (0.1057), cf=0.833, gamma=1.283, delta=0.023, M=-5.375e+000
5 32 -> 84 fr=35 (0.1057), cf=0.833, gamma=1.283, delta=0.023, M=-5.375e+000
