1 -> ~85 fr=168 (0.5076), cf=0.880, gamma=1.400, delta=0.145, M=-6.627e+001
3 5 35 -> ~84 fr=87 (0.2628), cf=0.460, gamma=1.239, delta=0.051, M=-9.434e+000
20 47 -> 85 fr=36 (0.1088), cf=0.590, gamma=1.588, delta=0.040, M=-9.171e+000
20 47 -> ~84 fr=36 (0.1088), cf=0.590, gamma=1.588, delta=0.040, M=-9.171e+000
3 9 35 -> 85 fr=46 (0.1390), cf=0.548, gamma=1.474, delta=0.045, M=-9.109e+000
3 9 35 -> ~84 fr=46 (0.1390), cf=0.548, gamma=1.474, delta=0.045, M=-9.109e+000
5 35 -> 85 fr=87 (0.2628), cf=0.458, gamma=1.232, delta=0.050, M=-9.103e+000
5 35 -> ~84 fr=87 (0.2628), cf=0.458, gamma=1.232, delta=0.050, M=-9.103e+000
42 -> 84 fr=37 (0.1118), cf=0.881, gamma=1.402, delta=0.032, M=-9.059e+000
47 -> 85 fr=49 (0.1480), cf=0.533, gamma=1.433, delta=0.045, M=-8.746e+000
3 41 -> ~85 fr=36 (0.1088), cf=0.878, gamma=1.397, delta=0.031, M=-8.657e+000
3 41 -> 84 fr=36 (0.1088), cf=0.878, gamma=1.397, delta=0.031, M=-8.657e+000
5 41 -> ~85 fr=34 (0.1027), cf=0.872, gamma=1.387, delta=0.029, M=-7.868e+000
5 41 -> 84 fr=34 (0.1027), cf=0.872, gamma=1.387, delta=0.029, M=-7.868e+000
5 21 -> 85 fr=40 (0.1208), cf=0.548, gamma=1.475, delta=0.039, M=-7.826e+000
5 21 -> ~84 fr=40 (0.1208), cf=0.548, gamma=1.475, delta=0.039, M=-7.826e+000
9 35 -> 85 fr=48 (0.1450), cf=0.522, gamma=1.404, delta=0.042, M=-7.813e+000
9 35 -> ~84 fr=48 (0.1450), cf=0.522, gamma=1.404, delta=0.042, M=-7.813e+000
3 35 -> 85 fr=88 (0.2659), cf=0.447, gamma=1.202, delta=0.045, M=-7.795e+000
3 35 -> ~84 fr=88 (0.2659), cf=0.447, gamma=1.202, delta=0.045, M=-7.795e+000
5 48 -> 85 fr=35 (0.1057), cf=0.565, gamma=1.519, delta=0.036, M=-7.617e+000
5 48 -> ~84 fr=35 (0.1057), cf=0.565, gamma=1.519, delta=0.036, M=-7.617e+000
48 -> 85 fr=37 (0.1118), cf=0.552, gamma=1.486, delta=0.037, M=-7.431e+000
3 36 71 -> ~85 fr=53 (0.1601), cf=0.803, gamma=1.278, delta=0.035, M=-7.423e+000
3 36 71 -> 84 fr=53 (0.1601), cf=0.803, gamma=1.278, delta=0.035, M=-7.423e+000
3 57 -> ~85 fr=48 (0.1450), cf=0.814, gamma=1.295, delta=0.033, M=-7.319e+000
3 57 -> 84 fr=48 (0.1450), cf=0.814, gamma=1.295, delta=0.033, M=-7.319e+000
3 32 -> ~85 fr=38 (0.1148), cf=0.844, gamma=1.344, delta=0.029, M=-7.312e+000
3 32 -> 84 fr=38 (0.1148), cf=0.844, gamma=1.344, delta=0.029, M=-7.312e+000
21 35 -> 85 fr=38 (0.1148), cf=0.543, gamma=1.461, delta=0.036, M=-7.148e+000
21 35 -> ~84 fr=38 (0.1148), cf=0.543, gamma=1.461, delta=0.036, M=-7.148e+000
35 -> ~84 fr=91 (0.2749), cf=0.438, gamma=1.177, delta=0.041, M=-7.088e+000
21 72 -> 85 fr=34 (0.1027), cf=0.557, gamma=1.500, delta=0.034, M=-7.058e+000
21 72 -> ~84 fr=34 (0.1027), cf=0.557, gamma=1.500, delta=0.034, M=-7.058e+000
5 32 -> ~85 fr=37 (0.1118), cf=0.841, gamma=1.338, delta=0.028, M=-6.953e+000
5 32 -> 84 fr=37 (0.1118), cf=0.841, gamma=1.338, delta=0.028, M=-6.953e+000
36 71 -> ~85 fr=56 (0.1692), cf=0.789, gamma=1.255, delta=0.034, M=-6.937e+000
36 71 -> 84 fr=56 (0.1692), cf=0.789, gamma=1.255, delta=0.034, M=-6.937e+000
3 5 9 -> 85 fr=53 (0.1601), cf=0.495, gamma=1.333, delta=0.040, M=-6.868e+000
3 5 9 -> ~84 fr=53 (0.1601), cf=0.495, gamma=1.333, delta=0.040, M=-6.868e+000
23 52 72 -> ~85 fr=34 (0.1027), cf=0.850, gamma=1.353, delta=0.027, M=-6.825e+000
23 52 72 -> 84 fr=34 (0.1027), cf=0.850, gamma=1.353, delta=0.027, M=-6.825e+000
32 -> 84 fr=39 (0.1178), cf=0.830, gamma=1.320, delta=0.029, M=-6.757e+000
23 52 -> ~85 fr=39 (0.1178), cf=0.830, gamma=1.320, delta=0.029, M=-6.757e+000
23 52 -> 84 fr=39 (0.1178), cf=0.830, gamma=1.320, delta=0.029, M=-6.757e+000
41 -> 84 fr=36 (0.1088), cf=0.837, gamma=1.332, delta=0.027, M=-6.601e+000
5 9 -> 85 fr=53 (0.1601), cf=0.491, gamma=1.321, delta=0.039, M=-6.550e+000
5 9 -> ~84 fr=53 (0.1601), cf=0.491, gamma=1.321, delta=0.039, M=-6.550e+000
23 72 -> ~85 fr=67 (0.2024), cf=0.761, gamma=1.212, delta=0.035, M=-6.407e+000
23 72 -> 84 fr=67 (0.2024), cf=0.761, gamma=1.212, delta=0.035, M=-6.407e+000
21 -> 85 fr=43 (0.1299), cf=0.512, gamma=1.378, delta=0.036, M=-6.355e+000
5 57 -> ~85 fr=45 (0.1360), cf=0.804, gamma=1.279, delta=0.030, M=-6.338e+000
5 57 -> 84 fr=45 (0.1360), cf=0.804, gamma=1.279, delta=0.030, M=-6.338e+000
23 -> 84 fr=87 (0.2628), cf=0.731, gamma=1.163, delta=0.037, M=-5.989e+000
57 -> 84 fr=50 (0.1511), cf=0.781, gamma=1.243, delta=0.030, M=-5.791e+000
3 5 -> 85 fr=115 (0.3474), cf=0.401, gamma=1.078, delta=0.025, M=-5.752e+000
3 5 -> ~84 fr=115 (0.3474), cf=0.401, gamma=1.078, delta=0.025, M=-5.752e+000
