1 -> ~85 fr=174 (0.5257), cf=0.879, gamma=1.359, delta=0.139, M=-6.244e+001
3 61 71 -> ~85 fr=60 (0.1813), cf=0.822, gamma=1.271, delta=0.039, M=-8.509e+000
3 61 71 -> 84 fr=60 (0.1813), cf=0.822, gamma=1.271, delta=0.039, M=-8.509e+000
5 36 71 -> ~85 fr=52 (0.1571), cf=0.839, gamma=1.297, delta=0.036, M=-8.418e+000
5 36 71 -> 84 fr=52 (0.1571), cf=0.839, gamma=1.297, delta=0.036, M=-8.418e+000
61 71 -> ~85 fr=62 (0.1873), cf=0.816, gamma=1.262, delta=0.039, M=-8.352e+000
61 71 -> 84 fr=62 (0.1873), cf=0.816, gamma=1.262, delta=0.039, M=-8.352e+000
36 71 -> ~85 fr=57 (0.1722), cf=0.826, gamma=1.278, delta=0.037, M=-8.352e+000
36 71 -> 84 fr=57 (0.1722), cf=0.826, gamma=1.278, delta=0.037, M=-8.352e+000
5 47 -> 85 fr=39 (0.1178), cf=0.534, gamma=1.511, delta=0.040, M=-8.243e+000
5 47 -> ~84 fr=39 (0.1178), cf=0.534, gamma=1.511, delta=0.040, M=-8.243e+000
50 -> 84 fr=34 (0.1027), cf=0.895, gamma=1.384, delta=0.028, M=-8.205e+000
21 72 -> 85 fr=34 (0.1027), cf=0.548, gamma=1.551, delta=0.037, M=-7.832e+000
21 72 -> ~84 fr=34 (0.1027), cf=0.548, gamma=1.551, delta=0.037, M=-7.832e+000
36 61 -> ~85 fr=35 (0.1057), cf=0.875, gamma=1.353, delta=0.028, M=-7.408e+000
36 61 -> 84 fr=35 (0.1057), cf=0.875, gamma=1.353, delta=0.028, M=-7.408e+000
3 61 -> ~85 fr=70 (0.2115), cf=0.787, gamma=1.217, delta=0.038, M=-7.196e+000
3 61 -> 84 fr=70 (0.2115), cf=0.787, gamma=1.217, delta=0.038, M=-7.196e+000
5 48 -> 85 fr=35 (0.1057), cf=0.530, gamma=1.500, delta=0.035, M=-7.159e+000
5 48 -> ~84 fr=35 (0.1057), cf=0.530, gamma=1.500, delta=0.035, M=-7.159e+000
61 -> 84 fr=72 (0.2175), cf=0.783, gamma=1.210, delta=0.038, M=-7.123e+000
48 -> 85 fr=37 (0.1118), cf=0.521, gamma=1.474, delta=0.036, M=-7.102e+000
5 32 71 -> ~85 fr=34 (0.1027), cf=0.872, gamma=1.348, delta=0.027, M=-7.050e+000
3 32 71 -> ~85 fr=34 (0.1027), cf=0.872, gamma=1.348, delta=0.027, M=-7.050e+000
5 32 71 -> 84 fr=34 (0.1027), cf=0.872, gamma=1.348, delta=0.027, M=-7.050e+000
3 32 71 -> 84 fr=34 (0.1027), cf=0.872, gamma=1.348, delta=0.027, M=-7.050e+000
3 5 35 -> 85 fr=80 (0.2417), cf=0.428, gamma=1.210, delta=0.042, M=-7.047e+000
3 5 35 -> ~84 fr=80 (0.2417), cf=0.428, gamma=1.210, delta=0.042, M=-7.047e+000
3 32 -> ~85 fr=39 (0.1178), cf=0.848, gamma=1.311, delta=0.028, M=-6.785e+000
3 32 -> 84 fr=39 (0.1178), cf=0.848, gamma=1.311, delta=0.028, M=-6.785e+000
5 35 -> 85 fr=80 (0.2417), cf=0.426, gamma=1.204, delta=0.041, M=-6.776e+000
5 35 -> ~84 fr=80 (0.2417), cf=0.426, gamma=1.204, delta=0.041, M=-6.776e+000
3 36 -> ~85 fr=63 (0.1903), cf=0.788, gamma=1.218, delta=0.034, M=-6.498e+000
3 36 -> 84 fr=63 (0.1903), cf=0.788, gamma=1.218, delta=0.034, M=-6.498e+000
5 32 -> ~85 fr=38 (0.1148), cf=0.844, gamma=1.306, delta=0.027, M=-6.455e+000
5 32 -> 84 fr=38 (0.1148), cf=0.844, gamma=1.306, delta=0.027, M=-6.455e+000
23 72 -> ~85 fr=65 (0.1964), cf=0.783, gamma=1.211, delta=0.034, M=-6.419e+000
23 72 -> 84 fr=65 (0.1964), cf=0.783, gamma=1.211, delta=0.034, M=-6.419e+000
3 57 -> ~85 fr=48 (0.1450), cf=0.814, gamma=1.258, delta=0.030, M=-6.309e+000
3 57 -> 84 fr=48 (0.1450), cf=0.814, gamma=1.258, delta=0.030, M=-6.309e+000
47 -> 85 fr=42 (0.1269), cf=0.488, gamma=1.382, delta=0.035, M=-6.217e+000
21 35 -> 85 fr=36 (0.1088), cf=0.507, gamma=1.434, delta=0.033, M=-6.203e+000
21 35 -> ~84 fr=36 (0.1088), cf=0.507, gamma=1.434, delta=0.033, M=-6.203e+000
32 71 -> ~85 fr=34 (0.1027), cf=0.850, gamma=1.315, delta=0.025, M=-6.054e+000
32 71 -> 84 fr=34 (0.1027), cf=0.850, gamma=1.315, delta=0.025, M=-6.054e+000
3 9 35 -> 85 fr=39 (0.1178), cf=0.494, gamma=1.397, delta=0.033, M=-6.027e+000
3 9 35 -> ~84 fr=39 (0.1178), cf=0.494, gamma=1.397, delta=0.033, M=-6.027e+000
32 -> 84 fr=39 (0.1178), cf=0.830, gamma=1.283, delta=0.026, M=-5.913e+000
5 21 -> 85 fr=36 (0.1088), cf=0.500, gamma=1.415, delta=0.032, M=-5.860e+000
5 21 -> ~84 fr=36 (0.1088), cf=0.500, gamma=1.415, delta=0.032, M=-5.860e+000
36 -> 84 fr=65 (0.1964), cf=0.774, gamma=1.197, delta=0.032, M=-5.810e+000
5 57 -> ~85 fr=45 (0.1360), cf=0.804, gamma=1.243, delta=0.027, M=-5.434e+000
5 57 -> 84 fr=45 (0.1360), cf=0.804, gamma=1.243, delta=0.027, M=-5.434e+000
