1 -> ~85 fr=171 (0.5166), cf=0.872, gamma=1.382, delta=0.143, M=-6.470e+001
5 66 -> 84 fr=68 (0.2054), cf=0.810, gamma=1.282, delta=0.045, M=-9.978e+000
15 -> 85 fr=36 (0.1088), cf=0.600, gamma=1.628, delta=0.042, M=-9.926e+000
3 61 72 -> ~85 fr=48 (0.1450), cf=0.857, gamma=1.357, delta=0.038, M=-9.890e+000
3 61 72 -> 84 fr=48 (0.1450), cf=0.857, gamma=1.357, delta=0.038, M=-9.890e+000
66 -> 84 fr=70 (0.2115), cf=0.805, gamma=1.274, delta=0.046, M=-9.882e+000
3 42 -> ~85 fr=39 (0.1178), cf=0.886, gamma=1.404, delta=0.034, M=-9.712e+000
3 42 -> 84 fr=39 (0.1178), cf=0.886, gamma=1.404, delta=0.034, M=-9.712e+000
42 -> 84 fr=41 (0.1239), cf=0.872, gamma=1.382, delta=0.034, M=-9.331e+000
61 72 -> ~85 fr=49 (0.1480), cf=0.845, gamma=1.338, delta=0.037, M=-9.258e+000
61 72 -> 84 fr=49 (0.1480), cf=0.845, gamma=1.338, delta=0.037, M=-9.258e+000
3 20 47 -> 85 fr=35 (0.1057), cf=0.583, gamma=1.583, delta=0.039, M=-8.771e+000
3 20 47 -> ~84 fr=35 (0.1057), cf=0.583, gamma=1.583, delta=0.039, M=-8.771e+000
47 -> 85 fr=49 (0.1480), cf=0.527, gamma=1.429, delta=0.044, M=-8.634e+000
3 61 -> ~85 fr=65 (0.1964), cf=0.793, gamma=1.255, delta=0.040, M=-8.182e+000
3 61 -> 84 fr=65 (0.1964), cf=0.793, gamma=1.255, delta=0.040, M=-8.182e+000
61 -> 84 fr=67 (0.2024), cf=0.788, gamma=1.248, delta=0.040, M=-8.116e+000
3 41 -> ~85 fr=35 (0.1057), cf=0.875, gamma=1.386, delta=0.029, M=-8.115e+000
3 41 -> 84 fr=35 (0.1057), cf=0.875, gamma=1.386, delta=0.029, M=-8.115e+000
41 -> 84 fr=36 (0.1088), cf=0.857, gamma=1.357, delta=0.029, M=-7.419e+000
5 21 35 -> 85 fr=34 (0.1027), cf=0.557, gamma=1.512, delta=0.035, M=-7.252e+000
5 21 35 -> ~84 fr=34 (0.1027), cf=0.557, gamma=1.512, delta=0.035, M=-7.252e+000
3 36 71 -> ~85 fr=53 (0.1601), cf=0.803, gamma=1.272, delta=0.034, M=-7.235e+000
3 36 71 -> 84 fr=53 (0.1601), cf=0.803, gamma=1.272, delta=0.034, M=-7.235e+000
36 71 -> ~85 fr=56 (0.1692), cf=0.789, gamma=1.249, delta=0.034, M=-6.747e+000
36 71 -> 84 fr=56 (0.1692), cf=0.789, gamma=1.249, delta=0.034, M=-6.747e+000
21 35 -> 85 fr=37 (0.1118), cf=0.529, gamma=1.434, delta=0.034, M=-6.443e+000
21 35 -> ~84 fr=37 (0.1118), cf=0.529, gamma=1.434, delta=0.034, M=-6.443e+000
5 32 -> ~85 fr=38 (0.1148), cf=0.826, gamma=1.308, delta=0.027, M=-6.277e+000
3 32 -> ~85 fr=38 (0.1148), cf=0.826, gamma=1.308, delta=0.027, M=-6.277e+000
5 32 -> 84 fr=38 (0.1148), cf=0.826, gamma=1.308, delta=0.027, M=-6.277e+000
3 32 -> 84 fr=38 (0.1148), cf=0.826, gamma=1.308, delta=0.027, M=-6.277e+000
3 5 35 -> 85 fr=83 (0.2508), cf=0.437, gamma=1.185, delta=0.039, M=-6.258e+000
3 5 35 -> ~84 fr=83 (0.2508), cf=0.437, gamma=1.185, delta=0.039, M=-6.258e+000
5 21 -> 85 fr=38 (0.1148), cf=0.521, gamma=1.412, delta=0.034, M=-6.215e+000
5 21 -> ~84 fr=38 (0.1148), cf=0.521, gamma=1.412, delta=0.034, M=-6.215e+000
9 35 -> 85 fr=45 (0.1360), cf=0.500, gamma=1.357, delta=0.036, M=-6.206e+000
9 35 -> ~84 fr=45 (0.1360), cf=0.500, gamma=1.357, delta=0.036, M=-6.206e+000
23 45 71 -> ~85 fr=35 (0.1057), cf=0.833, gamma=1.320, delta=0.026, M=-6.124e+000
23 45 71 -> 84 fr=35 (0.1057), cf=0.833, gamma=1.320, delta=0.026, M=-6.124e+000
5 35 -> 85 fr=83 (0.2508), cf=0.435, gamma=1.179, delta=0.038, M=-5.996e+000
5 35 -> ~84 fr=83 (0.2508), cf=0.435, gamma=1.179, delta=0.038, M=-5.996e+000
23 72 -> ~85 fr=64 (0.1934), cf=0.762, gamma=1.207, delta=0.033, M=-5.942e+000
23 72 -> 84 fr=64 (0.1934), cf=0.762, gamma=1.207, delta=0.033, M=-5.942e+000
23 71 -> ~85 fr=76 (0.2296), cf=0.745, gamma=1.180, delta=0.035, M=-5.895e+000
23 71 -> 84 fr=76 (0.2296), cf=0.745, gamma=1.180, delta=0.035, M=-5.895e+000
32 -> 84 fr=39 (0.1178), cf=0.813, gamma=1.287, delta=0.026, M=-5.800e+000
3 57 -> ~85 fr=41 (0.1239), cf=0.804, gamma=1.273, delta=0.027, M=-5.676e+000
3 57 -> 84 fr=41 (0.1239), cf=0.804, gamma=1.273, delta=0.027, M=-5.676e+000
21 -> 85 fr=42 (0.1269), cf=0.494, gamma=1.341, delta=0.032, M=-5.455e+000
5 57 -> ~85 fr=40 (0.1208), cf=0.800, gamma=1.267, delta=0.025, M=-5.372e+000
5 57 -> 84 fr=40 (0.1208), cf=0.800, gamma=1.267, delta=0.025, M=-5.372e+000
