1 -> ~85 fr=165 (0.5000), cf=0.873, gamma=1.385, delta=0.139, M=-6.066e+001
3 5 35 -> 85 fr=84 (0.2545), cf=0.447, gamma=1.209, delta=0.044, M=-7.452e+000
3 5 35 -> ~84 fr=84 (0.2545), cf=0.447, gamma=1.209, delta=0.044, M=-7.452e+000
5 9 35 -> 85 fr=41 (0.1242), cf=0.532, gamma=1.440, delta=0.038, M=-7.309e+000
5 9 35 -> ~84 fr=41 (0.1242), cf=0.532, gamma=1.440, delta=0.038, M=-7.309e+000
5 35 -> 85 fr=84 (0.2545), cf=0.444, gamma=1.202, delta=0.043, M=-7.162e+000
5 35 -> ~84 fr=84 (0.2545), cf=0.444, gamma=1.202, delta=0.043, M=-7.162e+000
9 35 -> 85 fr=45 (0.1364), cf=0.517, gamma=1.399, delta=0.039, M=-7.152e+000
9 35 -> ~84 fr=45 (0.1364), cf=0.517, gamma=1.399, delta=0.039, M=-7.152e+000
5 41 -> ~85 fr=35 (0.1061), cf=0.854, gamma=1.354, delta=0.028, M=-7.106e+000
5 41 -> 84 fr=35 (0.1061), cf=0.854, gamma=1.354, delta=0.028, M=-7.106e+000
23 52 72 -> ~85 fr=35 (0.1061), cf=0.854, gamma=1.354, delta=0.028, M=-7.106e+000
23 52 72 -> 84 fr=35 (0.1061), cf=0.854, gamma=1.354, delta=0.028, M=-7.106e+000
23 72 -> ~85 fr=67 (0.2030), cf=0.770, gamma=1.222, delta=0.037, M=-6.880e+000
23 72 -> 84 fr=67 (0.2030), cf=0.770, gamma=1.222, delta=0.037, M=-6.880e+000
3 57 -> ~85 fr=49 (0.1485), cf=0.803, gamma=1.274, delta=0.032, M=-6.768e+000
3 57 -> 84 fr=49 (0.1485), cf=0.803, gamma=1.274, delta=0.032, M=-6.768e+000
3 32 -> ~85 fr=36 (0.1091), cf=0.837, gamma=1.328, delta=0.027, M=-6.517e+000
3 32 -> 84 fr=36 (0.1091), cf=0.837, gamma=1.328, delta=0.027, M=-6.517e+000
35 -> ~84 fr=90 (0.2727), cf=0.431, gamma=1.165, delta=0.039, M=-6.365e+000
3 5 9 -> 85 fr=50 (0.1515), cf=0.490, gamma=1.326, delta=0.037, M=-6.252e+000
3 5 9 -> ~84 fr=50 (0.1515), cf=0.490, gamma=1.326, delta=0.037, M=-6.252e+000
5 32 -> ~85 fr=35 (0.1061), cf=0.833, gamma=1.322, delta=0.026, M=-6.174e+000
5 32 -> 84 fr=35 (0.1061), cf=0.833, gamma=1.322, delta=0.026, M=-6.174e+000
23 52 71 -> ~85 fr=35 (0.1061), cf=0.833, gamma=1.322, delta=0.026, M=-6.174e+000
23 52 71 -> 84 fr=35 (0.1061), cf=0.833, gamma=1.322, delta=0.026, M=-6.174e+000
41 -> 84 fr=37 (0.1121), cf=0.822, gamma=1.304, delta=0.026, M=-5.998e+000
32 -> 84 fr=37 (0.1121), cf=0.822, gamma=1.304, delta=0.026, M=-5.998e+000
5 9 -> 85 fr=50 (0.1515), cf=0.485, gamma=1.313, delta=0.036, M=-5.947e+000
5 9 -> ~84 fr=50 (0.1515), cf=0.485, gamma=1.313, delta=0.036, M=-5.947e+000
5 57 -> ~85 fr=46 (0.1394), cf=0.793, gamma=1.258, delta=0.029, M=-5.838e+000
5 57 -> 84 fr=46 (0.1394), cf=0.793, gamma=1.258, delta=0.029, M=-5.838e+000
20 23 52 -> ~85 fr=34 (0.1030), cf=0.829, gamma=1.316, delta=0.025, M=-5.837e+000
20 23 52 -> 84 fr=34 (0.1030), cf=0.829, gamma=1.316, delta=0.025, M=-5.837e+000
3 61 -> ~85 fr=63 (0.1909), cf=0.759, gamma=1.204, delta=0.032, M=-5.744e+000
3 61 -> 84 fr=63 (0.1909), cf=0.759, gamma=1.204, delta=0.032, M=-5.744e+000
61 -> 84 fr=65 (0.1970), cf=0.756, gamma=1.199, delta=0.033, M=-5.728e+000
23 71 -> ~85 fr=75 (0.2273), cf=0.743, gamma=1.178, delta=0.034, M=-5.720e+000
23 71 -> 84 fr=75 (0.2273), cf=0.743, gamma=1.178, delta=0.034, M=-5.720e+000
5 21 -> 85 fr=37 (0.1121), cf=0.514, gamma=1.390, delta=0.031, M=-5.662e+000
5 21 -> ~84 fr=37 (0.1121), cf=0.514, gamma=1.390, delta=0.031, M=-5.662e+000
3 36 -> ~85 fr=60 (0.1818), cf=0.759, gamma=1.205, delta=0.031, M=-5.493e+000
3 36 -> 84 fr=60 (0.1818), cf=0.759, gamma=1.205, delta=0.031, M=-5.493e+000
23 -> ~85 fr=91 (0.2758), cf=0.722, gamma=1.146, delta=0.035, M=-5.432e+000
23 -> 84 fr=91 (0.2758), cf=0.722, gamma=1.146, delta=0.035, M=-5.432e+000
