1 -> ~85 fr=170 (0.5136), cf=0.885, gamma=1.402, delta=0.147, M=-6.887e+001
3 5 9 -> 85 fr=52 (0.1571), cf=0.477, gamma=1.294, delta=0.036, M=-5.755e+000
3 5 9 -> ~84 fr=52 (0.1571), cf=0.477, gamma=1.294, delta=0.036, M=-5.755e+000
3 5 35 -> 85 fr=83 (0.2508), cf=0.432, gamma=1.173, delta=0.037, M=-5.741e+000
3 5 35 -> ~84 fr=83 (0.2508), cf=0.432, gamma=1.173, delta=0.037, M=-5.741e+000
9 35 -> 85 fr=46 (0.1390), cf=0.489, gamma=1.328, delta=0.034, M=-5.728e+000
9 35 -> ~84 fr=46 (0.1390), cf=0.489, gamma=1.328, delta=0.034, M=-5.728e+000
3 36 72 -> ~85 fr=43 (0.1299), cf=0.796, gamma=1.261, delta=0.027, M=-5.571e+000
3 36 72 -> 84 fr=43 (0.1299), cf=0.796, gamma=1.261, delta=0.027, M=-5.571e+000
21 35 -> 85 fr=38 (0.1148), cf=0.507, gamma=1.375, delta=0.031, M=-5.530e+000
5 21 -> 85 fr=38 (0.1148), cf=0.507, gamma=1.375, delta=0.031, M=-5.530e+000
21 35 -> ~84 fr=38 (0.1148), cf=0.507, gamma=1.375, delta=0.031, M=-5.530e+000
5 21 -> ~84 fr=38 (0.1148), cf=0.507, gamma=1.375, delta=0.031, M=-5.530e+000
5 35 -> 85 fr=83 (0.2508), cf=0.430, gamma=1.167, delta=0.036, M=-5.491e+000
5 35 -> ~84 fr=83 (0.2508), cf=0.430, gamma=1.167, delta=0.036, M=-5.491e+000
5 9 -> 85 fr=52 (0.1571), cf=0.473, gamma=1.283, delta=0.035, M=-5.474e+000
5 9 -> ~84 fr=52 (0.1571), cf=0.473, gamma=1.283, delta=0.035, M=-5.474e+000
3 36 -> ~85 fr=60 (0.1813), cf=0.759, gamma=1.203, delta=0.031, M=-5.423e+000
3 36 -> 84 fr=60 (0.1813), cf=0.759, gamma=1.203, delta=0.031, M=-5.423e+000
36 -> 84 fr=64 (0.1934), cf=0.753, gamma=1.192, delta=0.031, M=-5.387e+000
23 71 -> ~85 fr=72 (0.2175), cf=0.742, gamma=1.176, delta=0.032, M=-5.372e+000
23 71 -> 84 fr=72 (0.2175), cf=0.742, gamma=1.176, delta=0.032, M=-5.372e+000
