1 -> ~85 fr=171 (0.5151), cf=0.872, gamma=1.386, delta=0.143, M=-6.537e+001
3 9 35 -> 85 fr=42 (0.1265), cf=0.512, gamma=1.383, delta=0.035, M=-6.290e+000
3 9 35 -> ~84 fr=42 (0.1265), cf=0.512, gamma=1.383, delta=0.035, M=-6.290e+000
57 -> 84 fr=48 (0.1446), cf=0.787, gamma=1.250, delta=0.029, M=-5.794e+000
9 35 -> 85 fr=45 (0.1355), cf=0.495, gamma=1.335, delta=0.034, M=-5.743e+000
9 35 -> ~84 fr=45 (0.1355), cf=0.495, gamma=1.335, delta=0.034, M=-5.743e+000
41 -> 84 fr=36 (0.1084), cf=0.818, gamma=1.300, delta=0.025, M=-5.702e+000
3 5 9 -> 85 fr=52 (0.1566), cf=0.477, gamma=1.288, delta=0.035, M=-5.592e+000
3 5 9 -> ~84 fr=52 (0.1566), cf=0.477, gamma=1.288, delta=0.035, M=-5.592e+000
3 32 -> ~85 fr=35 (0.1054), cf=0.814, gamma=1.293, delta=0.024, M=-5.382e+000
3 32 -> 84 fr=35 (0.1054), cf=0.814, gamma=1.293, delta=0.024, M=-5.382e+000
3 36 72 -> ~85 fr=42 (0.1265), cf=0.792, gamma=1.259, delta=0.026, M=-5.360e+000
3 36 72 -> 84 fr=42 (0.1265), cf=0.792, gamma=1.259, delta=0.026, M=-5.360e+000
5 9 -> 85 fr=52 (0.1566), cf=0.473, gamma=1.276, delta=0.034, M=-5.314e+000
5 9 -> ~84 fr=52 (0.1566), cf=0.473, gamma=1.276, delta=0.034, M=-5.314e+000
