1 -> ~85 fr=171 (0.5166), cf=0.886, gamma=1.403, delta=0.148, M=-7.002e+001
3 66 -> 84 fr=72 (0.2175), cf=0.818, gamma=1.296, delta=0.050, M=-1.145e+001
79 -> 84 fr=49 (0.1480), cf=0.875, gamma=1.386, delta=0.041, M=-1.141e+001
46 -> 84 fr=66 (0.1994), cf=0.825, gamma=1.307, delta=0.047, M=-1.096e+001
66 -> 84 fr=72 (0.2175), cf=0.809, gamma=1.281, delta=0.048, M=-1.060e+001
20 47 -> 85 fr=37 (0.1118), cf=0.597, gamma=1.619, delta=0.043, M=-1.004e+001
20 47 -> ~84 fr=37 (0.1118), cf=0.597, gamma=1.619, delta=0.043, M=-1.004e+001
3 61 71 -> ~85 fr=57 (0.1722), cf=0.826, gamma=1.308, delta=0.041, M=-9.420e+000
3 61 71 -> 84 fr=57 (0.1722), cf=0.826, gamma=1.308, delta=0.041, M=-9.420e+000
42 -> 84 fr=41 (0.1239), cf=0.872, gamma=1.382, delta=0.034, M=-9.331e+000
47 -> 85 fr=48 (0.1450), cf=0.539, gamma=1.463, delta=0.046, M=-9.282e+000
61 71 -> ~85 fr=59 (0.1782), cf=0.819, gamma=1.298, delta=0.041, M=-9.271e+000
61 71 -> 84 fr=59 (0.1782), cf=0.819, gamma=1.298, delta=0.041, M=-9.271e+000
3 61 -> ~85 fr=68 (0.2054), cf=0.800, gamma=1.267, delta=0.043, M=-9.185e+000
3 61 -> 84 fr=68 (0.2054), cf=0.800, gamma=1.267, delta=0.043, M=-9.185e+000
61 -> 84 fr=70 (0.2115), cf=0.795, gamma=1.260, delta=0.044, M=-9.108e+000
3 57 -> ~85 fr=47 (0.1420), cf=0.825, gamma=1.306, delta=0.033, M=-7.629e+000
3 57 -> 84 fr=47 (0.1420), cf=0.825, gamma=1.306, delta=0.033, M=-7.629e+000
21 72 -> 85 fr=36 (0.1088), cf=0.554, gamma=1.503, delta=0.036, M=-7.510e+000
21 72 -> ~84 fr=36 (0.1088), cf=0.554, gamma=1.503, delta=0.036, M=-7.510e+000
5 21 35 -> 85 fr=36 (0.1088), cf=0.545, gamma=1.480, delta=0.035, M=-7.090e+000
5 21 35 -> ~84 fr=36 (0.1088), cf=0.545, gamma=1.480, delta=0.035, M=-7.090e+000
5 21 -> 85 fr=40 (0.1208), cf=0.526, gamma=1.428, delta=0.036, M=-6.862e+000
5 21 -> ~84 fr=40 (0.1208), cf=0.526, gamma=1.428, delta=0.036, M=-6.862e+000
3 32 -> ~85 fr=37 (0.1118), cf=0.841, gamma=1.332, delta=0.028, M=-6.812e+000
3 32 -> 84 fr=37 (0.1118), cf=0.841, gamma=1.332, delta=0.028, M=-6.812e+000
5 57 -> ~85 fr=44 (0.1329), cf=0.815, gamma=1.290, delta=0.030, M=-6.626e+000
5 57 -> 84 fr=44 (0.1329), cf=0.815, gamma=1.290, delta=0.030, M=-6.626e+000
3 36 71 -> ~85 fr=51 (0.1541), cf=0.797, gamma=1.262, delta=0.032, M=-6.602e+000
3 36 71 -> 84 fr=51 (0.1541), cf=0.797, gamma=1.262, delta=0.032, M=-6.602e+000
5 32 -> ~85 fr=36 (0.1088), cf=0.837, gamma=1.326, delta=0.027, M=-6.465e+000
5 32 -> 84 fr=36 (0.1088), cf=0.837, gamma=1.326, delta=0.027, M=-6.465e+000
3 9 35 -> 85 fr=42 (0.1269), cf=0.512, gamma=1.390, delta=0.036, M=-6.432e+000
3 9 35 -> ~84 fr=42 (0.1269), cf=0.512, gamma=1.390, delta=0.036, M=-6.432e+000
32 -> 84 fr=38 (0.1148), cf=0.826, gamma=1.308, delta=0.027, M=-6.277e+000
23 72 -> ~85 fr=65 (0.1964), cf=0.765, gamma=1.211, delta=0.034, M=-6.220e+000
23 72 -> 84 fr=65 (0.1964), cf=0.765, gamma=1.211, delta=0.034, M=-6.220e+000
48 -> 85 fr=35 (0.1057), cf=0.530, gamma=1.439, delta=0.032, M=-6.174e+000
36 71 -> ~85 fr=54 (0.1631), cf=0.783, gamma=1.239, delta=0.032, M=-6.147e+000
36 71 -> 84 fr=54 (0.1631), cf=0.783, gamma=1.239, delta=0.032, M=-6.147e+000
3 5 35 -> 85 fr=81 (0.2447), cf=0.438, gamma=1.188, delta=0.039, M=-6.097e+000
3 5 35 -> ~84 fr=81 (0.2447), cf=0.438, gamma=1.188, delta=0.039, M=-6.097e+000
9 35 71 -> 85 fr=37 (0.1118), cf=0.521, gamma=1.414, delta=0.033, M=-6.077e+000
9 35 71 -> ~84 fr=37 (0.1118), cf=0.521, gamma=1.414, delta=0.033, M=-6.077e+000
5 9 20 35 -> 85 fr=34 (0.1027), cf=0.531, gamma=1.441, delta=0.031, M=-6.042e+000
5 9 20 35 -> ~84 fr=34 (0.1027), cf=0.531, gamma=1.441, delta=0.031, M=-6.042e+000
21 35 -> 85 fr=39 (0.1178), cf=0.513, gamma=1.392, delta=0.033, M=-6.004e+000
21 35 -> ~84 fr=39 (0.1178), cf=0.513, gamma=1.392, delta=0.033, M=-6.004e+000
57 -> 84 fr=49 (0.1480), cf=0.790, gamma=1.252, delta=0.030, M=-5.993e+000
5 9 35 -> 85 fr=41 (0.1239), cf=0.506, gamma=1.373, delta=0.034, M=-5.949e+000
5 9 35 -> ~84 fr=41 (0.1239), cf=0.506, gamma=1.373, delta=0.034, M=-5.949e+000
9 35 -> 85 fr=45 (0.1360), cf=0.495, gamma=1.342, delta=0.035, M=-5.888e+000
9 35 -> ~84 fr=45 (0.1360), cf=0.495, gamma=1.342, delta=0.035, M=-5.888e+000
5 35 -> 85 fr=81 (0.2447), cf=0.435, gamma=1.182, delta=0.038, M=-5.839e+000
5 35 -> ~84 fr=81 (0.2447), cf=0.435, gamma=1.182, delta=0.038, M=-5.839e+000
21 -> 85 fr=44 (0.1329), cf=0.494, gamma=1.341, delta=0.034, M=-5.741e+000
3 5 9 -> 85 fr=51 (0.1541), cf=0.477, gamma=1.293, delta=0.035, M=-5.601e+000
3 5 9 -> ~84 fr=51 (0.1541), cf=0.477, gamma=1.293, delta=0.035, M=-5.601e+000
