1 -> ~85 fr=169 (0.5090), cf=0.876, gamma=1.391, delta=0.143, M=-6.485e+001
3 46 71 -> 84 fr=57 (0.1717), cf=0.838, gamma=1.332, delta=0.043, M=-1.048e+001
46 71 -> ~85 fr=59 (0.1777), cf=0.831, gamma=1.320, delta=0.043, M=-1.030e+001
46 71 -> 84 fr=59 (0.1777), cf=0.831, gamma=1.320, delta=0.043, M=-1.030e+001
3 41 -> ~85 fr=36 (0.1084), cf=0.900, gamma=1.430, delta=0.033, M=-9.851e+000
3 41 -> 84 fr=36 (0.1084), cf=0.900, gamma=1.430, delta=0.033, M=-9.851e+000
3 42 -> ~85 fr=36 (0.1084), cf=0.900, gamma=1.430, delta=0.033, M=-9.851e+000
3 42 -> 84 fr=36 (0.1084), cf=0.900, gamma=1.430, delta=0.033, M=-9.851e+000
42 -> 84 fr=39 (0.1175), cf=0.886, gamma=1.408, delta=0.034, M=-9.814e+000
71 79 -> ~85 fr=39 (0.1175), cf=0.886, gamma=1.408, delta=0.034, M=-9.814e+000
71 79 -> 84 fr=39 (0.1175), cf=0.886, gamma=1.408, delta=0.034, M=-9.814e+000
46 -> 84 fr=67 (0.2018), cf=0.807, gamma=1.282, delta=0.044, M=-9.775e+000
79 -> 84 fr=44 (0.1325), cf=0.863, gamma=1.370, delta=0.036, M=-9.511e+000
5 41 -> ~85 fr=35 (0.1054), cf=0.897, gamma=1.426, delta=0.031, M=-9.429e+000
5 41 -> 84 fr=35 (0.1054), cf=0.897, gamma=1.426, delta=0.031, M=-9.429e+000
50 -> 84 fr=35 (0.1054), cf=0.875, gamma=1.390, delta=0.030, M=-8.204e+000
41 -> 84 fr=37 (0.1114), cf=0.860, gamma=1.367, delta=0.030, M=-7.882e+000
3 36 71 -> ~85 fr=53 (0.1596), cf=0.803, gamma=1.276, delta=0.034, M=-7.349e+000
3 36 71 -> 84 fr=53 (0.1596), cf=0.803, gamma=1.276, delta=0.034, M=-7.349e+000
23 71 -> ~85 fr=75 (0.2259), cf=0.758, gamma=1.203, delta=0.038, M=-6.863e+000
23 71 -> 84 fr=75 (0.2259), cf=0.758, gamma=1.203, delta=0.038, M=-6.863e+000
36 71 -> ~85 fr=56 (0.1687), cf=0.789, gamma=1.253, delta=0.034, M=-6.862e+000
36 71 -> 84 fr=56 (0.1687), cf=0.789, gamma=1.253, delta=0.034, M=-6.862e+000
21 72 -> 85 fr=35 (0.1054), cf=0.547, gamma=1.476, delta=0.034, M=-6.831e+000
21 72 -> ~84 fr=35 (0.1054), cf=0.547, gamma=1.476, delta=0.034, M=-6.831e+000
5 21 35 -> 85 fr=35 (0.1054), cf=0.547, gamma=1.476, delta=0.034, M=-6.831e+000
5 21 35 -> ~84 fr=35 (0.1054), cf=0.547, gamma=1.476, delta=0.034, M=-6.831e+000
23 72 -> ~85 fr=64 (0.1928), cf=0.771, gamma=1.225, delta=0.035, M=-6.662e+000
23 72 -> 84 fr=64 (0.1928), cf=0.771, gamma=1.225, delta=0.035, M=-6.662e+000
3 9 35 -> 85 fr=43 (0.1295), cf=0.512, gamma=1.382, delta=0.036, M=-6.432e+000
3 9 35 -> ~84 fr=43 (0.1295), cf=0.512, gamma=1.382, delta=0.036, M=-6.432e+000
23 52 -> ~85 fr=38 (0.1145), cf=0.826, gamma=1.312, delta=0.027, M=-6.362e+000
23 52 -> 84 fr=38 (0.1145), cf=0.826, gamma=1.312, delta=0.027, M=-6.362e+000
3 5 9 -> 85 fr=52 (0.1566), cf=0.486, gamma=1.312, delta=0.037, M=-6.176e+000
3 5 9 -> ~84 fr=52 (0.1566), cf=0.486, gamma=1.312, delta=0.037, M=-6.176e+000
21 35 -> 85 fr=38 (0.1145), cf=0.521, gamma=1.405, delta=0.033, M=-6.086e+000
21 35 -> ~84 fr=38 (0.1145), cf=0.521, gamma=1.405, delta=0.033, M=-6.086e+000
3 5 35 -> 85 fr=82 (0.2470), cf=0.439, gamma=1.184, delta=0.038, M=-6.017e+000
3 5 35 -> ~84 fr=82 (0.2470), cf=0.439, gamma=1.184, delta=0.038, M=-6.017e+000
5 9 35 -> 85 fr=42 (0.1265), cf=0.506, gamma=1.366, delta=0.034, M=-5.954e+000
5 9 35 -> ~84 fr=42 (0.1265), cf=0.506, gamma=1.366, delta=0.034, M=-5.954e+000
23 -> 84 fr=89 (0.2681), cf=0.730, gamma=1.159, delta=0.037, M=-5.920e+000
9 35 -> 85 fr=46 (0.1386), cf=0.495, gamma=1.335, delta=0.035, M=-5.887e+000
9 35 -> ~84 fr=46 (0.1386), cf=0.495, gamma=1.335, delta=0.035, M=-5.887e+000
5 9 -> 85 fr=52 (0.1566), cf=0.481, gamma=1.300, delta=0.036, M=-5.879e+000
5 9 -> ~84 fr=52 (0.1566), cf=0.481, gamma=1.300, delta=0.036, M=-5.879e+000
5 21 -> 85 fr=39 (0.1175), cf=0.513, gamma=1.385, delta=0.033, M=-5.874e+000
5 21 -> ~84 fr=39 (0.1175), cf=0.513, gamma=1.385, delta=0.033, M=-5.874e+000
3 57 -> ~85 fr=46 (0.1386), cf=0.793, gamma=1.260, delta=0.029, M=-5.873e+000
3 57 -> 84 fr=46 (0.1386), cf=0.793, gamma=1.260, delta=0.029, M=-5.873e+000
5 35 -> 85 fr=82 (0.2470), cf=0.436, gamma=1.177, delta=0.037, M=-5.761e+000
5 35 -> ~84 fr=82 (0.2470), cf=0.436, gamma=1.177, delta=0.037, M=-5.761e+000
3 32 -> ~85 fr=36 (0.1084), cf=0.818, gamma=1.300, delta=0.025, M=-5.702e+000
3 32 -> 84 fr=36 (0.1084), cf=0.818, gamma=1.300, delta=0.025, M=-5.702e+000
5 48 -> 85 fr=34 (0.1024), cf=0.523, gamma=1.412, delta=0.030, M=-5.563e+000
5 48 -> ~84 fr=34 (0.1024), cf=0.523, gamma=1.412, delta=0.030, M=-5.563e+000
48 -> 85 fr=36 (0.1084), cf=0.514, gamma=1.388, delta=0.030, M=-5.476e+000
5 32 -> ~85 fr=35 (0.1054), cf=0.814, gamma=1.293, delta=0.024, M=-5.382e+000
5 32 -> 84 fr=35 (0.1054), cf=0.814, gamma=1.293, delta=0.024, M=-5.382e+000
