9 36 65 -> 103 fr=74 (0.1205), cf=0.961, gamma=7.974, delta=0.105, M=-2.117e+002
23 36 72 -> 103 fr=73 (0.1189), cf=0.730, gamma=6.057, delta=0.099, M=-1.608e+002
9 23 56 72 74 -> 103 fr=73 (0.1189), cf=0.730, gamma=6.057, delta=0.099, M=-1.608e+002
36 38 56 74 -> 103 fr=74 (0.1205), cf=0.698, gamma=5.792, delta=0.100, M=-1.605e+002
9 23 56 72 -> 103 fr=73 (0.1189), cf=0.723, gamma=5.997, delta=0.099, M=-1.595e+002
9 36 56 77 -> 103 fr=74 (0.1205), cf=0.692, gamma=5.738, delta=0.100, M=-1.593e+002
9 36 74 -> 103 fr=74 (0.1205), cf=0.685, gamma=5.685, delta=0.099, M=-1.581e+002
23 36 74 -> 103 fr=73 (0.1189), cf=0.709, gamma=5.881, delta=0.099, M=-1.570e+002
23 38 56 74 -> 103 fr=73 (0.1189), cf=0.709, gamma=5.881, delta=0.099, M=-1.570e+002
23 38 56 -> 103 fr=73 (0.1189), cf=0.702, gamma=5.824, delta=0.098, M=-1.558e+002
9 23 56 74 -> 103 fr=73 (0.1189), cf=0.702, gamma=5.824, delta=0.098, M=-1.558e+002
9 38 56 74 -> 103 fr=74 (0.1205), cf=0.667, gamma=5.532, delta=0.099, M=-1.548e+002
23 36 77 -> 103 fr=73 (0.1189), cf=0.695, gamma=5.769, delta=0.098, M=-1.546e+002
9 23 56 -> 103 fr=73 (0.1189), cf=0.695, gamma=5.769, delta=0.098, M=-1.546e+002
9 23 38 -> 103 fr=73 (0.1189), cf=0.682, gamma=5.661, delta=0.098, M=-1.523e+002
9 36 56 -> 103 fr=74 (0.1205), cf=0.649, gamma=5.386, delta=0.098, M=-1.516e+002
9 36 72 -> 103 fr=74 (0.1205), cf=0.643, gamma=5.339, delta=0.098, M=-1.506e+002
36 38 56 77 -> 103 fr=74 (0.1205), cf=0.643, gamma=5.339, delta=0.098, M=-1.506e+002
9 38 56 77 -> 103 fr=74 (0.1205), cf=0.638, gamma=5.293, delta=0.098, M=-1.496e+002
9 38 56 72 -> 103 fr=74 (0.1205), cf=0.638, gamma=5.293, delta=0.098, M=-1.496e+002
23 36 -> 103 fr=73 (0.1189), cf=0.652, gamma=5.408, delta=0.097, M=-1.469e+002
9 36 77 -> 103 fr=74 (0.1205), cf=0.622, gamma=5.160, delta=0.097, M=-1.466e+002
36 56 72 74 -> 103 fr=74 (0.1205), cf=0.622, gamma=5.160, delta=0.097, M=-1.466e+002
9 38 56 -> 103 fr=74 (0.1205), cf=0.602, gamma=4.992, delta=0.096, M=-1.428e+002
36 56 74 -> 103 fr=74 (0.1205), cf=0.597, gamma=4.952, delta=0.096, M=-1.419e+002
9 36 -> 103 fr=74 (0.1205), cf=0.587, gamma=4.873, delta=0.096, M=-1.401e+002
36 38 74 -> 103 fr=74 (0.1205), cf=0.578, gamma=4.797, delta=0.095, M=-1.384e+002
35 46 50 55 89 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 52 55 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 63 83 89 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 52 63 83 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 59 63 89 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 52 59 63 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 63 79 89 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 52 63 79 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 59 67 89 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 52 59 67 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 59 69 89 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 52 59 69 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 63 67 69 89 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 52 63 67 69 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 57 67 69 83 89 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 52 57 67 69 83 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 57 67 69 79 89 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 52 57 67 69 79 -> 113 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
35 46 50 63 67 89 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 52 63 67 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 63 69 89 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 52 63 69 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 67 69 83 89 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 52 67 69 83 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 57 67 83 89 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 52 57 67 83 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 67 69 79 89 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 52 67 69 79 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 57 67 79 89 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 52 57 67 79 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 57 67 69 89 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
35 46 50 52 57 67 69 -> 113 fr=82 (0.1336), cf=0.543, gamma=4.066, delta=0.101, M=-1.369e+002
9 23 72 74 -> 103 fr=73 (0.1189), cf=0.593, gamma=4.924, delta=0.095, M=-1.362e+002
23 56 72 74 -> 103 fr=73 (0.1189), cf=0.593, gamma=4.924, delta=0.095, M=-1.362e+002
35 46 50 63 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 63 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 67 83 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 67 83 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 67 79 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 67 79 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 67 69 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 67 69 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
9 23 72 -> 103 fr=73 (0.1189), cf=0.589, gamma=4.885, delta=0.095, M=-1.354e+002
38 65 -> 103 fr=74 (0.1205), cf=0.561, gamma=4.652, delta=0.095, M=-1.351e+002
36 38 56 72 -> 103 fr=74 (0.1205), cf=0.561, gamma=4.652, delta=0.095, M=-1.351e+002
35 41 46 50 55 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 41 46 50 63 83 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 41 46 50 59 63 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 41 46 50 63 79 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 41 46 50 59 67 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 41 46 50 59 69 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 41 46 50 63 67 69 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 41 46 50 57 67 69 83 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 41 46 50 57 67 69 79 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
23 56 72 -> 103 fr=73 (0.1189), cf=0.584, gamma=4.846, delta=0.094, M=-1.345e+002
35 46 50 59 89 -> 113 fr=82 (0.1336), cf=0.529, gamma=3.961, delta=0.100, M=-1.339e+002
35 46 50 52 59 -> 113 fr=82 (0.1336), cf=0.529, gamma=3.961, delta=0.100, M=-1.339e+002
35 41 46 50 63 67 -> 113 fr=82 (0.1336), cf=0.529, gamma=3.961, delta=0.100, M=-1.339e+002
35 41 46 50 63 69 -> 113 fr=82 (0.1336), cf=0.529, gamma=3.961, delta=0.100, M=-1.339e+002
35 41 46 50 67 69 83 -> 113 fr=82 (0.1336), cf=0.529, gamma=3.961, delta=0.100, M=-1.339e+002
35 41 46 50 57 67 83 -> 113 fr=82 (0.1336), cf=0.529, gamma=3.961, delta=0.100, M=-1.339e+002
35 41 46 50 67 69 79 -> 113 fr=82 (0.1336), cf=0.529, gamma=3.961, delta=0.100, M=-1.339e+002
35 41 46 50 57 67 79 -> 113 fr=82 (0.1336), cf=0.529, gamma=3.961, delta=0.100, M=-1.339e+002
35 41 46 50 57 67 69 -> 113 fr=82 (0.1336), cf=0.529, gamma=3.961, delta=0.100, M=-1.339e+002
9 56 72 74 -> 103 fr=74 (0.1205), cf=0.552, gamma=4.582, delta=0.094, M=-1.334e+002
35 46 55 89 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 52 55 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 46 50 63 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 63 83 89 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 52 63 83 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 59 63 89 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 52 59 63 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 63 79 89 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 52 63 79 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 59 67 89 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 52 59 67 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 59 69 89 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 52 59 69 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 63 67 69 89 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 52 63 67 69 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 46 50 67 83 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 46 50 67 79 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 46 50 67 69 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 55 63 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 63 83 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 59 63 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 63 79 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 57 67 69 83 89 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 52 57 67 69 83 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 57 67 69 79 89 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 52 57 67 69 79 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 55 63 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 55 57 83 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 55 57 79 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 63 83 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 59 63 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 63 79 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 63 67 69 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 55 57 83 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 55 57 79 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 63 67 69 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 57 59 67 83 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 57 59 69 83 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 57 67 69 83 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 57 59 67 79 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 57 59 69 79 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 50 57 67 69 79 89 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 57 59 67 83 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 57 59 69 83 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 57 67 69 83 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 57 59 67 79 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 57 59 69 79 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 42 50 52 57 67 69 79 97 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
9 23 74 -> 103 fr=73 (0.1189), cf=0.575, gamma=4.769, delta=0.094, M=-1.328e+002
35 46 63 67 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 52 63 67 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 63 69 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 52 63 69 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 67 69 83 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 52 67 69 83 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 57 67 83 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 52 57 67 83 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 67 69 79 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 52 67 69 79 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 57 67 79 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 52 57 67 79 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 57 67 69 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 46 52 57 67 69 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 55 63 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 52 55 63 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 52 55 63 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 55 83 89 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 55 79 89 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 55 57 89 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 63 83 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 52 63 83 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 52 63 83 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 59 63 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 52 59 63 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 63 79 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 52 63 79 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 52 59 63 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 52 63 79 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 63 67 89 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 63 69 89 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 55 57 83 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 52 55 57 83 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 52 55 83 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 52 55 57 83 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 55 57 79 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 52 55 57 79 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 52 55 79 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 52 55 57 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 52 55 57 79 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 63 67 69 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 52 63 67 69 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 52 63 67 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 52 63 69 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 52 63 67 69 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 59 67 83 89 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 59 69 83 89 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 57 67 83 89 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 59 67 79 89 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 59 69 79 89 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 50 57 67 79 89 97 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 42 50 57 59 67 83 89 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
