9 36 65 -> 103 fr=81 (0.1319), cf=0.964, gamma=7.310, delta=0.114, M=-2.250e+002
23 56 -> 103 fr=80 (0.1303), cf=0.584, gamma=4.426, delta=0.101, M=-1.399e+002
36 56 77 -> 103 fr=81 (0.1319), cf=0.559, gamma=4.234, delta=0.101, M=-1.396e+002
36 38 56 -> 103 fr=81 (0.1319), cf=0.555, gamma=4.205, delta=0.101, M=-1.388e+002
36 74 -> 103 fr=81 (0.1319), cf=0.547, gamma=4.149, delta=0.100, M=-1.372e+002
9 56 74 -> 103 fr=81 (0.1319), cf=0.547, gamma=4.149, delta=0.100, M=-1.372e+002
35 46 50 55 89 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 52 55 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 63 83 89 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 52 63 83 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 59 63 89 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 52 59 63 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 63 79 89 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 52 63 79 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 59 67 89 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 52 59 67 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 59 69 89 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 52 59 69 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 63 67 69 89 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 52 63 67 69 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 57 67 69 83 89 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 52 57 67 69 83 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 57 67 69 79 89 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
35 46 50 52 57 67 69 79 -> 113 fr=80 (0.1303), cf=0.533, gamma=4.093, delta=0.098, M=-1.336e+002
36 38 98 -> 103 fr=62 (0.1010), cf=0.886, gamma=6.714, delta=0.086, M=-1.334e+002
38 56 98 -> 103 fr=62 (0.1010), cf=0.886, gamma=6.714, delta=0.086, M=-1.334e+002
9 38 74 98 -> 103 fr=62 (0.1010), cf=0.886, gamma=6.714, delta=0.086, M=-1.334e+002
9 38 77 98 -> 103 fr=62 (0.1010), cf=0.886, gamma=6.714, delta=0.086, M=-1.334e+002
9 38 72 98 -> 103 fr=62 (0.1010), cf=0.886, gamma=6.714, delta=0.086, M=-1.334e+002
35 46 50 63 67 89 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 52 63 67 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 63 69 89 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 52 63 69 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 67 69 83 89 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 52 67 69 83 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 57 67 83 89 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 52 57 67 83 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 67 69 79 89 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 52 67 69 79 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 57 67 79 89 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 52 57 67 79 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 57 67 69 89 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
35 46 50 52 57 67 69 -> 113 fr=80 (0.1303), cf=0.530, gamma=4.066, delta=0.098, M=-1.329e+002
9 56 72 -> 103 fr=81 (0.1319), cf=0.526, gamma=3.987, delta=0.099, M=-1.326e+002
35 46 50 63 89 -> 113 fr=80 (0.1303), cf=0.526, gamma=4.039, delta=0.098, M=-1.321e+002
35 46 50 52 63 -> 113 fr=80 (0.1303), cf=0.526, gamma=4.039, delta=0.098, M=-1.321e+002
35 46 50 67 83 89 -> 113 fr=80 (0.1303), cf=0.526, gamma=4.039, delta=0.098, M=-1.321e+002
35 46 50 52 67 83 -> 113 fr=80 (0.1303), cf=0.526, gamma=4.039, delta=0.098, M=-1.321e+002
35 46 50 67 79 89 -> 113 fr=80 (0.1303), cf=0.526, gamma=4.039, delta=0.098, M=-1.321e+002
35 46 50 52 67 79 -> 113 fr=80 (0.1303), cf=0.526, gamma=4.039, delta=0.098, M=-1.321e+002
35 46 50 67 69 89 -> 113 fr=80 (0.1303), cf=0.526, gamma=4.039, delta=0.098, M=-1.321e+002
35 46 50 52 67 69 -> 113 fr=80 (0.1303), cf=0.526, gamma=4.039, delta=0.098, M=-1.321e+002
36 98 -> 103 fr=62 (0.1010), cf=0.873, gamma=6.619, delta=0.086, M=-1.314e+002
56 98 -> 103 fr=62 (0.1010), cf=0.873, gamma=6.619, delta=0.086, M=-1.314e+002
9 74 98 -> 103 fr=62 (0.1010), cf=0.873, gamma=6.619, delta=0.086, M=-1.314e+002
9 77 98 -> 103 fr=62 (0.1010), cf=0.873, gamma=6.619, delta=0.086, M=-1.314e+002
9 72 98 -> 103 fr=62 (0.1010), cf=0.873, gamma=6.619, delta=0.086, M=-1.314e+002
38 74 98 -> 103 fr=62 (0.1010), cf=0.873, gamma=6.619, delta=0.086, M=-1.314e+002
38 77 98 -> 103 fr=62 (0.1010), cf=0.873, gamma=6.619, delta=0.086, M=-1.314e+002
38 72 98 -> 103 fr=62 (0.1010), cf=0.873, gamma=6.619, delta=0.086, M=-1.314e+002
35 41 46 50 55 -> 113 fr=80 (0.1303), cf=0.519, gamma=3.987, delta=0.098, M=-1.307e+002
35 41 46 50 63 83 -> 113 fr=80 (0.1303), cf=0.519, gamma=3.987, delta=0.098, M=-1.307e+002
35 41 46 50 59 63 -> 113 fr=80 (0.1303), cf=0.519, gamma=3.987, delta=0.098, M=-1.307e+002
35 41 46 50 63 79 -> 113 fr=80 (0.1303), cf=0.519, gamma=3.987, delta=0.098, M=-1.307e+002
35 41 46 50 59 67 -> 113 fr=80 (0.1303), cf=0.519, gamma=3.987, delta=0.098, M=-1.307e+002
35 41 46 50 59 69 -> 113 fr=80 (0.1303), cf=0.519, gamma=3.987, delta=0.098, M=-1.307e+002
35 41 46 50 63 67 69 -> 113 fr=80 (0.1303), cf=0.519, gamma=3.987, delta=0.098, M=-1.307e+002
35 41 46 50 57 67 69 83 -> 113 fr=80 (0.1303), cf=0.519, gamma=3.987, delta=0.098, M=-1.307e+002
35 41 46 50 57 67 69 79 -> 113 fr=80 (0.1303), cf=0.519, gamma=3.987, delta=0.098, M=-1.307e+002
35 46 50 59 89 -> 113 fr=80 (0.1303), cf=0.516, gamma=3.961, delta=0.097, M=-1.299e+002
35 46 50 52 59 -> 113 fr=80 (0.1303), cf=0.516, gamma=3.961, delta=0.097, M=-1.299e+002
35 41 46 50 63 67 -> 113 fr=80 (0.1303), cf=0.516, gamma=3.961, delta=0.097, M=-1.299e+002
35 41 46 50 63 69 -> 113 fr=80 (0.1303), cf=0.516, gamma=3.961, delta=0.097, M=-1.299e+002
35 41 46 50 67 69 83 -> 113 fr=80 (0.1303), cf=0.516, gamma=3.961, delta=0.097, M=-1.299e+002
35 41 46 50 57 67 83 -> 113 fr=80 (0.1303), cf=0.516, gamma=3.961, delta=0.097, M=-1.299e+002
35 41 46 50 67 69 79 -> 113 fr=80 (0.1303), cf=0.516, gamma=3.961, delta=0.097, M=-1.299e+002
35 41 46 50 57 67 79 -> 113 fr=80 (0.1303), cf=0.516, gamma=3.961, delta=0.097, M=-1.299e+002
35 41 46 50 57 67 69 -> 113 fr=80 (0.1303), cf=0.516, gamma=3.961, delta=0.097, M=-1.299e+002
36 56 72 -> 103 fr=81 (0.1319), cf=0.513, gamma=3.886, delta=0.098, M=-1.297e+002
36 38 72 -> 103 fr=81 (0.1319), cf=0.513, gamma=3.886, delta=0.098, M=-1.297e+002
9 56 77 -> 103 fr=81 (0.1319), cf=0.513, gamma=3.886, delta=0.098, M=-1.297e+002
74 98 -> 103 fr=62 (0.1010), cf=0.861, gamma=6.527, delta=0.086, M=-1.295e+002
77 98 -> 103 fr=62 (0.1010), cf=0.861, gamma=6.527, delta=0.086, M=-1.295e+002
72 98 -> 103 fr=62 (0.1010), cf=0.861, gamma=6.527, delta=0.086, M=-1.295e+002
35 46 55 89 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 52 55 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 46 50 63 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 63 83 89 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 52 63 83 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 59 63 89 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 52 59 63 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 63 79 89 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 52 63 79 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 59 67 89 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 52 59 67 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 59 69 89 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 52 59 69 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 63 67 69 89 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 52 63 67 69 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 46 50 67 83 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 46 50 67 79 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 46 50 67 69 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 50 55 63 89 97 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 50 63 83 89 97 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 50 59 63 89 97 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 50 63 79 89 97 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 57 67 69 83 89 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 52 57 67 69 83 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 57 67 69 79 89 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 52 57 67 69 79 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 42 50 52 55 63 97 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 42 50 52 63 83 97 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 42 50 52 59 63 97 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 42 50 52 63 79 97 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 50 63 67 69 89 97 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 41 42 50 52 63 67 69 97 -> 113 fr=80 (0.1303), cf=0.513, gamma=3.936, delta=0.097, M=-1.292e+002
35 46 63 67 89 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 52 63 67 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 63 69 89 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 52 63 69 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 67 69 83 89 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 52 67 69 83 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 57 67 83 89 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 52 57 67 83 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 67 69 79 89 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 52 67 69 79 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 57 67 79 89 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 52 57 67 79 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 57 67 69 89 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 46 52 57 67 69 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 41 42 50 55 63 89 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 41 42 50 52 55 63 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 41 50 52 55 63 97 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 41 42 50 63 83 89 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 41 42 50 52 63 83 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 41 50 52 63 83 97 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
35 41 42 50 59 63 89 -> 113 fr=80 (0.1303), cf=0.510, gamma=3.911, delta=0.097, M=-1.285e+002
