9 36 65 -> 103 fr=85 (0.1384), cf=0.966, gamma=6.977, delta=0.119, M=-2.322e+002
23 36 56 74 -> 103 fr=84 (0.1368), cf=0.778, gamma=5.618, delta=0.112, M=-1.828e+002
23 36 72 74 -> 103 fr=84 (0.1368), cf=0.778, gamma=5.618, delta=0.112, M=-1.828e+002
9 36 56 72 -> 103 fr=85 (0.1384), cf=0.746, gamma=5.386, delta=0.113, M=-1.816e+002
36 38 56 74 -> 103 fr=85 (0.1384), cf=0.746, gamma=5.386, delta=0.113, M=-1.816e+002
23 65 -> 103 fr=84 (0.1368), cf=0.771, gamma=5.567, delta=0.112, M=-1.813e+002
23 36 56 -> 103 fr=84 (0.1368), cf=0.764, gamma=5.516, delta=0.112, M=-1.799e+002
23 36 72 -> 103 fr=84 (0.1368), cf=0.764, gamma=5.516, delta=0.112, M=-1.799e+002
9 36 72 74 -> 103 fr=85 (0.1384), cf=0.733, gamma=5.293, delta=0.112, M=-1.790e+002
9 65 -> 103 fr=85 (0.1384), cf=0.726, gamma=5.248, delta=0.112, M=-1.777e+002
9 23 56 72 74 -> 103 fr=84 (0.1368), cf=0.750, gamma=5.418, delta=0.112, M=-1.771e+002
23 38 56 72 74 -> 103 fr=84 (0.1368), cf=0.750, gamma=5.418, delta=0.112, M=-1.771e+002
9 36 56 77 -> 103 fr=85 (0.1384), cf=0.720, gamma=5.203, delta=0.112, M=-1.764e+002
23 36 74 -> 103 fr=84 (0.1368), cf=0.743, gamma=5.370, delta=0.111, M=-1.757e+002
9 23 56 72 -> 103 fr=84 (0.1368), cf=0.743, gamma=5.370, delta=0.111, M=-1.757e+002
23 38 56 74 -> 103 fr=84 (0.1368), cf=0.743, gamma=5.370, delta=0.111, M=-1.757e+002
23 38 56 72 -> 103 fr=84 (0.1368), cf=0.743, gamma=5.370, delta=0.111, M=-1.757e+002
23 38 56 -> 103 fr=84 (0.1368), cf=0.737, gamma=5.323, delta=0.111, M=-1.744e+002
9 36 74 -> 103 fr=85 (0.1384), cf=0.708, gamma=5.117, delta=0.111, M=-1.739e+002
9 38 56 74 -> 103 fr=85 (0.1384), cf=0.708, gamma=5.117, delta=0.111, M=-1.739e+002
23 36 77 -> 103 fr=84 (0.1368), cf=0.730, gamma=5.276, delta=0.111, M=-1.731e+002
36 38 56 72 77 -> 103 fr=85 (0.1384), cf=0.702, gamma=5.074, delta=0.111, M=-1.727e+002
9 23 38 -> 103 fr=84 (0.1368), cf=0.724, gamma=5.231, delta=0.111, M=-1.718e+002
9 23 56 74 -> 103 fr=84 (0.1368), cf=0.724, gamma=5.231, delta=0.111, M=-1.718e+002
36 38 56 77 -> 103 fr=85 (0.1384), cf=0.697, gamma=5.033, delta=0.111, M=-1.715e+002
9 23 56 -> 103 fr=84 (0.1368), cf=0.718, gamma=5.186, delta=0.110, M=-1.705e+002
9 36 56 -> 103 fr=85 (0.1384), cf=0.685, gamma=4.952, delta=0.110, M=-1.692e+002
9 38 56 77 -> 103 fr=85 (0.1384), cf=0.685, gamma=4.952, delta=0.110, M=-1.692e+002
9 38 56 72 -> 103 fr=85 (0.1384), cf=0.685, gamma=4.952, delta=0.110, M=-1.692e+002
38 65 69 -> 103 fr=67 (0.1091), cf=1.000, gamma=7.224, delta=0.094, M=-1.670e+002
9 36 72 -> 103 fr=85 (0.1384), cf=0.675, gamma=4.873, delta=0.110, M=-1.669e+002
36 56 72 74 -> 103 fr=85 (0.1384), cf=0.669, gamma=4.835, delta=0.110, M=-1.658e+002
23 36 -> 103 fr=84 (0.1368), cf=0.689, gamma=4.974, delta=0.109, M=-1.645e+002
36 56 69 74 -> 103 fr=67 (0.1091), cf=0.985, gamma=7.117, delta=0.094, M=-1.628e+002
9 36 77 -> 103 fr=85 (0.1384), cf=0.654, gamma=4.723, delta=0.109, M=-1.626e+002
9 38 56 -> 103 fr=85 (0.1384), cf=0.654, gamma=4.723, delta=0.109, M=-1.626e+002
36 56 74 -> 103 fr=85 (0.1384), cf=0.644, gamma=4.652, delta=0.109, M=-1.605e+002
65 98 -> 103 fr=65 (0.1059), cf=1.000, gamma=7.224, delta=0.091, M=-1.604e+002
36 38 74 98 -> 103 fr=65 (0.1059), cf=1.000, gamma=7.224, delta=0.091, M=-1.604e+002
36 38 77 98 -> 103 fr=65 (0.1059), cf=1.000, gamma=7.224, delta=0.091, M=-1.604e+002
36 38 72 98 -> 103 fr=65 (0.1059), cf=1.000, gamma=7.224, delta=0.091, M=-1.604e+002
38 56 74 98 -> 103 fr=65 (0.1059), cf=1.000, gamma=7.224, delta=0.091, M=-1.604e+002
38 56 77 98 -> 103 fr=65 (0.1059), cf=1.000, gamma=7.224, delta=0.091, M=-1.604e+002
38 56 72 98 -> 103 fr=65 (0.1059), cf=1.000, gamma=7.224, delta=0.091, M=-1.604e+002
9 36 -> 103 fr=85 (0.1384), cf=0.625, gamma=4.515, delta=0.108, M=-1.565e+002
36 38 72 74 -> 103 fr=85 (0.1384), cf=0.625, gamma=4.515, delta=0.108, M=-1.565e+002
36 74 98 -> 103 fr=65 (0.1059), cf=0.985, gamma=7.114, delta=0.091, M=-1.562e+002
36 77 98 -> 103 fr=65 (0.1059), cf=0.985, gamma=7.114, delta=0.091, M=-1.562e+002
36 72 98 -> 103 fr=65 (0.1059), cf=0.985, gamma=7.114, delta=0.091, M=-1.562e+002
9 23 98 -> 103 fr=65 (0.1059), cf=0.985, gamma=7.114, delta=0.091, M=-1.562e+002
23 56 98 -> 103 fr=65 (0.1059), cf=0.985, gamma=7.114, delta=0.091, M=-1.562e+002
23 38 98 -> 103 fr=65 (0.1059), cf=0.985, gamma=7.114, delta=0.091, M=-1.562e+002
56 74 98 -> 103 fr=65 (0.1059), cf=0.985, gamma=7.114, delta=0.091, M=-1.562e+002
56 77 98 -> 103 fr=65 (0.1059), cf=0.985, gamma=7.114, delta=0.091, M=-1.562e+002
56 72 98 -> 103 fr=65 (0.1059), cf=0.985, gamma=7.114, delta=0.091, M=-1.562e+002
36 38 74 -> 103 fr=85 (0.1384), cf=0.620, gamma=4.482, delta=0.108, M=-1.555e+002
36 38 56 72 -> 103 fr=85 (0.1384), cf=0.616, gamma=4.449, delta=0.107, M=-1.546e+002
23 98 -> 103 fr=65 (0.1059), cf=0.970, gamma=7.008, delta=0.091, M=-1.527e+002
38 65 -> 103 fr=85 (0.1384), cf=0.607, gamma=4.386, delta=0.107, M=-1.527e+002
9 23 72 74 -> 103 fr=84 (0.1368), cf=0.627, gamma=4.528, delta=0.107, M=-1.518e+002
23 56 72 74 -> 103 fr=84 (0.1368), cf=0.627, gamma=4.528, delta=0.107, M=-1.518e+002
9 23 72 -> 103 fr=84 (0.1368), cf=0.622, gamma=4.495, delta=0.106, M=-1.508e+002
23 56 72 -> 103 fr=84 (0.1368), cf=0.618, gamma=4.462, delta=0.106, M=-1.498e+002
36 38 72 77 -> 103 fr=85 (0.1384), cf=0.590, gamma=4.264, delta=0.106, M=-1.491e+002
36 38 56 -> 103 fr=85 (0.1384), cf=0.586, gamma=4.234, delta=0.106, M=-1.482e+002
36 38 77 -> 103 fr=85 (0.1384), cf=0.586, gamma=4.234, delta=0.106, M=-1.482e+002
36 56 72 77 -> 103 fr=85 (0.1384), cf=0.586, gamma=4.234, delta=0.106, M=-1.482e+002
9 23 74 -> 103 fr=84 (0.1368), cf=0.609, gamma=4.397, delta=0.106, M=-1.480e+002
9 23 -> 103 fr=84 (0.1368), cf=0.604, gamma=4.365, delta=0.105, M=-1.470e+002
23 56 74 -> 103 fr=84 (0.1368), cf=0.604, gamma=4.365, delta=0.105, M=-1.470e+002
9 56 72 74 -> 103 fr=85 (0.1384), cf=0.578, gamma=4.177, delta=0.105, M=-1.465e+002
23 56 -> 103 fr=84 (0.1368), cf=0.596, gamma=4.303, delta=0.105, M=-1.452e+002
36 56 77 -> 103 fr=85 (0.1384), cf=0.567, gamma=4.093, delta=0.105, M=-1.439e+002
36 72 74 -> 103 fr=85 (0.1384), cf=0.567, gamma=4.093, delta=0.105, M=-1.439e+002
9 56 74 -> 103 fr=85 (0.1384), cf=0.563, gamma=4.066, delta=0.104, M=-1.431e+002
36 38 98 -> 103 fr=65 (0.1059), cf=0.915, gamma=6.613, delta=0.090, M=-1.418e+002
38 56 98 -> 103 fr=65 (0.1059), cf=0.915, gamma=6.613, delta=0.090, M=-1.418e+002
35 46 50 55 89 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 52 55 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 63 83 89 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 52 63 83 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 59 63 89 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 52 59 63 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 63 79 89 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 52 63 79 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 63 67 89 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 52 63 67 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 59 67 89 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 52 59 67 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 59 69 89 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 52 59 69 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 57 67 69 89 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 52 57 67 69 -> 113 fr=84 (0.1368), cf=0.556, gamma=4.066, delta=0.103, M=-1.410e+002
35 46 50 63 89 -> 113 fr=84 (0.1368), cf=0.553, gamma=4.039, delta=0.103, M=-1.402e+002
35 46 50 52 63 -> 113 fr=84 (0.1368), cf=0.553, gamma=4.039, delta=0.103, M=-1.402e+002
35 46 50 67 69 89 -> 113 fr=84 (0.1368), cf=0.553, gamma=4.039, delta=0.103, M=-1.402e+002
35 46 50 52 67 69 -> 113 fr=84 (0.1368), cf=0.553, gamma=4.039, delta=0.103, M=-1.402e+002
35 46 50 57 67 83 89 -> 113 fr=84 (0.1368), cf=0.553, gamma=4.039, delta=0.103, M=-1.402e+002
35 46 50 52 57 67 83 -> 113 fr=84 (0.1368), cf=0.553, gamma=4.039, delta=0.103, M=-1.402e+002
35 46 50 57 67 79 89 -> 113 fr=84 (0.1368), cf=0.553, gamma=4.039, delta=0.103, M=-1.402e+002
35 46 50 52 57 67 79 -> 113 fr=84 (0.1368), cf=0.553, gamma=4.039, delta=0.103, M=-1.402e+002
36 74 -> 103 fr=85 (0.1384), cf=0.548, gamma=3.961, delta=0.103, M=-1.399e+002
36 98 -> 103 fr=65 (0.1059), cf=0.903, gamma=6.521, delta=0.090, M=-1.395e+002
56 98 -> 103 fr=65 (0.1059), cf=0.903, gamma=6.521, delta=0.090, M=-1.395e+002
35 46 50 67 83 89 -> 113 fr=84 (0.1368), cf=0.549, gamma=4.013, delta=0.103, M=-1.394e+002
35 46 50 52 67 83 -> 113 fr=84 (0.1368), cf=0.549, gamma=4.013, delta=0.103, M=-1.394e+002
35 46 50 67 79 89 -> 113 fr=84 (0.1368), cf=0.549, gamma=4.013, delta=0.103, M=-1.394e+002
35 46 50 52 67 79 -> 113 fr=84 (0.1368), cf=0.549, gamma=4.013, delta=0.103, M=-1.394e+002
9 56 72 -> 103 fr=85 (0.1384), cf=0.541, gamma=3.911, delta=0.103, M=-1.383e+002
35 46 55 89 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 52 55 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 63 83 89 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 52 63 83 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 59 63 89 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 52 59 63 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 63 79 89 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 52 63 79 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 63 67 89 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 52 63 67 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 59 67 89 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 52 59 67 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 59 69 89 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 52 59 69 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 57 67 69 89 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
35 46 52 57 67 69 -> 113 fr=84 (0.1368), cf=0.542, gamma=3.961, delta=0.102, M=-1.379e+002
9 38 74 98 -> 103 fr=65 (0.1059), cf=0.890, gamma=6.432, delta=0.089, M=-1.373e+002
9 38 77 98 -> 103 fr=65 (0.1059), cf=0.890, gamma=6.432, delta=0.089, M=-1.373e+002
9 38 72 98 -> 103 fr=65 (0.1059), cf=0.890, gamma=6.432, delta=0.089, M=-1.373e+002
35 46 63 89 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 46 52 63 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 41 46 50 55 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 46 50 59 89 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 46 50 52 59 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 46 67 69 89 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 46 52 67 69 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 41 46 50 63 83 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 41 46 50 59 63 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 41 46 50 63 79 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 41 46 50 63 67 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 41 46 50 59 67 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 41 46 50 59 69 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 46 57 67 83 89 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 46 52 57 67 83 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 46 57 67 79 89 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 46 52 57 67 79 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 41 46 50 57 67 69 -> 113 fr=84 (0.1368), cf=0.538, gamma=3.936, delta=0.102, M=-1.371e+002
35 41 46 50 63 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 46 67 83 89 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 46 52 67 83 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 46 67 79 89 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 46 52 67 79 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 46 50 67 69 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 50 55 63 89 97 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 50 63 83 89 97 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 50 59 63 89 97 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 50 63 79 89 97 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 50 63 67 89 97 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 46 50 57 67 83 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 46 50 57 67 79 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 42 50 52 55 63 97 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 42 50 52 63 83 97 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 42 50 52 59 63 97 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 42 50 52 63 79 97 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 42 50 52 63 67 97 -> 113 fr=84 (0.1368), cf=0.535, gamma=3.911, delta=0.102, M=-1.363e+002
35 41 50 63 89 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 46 50 67 83 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 46 50 67 79 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 55 63 89 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 55 63 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 50 52 55 63 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 50 55 57 89 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 63 83 89 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 63 83 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 50 52 63 83 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 59 63 89 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 59 63 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 63 79 89 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 63 79 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 63 67 89 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 63 67 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 63 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 50 52 59 63 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 50 52 63 79 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 50 52 63 67 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 55 57 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 50 57 59 67 83 89 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 50 57 59 69 83 89 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 50 57 67 69 83 89 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 50 57 59 67 79 89 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 50 57 59 69 79 89 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 50 57 67 69 79 89 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 57 59 67 83 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 57 59 69 83 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 57 67 69 83 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 57 59 67 79 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 57 59 69 79 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
35 41 42 50 52 57 67 69 79 97 -> 113 fr=84 (0.1368), cf=0.532, gamma=3.886, delta=0.102, M=-1.356e+002
9 74 98 -> 103 fr=65 (0.1059), cf=0.878, gamma=6.345, delta=0.089, M=-1.353e+002
9 77 98 -> 103 fr=65 (0.1059), cf=0.878, gamma=6.345, delta=0.089, M=-1.353e+002
9 72 98 -> 103 fr=65 (0.1059), cf=0.878, gamma=6.345, delta=0.089, M=-1.353e+002
38 74 98 -> 103 fr=65 (0.1059), cf=0.878, gamma=6.345, delta=0.089, M=-1.353e+002
38 77 98 -> 103 fr=65 (0.1059), cf=0.878, gamma=6.345, delta=0.089, M=-1.353e+002
38 72 98 -> 103 fr=65 (0.1059), cf=0.878, gamma=6.345, delta=0.089, M=-1.353e+002
36 38 72 -> 103 fr=85 (0.1384), cf=0.528, gamma=3.814, delta=0.102, M=-1.353e+002
