9 36 65 -> 103 fr=82 (0.1336), cf=0.976, gamma=7.310, delta=0.115, M=-2.301e+002
9 36 -> 103 fr=82 (0.1336), cf=0.626, gamma=4.687, delta=0.105, M=-1.543e+002
9 38 56 -> 103 fr=82 (0.1336), cf=0.621, gamma=4.652, delta=0.105, M=-1.534e+002
9 23 72 74 -> 103 fr=81 (0.1319), cf=0.643, gamma=4.814, delta=0.105, M=-1.526e+002
36 38 74 -> 103 fr=82 (0.1336), cf=0.617, gamma=4.617, delta=0.105, M=-1.524e+002
9 23 72 -> 103 fr=81 (0.1319), cf=0.638, gamma=4.776, delta=0.104, M=-1.516e+002
23 56 72 74 -> 103 fr=81 (0.1319), cf=0.633, gamma=4.738, delta=0.104, M=-1.506e+002
36 38 56 72 -> 103 fr=82 (0.1336), cf=0.599, gamma=4.482, delta=0.104, M=-1.487e+002
9 23 74 -> 103 fr=81 (0.1319), cf=0.623, gamma=4.665, delta=0.104, M=-1.486e+002
23 56 72 -> 103 fr=81 (0.1319), cf=0.623, gamma=4.665, delta=0.104, M=-1.486e+002
9 23 -> 103 fr=81 (0.1319), cf=0.618, gamma=4.630, delta=0.103, M=-1.477e+002
36 56 72 77 -> 103 fr=82 (0.1336), cf=0.586, gamma=4.386, delta=0.103, M=-1.460e+002
23 56 74 -> 103 fr=81 (0.1319), cf=0.609, gamma=4.560, delta=0.103, M=-1.458e+002
36 38 77 -> 103 fr=82 (0.1336), cf=0.577, gamma=4.324, delta=0.103, M=-1.443e+002
23 56 -> 103 fr=81 (0.1319), cf=0.600, gamma=4.493, delta=0.103, M=-1.439e+002
38 65 -> 103 fr=82 (0.1336), cf=0.573, gamma=4.294, delta=0.102, M=-1.434e+002
9 56 72 74 -> 103 fr=82 (0.1336), cf=0.573, gamma=4.294, delta=0.102, M=-1.434e+002
36 38 56 -> 103 fr=82 (0.1336), cf=0.566, gamma=4.234, delta=0.102, M=-1.417e+002
36 56 77 -> 103 fr=82 (0.1336), cf=0.566, gamma=4.234, delta=0.102, M=-1.417e+002
36 72 74 -> 103 fr=82 (0.1336), cf=0.566, gamma=4.234, delta=0.102, M=-1.417e+002
9 56 74 -> 103 fr=82 (0.1336), cf=0.558, gamma=4.177, delta=0.102, M=-1.401e+002
36 38 98 -> 103 fr=64 (0.1042), cf=0.889, gamma=6.656, delta=0.089, M=-1.385e+002
38 56 98 -> 103 fr=64 (0.1042), cf=0.889, gamma=6.656, delta=0.089, M=-1.385e+002
38 74 98 -> 103 fr=64 (0.1042), cf=0.889, gamma=6.656, delta=0.089, M=-1.385e+002
38 77 98 -> 103 fr=64 (0.1042), cf=0.889, gamma=6.656, delta=0.089, M=-1.385e+002
38 72 98 -> 103 fr=64 (0.1042), cf=0.889, gamma=6.656, delta=0.089, M=-1.385e+002
36 74 -> 103 fr=82 (0.1336), cf=0.547, gamma=4.093, delta=0.101, M=-1.377e+002
36 98 -> 103 fr=64 (0.1042), cf=0.877, gamma=6.565, delta=0.088, M=-1.364e+002
56 98 -> 103 fr=64 (0.1042), cf=0.877, gamma=6.565, delta=0.088, M=-1.364e+002
74 98 -> 103 fr=64 (0.1042), cf=0.877, gamma=6.565, delta=0.088, M=-1.364e+002
77 98 -> 103 fr=64 (0.1042), cf=0.877, gamma=6.565, delta=0.088, M=-1.364e+002
72 98 -> 103 fr=64 (0.1042), cf=0.877, gamma=6.565, delta=0.088, M=-1.364e+002
9 56 72 -> 103 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 55 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 55 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 63 83 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 63 83 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 59 63 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 59 63 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 63 79 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 63 79 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 59 67 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 59 67 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 59 69 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 59 69 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 63 67 69 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 63 67 69 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 57 67 69 83 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 57 67 69 83 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 57 67 69 79 89 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 52 57 67 69 79 -> 113 fr=82 (0.1336), cf=0.539, gamma=4.039, delta=0.100, M=-1.362e+002
35 46 50 63 67 89 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 52 63 67 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 63 69 89 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 52 63 69 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 67 69 83 89 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 52 67 69 83 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 57 67 83 89 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 52 57 67 83 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 67 69 79 89 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 52 67 69 79 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 57 67 79 89 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 52 57 67 79 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 57 67 69 89 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 52 57 67 69 -> 113 fr=82 (0.1336), cf=0.536, gamma=4.013, delta=0.100, M=-1.354e+002
35 46 50 63 89 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 46 50 52 63 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 46 50 67 83 89 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 46 50 52 67 83 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 46 50 67 79 89 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 46 50 52 67 79 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 46 50 67 69 89 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
35 46 50 52 67 69 -> 113 fr=82 (0.1336), cf=0.532, gamma=3.987, delta=0.100, M=-1.346e+002
9 56 77 -> 103 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 50 59 89 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 46 50 52 59 -> 113 fr=82 (0.1336), cf=0.526, gamma=3.936, delta=0.100, M=-1.331e+002
35 41 46 50 55 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 46 50 63 83 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 46 50 59 63 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 46 50 63 79 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 46 50 59 67 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 46 50 59 69 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 46 50 63 67 69 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 46 50 57 67 69 83 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
35 41 46 50 57 67 69 79 -> 113 fr=82 (0.1336), cf=0.522, gamma=3.911, delta=0.099, M=-1.324e+002
36 56 72 -> 103 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 55 89 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 52 55 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 63 83 89 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 52 63 83 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 59 63 89 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 52 59 63 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 63 79 89 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 52 63 79 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 59 67 89 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 52 59 67 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 59 69 89 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 52 59 69 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 46 50 63 67 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 46 50 63 69 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 63 67 69 89 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 52 63 67 69 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 50 55 63 89 97 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 50 63 83 89 97 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 50 59 63 89 97 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 50 63 79 89 97 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 46 50 67 69 83 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 46 50 57 67 83 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 57 67 69 83 89 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 52 57 67 69 83 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 46 50 67 69 79 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 46 50 57 67 79 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 46 50 57 67 69 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 57 67 69 79 89 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 46 52 57 67 69 79 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 42 50 52 55 63 97 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 42 50 52 63 83 97 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 42 50 52 59 63 97 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 42 50 52 63 79 97 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 50 63 67 69 89 97 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 42 50 52 63 67 69 97 -> 113 fr=82 (0.1336), cf=0.519, gamma=3.886, delta=0.099, M=-1.317e+002
35 41 46 50 63 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 63 67 89 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 52 63 67 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 63 69 89 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 52 63 69 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 46 50 67 83 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 67 69 83 89 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 52 67 69 83 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 57 67 83 89 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 52 57 67 83 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 46 50 67 79 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 46 50 67 69 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 67 69 79 89 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 52 67 69 79 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 57 67 79 89 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 52 57 67 79 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 57 67 69 89 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 46 52 57 67 69 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 55 63 89 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 52 55 63 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 50 52 55 63 97 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 63 83 89 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 52 63 83 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 50 52 63 83 97 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 59 63 89 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 52 59 63 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 63 79 89 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 52 63 79 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 50 52 59 63 97 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 50 52 63 79 97 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 50 63 67 89 97 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 50 63 69 89 97 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 50 55 57 83 89 97 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 50 55 57 79 89 97 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 63 67 69 89 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 52 63 67 69 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 52 63 67 97 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 52 63 69 97 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 50 52 63 67 69 97 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
35 41 42 50 52 55 57 83 97 -> 113 fr=82 (0.1336), cf=0.516, gamma=3.862, delta=0.099, M=-1.309e+002
