8 -> 36 fr=37 (0.4111), cf=1.000, gamma=2.432, delta=0.242, M=-5.849e+001
9 18 20 21 -> 36 fr=35 (0.3889), cf=0.854, gamma=2.076, delta=0.202, M=-3.610e+001
15 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
1 6 20 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
1 6 23 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
6 7 20 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
6 7 23 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
6 20 21 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
6 21 23 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
7 18 20 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
1 18 20 23 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
1 10 31 -> 37 fr=16 (0.1778), cf=1.000, gamma=5.000, delta=0.142, M=-3.488e+001
1 10 18 -> 37 fr=16 (0.1778), cf=1.000, gamma=5.000, delta=0.142, M=-3.488e+001
6 10 31 -> 37 fr=16 (0.1778), cf=1.000, gamma=5.000, delta=0.142, M=-3.488e+001
6 10 18 -> 37 fr=16 (0.1778), cf=1.000, gamma=5.000, delta=0.142, M=-3.488e+001
7 10 31 -> 37 fr=16 (0.1778), cf=1.000, gamma=5.000, delta=0.142, M=-3.488e+001
7 10 18 -> 37 fr=16 (0.1778), cf=1.000, gamma=5.000, delta=0.142, M=-3.488e+001
11 16 -> 36 fr=31 (0.3444), cf=0.939, gamma=2.285, delta=0.194, M=-3.481e+001
3 11 18 21 -> 36 fr=31 (0.3444), cf=0.939, gamma=2.285, delta=0.194, M=-3.481e+001
3 18 21 23 -> 36 fr=33 (0.3667), cf=0.892, gamma=2.169, delta=0.198, M=-3.480e+001
3 20 21 -> 36 fr=37 (0.4111), cf=0.771, gamma=1.875, delta=0.192, M=-3.465e+001
16 21 23 -> 36 fr=32 (0.3556), cf=0.914, gamma=2.224, delta=0.196, M=-3.463e+001
23 26 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
6 20 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
6 23 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
7 20 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
1 20 23 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
1 20 21 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
1 18 23 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
1 18 21 23 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
7 18 23 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
7 18 20 21 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
7 18 21 23 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
1 6 18 20 21 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
19 24 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 24 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
7 24 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 16 19 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 19 31 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 18 19 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 12 16 25 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 12 25 31 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 12 18 25 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 12 16 31 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
1 6 9 12 31 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
1 3 6 12 31 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 7 9 12 31 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
3 6 7 12 31 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
9 18 20 -> 36 fr=35 (0.3889), cf=0.814, gamma=1.980, delta=0.192, M=-3.270e+001
3 20 31 -> 36 fr=32 (0.3556), cf=0.889, gamma=2.162, delta=0.191, M=-3.253e+001
3 11 18 -> 36 fr=31 (0.3444), cf=0.912, gamma=2.218, delta=0.189, M=-3.249e+001
26 31 -> 37 fr=18 (0.2000), cf=0.783, gamma=3.913, delta=0.149, M=-3.236e+001
1 23 31 -> 37 fr=18 (0.2000), cf=0.783, gamma=3.913, delta=0.149, M=-3.236e+001
7 23 31 -> 37 fr=18 (0.2000), cf=0.783, gamma=3.913, delta=0.149, M=-3.236e+001
1 18 20 31 -> 37 fr=18 (0.2000), cf=0.783, gamma=3.913, delta=0.149, M=-3.236e+001
6 18 20 21 -> 37 fr=18 (0.2000), cf=0.783, gamma=3.913, delta=0.149, M=-3.236e+001
6 18 21 23 -> 37 fr=18 (0.2000), cf=0.783, gamma=3.913, delta=0.149, M=-3.236e+001
3 20 35 -> 36 fr=28 (0.3111), cf=0.966, gamma=2.349, delta=0.179, M=-3.154e+001
9 20 21 -> 36 fr=35 (0.3889), cf=0.795, gamma=1.935, delta=0.188, M=-3.116e+001
23 26 -> 37 fr=18 (0.2000), cf=0.750, gamma=3.750, delta=0.147, M=-3.097e+001
1 20 31 -> 37 fr=18 (0.2000), cf=0.750, gamma=3.750, delta=0.147, M=-3.097e+001
7 18 20 -> 37 fr=18 (0.2000), cf=0.750, gamma=3.750, delta=0.147, M=-3.097e+001
1 6 15 20 -> 37 fr=18 (0.2000), cf=0.750, gamma=3.750, delta=0.147, M=-3.097e+001
1 15 20 21 -> 37 fr=18 (0.2000), cf=0.750, gamma=3.750, delta=0.147, M=-3.097e+001
1 6 18 20 -> 37 fr=18 (0.2000), cf=0.750, gamma=3.750, delta=0.147, M=-3.097e+001
1 6 18 23 -> 37 fr=18 (0.2000), cf=0.750, gamma=3.750, delta=0.147, M=-3.097e+001
1 18 20 23 -> 37 fr=18 (0.2000), cf=0.750, gamma=3.750, delta=0.147, M=-3.097e+001
1 18 20 21 -> 37 fr=18 (0.2000), cf=0.750, gamma=3.750, delta=0.147, M=-3.097e+001
6 7 18 23 -> 37 fr=18 (0.2000), cf=0.750, gamma=3.750, delta=0.147, M=-3.097e+001
3 21 23 31 -> 36 fr=29 (0.3222), cf=0.935, gamma=2.276, delta=0.181, M=-3.082e+001
16 19 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
19 31 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
18 19 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
6 12 25 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
7 12 16 25 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
7 12 25 31 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
7 12 18 25 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
6 9 12 31 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
3 6 12 31 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
7 12 16 31 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
7 9 12 31 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
3 7 12 31 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
10 26 -> 37 fr=16 (0.1778), cf=0.889, gamma=4.444, delta=0.138, M=-2.990e+001
1 10 -> 37 fr=16 (0.1778), cf=0.889, gamma=4.444, delta=0.138, M=-2.990e+001
10 31 -> 37 fr=16 (0.1778), cf=0.889, gamma=4.444, delta=0.138, M=-2.990e+001
10 18 -> 37 fr=16 (0.1778), cf=0.889, gamma=4.444, delta=0.138, M=-2.990e+001
3 9 20 -> 36 fr=35 (0.3889), cf=0.778, gamma=1.892, delta=0.183, M=-2.970e+001
1 15 20 -> 37 fr=18 (0.2000), cf=0.720, gamma=3.600, delta=0.144, M=-2.970e+001
1 18 23 -> 37 fr=18 (0.2000), cf=0.720, gamma=3.600, delta=0.144, M=-2.970e+001
6 18 20 -> 37 fr=18 (0.2000), cf=0.720, gamma=3.600, delta=0.144, M=-2.970e+001
6 18 23 -> 37 fr=18 (0.2000), cf=0.720, gamma=3.600, delta=0.144, M=-2.970e+001
7 18 23 -> 37 fr=18 (0.2000), cf=0.720, gamma=3.600, delta=0.144, M=-2.970e+001
3 18 23 -> 36 fr=33 (0.3667), cf=0.825, gamma=2.007, delta=0.184, M=-2.939e+001
3 18 21 -> 36 fr=37 (0.4111), cf=0.712, gamma=1.731, delta=0.174, M=-2.936e+001
12 19 21 25 -> 39 fr=11 (0.1222), cf=1.000, gamma=7.500, delta=0.106, M=-2.887e+001
7 12 21 25 -> 39 fr=11 (0.1222), cf=1.000, gamma=7.500, delta=0.106, M=-2.887e+001
16 23 -> 36 fr=32 (0.3556), cf=0.842, gamma=2.048, delta=0.182, M=-2.887e+001
1 24 -> 39 fr=12 (0.1333), cf=0.857, gamma=6.429, delta=0.113, M=-2.873e+001
24 25 31 -> 39 fr=12 (0.1333), cf=0.857, gamma=6.429, delta=0.113, M=-2.873e+001
12 19 25 -> 39 fr=12 (0.1333), cf=0.857, gamma=6.429, delta=0.113, M=-2.873e+001
6 19 25 -> 39 fr=12 (0.1333), cf=0.857, gamma=6.429, delta=0.113, M=-2.873e+001
7 12 25 -> 39 fr=12 (0.1333), cf=0.857, gamma=6.429, delta=0.113, M=-2.873e+001
6 16 25 -> 39 fr=12 (0.1333), cf=0.857, gamma=6.429, delta=0.113, M=-2.873e+001
6 25 31 -> 39 fr=12 (0.1333), cf=0.857, gamma=6.429, delta=0.113, M=-2.873e+001
6 18 25 -> 39 fr=12 (0.1333), cf=0.857, gamma=6.429, delta=0.113, M=-2.873e+001
6 16 31 -> 39 fr=12 (0.1333), cf=0.857, gamma=6.429, delta=0.113, M=-2.873e+001
1 18 20 -> 37 fr=18 (0.2000), cf=0.692, gamma=3.462, delta=0.142, M=-2.852e+001
7 15 20 21 -> 37 fr=18 (0.2000), cf=0.692, gamma=3.462, delta=0.142, M=-2.852e+001
3 20 -> 36 fr=37 (0.4111), cf=0.698, gamma=1.698, delta=0.169, M=-2.816e+001
16 27 31 -> 36 fr=24 (0.2667), cf=1.000, gamma=2.432, delta=0.157, M=-2.784e+001
15 20 21 -> 37 fr=18 (0.2000), cf=0.667, gamma=3.333, delta=0.140, M=-2.742e+001
1 6 20 21 -> 37 fr=18 (0.2000), cf=0.667, gamma=3.333, delta=0.140, M=-2.742e+001
1 7 20 21 -> 37 fr=18 (0.2000), cf=0.667, gamma=3.333, delta=0.140, M=-2.742e+001
1 20 21 23 -> 37 fr=18 (0.2000), cf=0.667, gamma=3.333, delta=0.140, M=-2.742e+001
3 11 21 31 -> 36 fr=27 (0.3000), cf=0.931, gamma=2.265, delta=0.168, M=-2.725e+001
16 21 -> 36 fr=36 (0.4000), cf=0.720, gamma=1.751, delta=0.172, M=-2.723e+001
24 25 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
24 31 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
19 25 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
12 25 31 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
7 16 25 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
7 25 31 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
7 18 25 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
6 12 16 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
7 16 31 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
1 12 16 25 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
1 12 18 25 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
1 12 16 31 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
1 9 12 31 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
1 3 12 31 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
1 3 6 31 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
3 6 7 31 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
1 6 9 12 18 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
1 3 6 12 18 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
6 7 9 12 18 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
3 6 7 12 18 -> 39 fr=12 (0.1333), cf=0.800, gamma=6.000, delta=0.111, M=-2.712e+001
9 20 -> 36 fr=35 (0.3889), cf=0.745, gamma=1.811, delta=0.174, M=-2.699e+001
9 18 21 23 -> 36 fr=31 (0.3444), cf=0.838, gamma=2.038, delta=0.175, M=-2.686e+001
9 11 18 21 -> 36 fr=29 (0.3222), cf=0.879, gamma=2.138, delta=0.171, M=-2.662e+001
10 15 21 -> 37 fr=16 (0.1778), cf=0.800, gamma=4.000, delta=0.133, M=-2.650e+001
6 10 21 -> 37 fr=16 (0.1778), cf=0.800, gamma=4.000, delta=0.133, M=-2.650e+001
7 10 21 -> 37 fr=16 (0.1778), cf=0.800, gamma=4.000, delta=0.133, M=-2.650e+001
11 27 -> 36 fr=25 (0.2778), cf=0.962, gamma=2.339, delta=0.159, M=-2.640e+001
27 31 -> 36 fr=25 (0.2778), cf=0.962, gamma=2.339, delta=0.159, M=-2.640e+001
6 7 15 20 -> 37 fr=18 (0.2000), cf=0.643, gamma=3.214, delta=0.138, M=-2.639e+001
23 -> ~39 fr=74 (0.8222), cf=1.000, gamma=1.154, delta=0.110, M=-2.574e+001
1 12 25 -> 39 fr=12 (0.1333), cf=0.750, gamma=5.625, delta=0.110, M=-2.574e+001
12 16 25 -> 39 fr=12 (0.1333), cf=0.750, gamma=5.625, delta=0.110, M=-2.574e+001
12 18 25 -> 39 fr=12 (0.1333), cf=0.750, gamma=5.625, delta=0.110, M=-2.574e+001
7 12 16 -> 39 fr=12 (0.1333), cf=0.750, gamma=5.625, delta=0.110, M=-2.574e+001
3 6 31 -> 39 fr=12 (0.1333), cf=0.750, gamma=5.625, delta=0.110, M=-2.574e+001
6 9 12 18 -> 39 fr=12 (0.1333), cf=0.750, gamma=5.625, delta=0.110, M=-2.574e+001
3 6 12 18 -> 39 fr=12 (0.1333), cf=0.750, gamma=5.625, delta=0.110, M=-2.574e+001
7 9 12 18 -> 39 fr=12 (0.1333), cf=0.750, gamma=5.625, delta=0.110, M=-2.574e+001
3 7 12 18 -> 39 fr=12 (0.1333), cf=0.750, gamma=5.625, delta=0.110, M=-2.574e+001
3 7 18 31 -> 39 fr=12 (0.1333), cf=0.750, gamma=5.625, delta=0.110, M=-2.574e+001
1 15 21 -> 37 fr=18 (0.2000), cf=0.621, gamma=3.103, delta=0.136, M=-2.542e+001
6 15 20 -> 37 fr=18 (0.2000), cf=0.621, gamma=3.103, delta=0.136, M=-2.542e+001
7 15 20 -> 37 fr=18 (0.2000), cf=0.621, gamma=3.103, delta=0.136, M=-2.542e+001
1 6 20 -> 37 fr=18 (0.2000), cf=0.621, gamma=3.103, delta=0.136, M=-2.542e+001
1 20 21 -> 37 fr=18 (0.2000), cf=0.621, gamma=3.103, delta=0.136, M=-2.542e+001
7 20 21 -> 37 fr=18 (0.2000), cf=0.621, gamma=3.103, delta=0.136, M=-2.542e+001
20 21 27 -> 36 fr=27 (0.3000), cf=0.900, gamma=2.189, delta=0.163, M=-2.511e+001
18 21 27 -> 36 fr=27 (0.3000), cf=0.900, gamma=2.189, delta=0.163, M=-2.511e+001
9 11 18 -> 36 fr=29 (0.3222), cf=0.853, gamma=2.075, delta=0.167, M=-2.485e+001
3 23 31 -> 36 fr=29 (0.3222), cf=0.853, gamma=2.075, delta=0.167, M=-2.485e+001
3 18 -> 36 fr=37 (0.4111), cf=0.661, gamma=1.607, delta=0.155, M=-2.481e+001
3 7 21 31 -> 39 fr=11 (0.1222), cf=0.846, gamma=6.346, delta=0.103, M=-2.454e+001
12 25 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
25 31 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
6 16 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
6 12 19 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
1 16 25 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
1 18 25 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
12 16 31 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
1 16 31 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
3 7 31 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
1 6 12 31 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
6 7 12 31 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
1 6 9 31 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
6 7 9 31 -> 39 fr=12 (0.1333), cf=0.706, gamma=5.294, delta=0.108, M=-2.451e+001
15 20 -> 37 fr=18 (0.2000), cf=0.600, gamma=3.000, delta=0.133, M=-2.450e+001
1 6 15 -> 37 fr=18 (0.2000), cf=0.600, gamma=3.000, delta=0.133, M=-2.450e+001
1 7 20 -> 37 fr=18 (0.2000), cf=0.600, gamma=3.000, delta=0.133, M=-2.450e+001
1 20 23 -> 37 fr=18 (0.2000), cf=0.600, gamma=3.000, delta=0.133, M=-2.450e+001
6 20 21 -> 37 fr=18 (0.2000), cf=0.600, gamma=3.000, delta=0.133, M=-2.450e+001
10 15 -> 37 fr=16 (0.1778), cf=0.727, gamma=3.636, delta=0.129, M=-2.382e+001
6 10 -> 37 fr=16 (0.1778), cf=0.727, gamma=3.636, delta=0.129, M=-2.382e+001
7 10 -> 37 fr=16 (0.1778), cf=0.727, gamma=3.636, delta=0.129, M=-2.382e+001
10 21 -> 37 fr=16 (0.1778), cf=0.727, gamma=3.636, delta=0.129, M=-2.382e+001
1 15 -> 37 fr=18 (0.2000), cf=0.581, gamma=2.903, delta=0.131, M=-2.363e+001
7 15 21 -> 37 fr=18 (0.2000), cf=0.581, gamma=2.903, delta=0.131, M=-2.363e+001
7 21 31 -> 37 fr=18 (0.2000), cf=0.581, gamma=2.903, delta=0.131, M=-2.363e+001
1 6 21 31 -> 37 fr=18 (0.2000), cf=0.581, gamma=2.903, delta=0.131, M=-2.363e+001
16 27 -> 36 fr=26 (0.2889), cf=0.897, gamma=2.181, delta=0.156, M=-2.350e+001
12 19 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
6 19 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
6 25 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
16 25 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
18 25 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
7 16 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
1 12 16 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
6 12 31 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
7 12 31 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
9 12 31 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
3 12 31 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
6 9 31 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
1 9 12 18 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
1 3 12 18 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
1 3 6 18 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
1 3 18 31 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
3 6 7 18 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
7 9 18 31 -> 39 fr=12 (0.1333), cf=0.667, gamma=5.000, delta=0.107, M=-2.341e+001
20 27 -> 36 fr=27 (0.3000), cf=0.871, gamma=2.119, delta=0.158, M=-2.324e+001
18 27 -> 36 fr=27 (0.3000), cf=0.871, gamma=2.119, delta=0.158, M=-2.324e+001
21 27 -> 36 fr=27 (0.3000), cf=0.871, gamma=2.119, delta=0.158, M=-2.324e+001
