5 23 -> ~38 fr=390 (0.5636), cf=0.778, gamma=1.197, delta=0.093, M=-6.641e+001
23 27 32 -> 37 fr=363 (0.5246), cf=0.703, gamma=1.082, delta=0.040, M=-1.438e+001
1 9 27 -> ~38 fr=381 (0.5506), cf=0.697, gamma=1.071, delta=0.037, M=-1.392e+001
1 9 27 -> 37 fr=381 (0.5506), cf=0.697, gamma=1.071, delta=0.037, M=-1.392e+001
19 23 32 -> ~38 fr=379 (0.5477), cf=0.697, gamma=1.071, delta=0.036, M=-1.370e+001
19 23 32 -> 37 fr=379 (0.5477), cf=0.697, gamma=1.071, delta=0.036, M=-1.370e+001
9 14 19 27 32 -> ~38 fr=324 (0.4682), cf=0.712, gamma=1.095, delta=0.041, M=-1.310e+001
9 14 19 27 32 -> 37 fr=324 (0.4682), cf=0.712, gamma=1.095, delta=0.041, M=-1.310e+001
1 27 -> ~38 fr=390 (0.5636), cf=0.691, gamma=1.063, delta=0.034, M=-1.298e+001
1 27 -> 37 fr=390 (0.5636), cf=0.691, gamma=1.063, delta=0.034, M=-1.298e+001
14 23 32 -> ~38 fr=354 (0.5116), cf=0.702, gamma=1.080, delta=0.038, M=-1.288e+001
14 23 32 -> 37 fr=354 (0.5116), cf=0.702, gamma=1.080, delta=0.038, M=-1.288e+001
14 19 27 32 -> ~38 fr=331 (0.4783), cf=0.709, gamma=1.090, delta=0.039, M=-1.271e+001
14 19 27 32 -> 37 fr=331 (0.4783), cf=0.709, gamma=1.090, delta=0.039, M=-1.271e+001
1 9 32 -> ~38 fr=366 (0.5289), cf=0.697, gamma=1.072, delta=0.036, M=-1.225e+001
1 9 32 -> 37 fr=366 (0.5289), cf=0.697, gamma=1.072, delta=0.036, M=-1.225e+001
9 14 19 27 -> ~38 fr=367 (0.5303), cf=0.696, gamma=1.071, delta=0.035, M=-1.208e+001
9 14 19 27 -> 37 fr=367 (0.5303), cf=0.696, gamma=1.071, delta=0.035, M=-1.208e+001
14 19 23 -> ~38 fr=396 (0.5723), cf=0.688, gamma=1.057, delta=0.031, M=-1.204e+001
14 19 23 -> 37 fr=396 (0.5723), cf=0.688, gamma=1.057, delta=0.031, M=-1.204e+001
23 27 -> ~38 fr=412 (0.5954), cf=0.682, gamma=1.049, delta=0.028, M=-1.203e+001
23 27 -> 37 fr=412 (0.5954), cf=0.682, gamma=1.049, delta=0.028, M=-1.203e+001
1 32 -> ~38 fr=375 (0.5419), cf=0.693, gamma=1.066, delta=0.034, M=-1.173e+001
1 32 -> 37 fr=375 (0.5419), cf=0.693, gamma=1.066, delta=0.034, M=-1.173e+001
23 32 -> ~38 fr=388 (0.5607), cf=0.689, gamma=1.060, delta=0.032, M=-1.167e+001
23 32 -> 37 fr=388 (0.5607), cf=0.689, gamma=1.060, delta=0.032, M=-1.167e+001
14 19 32 -> ~38 fr=353 (0.5101), cf=0.699, gamma=1.075, delta=0.036, M=-1.157e+001
14 19 32 -> 37 fr=353 (0.5101), cf=0.699, gamma=1.075, delta=0.036, M=-1.157e+001
9 19 27 32 -> ~38 fr=356 (0.5145), cf=0.698, gamma=1.073, delta=0.035, M=-1.152e+001
9 19 27 32 -> 37 fr=356 (0.5145), cf=0.698, gamma=1.073, delta=0.035, M=-1.152e+001
19 23 -> ~38 fr=429 (0.6199), cf=0.675, gamma=1.037, delta=0.022, M=-1.143e+001
19 23 -> 37 fr=429 (0.6199), cf=0.675, gamma=1.037, delta=0.022, M=-1.143e+001
14 19 27 -> ~38 fr=378 (0.5462), cf=0.691, gamma=1.063, delta=0.032, M=-1.123e+001
14 19 27 -> 37 fr=378 (0.5462), cf=0.691, gamma=1.063, delta=0.032, M=-1.123e+001
9 14 27 32 -> ~38 fr=329 (0.4754), cf=0.704, gamma=1.083, delta=0.037, M=-1.118e+001
9 14 27 32 -> 37 fr=329 (0.4754), cf=0.704, gamma=1.083, delta=0.037, M=-1.118e+001
9 19 27 -> ~38 fr=402 (0.5809), cf=0.684, gamma=1.051, delta=0.028, M=-1.114e+001
9 19 27 -> 37 fr=402 (0.5809), cf=0.684, gamma=1.051, delta=0.028, M=-1.114e+001
14 27 32 -> ~38 fr=336 (0.4855), cf=0.701, gamma=1.079, delta=0.035, M=-1.083e+001
14 27 32 -> 37 fr=336 (0.4855), cf=0.701, gamma=1.079, delta=0.035, M=-1.083e+001
1 9 -> ~38 fr=404 (0.5838), cf=0.681, gamma=1.048, delta=0.027, M=-1.031e+001
1 9 -> 37 fr=404 (0.5838), cf=0.681, gamma=1.048, delta=0.027, M=-1.031e+001
9 27 32 -> ~38 fr=365 (0.5275), cf=0.691, gamma=1.063, delta=0.031, M=-9.996e+000
9 27 32 -> 37 fr=365 (0.5275), cf=0.691, gamma=1.063, delta=0.031, M=-9.996e+000
1 -> ~38 fr=415 (0.5997), cf=0.677, gamma=1.041, delta=0.024, M=-9.901e+000
19 27 32 -> ~38 fr=363 (0.5246), cf=0.691, gamma=1.063, delta=0.031, M=-9.864e+000
19 27 32 -> 37 fr=363 (0.5246), cf=0.691, gamma=1.063, delta=0.031, M=-9.864e+000
14 32 -> ~38 fr=359 (0.5188), cf=0.692, gamma=1.064, delta=0.031, M=-9.615e+000
14 32 -> 37 fr=359 (0.5188), cf=0.692, gamma=1.064, delta=0.031, M=-9.615e+000
19 27 -> ~38 fr=413 (0.5968), cf=0.676, gamma=1.039, delta=0.023, M=-9.066e+000
19 27 -> 37 fr=413 (0.5968), cf=0.676, gamma=1.039, delta=0.023, M=-9.066e+000
14 19 -> ~38 fr=402 (0.5809), cf=0.679, gamma=1.044, delta=0.025, M=-9.043e+000
14 19 -> 37 fr=402 (0.5809), cf=0.679, gamma=1.044, delta=0.025, M=-9.043e+000
9 14 27 -> ~38 fr=372 (0.5376), cf=0.686, gamma=1.055, delta=0.028, M=-8.879e+000
9 14 27 -> 37 fr=372 (0.5376), cf=0.686, gamma=1.055, delta=0.028, M=-8.879e+000
14 23 -> ~38 fr=401 (0.5795), cf=0.679, gamma=1.043, delta=0.024, M=-8.691e+000
14 23 -> 37 fr=401 (0.5795), cf=0.679, gamma=1.043, delta=0.024, M=-8.691e+000
27 32 -> ~38 fr=372 (0.5376), cf=0.685, gamma=1.054, delta=0.027, M=-8.441e+000
27 32 -> 37 fr=372 (0.5376), cf=0.685, gamma=1.054, delta=0.027, M=-8.441e+000
9 19 32 -> ~38 fr=378 (0.5462), cf=0.684, gamma=1.051, delta=0.027, M=-8.401e+000
9 19 32 -> 37 fr=378 (0.5462), cf=0.684, gamma=1.051, delta=0.027, M=-8.401e+000
14 27 -> ~38 fr=383 (0.5535), cf=0.681, gamma=1.048, delta=0.025, M=-8.091e+000
14 27 -> 37 fr=383 (0.5535), cf=0.681, gamma=1.048, delta=0.025, M=-8.091e+000
9 27 -> ~38 fr=411 (0.5939), cf=0.674, gamma=1.036, delta=0.021, M=-7.786e+000
9 27 -> 37 fr=411 (0.5939), cf=0.674, gamma=1.036, delta=0.021, M=-7.786e+000
23 -> ~38 fr=438 (0.6329), cf=0.665, gamma=1.022, delta=0.014, M=-7.502e+000
19 32 -> ~38 fr=388 (0.5607), cf=0.678, gamma=1.043, delta=0.023, M=-7.360e+000
19 32 -> 37 fr=388 (0.5607), cf=0.678, gamma=1.043, delta=0.023, M=-7.360e+000
9 32 -> ~38 fr=388 (0.5607), cf=0.676, gamma=1.039, delta=0.021, M=-6.525e+000
9 32 -> 37 fr=388 (0.5607), cf=0.676, gamma=1.039, delta=0.021, M=-6.525e+000
14 -> ~38 fr=408 (0.5896), cf=0.670, gamma=1.030, delta=0.017, M=-5.872e+000
27 -> ~38 fr=422 (0.6098), cf=0.667, gamma=1.025, delta=0.015, M=-5.849e+000
9 19 -> ~38 fr=426 (0.6156), cf=0.666, gamma=1.024, delta=0.014, M=-5.840e+000
9 19 -> 37 fr=426 (0.6156), cf=0.666, gamma=1.024, delta=0.014, M=-5.840e+000
32 -> ~38 fr=398 (0.5751), cf=0.671, gamma=1.032, delta=0.018, M=-5.562e+000
19 -> ~38 fr=440 (0.6358), cf=0.660, gamma=1.014, delta=0.009, M=-4.808e+000
