1 -> ~85 fr=168 (0.5091), cf=0.875, gamma=1.388, delta=0.142, M=-6.387e+001
57 -> 84 fr=49 (0.1485), cf=0.803, gamma=1.274, delta=0.032, M=-6.768e+000
3 9 35 -> 85 fr=43 (0.1303), cf=0.512, gamma=1.385, delta=0.036, M=-6.501e+000
3 9 35 -> ~84 fr=43 (0.1303), cf=0.512, gamma=1.385, delta=0.036, M=-6.501e+000
3 5 -> 85 fr=115 (0.3485), cf=0.399, gamma=1.080, delta=0.026, M=-6.174e+000
3 5 -> ~84 fr=115 (0.3485), cf=0.399, gamma=1.080, delta=0.026, M=-6.174e+000
3 35 -> 85 fr=85 (0.2576), cf=0.431, gamma=1.167, delta=0.037, M=-5.763e+000
3 35 -> ~84 fr=85 (0.2576), cf=0.431, gamma=1.167, delta=0.037, M=-5.763e+000
56 -> 84 fr=36 (0.1091), cf=0.818, gamma=1.298, delta=0.025, M=-5.673e+000
23 -> 84 fr=88 (0.2667), cf=0.727, gamma=1.154, delta=0.036, M=-5.612e+000
21 35 -> 85 fr=36 (0.1091), cf=0.514, gamma=1.391, delta=0.031, M=-5.529e+000
21 35 -> ~84 fr=36 (0.1091), cf=0.514, gamma=1.391, delta=0.031, M=-5.529e+000
5 9 -> 85 fr=52 (0.1576), cf=0.473, gamma=1.279, delta=0.034, M=-5.389e+000
5 9 -> ~84 fr=52 (0.1576), cf=0.473, gamma=1.279, delta=0.034, M=-5.389e+000
9 35 -> 85 fr=44 (0.1333), cf=0.489, gamma=1.322, delta=0.033, M=-5.363e+000
9 35 -> ~84 fr=44 (0.1333), cf=0.489, gamma=1.322, delta=0.033, M=-5.363e+000
3 21 -> 85 fr=39 (0.1182), cf=0.500, gamma=1.352, delta=0.031, M=-5.280e+000
3 21 -> ~84 fr=39 (0.1182), cf=0.500, gamma=1.352, delta=0.031, M=-5.280e+000
