8 -> 36 fr=36 (0.4091), cf=1.000, gamma=2.444, delta=0.242, M=-5.708e+001
15 18 -> 37 fr=18 (0.2045), cf=0.900, gamma=4.400, delta=0.158, M=-3.708e+001
1 15 31 -> 37 fr=18 (0.2045), cf=0.900, gamma=4.400, delta=0.158, M=-3.708e+001
6 15 31 -> 37 fr=18 (0.2045), cf=0.900, gamma=4.400, delta=0.158, M=-3.708e+001
7 15 31 -> 37 fr=18 (0.2045), cf=0.900, gamma=4.400, delta=0.158, M=-3.708e+001
15 21 31 -> 37 fr=18 (0.2045), cf=0.900, gamma=4.400, delta=0.158, M=-3.708e+001
11 16 -> 36 fr=31 (0.3523), cf=0.939, gamma=2.296, delta=0.199, M=-3.575e+001
15 31 -> 37 fr=18 (0.2045), cf=0.857, gamma=4.190, delta=0.156, M=-3.514e+001
23 26 31 -> 37 fr=18 (0.2045), cf=0.818, gamma=4.000, delta=0.153, M=-3.343e+001
1 6 20 31 -> 37 fr=18 (0.2045), cf=0.818, gamma=4.000, delta=0.153, M=-3.343e+001
1 6 23 31 -> 37 fr=18 (0.2045), cf=0.818, gamma=4.000, delta=0.153, M=-3.343e+001
1 21 23 31 -> 37 fr=18 (0.2045), cf=0.818, gamma=4.000, delta=0.153, M=-3.343e+001
6 7 20 31 -> 37 fr=18 (0.2045), cf=0.818, gamma=4.000, delta=0.153, M=-3.343e+001
6 7 23 31 -> 37 fr=18 (0.2045), cf=0.818, gamma=4.000, delta=0.153, M=-3.343e+001
7 18 20 31 -> 37 fr=18 (0.2045), cf=0.818, gamma=4.000, delta=0.153, M=-3.343e+001
7 20 21 31 -> 37 fr=18 (0.2045), cf=0.818, gamma=4.000, delta=0.153, M=-3.343e+001
7 21 23 31 -> 37 fr=18 (0.2045), cf=0.818, gamma=4.000, delta=0.153, M=-3.343e+001
1 18 20 23 31 -> 37 fr=18 (0.2045), cf=0.818, gamma=4.000, delta=0.153, M=-3.343e+001
3 11 18 -> 36 fr=31 (0.3523), cf=0.912, gamma=2.229, delta=0.194, M=-3.341e+001
3 18 21 23 -> 36 fr=33 (0.3750), cf=0.846, gamma=2.068, delta=0.194, M=-3.225e+001
26 31 -> 37 fr=18 (0.2045), cf=0.783, gamma=3.826, delta=0.151, M=-3.191e+001
6 20 31 -> 37 fr=18 (0.2045), cf=0.783, gamma=3.826, delta=0.151, M=-3.191e+001
6 23 31 -> 37 fr=18 (0.2045), cf=0.783, gamma=3.826, delta=0.151, M=-3.191e+001
7 20 31 -> 37 fr=18 (0.2045), cf=0.783, gamma=3.826, delta=0.151, M=-3.191e+001
1 20 23 31 -> 37 fr=18 (0.2045), cf=0.783, gamma=3.826, delta=0.151, M=-3.191e+001
1 18 23 31 -> 37 fr=18 (0.2045), cf=0.783, gamma=3.826, delta=0.151, M=-3.191e+001
7 18 23 31 -> 37 fr=18 (0.2045), cf=0.783, gamma=3.826, delta=0.151, M=-3.191e+001
16 21 23 -> 36 fr=32 (0.3636), cf=0.865, gamma=2.114, delta=0.192, M=-3.166e+001
3 20 21 31 -> 36 fr=31 (0.3523), cf=0.886, gamma=2.165, delta=0.190, M=-3.134e+001
19 24 -> 39 fr=11 (0.1250), cf=1.000, gamma=8.000, delta=0.109, M=-3.110e+001
6 24 -> 39 fr=11 (0.1250), cf=1.000, gamma=8.000, delta=0.109, M=-3.110e+001
7 24 -> 39 fr=11 (0.1250), cf=1.000, gamma=8.000, delta=0.109, M=-3.110e+001
6 12 25 -> 39 fr=11 (0.1250), cf=1.000, gamma=8.000, delta=0.109, M=-3.110e+001
6 16 19 -> 39 fr=11 (0.1250), cf=1.000, gamma=8.000, delta=0.109, M=-3.110e+001
6 19 31 -> 39 fr=11 (0.1250), cf=1.000, gamma=8.000, delta=0.109, M=-3.110e+001
6 18 19 -> 39 fr=11 (0.1250), cf=1.000, gamma=8.000, delta=0.109, M=-3.110e+001
3 20 21 -> 36 fr=36 (0.4091), cf=0.735, gamma=1.796, delta=0.181, M=-3.079e+001
3 18 23 -> 36 fr=33 (0.3750), cf=0.825, gamma=2.017, delta=0.189, M=-3.057e+001
23 26 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
1 23 31 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
7 23 31 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
7 18 20 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
1 6 15 20 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
1 15 20 21 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
1 6 18 20 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
1 6 18 23 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
1 18 20 31 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
1 20 21 31 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
1 18 20 23 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
1 18 21 23 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
6 7 18 23 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
7 18 21 23 -> 37 fr=18 (0.2045), cf=0.750, gamma=3.667, delta=0.149, M=-3.052e+001
3 20 35 -> 36 fr=27 (0.3068), cf=0.964, gamma=2.357, delta=0.177, M=-3.033e+001
16 23 -> 36 fr=32 (0.3636), cf=0.842, gamma=2.058, delta=0.187, M=-2.989e+001
3 20 31 -> 36 fr=31 (0.3523), cf=0.861, gamma=2.105, delta=0.185, M=-2.946e+001
1 15 20 -> 37 fr=18 (0.2045), cf=0.720, gamma=3.520, delta=0.146, M=-2.925e+001
1 20 31 -> 37 fr=18 (0.2045), cf=0.720, gamma=3.520, delta=0.146, M=-2.925e+001
1 18 23 -> 37 fr=18 (0.2045), cf=0.720, gamma=3.520, delta=0.146, M=-2.925e+001
6 18 20 -> 37 fr=18 (0.2045), cf=0.720, gamma=3.520, delta=0.146, M=-2.925e+001
6 18 23 -> 37 fr=18 (0.2045), cf=0.720, gamma=3.520, delta=0.146, M=-2.925e+001
7 18 23 -> 37 fr=18 (0.2045), cf=0.720, gamma=3.520, delta=0.146, M=-2.925e+001
16 19 -> 39 fr=11 (0.1250), cf=0.917, gamma=7.333, delta=0.108, M=-2.861e+001
19 31 -> 39 fr=11 (0.1250), cf=0.917, gamma=7.333, delta=0.108, M=-2.861e+001
18 19 -> 39 fr=11 (0.1250), cf=0.917, gamma=7.333, delta=0.108, M=-2.861e+001
12 19 25 -> 39 fr=11 (0.1250), cf=0.917, gamma=7.333, delta=0.108, M=-2.861e+001
6 19 25 -> 39 fr=11 (0.1250), cf=0.917, gamma=7.333, delta=0.108, M=-2.861e+001
7 12 25 -> 39 fr=11 (0.1250), cf=0.917, gamma=7.333, delta=0.108, M=-2.861e+001
6 16 25 -> 39 fr=11 (0.1250), cf=0.917, gamma=7.333, delta=0.108, M=-2.861e+001
6 25 31 -> 39 fr=11 (0.1250), cf=0.917, gamma=7.333, delta=0.108, M=-2.861e+001
6 18 25 -> 39 fr=11 (0.1250), cf=0.917, gamma=7.333, delta=0.108, M=-2.861e+001
6 12 16 31 -> 39 fr=11 (0.1250), cf=0.917, gamma=7.333, delta=0.108, M=-2.861e+001
1 3 6 12 31 -> 39 fr=11 (0.1250), cf=0.917, gamma=7.333, delta=0.108, M=-2.861e+001
3 6 7 12 31 -> 39 fr=11 (0.1250), cf=0.917, gamma=7.333, delta=0.108, M=-2.861e+001
9 18 20 -> 36 fr=34 (0.3864), cf=0.773, gamma=1.889, delta=0.182, M=-2.859e+001
1 10 31 -> 37 fr=14 (0.1591), cf=1.000, gamma=4.889, delta=0.127, M=-2.837e+001
1 10 18 -> 37 fr=14 (0.1591), cf=1.000, gamma=4.889, delta=0.127, M=-2.837e+001
6 10 31 -> 37 fr=14 (0.1591), cf=1.000, gamma=4.889, delta=0.127, M=-2.837e+001
6 10 18 -> 37 fr=14 (0.1591), cf=1.000, gamma=4.889, delta=0.127, M=-2.837e+001
7 10 31 -> 37 fr=14 (0.1591), cf=1.000, gamma=4.889, delta=0.127, M=-2.837e+001
7 10 18 -> 37 fr=14 (0.1591), cf=1.000, gamma=4.889, delta=0.127, M=-2.837e+001
1 18 20 -> 37 fr=18 (0.2045), cf=0.692, gamma=3.385, delta=0.144, M=-2.807e+001
7 15 20 21 -> 37 fr=18 (0.2045), cf=0.692, gamma=3.385, delta=0.144, M=-2.807e+001
3 9 20 -> 36 fr=34 (0.3864), cf=0.756, gamma=1.847, delta=0.177, M=-2.722e+001
3 20 -> 36 fr=36 (0.4091), cf=0.692, gamma=1.692, delta=0.167, M=-2.711e+001
3 18 21 -> 36 fr=36 (0.4091), cf=0.692, gamma=1.692, delta=0.167, M=-2.711e+001
15 20 21 -> 37 fr=18 (0.2045), cf=0.667, gamma=3.259, delta=0.142, M=-2.697e+001
24 25 -> 39 fr=11 (0.1250), cf=0.846, gamma=6.769, delta=0.107, M=-2.674e+001
1 24 -> 39 fr=11 (0.1250), cf=0.846, gamma=6.769, delta=0.107, M=-2.674e+001
19 25 -> 39 fr=11 (0.1250), cf=0.846, gamma=6.769, delta=0.107, M=-2.674e+001
7 16 25 -> 39 fr=11 (0.1250), cf=0.846, gamma=6.769, delta=0.107, M=-2.674e+001
7 25 31 -> 39 fr=11 (0.1250), cf=0.846, gamma=6.769, delta=0.107, M=-2.674e+001
7 18 25 -> 39 fr=11 (0.1250), cf=0.846, gamma=6.769, delta=0.107, M=-2.674e+001
3 6 12 31 -> 39 fr=11 (0.1250), cf=0.846, gamma=6.769, delta=0.107, M=-2.674e+001
7 12 16 31 -> 39 fr=11 (0.1250), cf=0.846, gamma=6.769, delta=0.107, M=-2.674e+001
3 7 12 31 -> 39 fr=11 (0.1250), cf=0.846, gamma=6.769, delta=0.107, M=-2.674e+001
1 6 9 12 31 -> 39 fr=11 (0.1250), cf=0.846, gamma=6.769, delta=0.107, M=-2.674e+001
6 7 9 12 31 -> 39 fr=11 (0.1250), cf=0.846, gamma=6.769, delta=0.107, M=-2.674e+001
6 7 15 20 -> 37 fr=18 (0.2045), cf=0.643, gamma=3.143, delta=0.139, M=-2.594e+001
1 10 -> 37 fr=14 (0.1591), cf=0.933, gamma=4.563, delta=0.124, M=-2.572e+001
3 21 23 31 -> 36 fr=28 (0.3182), cf=0.875, gamma=2.139, delta=0.169, M=-2.550e+001
23 -> ~39 fr=74 (0.8409), cf=1.000, gamma=1.143, delta=0.105, M=-2.520e+001
12 25 -> 39 fr=11 (0.1250), cf=0.786, gamma=6.286, delta=0.105, M=-2.520e+001
6 12 16 -> 39 fr=11 (0.1250), cf=0.786, gamma=6.286, delta=0.105, M=-2.520e+001
6 16 31 -> 39 fr=11 (0.1250), cf=0.786, gamma=6.286, delta=0.105, M=-2.520e+001
6 9 12 31 -> 39 fr=11 (0.1250), cf=0.786, gamma=6.286, delta=0.105, M=-2.520e+001
7 9 12 31 -> 39 fr=11 (0.1250), cf=0.786, gamma=6.286, delta=0.105, M=-2.520e+001
1 3 6 12 18 -> 39 fr=11 (0.1250), cf=0.786, gamma=6.286, delta=0.105, M=-2.520e+001
3 6 7 12 18 -> 39 fr=11 (0.1250), cf=0.786, gamma=6.286, delta=0.105, M=-2.520e+001
16 21 -> 36 fr=35 (0.3977), cf=0.700, gamma=1.711, delta=0.165, M=-2.499e+001
6 15 20 -> 37 fr=18 (0.2045), cf=0.621, gamma=3.034, delta=0.137, M=-2.497e+001
7 15 20 -> 37 fr=18 (0.2045), cf=0.621, gamma=3.034, delta=0.137, M=-2.497e+001
1 6 20 -> 37 fr=18 (0.2045), cf=0.621, gamma=3.034, delta=0.137, M=-2.497e+001
1 7 20 21 -> 37 fr=18 (0.2045), cf=0.621, gamma=3.034, delta=0.137, M=-2.497e+001
1 20 21 23 -> 37 fr=18 (0.2045), cf=0.621, gamma=3.034, delta=0.137, M=-2.497e+001
3 18 -> 36 fr=36 (0.4091), cf=0.667, gamma=1.630, delta=0.158, M=-2.488e+001
11 27 -> 36 fr=25 (0.2841), cf=0.926, gamma=2.263, delta=0.159, M=-2.445e+001
15 20 -> 37 fr=18 (0.2045), cf=0.600, gamma=2.933, delta=0.135, M=-2.405e+001
1 6 15 -> 37 fr=18 (0.2045), cf=0.600, gamma=2.933, delta=0.135, M=-2.405e+001
1 15 21 -> 37 fr=18 (0.2045), cf=0.600, gamma=2.933, delta=0.135, M=-2.405e+001
1 7 20 -> 37 fr=18 (0.2045), cf=0.600, gamma=2.933, delta=0.135, M=-2.405e+001
1 20 23 -> 37 fr=18 (0.2045), cf=0.600, gamma=2.933, delta=0.135, M=-2.405e+001
3 11 21 31 -> 36 fr=26 (0.2955), cf=0.897, gamma=2.192, delta=0.161, M=-2.399e+001
9 11 18 -> 36 fr=29 (0.3295), cf=0.829, gamma=2.025, delta=0.167, M=-2.390e+001
6 25 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
16 25 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
25 31 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
18 25 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
7 12 16 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
7 16 31 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
1 12 16 31 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
1 3 12 31 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
3 6 12 18 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
3 7 12 18 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
1 3 6 31 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
3 6 7 31 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
1 6 9 12 18 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
6 7 9 12 18 -> 39 fr=11 (0.1250), cf=0.733, gamma=5.867, delta=0.104, M=-2.388e+001
9 20 35 -> 36 fr=27 (0.3068), cf=0.871, gamma=2.129, delta=0.163, M=-2.378e+001
10 31 -> 37 fr=14 (0.1591), cf=0.875, gamma=4.278, delta=0.122, M=-2.369e+001
10 18 -> 37 fr=14 (0.1591), cf=0.875, gamma=4.278, delta=0.122, M=-2.369e+001
9 20 21 -> 36 fr=34 (0.3864), cf=0.708, gamma=1.731, delta=0.163, M=-2.350e+001
1 15 -> 37 fr=18 (0.2045), cf=0.581, gamma=2.839, delta=0.132, M=-2.319e+001
1 20 21 -> 37 fr=18 (0.2045), cf=0.581, gamma=2.839, delta=0.132, M=-2.319e+001
7 20 21 -> 37 fr=18 (0.2045), cf=0.581, gamma=2.839, delta=0.132, M=-2.319e+001
9 17 -> 42 fr=9 (0.1023), cf=0.818, gamma=8.000, delta=0.089, M=-2.306e+001
3 23 35 -> 36 fr=24 (0.2727), cf=0.923, gamma=2.256, delta=0.152, M=-2.288e+001
15 -> ~36 fr=35 (0.3977), cf=0.972, gamma=1.645, delta=0.156, M=-2.277e+001
7 25 -> 39 fr=11 (0.1250), cf=0.688, gamma=5.500, delta=0.102, M=-2.271e+001
6 16 -> 39 fr=11 (0.1250), cf=0.688, gamma=5.500, delta=0.102, M=-2.271e+001
6 12 19 -> 39 fr=11 (0.1250), cf=0.688, gamma=5.500, delta=0.102, M=-2.271e+001
3 6 31 -> 39 fr=11 (0.1250), cf=0.688, gamma=5.500, delta=0.102, M=-2.271e+001
1 9 12 31 -> 39 fr=11 (0.1250), cf=0.688, gamma=5.500, delta=0.102, M=-2.271e+001
6 9 12 18 -> 39 fr=11 (0.1250), cf=0.688, gamma=5.500, delta=0.102, M=-2.271e+001
7 9 12 18 -> 39 fr=11 (0.1250), cf=0.688, gamma=5.500, delta=0.102, M=-2.271e+001
3 7 18 31 -> 39 fr=11 (0.1250), cf=0.688, gamma=5.500, delta=0.102, M=-2.271e+001
9 20 -> 36 fr=34 (0.3864), cf=0.694, gamma=1.696, delta=0.159, M=-2.237e+001
1 20 -> 37 fr=18 (0.2045), cf=0.563, gamma=2.750, delta=0.130, M=-2.236e+001
7 15 21 -> 37 fr=18 (0.2045), cf=0.563, gamma=2.750, delta=0.130, M=-2.236e+001
6 20 21 -> 37 fr=18 (0.2045), cf=0.563, gamma=2.750, delta=0.130, M=-2.236e+001
7 21 31 -> 37 fr=18 (0.2045), cf=0.563, gamma=2.750, delta=0.130, M=-2.236e+001
1 6 21 31 -> 37 fr=18 (0.2045), cf=0.563, gamma=2.750, delta=0.130, M=-2.236e+001
3 11 35 -> 36 fr=22 (0.2500), cf=0.957, gamma=2.338, delta=0.143, M=-2.219e+001
3 23 31 -> 36 fr=28 (0.3182), cf=0.824, gamma=2.013, delta=0.160, M=-2.217e+001
3 11 31 -> 36 fr=26 (0.2955), cf=0.867, gamma=2.119, delta=0.156, M=-2.216e+001
20 27 -> 36 fr=27 (0.3068), cf=0.844, gamma=2.063, delta=0.158, M=-2.209e+001
18 27 -> 36 fr=27 (0.3068), cf=0.844, gamma=2.063, delta=0.158, M=-2.209e+001
3 21 35 -> 36 fr=27 (0.3068), cf=0.844, gamma=2.063, delta=0.158, M=-2.209e+001
10 15 21 -> 37 fr=14 (0.1591), cf=0.824, gamma=4.026, delta=0.120, M=-2.201e+001
6 10 21 -> 37 fr=14 (0.1591), cf=0.824, gamma=4.026, delta=0.120, M=-2.201e+001
7 10 21 -> 37 fr=14 (0.1591), cf=0.824, gamma=4.026, delta=0.120, M=-2.201e+001
9 18 21 23 -> 36 fr=31 (0.3523), cf=0.756, gamma=1.848, delta=0.162, M=-2.197e+001
1 17 -> 42 fr=9 (0.1023), cf=0.750, gamma=7.333, delta=0.088, M=-2.168e+001
1 3 9 15 -> 42 fr=9 (0.1023), cf=0.750, gamma=7.333, delta=0.088, M=-2.168e+001
3 7 9 15 -> 42 fr=9 (0.1023), cf=0.750, gamma=7.333, delta=0.088, M=-2.168e+001
12 19 -> 39 fr=11 (0.1250), cf=0.647, gamma=5.176, delta=0.101, M=-2.167e+001
6 19 -> 39 fr=11 (0.1250), cf=0.647, gamma=5.176, delta=0.101, M=-2.167e+001
7 16 -> 39 fr=11 (0.1250), cf=0.647, gamma=5.176, delta=0.101, M=-2.167e+001
1 12 16 -> 39 fr=11 (0.1250), cf=0.647, gamma=5.176, delta=0.101, M=-2.167e+001
12 16 31 -> 39 fr=11 (0.1250), cf=0.647, gamma=5.176, delta=0.101, M=-2.167e+001
1 16 31 -> 39 fr=11 (0.1250), cf=0.647, gamma=5.176, delta=0.101, M=-2.167e+001
3 7 31 -> 39 fr=11 (0.1250), cf=0.647, gamma=5.176, delta=0.101, M=-2.167e+001
1 3 12 18 -> 39 fr=11 (0.1250), cf=0.647, gamma=5.176, delta=0.101, M=-2.167e+001
1 3 6 18 -> 39 fr=11 (0.1250), cf=0.647, gamma=5.176, delta=0.101, M=-2.167e+001
3 6 7 18 -> 39 fr=11 (0.1250), cf=0.647, gamma=5.176, delta=0.101, M=-2.167e+001
15 21 -> 37 fr=18 (0.2045), cf=0.545, gamma=2.667, delta=0.128, M=-2.157e+001
1 6 31 -> 37 fr=18 (0.2045), cf=0.545, gamma=2.667, delta=0.128, M=-2.157e+001
6 7 31 -> 37 fr=18 (0.2045), cf=0.545, gamma=2.667, delta=0.128, M=-2.157e+001
6 7 20 -> 37 fr=18 (0.2045), cf=0.545, gamma=2.667, delta=0.128, M=-2.157e+001
6 21 31 -> 37 fr=18 (0.2045), cf=0.545, gamma=2.667, delta=0.128, M=-2.157e+001
3 9 11 21 -> 36 fr=29 (0.3295), cf=0.784, gamma=1.916, delta=0.158, M=-2.101e+001
27 31 -> 36 fr=24 (0.2727), cf=0.889, gamma=2.173, delta=0.147, M=-2.089e+001
6 31 -> 37 fr=18 (0.2045), cf=0.529, gamma=2.588, delta=0.126, M=-2.082e+001
6 20 -> 37 fr=18 (0.2045), cf=0.529, gamma=2.588, delta=0.126, M=-2.082e+001
7 20 -> 37 fr=18 (0.2045), cf=0.529, gamma=2.588, delta=0.126, M=-2.082e+001
6 7 15 -> 37 fr=18 (0.2045), cf=0.529, gamma=2.588, delta=0.126, M=-2.082e+001
1 21 31 -> 37 fr=18 (0.2045), cf=0.529, gamma=2.588, delta=0.126, M=-2.082e+001
7 18 31 -> 37 fr=18 (0.2045), cf=0.529, gamma=2.588, delta=0.126, M=-2.082e+001
7 18 21 -> 37 fr=18 (0.2045), cf=0.529, gamma=2.588, delta=0.126, M=-2.082e+001
1 6 18 21 -> 37 fr=18 (0.2045), cf=0.529, gamma=2.588, delta=0.126, M=-2.082e+001
27 35 -> 36 fr=21 (0.2386), cf=0.955, gamma=2.333, delta=0.136, M=-2.076e+001
3 11 21 -> 36 fr=31 (0.3523), cf=0.738, gamma=1.804, delta=0.157, M=-2.073e+001
9 18 23 -> 36 fr=31 (0.3523), cf=0.738, gamma=1.804, delta=0.157, M=-2.073e+001
20 -> ~39 fr=70 (0.7955), cf=1.000, gamma=1.143, delta=0.099, M=-2.073e+001
3 12 31 -> 39 fr=11 (0.1250), cf=0.611, gamma=4.889, delta=0.099, M=-2.073e+001
3 6 18 -> 39 fr=11 (0.1250), cf=0.611, gamma=4.889, delta=0.099, M=-2.073e+001
3 7 18 -> 39 fr=11 (0.1250), cf=0.611, gamma=4.889, delta=0.099, M=-2.073e+001
1 6 12 31 -> 39 fr=11 (0.1250), cf=0.611, gamma=4.889, delta=0.099, M=-2.073e+001
1 9 12 18 -> 39 fr=11 (0.1250), cf=0.611, gamma=4.889, delta=0.099, M=-2.073e+001
6 7 12 31 -> 39 fr=11 (0.1250), cf=0.611, gamma=4.889, delta=0.099, M=-2.073e+001
1 3 18 31 -> 39 fr=11 (0.1250), cf=0.611, gamma=4.889, delta=0.099, M=-2.073e+001
27 -> 36 fr=27 (0.3068), cf=0.818, gamma=2.000, delta=0.153, M=-2.055e+001
3 35 -> 36 fr=27 (0.3068), cf=0.818, gamma=2.000, delta=0.153, M=-2.055e+001
1 3 15 -> 42 fr=9 (0.1023), cf=0.692, gamma=6.769, delta=0.087, M=-2.050e+001
3 9 15 -> 42 fr=9 (0.1023), cf=0.692, gamma=6.769, delta=0.087, M=-2.050e+001
6 15 -> 37 fr=18 (0.2045), cf=0.514, gamma=2.514, delta=0.123, M=-2.009e+001
7 15 -> 37 fr=18 (0.2045), cf=0.514, gamma=2.514, delta=0.123, M=-2.009e+001
7 31 -> 37 fr=18 (0.2045), cf=0.514, gamma=2.514, delta=0.123, M=-2.009e+001
1 6 18 -> 37 fr=18 (0.2045), cf=0.514, gamma=2.514, delta=0.123, M=-2.009e+001
1 6 23 -> 37 fr=18 (0.2045), cf=0.514, gamma=2.514, delta=0.123, M=-2.009e+001
1 21 23 -> 37 fr=18 (0.2045), cf=0.514, gamma=2.514, delta=0.123, M=-2.009e+001
6 7 18 -> 37 fr=18 (0.2045), cf=0.514, gamma=2.514, delta=0.123, M=-2.009e+001
6 18 21 -> 37 fr=18 (0.2045), cf=0.514, gamma=2.514, delta=0.123, M=-2.009e+001
12 16 -> 39 fr=11 (0.1250), cf=0.579, gamma=4.632, delta=0.098, M=-1.986e+001
1 16 -> 39 fr=11 (0.1250), cf=0.579, gamma=4.632, delta=0.098, M=-1.986e+001
6 12 31 -> 39 fr=11 (0.1250), cf=0.579, gamma=4.632, delta=0.098, M=-1.986e+001
7 12 31 -> 39 fr=11 (0.1250), cf=0.579, gamma=4.632, delta=0.098, M=-1.986e+001
9 12 31 -> 39 fr=11 (0.1250), cf=0.579, gamma=4.632, delta=0.098, M=-1.986e+001
1 3 31 -> 39 fr=11 (0.1250), cf=0.579, gamma=4.632, delta=0.098, M=-1.986e+001
1 3 6 12 -> 39 fr=11 (0.1250), cf=0.579, gamma=4.632, delta=0.098, M=-1.986e+001
3 6 7 12 -> 39 fr=11 (0.1250), cf=0.579, gamma=4.632, delta=0.098, M=-1.986e+001
