8 -> 36 fr=37 (0.4157), cf=1.000, gamma=2.405, delta=0.243, M=-5.796e+001
7 18 20 31 -> 37 fr=18 (0.2022), cf=0.818, gamma=4.045, delta=0.152, M=-3.366e+001
7 18 20 21 -> 37 fr=18 (0.2022), cf=0.818, gamma=4.045, delta=0.152, M=-3.366e+001
7 18 21 23 -> 37 fr=18 (0.2022), cf=0.818, gamma=4.045, delta=0.152, M=-3.366e+001
1 6 18 20 21 -> 37 fr=18 (0.2022), cf=0.818, gamma=4.045, delta=0.152, M=-3.366e+001
1 18 20 23 31 -> 37 fr=18 (0.2022), cf=0.818, gamma=4.045, delta=0.152, M=-3.366e+001
6 20 31 -> 37 fr=18 (0.2022), cf=0.783, gamma=3.870, delta=0.150, M=-3.213e+001
6 23 31 -> 37 fr=18 (0.2022), cf=0.783, gamma=3.870, delta=0.150, M=-3.213e+001
7 20 31 -> 37 fr=18 (0.2022), cf=0.783, gamma=3.870, delta=0.150, M=-3.213e+001
1 6 15 20 -> 37 fr=18 (0.2022), cf=0.783, gamma=3.870, delta=0.150, M=-3.213e+001
1 15 20 21 -> 37 fr=18 (0.2022), cf=0.783, gamma=3.870, delta=0.150, M=-3.213e+001
1 20 23 31 -> 37 fr=18 (0.2022), cf=0.783, gamma=3.870, delta=0.150, M=-3.213e+001
1 20 21 31 -> 37 fr=18 (0.2022), cf=0.783, gamma=3.870, delta=0.150, M=-3.213e+001
1 18 23 31 -> 37 fr=18 (0.2022), cf=0.783, gamma=3.870, delta=0.150, M=-3.213e+001
6 18 20 21 -> 37 fr=18 (0.2022), cf=0.783, gamma=3.870, delta=0.150, M=-3.213e+001
6 18 21 23 -> 37 fr=18 (0.2022), cf=0.783, gamma=3.870, delta=0.150, M=-3.213e+001
7 18 23 31 -> 37 fr=18 (0.2022), cf=0.783, gamma=3.870, delta=0.150, M=-3.213e+001
1 10 31 -> 37 fr=15 (0.1685), cf=1.000, gamma=4.944, delta=0.134, M=-3.148e+001
1 10 18 -> 37 fr=15 (0.1685), cf=1.000, gamma=4.944, delta=0.134, M=-3.148e+001
6 10 31 -> 37 fr=15 (0.1685), cf=1.000, gamma=4.944, delta=0.134, M=-3.148e+001
6 10 18 -> 37 fr=15 (0.1685), cf=1.000, gamma=4.944, delta=0.134, M=-3.148e+001
7 10 31 -> 37 fr=15 (0.1685), cf=1.000, gamma=4.944, delta=0.134, M=-3.148e+001
7 10 18 -> 37 fr=15 (0.1685), cf=1.000, gamma=4.944, delta=0.134, M=-3.148e+001
3 18 23 -> 36 fr=34 (0.3820), cf=0.829, gamma=1.995, delta=0.191, M=-3.126e+001
19 24 -> 39 fr=11 (0.1236), cf=1.000, gamma=8.091, delta=0.108, M=-3.123e+001
6 24 -> 39 fr=11 (0.1236), cf=1.000, gamma=8.091, delta=0.108, M=-3.123e+001
7 24 -> 39 fr=11 (0.1236), cf=1.000, gamma=8.091, delta=0.108, M=-3.123e+001
6 16 19 -> 39 fr=11 (0.1236), cf=1.000, gamma=8.091, delta=0.108, M=-3.123e+001
6 19 31 -> 39 fr=11 (0.1236), cf=1.000, gamma=8.091, delta=0.108, M=-3.123e+001
6 18 19 -> 39 fr=11 (0.1236), cf=1.000, gamma=8.091, delta=0.108, M=-3.123e+001
6 12 16 25 -> 39 fr=11 (0.1236), cf=1.000, gamma=8.091, delta=0.108, M=-3.123e+001
6 12 25 31 -> 39 fr=11 (0.1236), cf=1.000, gamma=8.091, delta=0.108, M=-3.123e+001
6 12 18 25 -> 39 fr=11 (0.1236), cf=1.000, gamma=8.091, delta=0.108, M=-3.123e+001
1 15 20 -> 37 fr=18 (0.2022), cf=0.750, gamma=3.708, delta=0.148, M=-3.075e+001
1 23 31 -> 37 fr=18 (0.2022), cf=0.750, gamma=3.708, delta=0.148, M=-3.075e+001
7 23 31 -> 37 fr=18 (0.2022), cf=0.750, gamma=3.708, delta=0.148, M=-3.075e+001
7 18 20 -> 37 fr=18 (0.2022), cf=0.750, gamma=3.708, delta=0.148, M=-3.075e+001
1 6 18 20 -> 37 fr=18 (0.2022), cf=0.750, gamma=3.708, delta=0.148, M=-3.075e+001
1 6 18 23 -> 37 fr=18 (0.2022), cf=0.750, gamma=3.708, delta=0.148, M=-3.075e+001
1 18 20 31 -> 37 fr=18 (0.2022), cf=0.750, gamma=3.708, delta=0.148, M=-3.075e+001
1 18 20 23 -> 37 fr=18 (0.2022), cf=0.750, gamma=3.708, delta=0.148, M=-3.075e+001
1 18 20 21 -> 37 fr=18 (0.2022), cf=0.750, gamma=3.708, delta=0.148, M=-3.075e+001
6 7 18 23 -> 37 fr=18 (0.2022), cf=0.750, gamma=3.708, delta=0.148, M=-3.075e+001
9 18 20 -> 36 fr=35 (0.3933), cf=0.795, gamma=1.913, delta=0.188, M=-3.067e+001
9 20 35 -> 36 fr=29 (0.3258), cf=0.935, gamma=2.250, delta=0.181, M=-3.043e+001
3 18 21 35 -> 36 fr=29 (0.3258), cf=0.935, gamma=2.250, delta=0.181, M=-3.043e+001
3 20 31 -> 36 fr=32 (0.3596), cf=0.865, gamma=2.080, delta=0.187, M=-3.019e+001
3 21 23 31 -> 36 fr=30 (0.3371), cf=0.909, gamma=2.187, delta=0.183, M=-3.008e+001
3 18 21 -> 36 fr=37 (0.4157), cf=0.725, gamma=1.745, delta=0.178, M=-3.007e+001
1 20 31 -> 37 fr=18 (0.2022), cf=0.720, gamma=3.560, delta=0.145, M=-2.947e+001
1 18 23 -> 37 fr=18 (0.2022), cf=0.720, gamma=3.560, delta=0.145, M=-2.947e+001
6 18 20 -> 37 fr=18 (0.2022), cf=0.720, gamma=3.560, delta=0.145, M=-2.947e+001
6 18 23 -> 37 fr=18 (0.2022), cf=0.720, gamma=3.560, delta=0.145, M=-2.947e+001
7 18 23 -> 37 fr=18 (0.2022), cf=0.720, gamma=3.560, delta=0.145, M=-2.947e+001
7 15 20 21 -> 37 fr=18 (0.2022), cf=0.720, gamma=3.560, delta=0.145, M=-2.947e+001
3 9 20 -> 36 fr=35 (0.3933), cf=0.778, gamma=1.871, delta=0.183, M=-2.921e+001
9 20 21 -> 36 fr=35 (0.3933), cf=0.778, gamma=1.871, delta=0.183, M=-2.921e+001
16 23 35 -> 36 fr=25 (0.2809), cf=1.000, gamma=2.405, delta=0.164, M=-2.914e+001
16 23 -> 36 fr=33 (0.3708), cf=0.825, gamma=1.984, delta=0.184, M=-2.894e+001
16 19 -> 39 fr=11 (0.1236), cf=0.917, gamma=7.417, delta=0.107, M=-2.874e+001
19 31 -> 39 fr=11 (0.1236), cf=0.917, gamma=7.417, delta=0.107, M=-2.874e+001
18 19 -> 39 fr=11 (0.1236), cf=0.917, gamma=7.417, delta=0.107, M=-2.874e+001
6 19 25 -> 39 fr=11 (0.1236), cf=0.917, gamma=7.417, delta=0.107, M=-2.874e+001
6 12 25 -> 39 fr=11 (0.1236), cf=0.917, gamma=7.417, delta=0.107, M=-2.874e+001
7 12 16 25 -> 39 fr=11 (0.1236), cf=0.917, gamma=7.417, delta=0.107, M=-2.874e+001
7 12 25 31 -> 39 fr=11 (0.1236), cf=0.917, gamma=7.417, delta=0.107, M=-2.874e+001
7 12 18 25 -> 39 fr=11 (0.1236), cf=0.917, gamma=7.417, delta=0.107, M=-2.874e+001
6 12 16 31 -> 39 fr=11 (0.1236), cf=0.917, gamma=7.417, delta=0.107, M=-2.874e+001
1 3 6 12 31 -> 39 fr=11 (0.1236), cf=0.917, gamma=7.417, delta=0.107, M=-2.874e+001
3 6 7 12 31 -> 39 fr=11 (0.1236), cf=0.917, gamma=7.417, delta=0.107, M=-2.874e+001
16 21 35 -> 36 fr=28 (0.3146), cf=0.933, gamma=2.245, delta=0.174, M=-2.862e+001
3 11 21 31 -> 36 fr=28 (0.3146), cf=0.933, gamma=2.245, delta=0.174, M=-2.862e+001
15 20 21 -> 37 fr=18 (0.2022), cf=0.692, gamma=3.423, delta=0.143, M=-2.829e+001
1 18 20 -> 37 fr=18 (0.2022), cf=0.692, gamma=3.423, delta=0.143, M=-2.829e+001
3 18 35 -> 36 fr=29 (0.3258), cf=0.906, gamma=2.180, delta=0.176, M=-2.821e+001
3 21 35 -> 36 fr=29 (0.3258), cf=0.906, gamma=2.180, delta=0.176, M=-2.821e+001
9 11 18 21 -> 36 fr=30 (0.3371), cf=0.882, gamma=2.122, delta=0.178, M=-2.807e+001
11 27 -> 36 fr=26 (0.2921), cf=0.963, gamma=2.316, delta=0.166, M=-2.770e+001
3 23 35 -> 36 fr=26 (0.2921), cf=0.963, gamma=2.316, delta=0.166, M=-2.770e+001
3 20 -> 36 fr=37 (0.4157), cf=0.698, gamma=1.679, delta=0.168, M=-2.763e+001
3 11 35 -> 36 fr=24 (0.2697), cf=1.000, gamma=2.405, delta=0.158, M=-2.753e+001
6 7 15 20 -> 37 fr=18 (0.2022), cf=0.667, gamma=3.296, delta=0.141, M=-2.720e+001
1 6 20 21 -> 37 fr=18 (0.2022), cf=0.667, gamma=3.296, delta=0.141, M=-2.720e+001
1 7 20 21 -> 37 fr=18 (0.2022), cf=0.667, gamma=3.296, delta=0.141, M=-2.720e+001
1 20 21 23 -> 37 fr=18 (0.2022), cf=0.667, gamma=3.296, delta=0.141, M=-2.720e+001
1 24 -> 39 fr=11 (0.1236), cf=0.846, gamma=6.846, delta=0.106, M=-2.687e+001
24 31 -> 39 fr=11 (0.1236), cf=0.846, gamma=6.846, delta=0.106, M=-2.687e+001
19 25 -> 39 fr=11 (0.1236), cf=0.846, gamma=6.846, delta=0.106, M=-2.687e+001
7 12 25 -> 39 fr=11 (0.1236), cf=0.846, gamma=6.846, delta=0.106, M=-2.687e+001
6 16 25 -> 39 fr=11 (0.1236), cf=0.846, gamma=6.846, delta=0.106, M=-2.687e+001
6 25 31 -> 39 fr=11 (0.1236), cf=0.846, gamma=6.846, delta=0.106, M=-2.687e+001
6 18 25 -> 39 fr=11 (0.1236), cf=0.846, gamma=6.846, delta=0.106, M=-2.687e+001
3 6 12 31 -> 39 fr=11 (0.1236), cf=0.846, gamma=6.846, delta=0.106, M=-2.687e+001
7 12 16 31 -> 39 fr=11 (0.1236), cf=0.846, gamma=6.846, delta=0.106, M=-2.687e+001
3 7 12 31 -> 39 fr=11 (0.1236), cf=0.846, gamma=6.846, delta=0.106, M=-2.687e+001
1 6 9 12 31 -> 39 fr=11 (0.1236), cf=0.846, gamma=6.846, delta=0.106, M=-2.687e+001
6 7 9 12 31 -> 39 fr=11 (0.1236), cf=0.846, gamma=6.846, delta=0.106, M=-2.687e+001
9 18 21 23 -> 36 fr=32 (0.3596), cf=0.821, gamma=1.974, delta=0.177, M=-2.682e+001
16 21 -> 36 fr=36 (0.4045), cf=0.720, gamma=1.732, delta=0.171, M=-2.672e+001
1 10 -> 37 fr=15 (0.1685), cf=0.882, gamma=4.363, delta=0.130, M=-2.664e+001
10 31 -> 37 fr=15 (0.1685), cf=0.882, gamma=4.363, delta=0.130, M=-2.664e+001
10 18 -> 37 fr=15 (0.1685), cf=0.882, gamma=4.363, delta=0.130, M=-2.664e+001
16 35 -> 36 fr=28 (0.3146), cf=0.903, gamma=2.173, delta=0.170, M=-2.644e+001
20 21 27 -> 36 fr=28 (0.3146), cf=0.903, gamma=2.173, delta=0.170, M=-2.644e+001
18 21 27 -> 36 fr=28 (0.3146), cf=0.903, gamma=2.173, delta=0.170, M=-2.644e+001
9 11 18 -> 36 fr=30 (0.3371), cf=0.857, gamma=2.062, delta=0.174, M=-2.626e+001
3 9 11 21 -> 36 fr=30 (0.3371), cf=0.857, gamma=2.062, delta=0.174, M=-2.626e+001
3 35 -> 36 fr=29 (0.3258), cf=0.879, gamma=2.114, delta=0.172, M=-2.625e+001
9 18 21 35 -> 36 fr=29 (0.3258), cf=0.879, gamma=2.114, delta=0.172, M=-2.625e+001
1 15 21 -> 37 fr=18 (0.2022), cf=0.643, gamma=3.179, delta=0.139, M=-2.617e+001
6 15 20 -> 37 fr=18 (0.2022), cf=0.643, gamma=3.179, delta=0.139, M=-2.617e+001
7 15 20 -> 37 fr=18 (0.2022), cf=0.643, gamma=3.179, delta=0.139, M=-2.617e+001
27 35 -> 36 fr=23 (0.2584), cf=1.000, gamma=2.405, delta=0.151, M=-2.598e+001
3 18 -> 36 fr=37 (0.4157), cf=0.673, gamma=1.618, delta=0.159, M=-2.536e+001
23 -> ~39 fr=75 (0.8427), cf=1.000, gamma=1.141, delta=0.104, M=-2.533e+001
12 25 31 -> 39 fr=11 (0.1236), cf=0.786, gamma=6.357, delta=0.104, M=-2.533e+001
7 16 25 -> 39 fr=11 (0.1236), cf=0.786, gamma=6.357, delta=0.104, M=-2.533e+001
7 25 31 -> 39 fr=11 (0.1236), cf=0.786, gamma=6.357, delta=0.104, M=-2.533e+001
7 18 25 -> 39 fr=11 (0.1236), cf=0.786, gamma=6.357, delta=0.104, M=-2.533e+001
6 12 16 -> 39 fr=11 (0.1236), cf=0.786, gamma=6.357, delta=0.104, M=-2.533e+001
1 12 16 25 -> 39 fr=11 (0.1236), cf=0.786, gamma=6.357, delta=0.104, M=-2.533e+001
1 12 18 25 -> 39 fr=11 (0.1236), cf=0.786, gamma=6.357, delta=0.104, M=-2.533e+001
6 9 12 31 -> 39 fr=11 (0.1236), cf=0.786, gamma=6.357, delta=0.104, M=-2.533e+001
7 9 12 31 -> 39 fr=11 (0.1236), cf=0.786, gamma=6.357, delta=0.104, M=-2.533e+001
1 3 6 12 18 -> 39 fr=11 (0.1236), cf=0.786, gamma=6.357, delta=0.104, M=-2.533e+001
3 6 7 12 18 -> 39 fr=11 (0.1236), cf=0.786, gamma=6.357, delta=0.104, M=-2.533e+001
27 31 -> 36 fr=26 (0.2921), cf=0.929, gamma=2.234, delta=0.161, M=-2.525e+001
9 18 23 35 -> 36 fr=26 (0.2921), cf=0.929, gamma=2.234, delta=0.161, M=-2.525e+001
9 20 -> 36 fr=35 (0.3933), cf=0.729, gamma=1.754, delta=0.169, M=-2.525e+001
15 20 -> 37 fr=18 (0.2022), cf=0.621, gamma=3.069, delta=0.136, M=-2.520e+001
1 6 15 -> 37 fr=18 (0.2022), cf=0.621, gamma=3.069, delta=0.136, M=-2.520e+001
1 6 20 -> 37 fr=18 (0.2022), cf=0.621, gamma=3.069, delta=0.136, M=-2.520e+001
1 20 21 -> 37 fr=18 (0.2022), cf=0.621, gamma=3.069, delta=0.136, M=-2.520e+001
7 20 21 -> 37 fr=18 (0.2022), cf=0.621, gamma=3.069, delta=0.136, M=-2.520e+001
9 17 -> 42 fr=9 (0.1011), cf=0.900, gamma=8.900, delta=0.090, M=-2.488e+001
1 3 9 15 -> 42 fr=9 (0.1011), cf=0.900, gamma=8.900, delta=0.090, M=-2.488e+001
3 7 9 15 -> 42 fr=9 (0.1011), cf=0.900, gamma=8.900, delta=0.090, M=-2.488e+001
3 23 31 -> 36 fr=30 (0.3371), cf=0.833, gamma=2.005, delta=0.169, M=-2.460e+001
9 11 35 -> 36 fr=24 (0.2697), cf=0.960, gamma=2.309, delta=0.153, M=-2.453e+001
20 27 -> 36 fr=28 (0.3146), cf=0.875, gamma=2.105, delta=0.165, M=-2.453e+001
18 27 -> 36 fr=28 (0.3146), cf=0.875, gamma=2.105, delta=0.165, M=-2.453e+001
21 27 -> 36 fr=28 (0.3146), cf=0.875, gamma=2.105, delta=0.165, M=-2.453e+001
3 11 31 -> 36 fr=28 (0.3146), cf=0.875, gamma=2.105, delta=0.165, M=-2.453e+001
20 35 -> 36 fr=29 (0.3258), cf=0.853, gamma=2.052, delta=0.167, M=-2.448e+001
9 18 35 -> 36 fr=29 (0.3258), cf=0.853, gamma=2.052, delta=0.167, M=-2.448e+001
9 21 35 -> 36 fr=29 (0.3258), cf=0.853, gamma=2.052, delta=0.167, M=-2.448e+001
1 15 -> 37 fr=18 (0.2022), cf=0.600, gamma=2.967, delta=0.134, M=-2.428e+001
7 15 21 -> 37 fr=18 (0.2022), cf=0.600, gamma=2.967, delta=0.134, M=-2.428e+001
1 7 20 -> 37 fr=18 (0.2022), cf=0.600, gamma=2.967, delta=0.134, M=-2.428e+001
1 20 23 -> 37 fr=18 (0.2022), cf=0.600, gamma=2.967, delta=0.134, M=-2.428e+001
6 20 21 -> 37 fr=18 (0.2022), cf=0.600, gamma=2.967, delta=0.134, M=-2.428e+001
1 12 25 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
12 16 25 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
12 18 25 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
7 12 16 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
6 16 31 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
1 12 16 31 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
1 3 12 31 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
3 6 12 18 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
3 7 12 18 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
1 3 6 31 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
3 6 7 31 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
1 6 9 12 18 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
6 7 9 12 18 -> 39 fr=11 (0.1236), cf=0.733, gamma=5.933, delta=0.103, M=-2.401e+001
3 11 21 -> 36 fr=32 (0.3596), cf=0.780, gamma=1.877, delta=0.168, M=-2.390e+001
15 21 -> 37 fr=18 (0.2022), cf=0.581, gamma=2.871, delta=0.132, M=-2.341e+001
7 21 31 -> 37 fr=18 (0.2022), cf=0.581, gamma=2.871, delta=0.132, M=-2.341e+001
1 6 21 31 -> 37 fr=18 (0.2022), cf=0.581, gamma=2.871, delta=0.132, M=-2.341e+001
6 10 21 -> 37 fr=15 (0.1685), cf=0.789, gamma=3.904, delta=0.125, M=-2.337e+001
7 10 21 -> 37 fr=15 (0.1685), cf=0.789, gamma=3.904, delta=0.125, M=-2.337e+001
9 23 35 -> 36 fr=26 (0.2921), cf=0.897, gamma=2.157, delta=0.157, M=-2.317e+001
3 9 15 -> 42 fr=9 (0.1011), cf=0.818, gamma=8.091, delta=0.089, M=-2.317e+001
3 9 11 -> 36 fr=30 (0.3371), cf=0.811, gamma=1.950, delta=0.164, M=-2.307e+001
9 11 21 -> 36 fr=30 (0.3371), cf=0.811, gamma=1.950, delta=0.164, M=-2.307e+001
16 27 -> 36 fr=27 (0.3034), cf=0.871, gamma=2.095, delta=0.159, M=-2.290e+001
9 35 -> 36 fr=29 (0.3258), cf=0.829, gamma=1.993, delta=0.162, M=-2.286e+001
12 25 -> 39 fr=11 (0.1236), cf=0.688, gamma=5.563, delta=0.101, M=-2.285e+001
6 25 -> 39 fr=11 (0.1236), cf=0.688, gamma=5.563, delta=0.101, M=-2.285e+001
25 31 -> 39 fr=11 (0.1236), cf=0.688, gamma=5.563, delta=0.101, M=-2.285e+001
1 16 25 -> 39 fr=11 (0.1236), cf=0.688, gamma=5.563, delta=0.101, M=-2.285e+001
1 18 25 -> 39 fr=11 (0.1236), cf=0.688, gamma=5.563, delta=0.101, M=-2.285e+001
12 16 31 -> 39 fr=11 (0.1236), cf=0.688, gamma=5.563, delta=0.101, M=-2.285e+001
3 6 31 -> 39 fr=11 (0.1236), cf=0.688, gamma=5.563, delta=0.101, M=-2.285e+001
7 16 31 -> 39 fr=11 (0.1236), cf=0.688, gamma=5.563, delta=0.101, M=-2.285e+001
1 9 12 31 -> 39 fr=11 (0.1236), cf=0.688, gamma=5.563, delta=0.101, M=-2.285e+001
6 9 12 18 -> 39 fr=11 (0.1236), cf=0.688, gamma=5.563, delta=0.101, M=-2.285e+001
7 9 12 18 -> 39 fr=11 (0.1236), cf=0.688, gamma=5.563, delta=0.101, M=-2.285e+001
3 7 18 31 -> 39 fr=11 (0.1236), cf=0.688, gamma=5.563, delta=0.101, M=-2.285e+001
27 -> 36 fr=28 (0.3146), cf=0.848, gamma=2.041, delta=0.160, M=-2.280e+001
1 20 -> 37 fr=18 (0.2022), cf=0.563, gamma=2.781, delta=0.130, M=-2.258e+001
1 21 23 -> 37 fr=18 (0.2022), cf=0.563, gamma=2.781, delta=0.130, M=-2.258e+001
6 21 31 -> 37 fr=18 (0.2022), cf=0.563, gamma=2.781, delta=0.130, M=-2.258e+001
7 18 21 -> 37 fr=18 (0.2022), cf=0.563, gamma=2.781, delta=0.130, M=-2.258e+001
1 6 18 21 -> 37 fr=18 (0.2022), cf=0.563, gamma=2.781, delta=0.130, M=-2.258e+001
9 18 23 -> 36 fr=32 (0.3596), cf=0.762, gamma=1.833, delta=0.163, M=-2.257e+001
6 19 -> 39 fr=11 (0.1236), cf=0.647, gamma=5.235, delta=0.100, M=-2.181e+001
7 25 -> 39 fr=11 (0.1236), cf=0.647, gamma=5.235, delta=0.100, M=-2.181e+001
16 25 -> 39 fr=11 (0.1236), cf=0.647, gamma=5.235, delta=0.100, M=-2.181e+001
18 25 -> 39 fr=11 (0.1236), cf=0.647, gamma=5.235, delta=0.100, M=-2.181e+001
