45 -> ~103 fr=10893 (0.6051), cf=0.997, gamma=1.036, delta=0.021, M=-5.059e+002
40 50 80 -> ~103 fr=3358 (0.1865), cf=0.996, gamma=1.035, delta=0.006, M=-9.973e+001
63 -> ~104 fr=2311 (0.1284), cf=1.000, gamma=1.041, delta=0.005, M=-9.938e+001
30 34 80 -> ~101 fr=5636 (0.3131), cf=0.987, gamma=1.028, delta=0.009, M=-9.819e+001
62 -> ~101 fr=2208 (0.1227), cf=1.000, gamma=1.042, delta=0.005, M=-9.792e+001
65 -> ~105 fr=9465 (0.5258), cf=0.979, gamma=1.019, delta=0.010, M=-9.707e+001
69 -> ~105 fr=2251 (0.1250), cf=1.000, gamma=1.041, delta=0.005, M=-9.648e+001
50 80 -> ~103 fr=7012 (0.3895), cf=0.985, gamma=1.023, delta=0.009, M=-9.538e+001
72 -> ~104 fr=2219 (0.1233), cf=1.000, gamma=1.041, delta=0.005, M=-9.515e+001
63 -> ~103 fr=2311 (0.1284), cf=1.000, gamma=1.039, delta=0.005, M=-9.494e+001
62 -> ~104 fr=2208 (0.1227), cf=1.000, gamma=1.041, delta=0.005, M=-9.464e+001
34 50 -> ~103 fr=3811 (0.2117), cf=0.993, gamma=1.032, delta=0.007, M=-9.268e+001
63 -> ~88 fr=2311 (0.1284), cf=1.000, gamma=1.038, delta=0.005, M=-9.265e+001
62 -> ~102 fr=2208 (0.1227), cf=1.000, gamma=1.040, delta=0.005, M=-9.191e+001
63 -> ~102 fr=2310 (0.1283), cf=1.000, gamma=1.039, delta=0.005, M=-9.184e+001
62 -> ~103 fr=2208 (0.1227), cf=1.000, gamma=1.039, delta=0.005, M=-9.041e+001
35 80 -> ~106 fr=3140 (0.1744), cf=0.996, gamma=1.034, delta=0.006, M=-9.003e+001
74 -> ~106 fr=2235 (0.1242), cf=1.000, gamma=1.038, delta=0.005, M=-8.939e+001
72 -> ~106 fr=2219 (0.1233), cf=1.000, gamma=1.038, delta=0.005, M=-8.870e+001
62 -> ~88 fr=2208 (0.1227), cf=1.000, gamma=1.038, delta=0.005, M=-8.823e+001
20 24 45 -> ~88 fr=3599 (0.1999), cf=0.994, gamma=1.032, delta=0.006, M=-8.679e+001
54 -> ~105 fr=2213 (0.1229), cf=0.999, gamma=1.040, delta=0.005, M=-8.622e+001
34 80 -> ~101 fr=7487 (0.4159), cf=0.980, gamma=1.022, delta=0.009, M=-8.567e+001
30 34 -> ~101 fr=6253 (0.3474), cf=0.983, gamma=1.025, delta=0.008, M=-8.377e+001
20 24 50 -> ~103 fr=3030 (0.1683), cf=0.995, gamma=1.034, delta=0.006, M=-8.372e+001
50 60 -> ~100 fr=5070 (0.2816), cf=0.987, gamma=1.028, delta=0.008, M=-8.357e+001
33 -> ~100 fr=2265 (0.1258), cf=0.998, gamma=1.040, delta=0.005, M=-8.299e+001
54 -> ~101 fr=2211 (0.1228), cf=0.998, gamma=1.041, delta=0.005, M=-8.269e+001
14 20 -> ~103 fr=2581 (0.1434), cf=0.997, gamma=1.036, delta=0.005, M=-8.233e+001
69 -> ~102 fr=2248 (0.1249), cf=0.999, gamma=1.038, delta=0.005, M=-8.170e+001
54 -> ~102 fr=2212 (0.1229), cf=0.999, gamma=1.038, delta=0.005, M=-8.015e+001
40 50 -> ~103 fr=4236 (0.2353), cf=0.990, gamma=1.029, delta=0.007, M=-7.845e+001
73 -> ~104 fr=1840 (0.1022), cf=1.000, gamma=1.041, delta=0.004, M=-7.796e+001
74 -> ~104 fr=2230 (0.1239), cf=0.998, gamma=1.039, delta=0.005, M=-7.737e+001
50 60 -> ~105 fr=5066 (0.2814), cf=0.986, gamma=1.026, delta=0.007, M=-7.604e+001
35 55 -> ~106 fr=3842 (0.2134), cf=0.991, gamma=1.029, delta=0.006, M=-7.467e+001
