45 -> ~103 fr=10876 (0.6046), cf=0.997, gamma=1.036, delta=0.021, M=-5.084e+002
80 -> ~105 fr=14470 (0.8043), cf=0.975, gamma=1.014, delta=0.011, M=-1.701e+002
75 -> ~100 fr=11487 (0.6385), cf=0.980, gamma=1.020, delta=0.013, M=-1.633e+002
64 -> ~103 fr=3777 (0.2099), cf=1.000, gamma=1.039, delta=0.008, M=-1.630e+002
50 80 -> ~101 fr=7006 (0.3894), cf=0.989, gamma=1.031, delta=0.012, M=-1.629e+002
80 -> ~100 fr=14458 (0.8037), cf=0.974, gamma=1.014, delta=0.011, M=-1.617e+002
45 60 75 -> ~105 fr=4806 (0.2671), cf=0.996, gamma=1.037, delta=0.009, M=-1.589e+002
64 -> ~101 fr=3771 (0.2096), cf=0.998, gamma=1.041, delta=0.008, M=-1.510e+002
60 75 -> ~105 fr=7054 (0.3921), cf=0.989, gamma=1.029, delta=0.011, M=-1.455e+002
30 50 -> ~105 fr=5307 (0.2950), cf=0.993, gamma=1.033, delta=0.010, M=-1.386e+002
39 -> ~101 fr=3084 (0.1714), cf=0.999, gamma=1.042, delta=0.007, M=-1.313e+002
35 -> ~104 fr=4540 (0.2524), cf=0.994, gamma=1.035, delta=0.008, M=-1.277e+002
30 45 75 -> ~105 fr=5315 (0.2954), cf=0.992, gamma=1.032, delta=0.009, M=-1.276e+002
60 65 -> ~105 fr=6465 (0.3594), cf=0.988, gamma=1.028, delta=0.010, M=-1.231e+002
34 -> ~102 fr=8657 (0.4812), cf=0.983, gamma=1.022, delta=0.010, M=-1.135e+002
34 50 80 -> ~103 fr=3119 (0.1734), cf=0.998, gamma=1.037, delta=0.006, M=-1.116e+002
64 75 -> ~88 fr=2850 (0.1584), cf=1.000, gamma=1.038, delta=0.006, M=-1.113e+002
45 75 -> ~105 fr=7908 (0.4396), cf=0.983, gamma=1.023, delta=0.010, M=-1.096e+002
30 50 -> ~100 fr=5289 (0.2940), cf=0.989, gamma=1.030, delta=0.009, M=-1.087e+002
64 -> ~88 fr=3762 (0.2091), cf=0.996, gamma=1.034, delta=0.007, M=-1.086e+002
38 -> ~101 fr=2395 (0.1331), cf=1.000, gamma=1.042, delta=0.005, M=-1.068e+002
75 -> ~105 fr=11445 (0.6362), cf=0.976, gamma=1.016, delta=0.010, M=-1.050e+002
40 50 80 -> ~103 fr=3333 (0.1853), cf=0.997, gamma=1.036, delta=0.006, M=-1.038e+002
63 -> ~101 fr=2298 (0.1277), cf=1.000, gamma=1.042, delta=0.005, M=-1.021e+002
30 50 -> ~102 fr=5289 (0.2940), cf=0.989, gamma=1.029, delta=0.008, M=-1.005e+002
30 34 80 -> ~101 fr=5598 (0.3112), cf=0.987, gamma=1.029, delta=0.009, M=-9.926e+001
63 -> ~104 fr=2298 (0.1277), cf=1.000, gamma=1.041, delta=0.005, M=-9.886e+001
62 -> ~101 fr=2214 (0.1231), cf=1.000, gamma=1.042, delta=0.005, M=-9.814e+001
34 50 -> ~103 fr=3765 (0.2093), cf=0.994, gamma=1.033, delta=0.007, M=-9.689e+001
35 80 -> ~106 fr=3174 (0.1764), cf=0.997, gamma=1.035, delta=0.006, M=-9.634e+001
72 -> ~104 fr=2223 (0.1236), cf=1.000, gamma=1.041, delta=0.005, M=-9.540e+001
62 -> ~104 fr=2214 (0.1231), cf=1.000, gamma=1.041, delta=0.005, M=-9.499e+001
63 -> ~103 fr=2298 (0.1277), cf=1.000, gamma=1.039, delta=0.005, M=-9.444e+001
50 80 -> ~103 fr=6974 (0.3877), cf=0.985, gamma=1.023, delta=0.009, M=-9.410e+001
14 20 -> ~103 fr=2569 (0.1428), cf=0.999, gamma=1.038, delta=0.005, M=-9.409e+001
65 -> ~105 fr=9493 (0.5277), cf=0.979, gamma=1.019, delta=0.010, M=-9.325e+001
69 -> ~105 fr=2276 (0.1265), cf=1.000, gamma=1.040, delta=0.005, M=-9.306e+001
62 -> ~102 fr=2214 (0.1231), cf=1.000, gamma=1.040, delta=0.005, M=-9.211e+001
63 -> ~88 fr=2298 (0.1277), cf=1.000, gamma=1.038, delta=0.005, M=-9.202e+001
63 -> ~102 fr=2297 (0.1277), cf=1.000, gamma=1.039, delta=0.005, M=-9.120e+001
62 -> ~103 fr=2214 (0.1231), cf=1.000, gamma=1.039, delta=0.005, M=-9.074e+001
34 80 -> ~101 fr=7451 (0.4142), cf=0.981, gamma=1.023, delta=0.009, M=-9.061e+001
72 -> ~106 fr=2223 (0.1236), cf=1.000, gamma=1.038, delta=0.005, M=-8.880e+001
20 24 45 -> ~88 fr=3594 (0.1998), cf=0.994, gamma=1.032, delta=0.006, M=-8.849e+001
62 -> ~88 fr=2214 (0.1231), cf=1.000, gamma=1.038, delta=0.005, M=-8.842e+001
74 -> ~106 fr=2207 (0.1227), cf=1.000, gamma=1.038, delta=0.005, M=-8.812e+001
54 -> ~105 fr=2190 (0.1217), cf=0.999, gamma=1.040, delta=0.005, M=-8.526e+001
54 -> ~101 fr=2189 (0.1217), cf=0.999, gamma=1.041, delta=0.005, M=-8.487e+001
33 -> ~100 fr=2226 (0.1237), cf=0.999, gamma=1.040, delta=0.005, M=-8.456e+001
50 60 -> ~100 fr=5022 (0.2792), cf=0.987, gamma=1.028, delta=0.008, M=-8.320e+001
80 -> ~101 fr=14382 (0.7994), cf=0.969, gamma=1.010, delta=0.008, M=-8.002e+001
20 24 50 -> ~103 fr=2985 (0.1659), cf=0.995, gamma=1.034, delta=0.005, M=-7.978e+001
69 -> ~102 fr=2273 (0.1263), cf=0.998, gamma=1.038, delta=0.005, M=-7.949e+001
54 -> ~102 fr=2189 (0.1217), cf=0.999, gamma=1.038, delta=0.004, M=-7.909e+001
30 34 -> ~101 fr=6235 (0.3466), cf=0.982, gamma=1.024, delta=0.008, M=-7.846e+001
40 50 60 -> ~103 fr=2411 (0.1340), cf=0.998, gamma=1.037, delta=0.005, M=-7.806e+001
73 -> ~104 fr=1837 (0.1021), cf=1.000, gamma=1.041, delta=0.004, M=-7.789e+001
20 44 -> ~100 fr=2149 (0.1195), cf=0.998, gamma=1.039, delta=0.004, M=-7.494e+001
40 50 -> ~103 fr=4227 (0.2350), cf=0.989, gamma=1.028, delta=0.006, M=-7.377e+001
20 24 75 -> ~88 fr=3361 (0.1868), cf=0.993, gamma=1.031, delta=0.006, M=-7.377e+001
73 -> ~106 fr=1837 (0.1021), cf=1.000, gamma=1.038, delta=0.004, M=-7.250e+001
73 -> ~88 fr=1837 (0.1021), cf=1.000, gamma=1.038, delta=0.004, M=-7.250e+001
