45 -> ~103 fr=10930 (0.6076), cf=0.997, gamma=1.036, delta=0.021, M=-5.092e+002
34 -> ~100 fr=8700 (0.4837), cf=0.988, gamma=1.029, delta=0.013, M=-1.922e+002
80 -> ~100 fr=14513 (0.8068), cf=0.975, gamma=1.015, delta=0.012, M=-1.910e+002
40 45 -> ~104 fr=6367 (0.3540), cf=0.994, gamma=1.034, delta=0.012, M=-1.899e+002
40 -> ~104 fr=10934 (0.6078), cf=0.983, gamma=1.023, delta=0.014, M=-1.878e+002
30 50 80 -> ~103 fr=4896 (0.2722), cf=0.998, gamma=1.037, delta=0.010, M=-1.860e+002
30 50 -> ~103 fr=5365 (0.2983), cf=0.997, gamma=1.036, delta=0.010, M=-1.852e+002
30 50 80 -> ~105 fr=4892 (0.2720), cf=0.998, gamma=1.038, delta=0.010, M=-1.828e+002
80 -> ~105 fr=14514 (0.8069), cf=0.975, gamma=1.015, delta=0.012, M=-1.827e+002
30 65 -> ~100 fr=6873 (0.3821), cf=0.991, gamma=1.032, delta=0.012, M=-1.769e+002
30 75 -> ~100 fr=7945 (0.4417), cf=0.988, gamma=1.029, delta=0.013, M=-1.729e+002
65 -> ~100 fr=9514 (0.5289), cf=0.985, gamma=1.025, delta=0.013, M=-1.728e+002
50 80 -> ~101 fr=7042 (0.3915), cf=0.989, gamma=1.031, delta=0.012, M=-1.665e+002
64 -> ~103 fr=3804 (0.2115), cf=1.000, gamma=1.039, delta=0.008, M=-1.641e+002
45 60 75 -> ~105 fr=4831 (0.2686), cf=0.996, gamma=1.037, delta=0.010, M=-1.602e+002
64 -> ~101 fr=3799 (0.2112), cf=0.999, gamma=1.041, delta=0.008, M=-1.559e+002
75 -> ~100 fr=11437 (0.6358), cf=0.979, gamma=1.020, delta=0.012, M=-1.513e+002
60 75 -> ~105 fr=7046 (0.3917), cf=0.988, gamma=1.029, delta=0.011, M=-1.436e+002
30 50 -> ~105 fr=5343 (0.2970), cf=0.993, gamma=1.034, delta=0.010, M=-1.423e+002
39 -> ~101 fr=3083 (0.1714), cf=0.999, gamma=1.042, delta=0.007, M=-1.312e+002
35 80 -> ~104 fr=3148 (0.1750), cf=0.999, gamma=1.040, delta=0.007, M=-1.299e+002
30 45 75 -> ~105 fr=5326 (0.2961), cf=0.992, gamma=1.032, delta=0.009, M=-1.281e+002
34 -> ~102 fr=8664 (0.4817), cf=0.984, gamma=1.023, delta=0.011, M=-1.226e+002
60 65 -> ~105 fr=6421 (0.3570), cf=0.988, gamma=1.028, delta=0.010, M=-1.211e+002
35 -> ~104 fr=4513 (0.2509), cf=0.993, gamma=1.034, delta=0.008, M=-1.203e+002
64 75 -> ~88 fr=2855 (0.1587), cf=1.000, gamma=1.038, delta=0.006, M=-1.116e+002
45 75 -> ~105 fr=7916 (0.4401), cf=0.983, gamma=1.024, delta=0.010, M=-1.113e+002
38 -> ~101 fr=2424 (0.1348), cf=1.000, gamma=1.042, delta=0.005, M=-1.082e+002
30 50 -> ~100 fr=5321 (0.2958), cf=0.989, gamma=1.030, delta=0.009, M=-1.054e+002
64 -> ~88 fr=3787 (0.2105), cf=0.996, gamma=1.033, delta=0.007, M=-1.050e+002
34 50 80 -> ~103 fr=3134 (0.1742), cf=0.997, gamma=1.036, delta=0.006, M=-1.031e+002
63 -> ~101 fr=2306 (0.1282), cf=1.000, gamma=1.042, delta=0.005, M=-1.025e+002
75 -> ~105 fr=11401 (0.6338), cf=0.976, gamma=1.016, delta=0.010, M=-1.019e+002
30 34 80 -> ~101 fr=5623 (0.3126), cf=0.987, gamma=1.029, delta=0.009, M=-1.003e+002
63 -> ~104 fr=2306 (0.1282), cf=1.000, gamma=1.041, delta=0.005, M=-9.924e+001
30 50 -> ~102 fr=5322 (0.2959), cf=0.989, gamma=1.028, delta=0.008, M=-9.881e+001
62 -> ~101 fr=2215 (0.1231), cf=1.000, gamma=1.042, delta=0.005, M=-9.820e+001
40 50 80 -> ~103 fr=3335 (0.1854), cf=0.996, gamma=1.035, delta=0.006, M=-9.628e+001
34 50 -> ~103 fr=3781 (0.2102), cf=0.994, gamma=1.033, delta=0.007, M=-9.532e+001
72 -> ~104 fr=2216 (0.1232), cf=1.000, gamma=1.041, delta=0.005, M=-9.509e+001
62 -> ~104 fr=2215 (0.1231), cf=1.000, gamma=1.041, delta=0.005, M=-9.505e+001
63 -> ~103 fr=2306 (0.1282), cf=1.000, gamma=1.039, delta=0.005, M=-9.466e+001
65 -> ~105 fr=9456 (0.5257), cf=0.979, gamma=1.019, delta=0.010, M=-9.283e+001
50 80 -> ~103 fr=7007 (0.3895), cf=0.985, gamma=1.023, delta=0.009, M=-9.260e+001
69 -> ~105 fr=2262 (0.1258), cf=1.000, gamma=1.040, delta=0.005, M=-9.244e+001
63 -> ~88 fr=2306 (0.1282), cf=1.000, gamma=1.038, delta=0.005, M=-9.237e+001
62 -> ~102 fr=2215 (0.1231), cf=1.000, gamma=1.040, delta=0.005, M=-9.217e+001
63 -> ~102 fr=2305 (0.1281), cf=1.000, gamma=1.039, delta=0.005, M=-9.156e+001
62 -> ~103 fr=2215 (0.1231), cf=1.000, gamma=1.039, delta=0.005, M=-9.066e+001
74 -> ~106 fr=2260 (0.1256), cf=1.000, gamma=1.038, delta=0.005, M=-9.040e+001
35 80 -> ~106 fr=3138 (0.1744), cf=0.996, gamma=1.034, delta=0.006, M=-8.987e+001
20 24 45 -> ~88 fr=3613 (0.2009), cf=0.994, gamma=1.032, delta=0.006, M=-8.926e+001
72 -> ~106 fr=2216 (0.1232), cf=1.000, gamma=1.038, delta=0.005, M=-8.851e+001
62 -> ~88 fr=2215 (0.1231), cf=1.000, gamma=1.038, delta=0.005, M=-8.847e+001
34 80 -> ~101 fr=7484 (0.4161), cf=0.981, gamma=1.022, delta=0.009, M=-8.758e+001
20 24 50 -> ~103 fr=2988 (0.1661), cf=0.996, gamma=1.035, delta=0.006, M=-8.653e+001
54 -> ~105 fr=2195 (0.1220), cf=0.999, gamma=1.040, delta=0.005, M=-8.549e+001
30 34 -> ~101 fr=6237 (0.3467), cf=0.983, gamma=1.025, delta=0.008, M=-8.538e+001
50 60 -> ~100 fr=5040 (0.2802), cf=0.987, gamma=1.028, delta=0.008, M=-8.527e+001
33 -> ~100 fr=2250 (0.1251), cf=0.998, gamma=1.040, delta=0.005, M=-8.240e+001
54 -> ~101 fr=2193 (0.1219), cf=0.998, gamma=1.040, delta=0.005, M=-8.182e+001
14 20 -> ~103 fr=2515 (0.1398), cf=0.997, gamma=1.036, delta=0.005, M=-7.952e+001
54 -> ~102 fr=2194 (0.1220), cf=0.999, gamma=1.038, delta=0.004, M=-7.932e+001
80 -> ~101 fr=14417 (0.8015), cf=0.968, gamma=1.010, delta=0.008, M=-7.911e+001
69 -> ~102 fr=2259 (0.1256), cf=0.998, gamma=1.038, delta=0.005, M=-7.890e+001
73 -> ~104 fr=1832 (0.1018), cf=1.000, gamma=1.041, delta=0.004, M=-7.767e+001
20 24 75 -> ~88 fr=3357 (0.1866), cf=0.993, gamma=1.031, delta=0.006, M=-7.545e+001
30 45 -> ~105 fr=6780 (0.3769), cf=0.981, gamma=1.022, delta=0.008, M=-7.399e+001
