45 -> ~103 fr=10846 (0.6027), cf=0.997, gamma=1.036, delta=0.021, M=-5.053e+002
40 -> ~105 fr=10992 (0.6108), cf=0.984, gamma=1.024, delta=0.015, M=-2.135e+002
65 -> ~106 fr=9588 (0.5328), cf=0.989, gamma=1.026, delta=0.014, M=-2.082e+002
65 80 -> ~100 fr=7706 (0.4282), cf=0.991, gamma=1.032, delta=0.013, M=-2.065e+002
34 -> ~100 fr=8690 (0.4829), cf=0.988, gamma=1.029, delta=0.014, M=-2.000e+002
40 45 -> ~104 fr=6289 (0.3495), cf=0.995, gamma=1.035, delta=0.012, M=-1.993e+002
30 50 80 -> ~100 fr=4871 (0.2707), cf=0.998, gamma=1.040, delta=0.010, M=-1.940e+002
30 50 -> ~103 fr=5346 (0.2971), cf=0.997, gamma=1.036, delta=0.010, M=-1.902e+002
40 -> ~104 fr=10975 (0.6099), cf=0.983, gamma=1.023, delta=0.014, M=-1.870e+002
65 -> ~100 fr=9555 (0.5310), cf=0.985, gamma=1.026, delta=0.014, M=-1.854e+002
30 75 -> ~100 fr=7976 (0.4432), cf=0.988, gamma=1.029, delta=0.013, M=-1.760e+002
30 50 80 -> ~105 fr=4866 (0.2704), cf=0.997, gamma=1.038, delta=0.010, M=-1.755e+002
80 -> ~105 fr=14473 (0.8042), cf=0.975, gamma=1.015, delta=0.012, M=-1.728e+002
80 -> ~100 fr=14466 (0.8038), cf=0.974, gamma=1.015, delta=0.012, M=-1.718e+002
64 -> ~103 fr=3790 (0.2106), cf=1.000, gamma=1.039, delta=0.008, M=-1.636e+002
75 -> ~100 fr=11464 (0.6370), cf=0.980, gamma=1.021, delta=0.013, M=-1.631e+002
50 80 -> ~101 fr=6976 (0.3876), cf=0.989, gamma=1.031, delta=0.012, M=-1.599e+002
45 60 75 -> ~105 fr=4778 (0.2655), cf=0.996, gamma=1.037, delta=0.009, M=-1.575e+002
64 -> ~101 fr=3784 (0.2103), cf=0.998, gamma=1.041, delta=0.008, M=-1.518e+002
30 50 -> ~105 fr=5322 (0.2957), cf=0.993, gamma=1.034, delta=0.010, M=-1.412e+002
60 75 -> ~105 fr=7056 (0.3921), cf=0.988, gamma=1.029, delta=0.011, M=-1.407e+002
39 -> ~101 fr=3083 (0.1713), cf=0.999, gamma=1.042, delta=0.007, M=-1.314e+002
30 45 75 -> ~105 fr=5277 (0.2932), cf=0.992, gamma=1.032, delta=0.009, M=-1.294e+002
35 80 -> ~104 fr=3157 (0.1754), cf=0.999, gamma=1.040, delta=0.007, M=-1.263e+002
35 -> ~104 fr=4539 (0.2522), cf=0.993, gamma=1.034, delta=0.008, M=-1.214e+002
60 65 -> ~105 fr=6473 (0.3597), cf=0.988, gamma=1.028, delta=0.010, M=-1.203e+002
34 -> ~102 fr=8643 (0.4803), cf=0.983, gamma=1.022, delta=0.010, M=-1.140e+002
64 75 -> ~88 fr=2858 (0.1588), cf=1.000, gamma=1.038, delta=0.006, M=-1.117e+002
45 75 -> ~105 fr=7843 (0.4358), cf=0.983, gamma=1.023, delta=0.010, M=-1.068e+002
38 -> ~101 fr=2390 (0.1328), cf=1.000, gamma=1.042, delta=0.005, M=-1.067e+002
34 50 80 -> ~103 fr=3114 (0.1730), cf=0.998, gamma=1.037, delta=0.006, M=-1.052e+002
64 -> ~88 fr=3773 (0.2097), cf=0.996, gamma=1.033, delta=0.007, M=-1.043e+002
34 50 -> ~103 fr=3768 (0.2094), cf=0.995, gamma=1.034, delta=0.007, M=-1.034e+002
63 -> ~101 fr=2293 (0.1274), cf=1.000, gamma=1.042, delta=0.005, M=-1.020e+002
30 50 -> ~102 fr=5303 (0.2947), cf=0.989, gamma=1.029, delta=0.008, M=-1.010e+002
40 50 80 -> ~103 fr=3332 (0.1852), cf=0.996, gamma=1.035, delta=0.006, M=-9.868e+001
63 -> ~104 fr=2293 (0.1274), cf=1.000, gamma=1.041, delta=0.005, M=-9.859e+001
30 34 80 -> ~101 fr=5606 (0.3115), cf=0.987, gamma=1.028, delta=0.009, M=-9.841e+001
62 -> ~101 fr=2216 (0.1231), cf=1.000, gamma=1.042, delta=0.005, M=-9.834e+001
75 -> ~105 fr=11416 (0.6344), cf=0.976, gamma=1.016, delta=0.010, M=-9.823e+001
30 50 60 -> ~100 fr=3002 (0.1668), cf=0.996, gamma=1.038, delta=0.006, M=-9.646e+001
72 -> ~104 fr=2243 (0.1246), cf=1.000, gamma=1.041, delta=0.005, M=-9.629e+001
62 -> ~104 fr=2216 (0.1231), cf=1.000, gamma=1.041, delta=0.005, M=-9.505e+001
63 -> ~103 fr=2293 (0.1274), cf=1.000, gamma=1.039, delta=0.005, M=-9.418e+001
50 80 -> ~103 fr=6946 (0.3860), cf=0.985, gamma=1.023, delta=0.009, M=-9.417e+001
65 -> ~105 fr=9490 (0.5273), cf=0.979, gamma=1.019, delta=0.010, M=-9.403e+001
30 50 -> ~100 fr=5293 (0.2941), cf=0.988, gamma=1.028, delta=0.008, M=-9.379e+001
62 -> ~102 fr=2216 (0.1231), cf=1.000, gamma=1.040, delta=0.005, M=-9.217e+001
63 -> ~88 fr=2293 (0.1274), cf=1.000, gamma=1.038, delta=0.005, M=-9.177e+001
69 -> ~105 fr=2239 (0.1244), cf=1.000, gamma=1.040, delta=0.005, M=-9.134e+001
20 24 50 -> ~103 fr=2982 (0.1657), cf=0.997, gamma=1.036, delta=0.006, M=-9.131e+001
63 -> ~102 fr=2292 (0.1274), cf=1.000, gamma=1.039, delta=0.005, M=-9.094e+001
62 -> ~103 fr=2216 (0.1231), cf=1.000, gamma=1.039, delta=0.005, M=-9.080e+001
35 80 -> ~106 fr=3148 (0.1749), cf=0.996, gamma=1.034, delta=0.006, M=-9.022e+001
72 -> ~106 fr=2243 (0.1246), cf=1.000, gamma=1.038, delta=0.005, M=-8.963e+001
74 -> ~106 fr=2234 (0.1241), cf=1.000, gamma=1.038, delta=0.005, M=-8.924e+001
62 -> ~88 fr=2216 (0.1231), cf=1.000, gamma=1.038, delta=0.005, M=-8.847e+001
34 80 -> ~101 fr=7444 (0.4136), cf=0.981, gamma=1.022, delta=0.009, M=-8.732e+001
20 24 45 -> ~88 fr=3563 (0.1980), cf=0.994, gamma=1.032, delta=0.006, M=-8.721e+001
54 -> ~105 fr=2222 (0.1235), cf=0.999, gamma=1.040, delta=0.005, M=-8.665e+001
50 60 -> ~100 fr=5011 (0.2785), cf=0.987, gamma=1.028, delta=0.008, M=-8.541e+001
14 20 -> ~103 fr=2551 (0.1418), cf=0.998, gamma=1.037, delta=0.005, M=-8.389e+001
54 -> ~101 fr=2220 (0.1234), cf=0.998, gamma=1.041, delta=0.005, M=-8.313e+001
33 -> ~100 fr=2251 (0.1251), cf=0.998, gamma=1.040, delta=0.005, M=-8.240e+001
30 34 -> ~101 fr=6241 (0.3468), cf=0.983, gamma=1.024, delta=0.008, M=-8.112e+001
54 -> ~102 fr=2221 (0.1234), cf=0.999, gamma=1.038, delta=0.005, M=-8.044e+001
69 -> ~102 fr=2236 (0.1242), cf=0.998, gamma=1.038, delta=0.005, M=-7.788e+001
74 -> ~104 fr=2229 (0.1239), cf=0.998, gamma=1.039, delta=0.005, M=-7.736e+001
73 -> ~104 fr=1820 (0.1011), cf=1.000, gamma=1.041, delta=0.004, M=-7.710e+001
80 -> ~101 fr=14378 (0.7990), cf=0.968, gamma=1.009, delta=0.007, M=-7.540e+001
40 50 -> ~103 fr=4232 (0.2352), cf=0.989, gamma=1.028, delta=0.006, M=-7.536e+001
