45 -> ~103 fr=10884 (0.6047), cf=0.997, gamma=1.036, delta=0.021, M=-5.191e+002
34 -> ~100 fr=8671 (0.4817), cf=0.987, gamma=1.028, delta=0.013, M=-1.853e+002
80 -> ~105 fr=14498 (0.8055), cf=0.975, gamma=1.015, delta=0.012, M=-1.849e+002
40 -> ~104 fr=10930 (0.6073), cf=0.983, gamma=1.023, delta=0.014, M=-1.842e+002
80 -> ~100 fr=14491 (0.8051), cf=0.975, gamma=1.015, delta=0.012, M=-1.838e+002
30 65 -> ~100 fr=6914 (0.3841), cf=0.990, gamma=1.031, delta=0.012, M=-1.677e+002
65 -> ~100 fr=9561 (0.5312), cf=0.984, gamma=1.025, delta=0.013, M=-1.677e+002
30 75 -> ~100 fr=7960 (0.4422), cf=0.987, gamma=1.028, delta=0.012, M=-1.636e+002
64 -> ~103 fr=3777 (0.2098), cf=1.000, gamma=1.039, delta=0.008, M=-1.629e+002
50 80 -> ~101 fr=7052 (0.3918), cf=0.989, gamma=1.031, delta=0.012, M=-1.603e+002
45 60 75 -> ~105 fr=4803 (0.2668), cf=0.996, gamma=1.037, delta=0.009, M=-1.587e+002
64 -> ~101 fr=3771 (0.2095), cf=0.998, gamma=1.041, delta=0.008, M=-1.511e+002
75 -> ~100 fr=11475 (0.6375), cf=0.979, gamma=1.019, delta=0.012, M=-1.467e+002
30 50 -> ~105 fr=5345 (0.2970), cf=0.993, gamma=1.033, delta=0.010, M=-1.402e+002
60 75 -> ~105 fr=7046 (0.3915), cf=0.988, gamma=1.028, delta=0.011, M=-1.402e+002
39 -> ~101 fr=3077 (0.1710), cf=0.999, gamma=1.042, delta=0.007, M=-1.310e+002
30 45 75 -> ~105 fr=5297 (0.2943), cf=0.992, gamma=1.033, delta=0.009, M=-1.303e+002
35 80 -> ~104 fr=3157 (0.1754), cf=0.999, gamma=1.040, delta=0.007, M=-1.263e+002
35 -> ~104 fr=4542 (0.2523), cf=0.994, gamma=1.034, delta=0.008, M=-1.235e+002
60 65 -> ~105 fr=6430 (0.3572), cf=0.988, gamma=1.028, delta=0.010, M=-1.184e+002
34 -> ~102 fr=8633 (0.4796), cf=0.983, gamma=1.022, delta=0.010, M=-1.151e+002
64 75 -> ~88 fr=2843 (0.1580), cf=1.000, gamma=1.038, delta=0.006, M=-1.111e+002
38 -> ~101 fr=2427 (0.1348), cf=1.000, gamma=1.042, delta=0.005, M=-1.084e+002
30 50 -> ~102 fr=5330 (0.2961), cf=0.990, gamma=1.029, delta=0.008, M=-1.071e+002
64 -> ~88 fr=3760 (0.2089), cf=0.995, gamma=1.033, delta=0.007, M=-1.040e+002
34 50 80 -> ~103 fr=3151 (0.1751), cf=0.997, gamma=1.036, delta=0.006, M=-1.039e+002
63 -> ~101 fr=2315 (0.1286), cf=1.000, gamma=1.042, delta=0.005, M=-1.030e+002
40 50 80 -> ~103 fr=3374 (0.1875), cf=0.996, gamma=1.035, delta=0.006, M=-1.029e+002
50 80 -> ~103 fr=7028 (0.3905), cf=0.986, gamma=1.024, delta=0.009, M=-1.024e+002
34 50 -> ~103 fr=3789 (0.2105), cf=0.995, gamma=1.034, delta=0.007, M=-1.020e+002
30 50 -> ~100 fr=5321 (0.2956), cf=0.988, gamma=1.029, delta=0.008, M=-1.007e+002
63 -> ~104 fr=2315 (0.1286), cf=1.000, gamma=1.041, delta=0.005, M=-9.959e+001
45 75 -> ~105 fr=7883 (0.4380), cf=0.982, gamma=1.022, delta=0.010, M=-9.888e+001
30 34 80 -> ~101 fr=5593 (0.3107), cf=0.987, gamma=1.028, delta=0.009, M=-9.783e+001
62 -> ~101 fr=2192 (0.1218), cf=1.000, gamma=1.042, delta=0.005, M=-9.718e+001
63 -> ~102 fr=2315 (0.1286), cf=1.000, gamma=1.040, delta=0.005, M=-9.671e+001
65 -> ~105 fr=9509 (0.5283), cf=0.979, gamma=1.019, delta=0.010, M=-9.579e+001
63 -> ~103 fr=2315 (0.1286), cf=1.000, gamma=1.039, delta=0.005, M=-9.513e+001
72 -> ~104 fr=2203 (0.1224), cf=1.000, gamma=1.041, delta=0.005, M=-9.443e+001
62 -> ~104 fr=2192 (0.1218), cf=1.000, gamma=1.041, delta=0.005, M=-9.393e+001
75 -> ~105 fr=11435 (0.6353), cf=0.975, gamma=1.015, delta=0.010, M=-9.392e+001
69 -> ~105 fr=2284 (0.1269), cf=1.000, gamma=1.040, delta=0.005, M=-9.337e+001
63 -> ~88 fr=2315 (0.1286), cf=1.000, gamma=1.038, delta=0.005, M=-9.284e+001
62 -> ~102 fr=2192 (0.1218), cf=1.000, gamma=1.040, delta=0.005, M=-9.122e+001
20 24 45 -> ~88 fr=3606 (0.2003), cf=0.994, gamma=1.032, delta=0.006, M=-9.114e+001
35 80 -> ~106 fr=3148 (0.1749), cf=0.996, gamma=1.034, delta=0.006, M=-9.038e+001
54 -> ~105 fr=2213 (0.1230), cf=1.000, gamma=1.040, delta=0.005, M=-9.015e+001
62 -> ~103 fr=2192 (0.1218), cf=1.000, gamma=1.039, delta=0.005, M=-8.973e+001
74 -> ~106 fr=2217 (0.1232), cf=1.000, gamma=1.038, delta=0.005, M=-8.863e+001
72 -> ~106 fr=2203 (0.1224), cf=1.000, gamma=1.038, delta=0.004, M=-8.804e+001
62 -> ~88 fr=2192 (0.1218), cf=1.000, gamma=1.038, delta=0.004, M=-8.757e+001
33 -> ~100 fr=2250 (0.1250), cf=0.999, gamma=1.040, delta=0.005, M=-8.559e+001
20 24 50 -> ~103 fr=3011 (0.1673), cf=0.996, gamma=1.035, delta=0.006, M=-8.523e+001
69 -> ~102 fr=2282 (0.1268), cf=0.999, gamma=1.038, delta=0.005, M=-8.319e+001
50 60 -> ~100 fr=5018 (0.2788), cf=0.987, gamma=1.028, delta=0.008, M=-8.295e+001
34 80 -> ~101 fr=7440 (0.4134), cf=0.980, gamma=1.022, delta=0.009, M=-8.289e+001
54 -> ~101 fr=2210 (0.1228), cf=0.998, gamma=1.041, delta=0.005, M=-8.266e+001
14 20 -> ~103 fr=2585 (0.1436), cf=0.997, gamma=1.036, delta=0.005, M=-8.251e+001
54 -> ~102 fr=2211 (0.1228), cf=0.999, gamma=1.038, delta=0.005, M=-8.012e+001
30 34 -> ~101 fr=6232 (0.3462), cf=0.983, gamma=1.024, delta=0.008, M=-7.962e+001
73 -> ~104 fr=1856 (0.1031), cf=1.000, gamma=1.041, delta=0.004, M=-7.870e+001
20 44 -> ~100 fr=2130 (0.1183), cf=0.998, gamma=1.039, delta=0.004, M=-7.406e+001
20 24 75 -> ~88 fr=3363 (0.1868), cf=0.993, gamma=1.031, delta=0.006, M=-7.396e+001
40 50 -> ~103 fr=4229 (0.2350), cf=0.989, gamma=1.028, delta=0.006, M=-7.376e+001
30 45 -> ~105 fr=6743 (0.3746), cf=0.982, gamma=1.022, delta=0.008, M=-7.359e+001
73 -> ~106 fr=1856 (0.1031), cf=1.000, gamma=1.038, delta=0.004, M=-7.337e+001
73 -> ~88 fr=1856 (0.1031), cf=1.000, gamma=1.038, delta=0.004, M=-7.337e+001
