45 -> ~103 fr=10874 (0.6037), cf=0.997, gamma=1.036, delta=0.021, M=-5.037e+002
34 -> ~100 fr=8681 (0.4820), cf=0.987, gamma=1.028, delta=0.013, M=-1.844e+002
30 50 -> ~103 fr=5366 (0.2979), cf=0.997, gamma=1.036, delta=0.010, M=-1.824e+002
30 50 80 -> ~105 fr=4896 (0.2718), cf=0.997, gamma=1.038, delta=0.010, M=-1.743e+002
30 65 -> ~100 fr=6919 (0.3842), cf=0.991, gamma=1.032, delta=0.012, M=-1.736e+002
80 -> ~100 fr=14499 (0.8050), cf=0.974, gamma=1.014, delta=0.011, M=-1.703e+002
80 -> ~105 fr=14504 (0.8053), cf=0.974, gamma=1.014, delta=0.011, M=-1.683e+002
30 75 -> ~100 fr=7993 (0.4438), cf=0.988, gamma=1.029, delta=0.012, M=-1.671e+002
65 -> ~100 fr=9529 (0.5291), cf=0.984, gamma=1.025, delta=0.013, M=-1.661e+002
64 -> ~103 fr=3794 (0.2106), cf=1.000, gamma=1.039, delta=0.008, M=-1.636e+002
50 80 -> ~101 fr=7013 (0.3894), cf=0.989, gamma=1.031, delta=0.012, M=-1.632e+002
64 -> ~101 fr=3789 (0.2104), cf=0.999, gamma=1.041, delta=0.008, M=-1.554e+002
45 60 75 -> ~105 fr=4789 (0.2659), cf=0.996, gamma=1.036, delta=0.009, M=-1.531e+002
75 -> ~100 fr=11475 (0.6371), cf=0.979, gamma=1.020, delta=0.012, M=-1.495e+002
30 50 -> ~105 fr=5346 (0.2968), cf=0.993, gamma=1.034, delta=0.010, M=-1.444e+002
60 75 -> ~105 fr=7065 (0.3923), cf=0.988, gamma=1.028, delta=0.011, M=-1.381e+002
39 -> ~101 fr=3082 (0.1711), cf=0.999, gamma=1.042, delta=0.007, M=-1.312e+002
30 45 75 -> ~105 fr=5321 (0.2954), cf=0.992, gamma=1.032, delta=0.009, M=-1.279e+002
35 80 -> ~104 fr=3152 (0.1750), cf=0.999, gamma=1.040, delta=0.007, M=-1.262e+002
35 -> ~104 fr=4544 (0.2523), cf=0.993, gamma=1.034, delta=0.008, M=-1.217e+002
34 -> ~102 fr=8648 (0.4802), cf=0.984, gamma=1.023, delta=0.011, M=-1.206e+002
60 65 -> ~105 fr=6442 (0.3577), cf=0.987, gamma=1.028, delta=0.010, M=-1.161e+002
64 -> ~88 fr=3780 (0.2099), cf=0.996, gamma=1.034, delta=0.007, M=-1.119e+002
38 -> ~101 fr=2443 (0.1356), cf=1.000, gamma=1.042, delta=0.006, M=-1.091e+002
45 75 -> ~105 fr=7883 (0.4377), cf=0.983, gamma=1.023, delta=0.010, M=-1.086e+002
30 50 -> ~102 fr=5329 (0.2959), cf=0.990, gamma=1.029, delta=0.008, M=-1.069e+002
75 -> ~105 fr=11444 (0.6354), cf=0.976, gamma=1.016, delta=0.010, M=-1.059e+002
34 50 80 -> ~103 fr=3127 (0.1736), cf=0.998, gamma=1.037, delta=0.006, M=-1.056e+002
63 -> ~101 fr=2326 (0.1291), cf=1.000, gamma=1.042, delta=0.005, M=-1.035e+002
50 80 -> ~103 fr=6988 (0.3880), cf=0.986, gamma=1.024, delta=0.009, M=-1.032e+002
30 50 60 -> ~100 fr=3023 (0.1678), cf=0.997, gamma=1.038, delta=0.006, M=-1.027e+002
63 -> ~104 fr=2326 (0.1291), cf=1.000, gamma=1.041, delta=0.005, M=-1.002e+002
30 50 -> ~100 fr=5319 (0.2953), cf=0.988, gamma=1.029, delta=0.008, M=-9.925e+001
65 -> ~105 fr=9480 (0.5263), cf=0.979, gamma=1.019, delta=0.010, M=-9.795e+001
62 -> ~101 fr=2208 (0.1226), cf=1.000, gamma=1.042, delta=0.005, M=-9.787e+001
35 80 -> ~106 fr=3146 (0.1747), cf=0.997, gamma=1.035, delta=0.006, M=-9.784e+001
72 -> ~104 fr=2228 (0.1237), cf=1.000, gamma=1.041, delta=0.005, M=-9.565e+001
63 -> ~103 fr=2326 (0.1291), cf=1.000, gamma=1.039, delta=0.005, M=-9.555e+001
62 -> ~104 fr=2208 (0.1226), cf=1.000, gamma=1.041, delta=0.005, M=-9.473e+001
63 -> ~88 fr=2326 (0.1291), cf=1.000, gamma=1.038, delta=0.005, M=-9.325e+001
69 -> ~105 fr=2278 (0.1265), cf=1.000, gamma=1.040, delta=0.005, M=-9.317e+001
30 34 80 -> ~101 fr=5614 (0.3117), cf=0.986, gamma=1.028, delta=0.008, M=-9.313e+001
63 -> ~102 fr=2325 (0.1291), cf=1.000, gamma=1.039, delta=0.005, M=-9.246e+001
34 50 -> ~103 fr=3747 (0.2080), cf=0.994, gamma=1.032, delta=0.007, M=-9.196e+001
62 -> ~102 fr=2208 (0.1226), cf=1.000, gamma=1.040, delta=0.005, M=-9.186e+001
54 -> ~105 fr=2221 (0.1233), cf=1.000, gamma=1.040, delta=0.005, M=-9.058e+001
62 -> ~103 fr=2208 (0.1226), cf=1.000, gamma=1.039, delta=0.005, M=-9.036e+001
72 -> ~106 fr=2228 (0.1237), cf=1.000, gamma=1.038, delta=0.005, M=-8.904e+001
74 -> ~106 fr=2226 (0.1236), cf=1.000, gamma=1.038, delta=0.005, M=-8.895e+001
50 60 -> ~100 fr=5012 (0.2783), cf=0.988, gamma=1.029, delta=0.008, M=-8.831e+001
62 -> ~88 fr=2208 (0.1226), cf=1.000, gamma=1.038, delta=0.004, M=-8.819e+001
33 -> ~100 fr=2265 (0.1258), cf=0.999, gamma=1.040, delta=0.005, M=-8.633e+001
54 -> ~101 fr=2219 (0.1232), cf=0.999, gamma=1.041, delta=0.005, M=-8.626e+001
20 24 45 -> ~88 fr=3584 (0.1990), cf=0.994, gamma=1.032, delta=0.006, M=-8.613e+001
14 20 -> ~103 fr=2600 (0.1444), cf=0.998, gamma=1.037, delta=0.005, M=-8.586e+001
54 -> ~102 fr=2220 (0.1233), cf=0.999, gamma=1.039, delta=0.005, M=-8.393e+001
34 80 -> ~101 fr=7461 (0.4142), cf=0.980, gamma=1.022, delta=0.009, M=-8.348e+001
69 -> ~102 fr=2276 (0.1264), cf=0.999, gamma=1.038, delta=0.005, M=-8.286e+001
20 24 50 -> ~103 fr=3005 (0.1668), cf=0.995, gamma=1.034, delta=0.005, M=-8.044e+001
30 34 -> ~101 fr=6248 (0.3469), cf=0.982, gamma=1.024, delta=0.008, M=-7.895e+001
73 -> ~104 fr=1836 (0.1019), cf=1.000, gamma=1.041, delta=0.004, M=-7.786e+001
40 50 60 -> ~103 fr=2389 (0.1326), cf=0.997, gamma=1.036, delta=0.005, M=-7.703e+001
40 50 -> ~103 fr=4214 (0.2340), cf=0.989, gamma=1.028, delta=0.006, M=-7.457e+001
