45 -> ~103 fr=10917 (0.6062), cf=0.997, gamma=1.036, delta=0.021, M=-5.078e+002
75 -> ~105 fr=11433 (0.6349), cf=0.976, gamma=1.016, delta=0.010, M=-1.003e+002
40 50 80 -> ~103 fr=3365 (0.1869), cf=0.996, gamma=1.035, delta=0.006, M=-9.998e+001
63 -> ~104 fr=2308 (0.1282), cf=1.000, gamma=1.041, delta=0.005, M=-9.935e+001
62 -> ~101 fr=2238 (0.1243), cf=1.000, gamma=1.042, delta=0.005, M=-9.931e+001
35 80 -> ~106 fr=3173 (0.1762), cf=0.997, gamma=1.035, delta=0.006, M=-9.635e+001
72 -> ~104 fr=2240 (0.1244), cf=1.000, gamma=1.041, delta=0.005, M=-9.622e+001
62 -> ~104 fr=2238 (0.1243), cf=1.000, gamma=1.041, delta=0.005, M=-9.612e+001
34 50 -> ~103 fr=3784 (0.2101), cf=0.994, gamma=1.033, delta=0.007, M=-9.548e+001
63 -> ~103 fr=2308 (0.1282), cf=1.000, gamma=1.039, delta=0.005, M=-9.477e+001
50 80 -> ~103 fr=6994 (0.3884), cf=0.985, gamma=1.023, delta=0.009, M=-9.459e+001
62 -> ~102 fr=2238 (0.1243), cf=1.000, gamma=1.040, delta=0.005, M=-9.322e+001
69 -> ~105 fr=2267 (0.1259), cf=1.000, gamma=1.040, delta=0.005, M=-9.268e+001
63 -> ~88 fr=2308 (0.1282), cf=1.000, gamma=1.038, delta=0.005, M=-9.249e+001
62 -> ~103 fr=2238 (0.1243), cf=1.000, gamma=1.039, delta=0.005, M=-9.170e+001
63 -> ~102 fr=2307 (0.1281), cf=1.000, gamma=1.039, delta=0.005, M=-9.168e+001
65 -> ~105 fr=9471 (0.5259), cf=0.978, gamma=1.018, delta=0.010, M=-9.139e+001
30 34 -> ~101 fr=6238 (0.3464), cf=0.984, gamma=1.026, delta=0.009, M=-9.019e+001
34 80 -> ~101 fr=7452 (0.4138), cf=0.981, gamma=1.023, delta=0.009, M=-8.960e+001
72 -> ~106 fr=2240 (0.1244), cf=1.000, gamma=1.038, delta=0.005, M=-8.957e+001
62 -> ~88 fr=2238 (0.1243), cf=1.000, gamma=1.038, delta=0.005, M=-8.948e+001
20 24 45 -> ~88 fr=3617 (0.2009), cf=0.994, gamma=1.032, delta=0.006, M=-8.946e+001
74 -> ~106 fr=2206 (0.1225), cf=1.000, gamma=1.038, delta=0.004, M=-8.812e+001
54 -> ~105 fr=2186 (0.1214), cf=0.999, gamma=1.040, delta=0.005, M=-8.511e+001
14 20 -> ~103 fr=2567 (0.1425), cf=0.998, gamma=1.037, delta=0.005, M=-8.449e+001
50 60 -> ~100 fr=5049 (0.2804), cf=0.987, gamma=1.028, delta=0.008, M=-8.429e+001
20 24 50 -> ~103 fr=3006 (0.1669), cf=0.995, gamma=1.034, delta=0.006, M=-8.270e+001
54 -> ~102 fr=2186 (0.1214), cf=0.999, gamma=1.039, delta=0.005, M=-8.247e+001
33 -> ~100 fr=2241 (0.1244), cf=0.998, gamma=1.040, delta=0.005, M=-8.202e+001
54 -> ~101 fr=2184 (0.1213), cf=0.998, gamma=1.040, delta=0.005, M=-8.143e+001
40 50 -> ~103 fr=4261 (0.2366), cf=0.990, gamma=1.029, delta=0.007, M=-7.933e+001
69 -> ~102 fr=2264 (0.1257), cf=0.998, gamma=1.038, delta=0.005, M=-7.914e+001
73 -> ~104 fr=1847 (0.1026), cf=1.000, gamma=1.041, delta=0.004, M=-7.836e+001
80 -> ~101 fr=14402 (0.7998), cf=0.968, gamma=1.009, delta=0.008, M=-7.812e+001
20 44 -> ~100 fr=2119 (0.1177), cf=0.998, gamma=1.040, delta=0.004, M=-7.662e+001
73 -> ~106 fr=1847 (0.1026), cf=1.000, gamma=1.038, delta=0.004, M=-7.295e+001
73 -> ~88 fr=1847 (0.1026), cf=1.000, gamma=1.038, delta=0.004, M=-7.295e+001
