45 -> ~103 fr=10874 (0.6039), cf=0.998, gamma=1.036, delta=0.021, M=-5.249e+002
34 -> ~100 fr=8668 (0.4814), cf=0.988, gamma=1.029, delta=0.014, M=-1.972e+002
30 50 80 -> ~103 fr=4917 (0.2731), cf=0.999, gamma=1.038, delta=0.010, M=-1.942e+002
30 50 -> ~103 fr=5386 (0.2991), cf=0.997, gamma=1.036, delta=0.010, M=-1.892e+002
40 45 -> ~104 fr=6300 (0.3499), cf=0.994, gamma=1.034, delta=0.012, M=-1.860e+002
80 -> ~105 fr=14510 (0.8058), cf=0.975, gamma=1.015, delta=0.012, M=-1.851e+002
40 50 -> ~104 fr=4281 (0.2378), cf=0.999, gamma=1.040, delta=0.009, M=-1.823e+002
40 -> ~104 fr=10925 (0.6067), cf=0.982, gamma=1.023, delta=0.013, M=-1.807e+002
65 -> ~100 fr=9514 (0.5284), cf=0.985, gamma=1.026, delta=0.013, M=-1.773e+002
80 -> ~100 fr=14497 (0.8051), cf=0.974, gamma=1.015, delta=0.012, M=-1.748e+002
30 75 -> ~100 fr=7981 (0.4432), cf=0.988, gamma=1.029, delta=0.012, M=-1.715e+002
64 -> ~103 fr=3785 (0.2102), cf=1.000, gamma=1.039, delta=0.008, M=-1.632e+002
50 80 -> ~101 fr=7040 (0.3910), cf=0.989, gamma=1.031, delta=0.012, M=-1.613e+002
75 -> ~100 fr=11468 (0.6369), cf=0.980, gamma=1.020, delta=0.013, M=-1.609e+002
45 60 75 -> ~105 fr=4788 (0.2659), cf=0.996, gamma=1.037, delta=0.009, M=-1.556e+002
64 -> ~101 fr=3780 (0.2099), cf=0.999, gamma=1.041, delta=0.008, M=-1.550e+002
30 50 -> ~105 fr=5362 (0.2978), cf=0.993, gamma=1.033, delta=0.010, M=-1.413e+002
60 75 -> ~105 fr=7038 (0.3909), cf=0.988, gamma=1.029, delta=0.011, M=-1.401e+002
39 -> ~101 fr=3101 (0.1722), cf=0.999, gamma=1.042, delta=0.007, M=-1.322e+002
30 45 75 -> ~105 fr=5312 (0.2950), cf=0.992, gamma=1.032, delta=0.009, M=-1.275e+002
35 80 -> ~104 fr=3154 (0.1752), cf=0.999, gamma=1.040, delta=0.007, M=-1.261e+002
35 -> ~104 fr=4546 (0.2525), cf=0.993, gamma=1.034, delta=0.008, M=-1.216e+002
34 -> ~102 fr=8628 (0.4792), cf=0.984, gamma=1.023, delta=0.011, M=-1.211e+002
60 65 -> ~105 fr=6439 (0.3576), cf=0.988, gamma=1.028, delta=0.010, M=-1.190e+002
64 75 -> ~88 fr=2845 (0.1580), cf=1.000, gamma=1.038, delta=0.006, M=-1.160e+002
34 50 80 -> ~103 fr=3138 (0.1743), cf=0.998, gamma=1.037, delta=0.006, M=-1.092e+002
38 -> ~101 fr=2432 (0.1351), cf=1.000, gamma=1.042, delta=0.005, M=-1.086e+002
45 75 -> ~105 fr=7880 (0.4376), cf=0.983, gamma=1.023, delta=0.010, M=-1.085e+002
64 -> ~88 fr=3769 (0.2093), cf=0.996, gamma=1.034, delta=0.007, M=-1.066e+002
30 50 -> ~102 fr=5346 (0.2969), cf=0.990, gamma=1.029, delta=0.008, M=-1.061e+002
40 50 80 -> ~103 fr=3364 (0.1868), cf=0.997, gamma=1.036, delta=0.006, M=-1.050e+002
63 -> ~101 fr=2344 (0.1302), cf=1.000, gamma=1.042, delta=0.005, M=-1.044e+002
30 50 -> ~100 fr=5339 (0.2965), cf=0.989, gamma=1.030, delta=0.009, M=-1.031e+002
63 -> ~104 fr=2344 (0.1302), cf=1.000, gamma=1.041, delta=0.005, M=-1.009e+002
30 34 80 -> ~101 fr=5606 (0.3113), cf=0.987, gamma=1.029, delta=0.009, M=-9.967e+001
75 -> ~105 fr=11422 (0.6343), cf=0.976, gamma=1.016, delta=0.010, M=-9.878e+001
62 -> ~101 fr=2217 (0.1231), cf=1.000, gamma=1.042, delta=0.005, M=-9.833e+001
50 80 -> ~103 fr=7011 (0.3894), cf=0.985, gamma=1.023, delta=0.009, M=-9.652e+001
63 -> ~103 fr=2344 (0.1302), cf=1.000, gamma=1.039, delta=0.005, M=-9.637e+001
72 -> ~104 fr=2238 (0.1243), cf=1.000, gamma=1.041, delta=0.005, M=-9.600e+001
34 50 -> ~103 fr=3776 (0.2097), cf=0.994, gamma=1.033, delta=0.007, M=-9.517e+001
62 -> ~104 fr=2217 (0.1231), cf=1.000, gamma=1.041, delta=0.005, M=-9.503e+001
63 -> ~88 fr=2344 (0.1302), cf=1.000, gamma=1.038, delta=0.005, M=-9.405e+001
63 -> ~102 fr=2343 (0.1301), cf=1.000, gamma=1.039, delta=0.005, M=-9.328e+001
62 -> ~102 fr=2217 (0.1231), cf=1.000, gamma=1.040, delta=0.005, M=-9.229e+001
69 -> ~105 fr=2250 (0.1250), cf=1.000, gamma=1.040, delta=0.005, M=-9.192e+001
34 80 -> ~101 fr=7457 (0.4141), cf=0.981, gamma=1.023, delta=0.009, M=-9.093e+001
62 -> ~103 fr=2217 (0.1231), cf=1.000, gamma=1.039, delta=0.005, M=-9.079e+001
35 80 -> ~106 fr=3145 (0.1747), cf=0.996, gamma=1.034, delta=0.006, M=-9.021e+001
20 24 45 -> ~88 fr=3572 (0.1984), cf=0.994, gamma=1.032, delta=0.006, M=-8.972e+001
65 -> ~105 fr=9450 (0.5248), cf=0.978, gamma=1.018, delta=0.009, M=-8.958e+001
72 -> ~106 fr=2238 (0.1243), cf=1.000, gamma=1.038, delta=0.005, M=-8.950e+001
74 -> ~106 fr=2233 (0.1240), cf=1.000, gamma=1.038, delta=0.005, M=-8.928e+001
50 60 -> ~100 fr=5054 (0.2807), cf=0.987, gamma=1.028, delta=0.008, M=-8.862e+001
62 -> ~88 fr=2217 (0.1231), cf=1.000, gamma=1.038, delta=0.005, M=-8.860e+001
54 -> ~105 fr=2227 (0.1237), cf=0.999, gamma=1.040, delta=0.005, M=-8.696e+001
33 -> ~100 fr=2262 (0.1256), cf=0.999, gamma=1.040, delta=0.005, M=-8.622e+001
54 -> ~101 fr=2225 (0.1236), cf=0.998, gamma=1.041, delta=0.005, M=-8.330e+001
14 20 -> ~103 fr=2579 (0.1432), cf=0.997, gamma=1.036, delta=0.005, M=-8.222e+001
54 -> ~102 fr=2226 (0.1236), cf=0.999, gamma=1.038, delta=0.005, M=-8.073e+001
20 24 50 -> ~103 fr=3003 (0.1668), cf=0.995, gamma=1.034, delta=0.005, M=-8.040e+001
30 34 -> ~101 fr=6223 (0.3456), cf=0.983, gamma=1.024, delta=0.008, M=-8.031e+001
74 -> ~104 fr=2229 (0.1238), cf=0.998, gamma=1.039, delta=0.005, M=-8.031e+001
40 50 -> ~103 fr=4242 (0.2356), cf=0.990, gamma=1.029, delta=0.007, M=-8.017e+001
30 45 -> ~105 fr=6754 (0.3751), cf=0.982, gamma=1.022, delta=0.008, M=-7.950e+001
69 -> ~102 fr=2247 (0.1248), cf=0.998, gamma=1.038, delta=0.005, M=-7.843e+001
73 -> ~104 fr=1830 (0.1016), cf=1.000, gamma=1.041, delta=0.004, M=-7.750e+001
20 24 75 -> ~88 fr=3366 (0.1869), cf=0.993, gamma=1.031, delta=0.006, M=-7.584e+001
80 -> ~101 fr=14406 (0.8001), cf=0.968, gamma=1.009, delta=0.007, M=-7.358e+001
20 24 50 -> ~88 fr=3001 (0.1667), cf=0.994, gamma=1.032, delta=0.005, M=-7.349e+001
