27 52 56 -> ~96 fr=16612 (0.3779), cf=0.966, gamma=1.270, delta=0.080, M=-3.994e+003
45 -> ~97 fr=9518 (0.2165), cf=0.253, gamma=1.061, delta=0.012, M=-1.675e+002
2 61 -> ~96 fr=23731 (0.5399), cf=0.784, gamma=1.030, delta=0.016, M=-1.431e+002
2 61 -> 97 fr=23731 (0.5399), cf=0.784, gamma=1.030, delta=0.016, M=-1.431e+002
2 -> ~96 fr=23907 (0.5439), cf=0.783, gamma=1.028, delta=0.015, M=-1.292e+002
2 -> 97 fr=23907 (0.5439), cf=0.783, gamma=1.028, delta=0.015, M=-1.292e+002
15 61 -> ~96 fr=7918 (0.1801), cf=0.812, gamma=1.067, delta=0.011, M=-9.711e+001
15 61 -> 97 fr=7918 (0.1801), cf=0.812, gamma=1.067, delta=0.011, M=-9.711e+001
15 -> 97 fr=7996 (0.1819), cf=0.811, gamma=1.065, delta=0.011, M=-9.147e+001
9 66 -> 96 fr=9605 (0.2185), cf=0.243, gamma=1.020, delta=0.004, M=-2.763e+001
9 66 -> ~97 fr=9605 (0.2185), cf=0.243, gamma=1.020, delta=0.004, M=-2.763e+001
66 -> ~97 fr=9607 (0.2186), cf=0.243, gamma=1.020, delta=0.004, M=-2.757e+001
61 -> ~96 fr=33065 (0.7522), cf=0.763, gamma=1.002, delta=0.001, M=-1.787e+001
