27 52 56 -> ~96 fr=16624 (0.3782), cf=0.966, gamma=1.270, delta=0.080, M=-3.994e+003
56 -> ~96 fr=33065 (0.7522), cf=0.776, gamma=1.019, delta=0.014, M=-6.722e+002
26 61 -> ~96 fr=5310 (0.1208), cf=0.900, gamma=1.183, delta=0.019, M=-4.299e+002
26 61 -> 97 fr=5310 (0.1208), cf=0.900, gamma=1.183, delta=0.019, M=-4.299e+002
26 -> 97 fr=5375 (0.1223), cf=0.899, gamma=1.181, delta=0.019, M=-4.273e+002
17 61 -> ~96 fr=11829 (0.2691), cf=0.843, gamma=1.107, delta=0.026, M=-4.032e+002
17 61 -> 97 fr=11829 (0.2691), cf=0.843, gamma=1.107, delta=0.026, M=-4.032e+002
17 -> ~96 fr=11983 (0.2726), cf=0.841, gamma=1.105, delta=0.026, M=-3.963e+002
17 -> 97 fr=11983 (0.2726), cf=0.841, gamma=1.105, delta=0.026, M=-3.963e+002
45 66 -> 96 fr=9005 (0.2049), cf=0.260, gamma=1.087, delta=0.016, M=-2.106e+002
45 66 -> ~97 fr=9005 (0.2049), cf=0.260, gamma=1.087, delta=0.016, M=-2.106e+002
45 -> ~97 fr=9548 (0.2172), cf=0.254, gamma=1.063, delta=0.013, M=-1.806e+002
2 61 -> ~96 fr=23699 (0.5391), cf=0.784, gamma=1.030, delta=0.016, M=-1.370e+002
2 61 -> 97 fr=23699 (0.5391), cf=0.784, gamma=1.030, delta=0.016, M=-1.370e+002
2 -> ~96 fr=23879 (0.5432), cf=0.782, gamma=1.028, delta=0.015, M=-1.227e+002
2 -> 97 fr=23879 (0.5432), cf=0.782, gamma=1.028, delta=0.015, M=-1.227e+002
15 61 -> ~96 fr=7874 (0.1791), cf=0.813, gamma=1.068, delta=0.011, M=-9.856e+001
15 61 -> 97 fr=7874 (0.1791), cf=0.813, gamma=1.068, delta=0.011, M=-9.856e+001
15 -> 97 fr=7947 (0.1808), cf=0.811, gamma=1.065, delta=0.011, M=-9.245e+001
9 66 -> 96 fr=9619 (0.2188), cf=0.244, gamma=1.019, delta=0.004, M=-2.645e+001
9 66 -> ~97 fr=9619 (0.2188), cf=0.244, gamma=1.019, delta=0.004, M=-2.645e+001
66 -> ~97 fr=9621 (0.2189), cf=0.244, gamma=1.019, delta=0.004, M=-2.627e+001
61 -> ~96 fr=33051 (0.7519), cf=0.762, gamma=1.002, delta=0.001, M=-1.932e+001
