27 52 56 -> ~96 fr=16519 (0.3758), cf=0.966, gamma=1.270, delta=0.080, M=-3.954e+003
56 -> ~96 fr=33031 (0.7514), cf=0.775, gamma=1.019, delta=0.014, M=-6.588e+002
26 61 -> ~96 fr=5338 (0.1214), cf=0.901, gamma=1.185, delta=0.019, M=-4.414e+002
26 61 -> 97 fr=5338 (0.1214), cf=0.901, gamma=1.185, delta=0.019, M=-4.414e+002
26 -> 97 fr=5398 (0.1228), cf=0.900, gamma=1.184, delta=0.019, M=-4.407e+002
17 61 -> ~96 fr=11830 (0.2691), cf=0.842, gamma=1.107, delta=0.026, M=-4.030e+002
17 61 -> 97 fr=11830 (0.2691), cf=0.842, gamma=1.107, delta=0.026, M=-4.030e+002
17 -> ~96 fr=11978 (0.2725), cf=0.841, gamma=1.106, delta=0.026, M=-4.003e+002
17 -> 97 fr=11978 (0.2725), cf=0.841, gamma=1.106, delta=0.026, M=-4.003e+002
45 66 -> 96 fr=9028 (0.2054), cf=0.260, gamma=1.087, delta=0.017, M=-2.147e+002
45 66 -> ~97 fr=9028 (0.2054), cf=0.260, gamma=1.087, delta=0.017, M=-2.147e+002
45 -> ~97 fr=9571 (0.2177), cf=0.254, gamma=1.063, delta=0.013, M=-1.811e+002
2 61 -> ~96 fr=23699 (0.5391), cf=0.784, gamma=1.031, delta=0.016, M=-1.461e+002
2 61 -> 97 fr=23699 (0.5391), cf=0.784, gamma=1.031, delta=0.016, M=-1.461e+002
2 -> ~96 fr=23873 (0.5431), cf=0.783, gamma=1.029, delta=0.015, M=-1.351e+002
2 -> 97 fr=23873 (0.5431), cf=0.783, gamma=1.029, delta=0.015, M=-1.351e+002
15 61 -> ~96 fr=7905 (0.1798), cf=0.813, gamma=1.069, delta=0.012, M=-1.030e+002
15 61 -> 97 fr=7905 (0.1798), cf=0.813, gamma=1.069, delta=0.012, M=-1.030e+002
15 -> 97 fr=7981 (0.1816), cf=0.811, gamma=1.067, delta=0.011, M=-9.700e+001
9 66 -> 96 fr=9647 (0.2195), cf=0.245, gamma=1.022, delta=0.005, M=-3.208e+001
9 66 -> ~97 fr=9647 (0.2195), cf=0.245, gamma=1.022, delta=0.005, M=-3.208e+001
66 -> ~97 fr=9649 (0.2195), cf=0.245, gamma=1.021, delta=0.005, M=-3.190e+001
61 -> ~96 fr=33043 (0.7517), cf=0.762, gamma=1.002, delta=0.001, M=-1.559e+001
