27 52 56 -> ~96 fr=16610 (0.3779), cf=0.966, gamma=1.269, delta=0.080, M=-3.979e+003
42 56 -> 97 fr=12333 (0.2806), cf=0.969, gamma=1.274, delta=0.060, M=-2.765e+003
42 -> ~96 fr=12402 (0.2821), cf=0.967, gamma=1.271, delta=0.060, M=-2.713e+003
42 -> 97 fr=12402 (0.2821), cf=0.967, gamma=1.271, delta=0.060, M=-2.713e+003
24 51 -> 96 fr=4670 (0.1062), cf=0.546, gamma=2.288, delta=0.060, M=-2.446e+003
24 51 -> ~97 fr=4670 (0.1062), cf=0.546, gamma=2.288, delta=0.060, M=-2.446e+003
23 56 -> ~96 fr=26432 (0.6013), cf=0.853, gamma=1.121, delta=0.065, M=-2.299e+003
23 56 -> 97 fr=26432 (0.6013), cf=0.853, gamma=1.121, delta=0.065, M=-2.299e+003
52 -> ~96 fr=33024 (0.7513), cf=0.797, gamma=1.047, delta=0.034, M=-2.116e+003
23 -> ~96 fr=26717 (0.6078), cf=0.845, gamma=1.110, delta=0.060, M=-2.032e+003
23 -> 97 fr=26717 (0.6078), cf=0.845, gamma=1.110, delta=0.060, M=-2.032e+003
50 56 -> ~96 fr=12870 (0.2928), cf=0.897, gamma=1.179, delta=0.044, M=-1.211e+003
50 56 -> 97 fr=12870 (0.2928), cf=0.897, gamma=1.179, delta=0.044, M=-1.211e+003
50 -> ~96 fr=12984 (0.2954), cf=0.890, gamma=1.170, delta=0.043, M=-1.110e+003
50 -> 97 fr=12984 (0.2954), cf=0.890, gamma=1.170, delta=0.043, M=-1.110e+003
31 56 -> ~96 fr=6161 (0.1402), cf=0.955, gamma=1.254, delta=0.028, M=-1.026e+003
31 56 -> 97 fr=6161 (0.1402), cf=0.955, gamma=1.254, delta=0.028, M=-1.026e+003
31 -> 97 fr=6203 (0.1411), cf=0.952, gamma=1.251, delta=0.028, M=-1.002e+003
44 56 61 -> ~96 fr=9859 (0.2243), cf=0.902, gamma=1.185, delta=0.035, M=-9.084e+002
44 56 61 -> 97 fr=9859 (0.2243), cf=0.902, gamma=1.185, delta=0.035, M=-9.084e+002
44 56 -> ~96 fr=9970 (0.2268), cf=0.900, gamma=1.183, delta=0.035, M=-9.056e+002
44 56 -> 97 fr=9970 (0.2268), cf=0.900, gamma=1.183, delta=0.035, M=-9.056e+002
44 61 -> ~96 fr=10028 (0.2281), cf=0.899, gamma=1.181, delta=0.035, M=-8.917e+002
44 61 -> 97 fr=10028 (0.2281), cf=0.899, gamma=1.181, delta=0.035, M=-8.917e+002
44 -> ~96 fr=10141 (0.2307), cf=0.898, gamma=1.179, delta=0.035, M=-8.867e+002
44 -> 97 fr=10141 (0.2307), cf=0.898, gamma=1.179, delta=0.035, M=-8.867e+002
16 56 61 -> ~96 fr=5331 (0.1213), cf=0.949, gamma=1.247, delta=0.024, M=-8.138e+002
16 56 61 -> 97 fr=5331 (0.1213), cf=0.949, gamma=1.247, delta=0.024, M=-8.138e+002
16 56 -> ~96 fr=5399 (0.1228), cf=0.948, gamma=1.245, delta=0.024, M=-8.117e+002
16 56 -> 97 fr=5399 (0.1228), cf=0.948, gamma=1.245, delta=0.024, M=-8.117e+002
16 61 -> ~96 fr=5383 (0.1225), cf=0.946, gamma=1.242, delta=0.024, M=-7.915e+002
16 61 -> 97 fr=5383 (0.1225), cf=0.946, gamma=1.242, delta=0.024, M=-7.915e+002
16 -> 97 fr=5451 (0.1240), cf=0.944, gamma=1.240, delta=0.024, M=-7.867e+002
56 -> ~96 fr=33067 (0.7523), cf=0.776, gamma=1.019, delta=0.014, M=-6.682e+002
26 61 -> ~96 fr=5276 (0.1200), cf=0.898, gamma=1.180, delta=0.018, M=-4.137e+002
26 61 -> 97 fr=5276 (0.1200), cf=0.898, gamma=1.180, delta=0.018, M=-4.137e+002
26 -> 97 fr=5339 (0.1215), cf=0.897, gamma=1.178, delta=0.018, M=-4.101e+002
17 61 -> ~96 fr=11746 (0.2672), cf=0.842, gamma=1.106, delta=0.026, M=-3.929e+002
17 61 -> 97 fr=11746 (0.2672), cf=0.842, gamma=1.106, delta=0.026, M=-3.929e+002
17 -> ~96 fr=11894 (0.2706), cf=0.841, gamma=1.105, delta=0.026, M=-3.868e+002
17 -> 97 fr=11894 (0.2706), cf=0.841, gamma=1.105, delta=0.026, M=-3.868e+002
45 66 -> 96 fr=8979 (0.2043), cf=0.259, gamma=1.085, delta=0.016, M=-2.023e+002
45 66 -> ~97 fr=8979 (0.2043), cf=0.259, gamma=1.085, delta=0.016, M=-2.023e+002
45 -> ~97 fr=9534 (0.2169), cf=0.254, gamma=1.063, delta=0.013, M=-1.771e+002
2 61 -> ~96 fr=23719 (0.5396), cf=0.784, gamma=1.030, delta=0.016, M=-1.389e+002
2 61 -> 97 fr=23719 (0.5396), cf=0.784, gamma=1.030, delta=0.016, M=-1.389e+002
2 -> ~96 fr=23896 (0.5436), cf=0.783, gamma=1.028, delta=0.015, M=-1.256e+002
2 -> 97 fr=23896 (0.5436), cf=0.783, gamma=1.028, delta=0.015, M=-1.256e+002
15 61 -> ~96 fr=7902 (0.1798), cf=0.813, gamma=1.068, delta=0.011, M=-9.940e+001
15 61 -> 97 fr=7902 (0.1798), cf=0.813, gamma=1.068, delta=0.011, M=-9.940e+001
15 -> 97 fr=7979 (0.1815), cf=0.811, gamma=1.066, delta=0.011, M=-9.389e+001
9 66 -> 96 fr=9607 (0.2186), cf=0.243, gamma=1.020, delta=0.004, M=-2.700e+001
9 66 -> ~97 fr=9607 (0.2186), cf=0.243, gamma=1.020, delta=0.004, M=-2.700e+001
66 -> ~97 fr=9609 (0.2186), cf=0.243, gamma=1.020, delta=0.004, M=-2.689e+001
61 -> ~96 fr=33060 (0.7521), cf=0.763, gamma=1.002, delta=0.001, M=-1.733e+001
