27 52 56 -> ~96 fr=16538 (0.3762), cf=0.967, gamma=1.271, delta=0.080, M=-3.991e+003
17 61 -> ~96 fr=11831 (0.2691), cf=0.842, gamma=1.107, delta=0.026, M=-4.008e+002
17 61 -> 97 fr=11831 (0.2691), cf=0.842, gamma=1.107, delta=0.026, M=-4.008e+002
17 -> ~96 fr=11973 (0.2724), cf=0.841, gamma=1.105, delta=0.026, M=-3.934e+002
17 -> 97 fr=11973 (0.2724), cf=0.841, gamma=1.105, delta=0.026, M=-3.934e+002
45 66 -> 96 fr=9008 (0.2049), cf=0.260, gamma=1.085, delta=0.016, M=-2.045e+002
45 66 -> ~97 fr=9008 (0.2049), cf=0.260, gamma=1.085, delta=0.016, M=-2.045e+002
45 -> ~97 fr=9552 (0.2173), cf=0.254, gamma=1.061, delta=0.013, M=-1.705e+002
2 61 -> ~96 fr=23707 (0.5393), cf=0.784, gamma=1.030, delta=0.016, M=-1.399e+002
2 61 -> 97 fr=23707 (0.5393), cf=0.784, gamma=1.030, delta=0.016, M=-1.399e+002
2 -> ~96 fr=23885 (0.5434), cf=0.782, gamma=1.028, delta=0.015, M=-1.264e+002
2 -> 97 fr=23885 (0.5434), cf=0.782, gamma=1.028, delta=0.015, M=-1.264e+002
15 61 -> ~96 fr=7827 (0.1781), cf=0.812, gamma=1.068, delta=0.011, M=-9.755e+001
15 61 -> 97 fr=7827 (0.1781), cf=0.812, gamma=1.068, delta=0.011, M=-9.755e+001
15 -> 97 fr=7903 (0.1798), cf=0.810, gamma=1.065, delta=0.011, M=-9.144e+001
9 66 -> 96 fr=9641 (0.2193), cf=0.244, gamma=1.021, delta=0.005, M=-3.182e+001
9 66 -> ~97 fr=9641 (0.2193), cf=0.244, gamma=1.021, delta=0.005, M=-3.182e+001
66 -> ~97 fr=9643 (0.2194), cf=0.244, gamma=1.021, delta=0.005, M=-3.170e+001
61 -> ~96 fr=33041 (0.7517), cf=0.762, gamma=1.002, delta=0.001, M=-1.846e+001
