1 15 -> 31 fr=493 (0.3957), cf=0.946, gamma=1.120, delta=0.042, M=-4.145e+001
11 -> ~34 fr=360 (0.2889), cf=1.000, gamma=1.015, delta=0.004, M=-6.188e+000
20 -> ~37 fr=1186 (0.9518), cf=1.000, gamma=1.002, delta=0.002, M=-6.083e+000
11 -> ~33 fr=357 (0.2865), cf=0.992, gamma=1.021, delta=0.006, M=-5.989e+000
7 -> 31 fr=407 (0.3266), cf=0.883, gamma=1.045, delta=0.014, M=-5.912e+000
6 12 -> ~32 fr=274 (0.2199), cf=0.942, gamma=1.048, delta=0.010, M=-5.880e+000
6 23 -> ~32 fr=332 (0.2665), cf=0.935, gamma=1.040, delta=0.010, M=-5.564e+000
18 23 26 -> ~32 fr=225 (0.1806), cf=0.945, gamma=1.052, delta=0.009, M=-5.557e+000
23 -> ~32 fr=694 (0.5570), cf=0.918, gamma=1.021, delta=0.012, M=-5.542e+000
23 -> ~34 fr=751 (0.6027), cf=0.993, gamma=1.008, delta=0.005, M=-5.387e+000
6 -> ~32 fr=388 (0.3114), cf=0.930, gamma=1.035, delta=0.011, M=-5.316e+000
2 12 -> 31 fr=193 (0.1549), cf=0.902, gamma=1.067, delta=0.010, M=-5.115e+000
23 -> ~33 fr=742 (0.5955), cf=0.981, gamma=1.011, delta=0.006, M=-5.111e+000
6 -> ~34 fr=416 (0.3339), cf=0.998, gamma=1.012, delta=0.004, M=-5.070e+000
25 -> ~32 fr=130 (0.1043), cf=0.956, gamma=1.063, delta=0.006, M=-4.666e+000
1 -> ~35 fr=547 (0.4390), cf=1.000, gamma=1.006, delta=0.003, M=-4.642e+000
15 -> ~34 fr=1053 (0.8451), cf=0.990, gamma=1.004, delta=0.004, M=-4.635e+000
12 -> 31 fr=486 (0.3900), cf=0.871, gamma=1.031, delta=0.012, M=-4.285e+000
20 27 -> ~33 fr=1140 (0.9149), cf=0.974, gamma=1.003, delta=0.003, M=-3.967e+000
15 -> ~37 fr=1064 (0.8539), cf=1.000, gamma=1.002, delta=0.001, M=-3.852e+000
7 -> ~35 fr=461 (0.3700), cf=1.000, gamma=1.006, delta=0.002, M=-3.709e+000
30 -> ~34 fr=219 (0.1758), cf=1.000, gamma=1.015, delta=0.003, M=-3.506e+000
7 18 -> ~32 fr=222 (0.1782), cf=0.933, gamma=1.038, delta=0.006, M=-3.466e+000
12 20 -> ~33 fr=532 (0.4270), cf=0.982, gamma=1.011, delta=0.005, M=-3.292e+000
12 20 29 -> ~33 fr=459 (0.3684), cf=0.983, gamma=1.012, delta=0.004, M=-3.292e+000
2 -> 31 fr=225 (0.1806), cf=0.882, gamma=1.044, delta=0.008, M=-3.277e+000
6 -> ~35 fr=417 (0.3347), cf=1.000, gamma=1.006, delta=0.002, M=-3.271e+000
2 12 -> ~33 fr=212 (0.1701), cf=0.991, gamma=1.020, delta=0.003, M=-3.264e+000
30 -> 31 fr=194 (0.1557), cf=0.886, gamma=1.048, delta=0.007, M=-3.257e+000
19 -> ~35 fr=609 (0.4888), cf=0.998, gamma=1.005, delta=0.002, M=-3.232e+000
27 -> ~37 fr=1216 (0.9759), cf=0.999, gamma=1.001, delta=0.001, M=-3.079e+000
27 -> ~33 fr=1184 (0.9502), cf=0.973, gamma=1.002, delta=0.002, M=-3.030e+000
12 19 -> ~34 fr=288 (0.2311), cf=0.997, gamma=1.011, delta=0.003, M=-2.910e+000
12 -> ~33 fr=547 (0.4390), cf=0.980, gamma=1.009, delta=0.004, M=-2.875e+000
7 24 -> ~32 fr=158 (0.1268), cf=0.935, gamma=1.040, delta=0.005, M=-2.861e+000
2 12 -> ~32 fr=199 (0.1597), cf=0.930, gamma=1.035, delta=0.005, M=-2.833e+000
11 -> ~35 fr=360 (0.2889), cf=1.000, gamma=1.006, delta=0.002, M=-2.737e+000
7 -> ~32 fr=422 (0.3387), cf=0.915, gamma=1.018, delta=0.006, M=-2.502e+000
7 -> ~33 fr=452 (0.3628), cf=0.980, gamma=1.010, delta=0.003, M=-2.430e+000
20 -> ~33 fr=1154 (0.9262), cf=0.973, gamma=1.002, delta=0.002, M=-2.403e+000
12 15 -> ~35 fr=507 (0.4069), cf=0.998, gamma=1.004, delta=0.002, M=-2.325e+000
15 -> ~35 fr=1059 (0.8499), cf=0.995, gamma=1.002, delta=0.001, M=-2.322e+000
25 -> ~34 fr=136 (0.1091), cf=1.000, gamma=1.015, delta=0.002, M=-2.096e+000
20 -> ~36 fr=1184 (0.9502), cf=0.998, gamma=1.001, delta=0.001, M=-1.983e+000
20 30 -> ~32 fr=179 (0.1437), cf=0.923, gamma=1.026, delta=0.004, M=-1.952e+000
20 -> ~32 fr=1069 (0.8579), cf=0.901, gamma=1.003, delta=0.002, M=-1.943e+000
23 -> ~37 fr=756 (0.6067), cf=1.000, gamma=1.002, delta=0.001, M=-1.868e+000
2 -> ~32 fr=234 (0.1878), cf=0.918, gamma=1.021, delta=0.004, M=-1.839e+000
2 -> ~35 fr=255 (0.2047), cf=1.000, gamma=1.006, delta=0.001, M=-1.838e+000
27 -> ~35 fr=1210 (0.9711), cf=0.994, gamma=1.001, delta=0.001, M=-1.759e+000
18 -> ~36 fr=551 (0.4422), cf=1.000, gamma=1.002, delta=0.001, M=-1.753e+000
1 -> ~36 fr=547 (0.4390), cf=1.000, gamma=1.002, delta=0.001, M=-1.736e+000
18 -> ~33 fr=538 (0.4318), cf=0.976, gamma=1.005, delta=0.002, M=-1.581e+000
30 -> ~35 fr=219 (0.1758), cf=1.000, gamma=1.006, delta=0.001, M=-1.551e+000
2 -> ~33 fr=250 (0.2006), cf=0.980, gamma=1.010, delta=0.002, M=-1.507e+000
12 -> ~35 fr=556 (0.4462), cf=0.996, gamma=1.003, delta=0.001, M=-1.500e+000
25 -> ~33 fr=134 (0.1075), cf=0.985, gamma=1.015, delta=0.002, M=-1.480e+000
12 -> ~32 fr=506 (0.4061), cf=0.907, gamma=1.009, delta=0.004, M=-1.472e+000
12 -> ~34 fr=552 (0.4430), cf=0.989, gamma=1.004, delta=0.002, M=-1.471e+000
7 19 -> ~34 fr=183 (0.1469), cf=0.995, gamma=1.009, delta=0.001, M=-1.470e+000
30 -> ~32 fr=200 (0.1605), cf=0.913, gamma=1.016, delta=0.003, M=-1.344e+000
7 -> ~34 fr=456 (0.3660), cf=0.989, gamma=1.004, delta=0.001, M=-1.238e+000
12 -> ~37 fr=558 (0.4478), cf=1.000, gamma=1.002, delta=0.001, M=-1.188e+000
19 27 -> ~34 fr=586 (0.4703), cf=0.988, gamma=1.003, delta=0.001, M=-1.179e+000
18 -> ~37 fr=551 (0.4422), cf=1.000, gamma=1.002, delta=0.001, M=-1.168e+000
1 -> ~37 fr=547 (0.4390), cf=1.000, gamma=1.002, delta=0.001, M=-1.157e+000
20 -> ~35 fr=1179 (0.9462), cf=0.994, gamma=1.001, delta=0.000, M=-1.118e+000
23 -> ~36 fr=755 (0.6059), cf=0.999, gamma=1.001, delta=0.001, M=-1.072e+000
27 -> ~34 fr=1200 (0.9631), cf=0.986, gamma=1.000, delta=0.000, M=-1.057e+000
11 -> ~36 fr=360 (0.2889), cf=1.000, gamma=1.002, delta=0.001, M=-1.024e+000
15 -> ~36 fr=1062 (0.8523), cf=0.998, gamma=1.001, delta=0.000, M=-9.740e-001
25 -> ~35 fr=136 (0.1091), cf=1.000, gamma=1.006, delta=0.001, M=-9.274e-001
7 -> ~37 fr=461 (0.3700), cf=1.000, gamma=1.002, delta=0.001, M=-9.245e-001
3 -> ~36 fr=298 (0.2392), cf=1.000, gamma=1.002, delta=0.001, M=-8.208e-001
19 -> ~34 fr=602 (0.4831), cf=0.987, gamma=1.001, delta=0.001, M=-8.165e-001
6 -> ~37 fr=417 (0.3347), cf=1.000, gamma=1.002, delta=0.001, M=-8.154e-001
26 30 -> ~33 fr=198 (0.1589), cf=0.975, gamma=1.004, delta=0.001, M=-7.919e-001
2 -> ~34 fr=252 (0.2022), cf=0.988, gamma=1.003, delta=0.001, M=-7.334e-001
11 -> ~37 fr=360 (0.2889), cf=1.000, gamma=1.002, delta=0.000, M=-6.823e-001
18 -> 31 fr=466 (0.3740), cf=0.846, gamma=1.001, delta=0.000, M=-6.725e-001
30 -> ~33 fr=213 (0.1709), cf=0.973, gamma=1.002, delta=0.000, M=-6.003e-001
30 -> ~36 fr=219 (0.1758), cf=1.000, gamma=1.002, delta=0.000, M=-5.804e-001
12 -> ~36 fr=557 (0.4470), cf=0.998, gamma=1.001, delta=0.000, M=-5.481e-001
3 -> ~37 fr=298 (0.2392), cf=1.000, gamma=1.002, delta=0.000, M=-5.469e-001
2 -> ~37 fr=255 (0.2047), cf=1.000, gamma=1.002, delta=0.000, M=-4.582e-001
30 -> ~37 fr=219 (0.1758), cf=1.000, gamma=1.002, delta=0.000, M=-3.868e-001
7 -> ~36 fr=460 (0.3692), cf=0.998, gamma=1.000, delta=0.000, M=-3.699e-001
25 -> ~36 fr=136 (0.1091), cf=1.000, gamma=1.002, delta=0.000, M=-3.470e-001
8 13 -> ~36 fr=127 (0.1019), cf=1.000, gamma=1.002, delta=0.000, M=-3.228e-001
8 19 -> ~36 fr=126 (0.1011), cf=1.000, gamma=1.002, delta=0.000, M=-3.201e-001
6 -> ~36 fr=416 (0.3339), cf=0.998, gamma=1.000, delta=0.000, M=-3.023e-001
25 -> ~37 fr=136 (0.1091), cf=1.000, gamma=1.002, delta=0.000, M=-2.313e-001
