1 -> 31 fr=516 (0.4125), cf=0.938, gamma=1.114, delta=0.042, M=-3.930e+001
2 12 20 -> ~32 fr=197 (0.1575), cf=0.943, gamma=1.049, delta=0.007, M=-4.523e+000
2 12 -> ~32 fr=207 (0.1655), cf=0.941, gamma=1.047, delta=0.007, M=-4.462e+000
15 19 -> ~35 fr=527 (0.4213), cf=1.000, gamma=1.006, delta=0.003, M=-4.392e+000
6 12 29 -> ~32 fr=253 (0.2022), cf=0.934, gamma=1.039, delta=0.008, M=-4.061e+000
6 -> ~32 fr=391 (0.3125), cf=0.924, gamma=1.029, delta=0.009, M=-4.025e+000
7 20 -> ~32 fr=409 (0.3269), cf=0.923, gamma=1.028, delta=0.009, M=-3.975e+000
15 -> ~35 fr=1063 (0.8497), cf=0.996, gamma=1.003, delta=0.002, M=-3.934e+000
7 -> ~35 fr=460 (0.3677), cf=1.000, gamma=1.006, delta=0.002, M=-3.680e+000
30 -> ~34 fr=220 (0.1759), cf=1.000, gamma=1.015, delta=0.003, M=-3.508e+000
7 -> ~32 fr=423 (0.3381), cf=0.920, gamma=1.023, delta=0.008, M=-3.335e+000
6 -> ~35 fr=423 (0.3381), cf=1.000, gamma=1.006, delta=0.002, M=-3.313e+000
2 20 -> ~32 fr=228 (0.1823), cf=0.931, gamma=1.036, delta=0.006, M=-3.294e+000
19 -> ~35 fr=605 (0.4836), cf=0.998, gamma=1.005, delta=0.002, M=-3.169e+000
12 19 -> ~34 fr=292 (0.2334), cf=0.997, gamma=1.011, delta=0.003, M=-2.953e+000
2 -> ~32 fr=240 (0.1918), cf=0.927, gamma=1.031, delta=0.006, M=-2.905e+000
15 -> ~37 fr=1066 (0.8521), cf=0.999, gamma=1.001, delta=0.001, M=-2.842e+000
11 -> ~35 fr=360 (0.2878), cf=1.000, gamma=1.006, delta=0.002, M=-2.724e+000
27 -> ~37 fr=1216 (0.9720), cf=0.998, gamma=1.001, delta=0.001, M=-2.562e+000
12 20 29 -> ~32 fr=421 (0.3365), cf=0.915, gamma=1.019, delta=0.006, M=-2.526e+000
20 -> ~32 fr=1072 (0.8569), cf=0.902, gamma=1.003, delta=0.003, M=-2.422e+000
18 -> ~36 fr=561 (0.4484), cf=1.000, gamma=1.003, delta=0.001, M=-2.384e+000
7 -> ~33 fr=451 (0.3605), cf=0.980, gamma=1.009, delta=0.003, M=-2.379e+000
1 -> ~36 fr=550 (0.4396), cf=1.000, gamma=1.003, delta=0.001, M=-2.321e+000
20 -> ~33 fr=1157 (0.9249), cf=0.973, gamma=1.002, delta=0.002, M=-2.320e+000
15 -> ~36 fr=1065 (0.8513), cf=0.998, gamma=1.001, delta=0.001, M=-2.249e+000
18 -> ~33 fr=549 (0.4388), cf=0.979, gamma=1.008, delta=0.003, M=-2.237e+000
25 -> ~34 fr=136 (0.1087), cf=1.000, gamma=1.015, delta=0.002, M=-2.087e+000
12 29 -> ~32 fr=433 (0.3461), cf=0.912, gamma=1.015, delta=0.005, M=-2.006e+000
30 -> 31 fr=191 (0.1527), cf=0.868, gamma=1.030, delta=0.005, M=-1.920e+000
15 -> ~39 fr=1067 (0.8529), cf=1.000, gamma=1.001, delta=0.001, M=-1.917e+000
2 -> ~35 fr=259 (0.2070), cf=1.000, gamma=1.006, delta=0.001, M=-1.862e+000
18 -> ~37 fr=561 (0.4484), cf=1.000, gamma=1.002, delta=0.001, M=-1.787e+000
23 -> ~36 fr=760 (0.6075), cf=0.999, gamma=1.002, delta=0.001, M=-1.776e+000
1 -> ~37 fr=550 (0.4396), cf=1.000, gamma=1.002, delta=0.001, M=-1.739e+000
20 -> ~36 fr=1186 (0.9480), cf=0.997, gamma=1.001, delta=0.001, M=-1.692e+000
27 -> ~35 fr=1211 (0.9680), cf=0.994, gamma=1.001, delta=0.001, M=-1.645e+000
12 -> ~32 fr=510 (0.4077), cf=0.907, gamma=1.010, delta=0.004, M=-1.630e+000
2 -> ~33 fr=254 (0.2030), cf=0.981, gamma=1.010, delta=0.002, M=-1.554e+000
30 -> ~35 fr=220 (0.1759), cf=1.000, gamma=1.006, delta=0.001, M=-1.552e+000
12 -> ~35 fr=560 (0.4476), cf=0.996, gamma=1.003, delta=0.001, M=-1.511e+000
12 -> ~34 fr=556 (0.4444), cf=0.989, gamma=1.004, delta=0.002, M=-1.487e+000
25 -> ~33 fr=134 (0.1071), cf=0.985, gamma=1.014, delta=0.002, M=-1.469e+000
7 19 -> ~34 fr=178 (0.1423), cf=0.994, gamma=1.009, delta=0.001, M=-1.400e+000
11 -> ~36 fr=360 (0.2878), cf=1.000, gamma=1.003, delta=0.001, M=-1.359e+000
6 -> ~37 fr=423 (0.3381), cf=1.000, gamma=1.002, delta=0.001, M=-1.239e+000
7 -> ~34 fr=455 (0.3637), cf=0.989, gamma=1.004, delta=0.001, M=-1.214e+000
20 -> ~35 fr=1182 (0.9448), cf=0.994, gamma=1.001, delta=0.000, M=-1.094e+000
23 -> ~37 fr=760 (0.6075), cf=0.999, gamma=1.001, delta=0.001, M=-1.079e+000
3 -> ~36 fr=285 (0.2278), cf=1.000, gamma=1.003, delta=0.001, M=-1.036e+000
11 -> ~37 fr=360 (0.2878), cf=1.000, gamma=1.002, delta=0.001, M=-1.019e+000
27 -> ~34 fr=1201 (0.9600), cf=0.986, gamma=1.000, delta=0.000, M=-9.571e-001
18 -> 31 fr=475 (0.3797), cf=0.847, gamma=1.005, delta=0.002, M=-9.480e-001
25 -> ~35 fr=136 (0.1087), cf=1.000, gamma=1.006, delta=0.001, M=-9.235e-001
3 -> ~35 fr=284 (0.2270), cf=0.996, gamma=1.003, delta=0.001, M=-8.578e-001
29 -> ~33 fr=1002 (0.8010), cf=0.972, gamma=1.001, delta=0.001, M=-7.942e-001
3 -> ~37 fr=285 (0.2278), cf=1.000, gamma=1.002, delta=0.001, M=-7.763e-001
30 -> ~36 fr=220 (0.1759), cf=1.000, gamma=1.003, delta=0.001, M=-7.747e-001
2 -> ~34 fr=256 (0.2046), cf=0.988, gamma=1.003, delta=0.001, M=-7.547e-001
2 -> ~37 fr=259 (0.2070), cf=1.000, gamma=1.002, delta=0.000, M=-6.966e-001
19 -> ~39 fr=606 (0.4844), cf=1.000, gamma=1.001, delta=0.000, M=-6.624e-001
30 -> ~32 fr=198 (0.1583), cf=0.900, gamma=1.002, delta=0.000, M=-6.449e-001
12 -> ~39 fr=562 (0.4492), cf=1.000, gamma=1.001, delta=0.000, M=-5.965e-001
30 -> ~37 fr=220 (0.1759), cf=1.000, gamma=1.002, delta=0.000, M=-5.808e-001
1 -> ~39 fr=550 (0.4396), cf=1.000, gamma=1.001, delta=0.000, M=-5.792e-001
12 -> ~37 fr=561 (0.4484), cf=0.998, gamma=1.001, delta=0.000, M=-5.518e-001
18 -> ~34 fr=553 (0.4420), cf=0.986, gamma=1.000, delta=0.000, M=-5.385e-001
6 -> ~36 fr=422 (0.3373), cf=0.998, gamma=1.001, delta=0.000, M=-5.378e-001
24 -> ~39 fr=490 (0.3917), cf=1.000, gamma=1.001, delta=0.000, M=-4.971e-001
25 -> ~36 fr=136 (0.1087), cf=1.000, gamma=1.003, delta=0.000, M=-4.609e-001
7 -> ~39 fr=460 (0.3677), cf=1.000, gamma=1.001, delta=0.000, M=-4.584e-001
8 13 -> ~36 fr=128 (0.1023), cf=1.000, gamma=1.003, delta=0.000, M=-4.323e-001
7 24 -> ~37 fr=167 (0.1335), cf=1.000, gamma=1.002, delta=0.000, M=-4.302e-001
8 19 -> ~36 fr=126 (0.1007), cf=1.000, gamma=1.003, delta=0.000, M=-4.252e-001
6 -> ~39 fr=423 (0.3381), cf=1.000, gamma=1.001, delta=0.000, M=-4.127e-001
7 -> ~37 fr=459 (0.3669), cf=0.998, gamma=1.000, delta=0.000, M=-3.653e-001
25 -> ~37 fr=136 (0.1087), cf=1.000, gamma=1.002, delta=0.000, M=-3.456e-001
11 -> ~39 fr=360 (0.2878), cf=1.000, gamma=1.001, delta=0.000, M=-3.394e-001
3 -> ~39 fr=285 (0.2278), cf=1.000, gamma=1.001, delta=0.000, M=-2.585e-001
2 -> ~39 fr=259 (0.2070), cf=1.000, gamma=1.001, delta=0.000, M=-2.320e-001
30 -> ~39 fr=220 (0.1759), cf=1.000, gamma=1.001, delta=0.000, M=-1.934e-001
25 -> ~39 fr=136 (0.1087), cf=1.000, gamma=1.001, delta=0.000, M=-1.151e-001
