1 15 -> 31 fr=494 (0.3949), cf=0.946, gamma=1.123, delta=0.043, M=-4.311e+001
11 -> ~33 fr=353 (0.2822), cf=0.994, gamma=1.024, delta=0.007, M=-7.411e+000
6 -> ~34 fr=414 (0.3309), cf=1.000, gamma=1.015, delta=0.005, M=-7.295e+000
23 -> ~35 fr=744 (0.5947), cf=1.000, gamma=1.006, delta=0.004, M=-7.259e+000
6 12 -> ~33 fr=287 (0.2294), cf=0.997, gamma=1.026, delta=0.006, M=-7.074e+000
2 12 -> 31 fr=188 (0.1503), cf=0.913, gamma=1.083, delta=0.012, M=-6.850e+000
23 -> ~33 fr=732 (0.5851), cf=0.984, gamma=1.013, delta=0.008, M=-6.740e+000
6 12 29 -> ~32 fr=250 (0.1998), cf=0.947, gamma=1.054, delta=0.010, M=-6.559e+000
6 23 29 -> ~32 fr=291 (0.2326), cf=0.942, gamma=1.048, delta=0.011, M=-6.356e+000
20 23 -> ~32 fr=670 (0.5356), cf=0.920, gamma=1.024, delta=0.013, M=-6.299e+000
6 -> ~33 fr=410 (0.3277), cf=0.990, gamma=1.020, delta=0.006, M=-6.157e+000
27 -> ~33 fr=1186 (0.9480), cf=0.975, gamma=1.003, delta=0.003, M=-6.095e+000
11 -> ~34 fr=355 (0.2838), cf=1.000, gamma=1.015, delta=0.004, M=-6.057e+000
6 23 -> ~32 fr=327 (0.2614), cf=0.937, gamma=1.043, delta=0.011, M=-5.961e+000
6 29 -> ~32 fr=347 (0.2774), cf=0.935, gamma=1.041, delta=0.011, M=-5.929e+000
6 -> ~32 fr=386 (0.3086), cf=0.932, gamma=1.038, delta=0.011, M=-5.856e+000
15 -> ~34 fr=1045 (0.8353), cf=0.991, gamma=1.005, delta=0.004, M=-5.699e+000
23 -> ~32 fr=683 (0.5460), cf=0.918, gamma=1.022, delta=0.012, M=-5.530e+000
7 20 -> 31 fr=382 (0.3054), cf=0.880, gamma=1.045, delta=0.013, M=-5.435e+000
12 20 -> 31 fr=466 (0.3725), cf=0.874, gamma=1.038, delta=0.014, M=-5.367e+000
2 20 -> 31 fr=211 (0.1687), cf=0.898, gamma=1.066, delta=0.010, M=-5.296e+000
7 -> 31 fr=396 (0.3165), cf=0.878, gamma=1.042, delta=0.013, M=-5.202e+000
2 -> 31 fr=222 (0.1775), cf=0.895, gamma=1.062, delta=0.010, M=-5.153e+000
23 -> ~34 fr=739 (0.5907), cf=0.993, gamma=1.008, delta=0.005, M=-5.078e+000
12 -> 31 fr=484 (0.3869), cf=0.872, gamma=1.035, delta=0.013, M=-5.077e+000
20 -> ~37 fr=1184 (0.9464), cf=0.999, gamma=1.002, delta=0.001, M=-4.835e+000
1 -> ~35 fr=549 (0.4388), cf=1.000, gamma=1.006, delta=0.003, M=-4.640e+000
25 -> ~32 fr=129 (0.1031), cf=0.956, gamma=1.064, delta=0.006, M=-4.630e+000
12 20 -> ~33 fr=524 (0.4189), cf=0.983, gamma=1.012, delta=0.005, M=-3.871e+000
7 -> ~33 fr=444 (0.3549), cf=0.984, gamma=1.014, delta=0.005, M=-3.761e+000
2 12 20 -> ~32 fr=184 (0.1471), cf=0.939, gamma=1.045, delta=0.006, M=-3.742e+000
15 -> ~35 fr=1051 (0.8401), cf=0.996, gamma=1.003, delta=0.002, M=-3.713e+000
2 12 -> ~32 fr=193 (0.1543), cf=0.937, gamma=1.043, delta=0.006, M=-3.644e+000
30 -> ~34 fr=226 (0.1807), cf=1.000, gamma=1.015, delta=0.003, M=-3.614e+000
7 -> ~35 fr=451 (0.3605), cf=1.000, gamma=1.006, delta=0.002, M=-3.589e+000
12 -> ~33 fr=545 (0.4357), cf=0.982, gamma=1.011, delta=0.005, M=-3.525e+000
2 20 -> ~32 fr=219 (0.1751), cf=0.932, gamma=1.037, delta=0.006, M=-3.357e+000
6 -> ~35 fr=414 (0.3309), cf=1.000, gamma=1.006, delta=0.002, M=-3.226e+000
12 -> ~34 fr=551 (0.4404), cf=0.993, gamma=1.007, delta=0.003, M=-3.104e+000
7 20 24 -> ~32 fr=150 (0.1199), cf=0.938, gamma=1.043, delta=0.005, M=-3.037e+000
30 -> 31 fr=199 (0.1591), cf=0.881, gamma=1.045, delta=0.007, M=-3.028e+000
2 -> ~32 fr=230 (0.1839), cf=0.927, gamma=1.032, delta=0.006, M=-2.905e+000
20 -> ~32 fr=1069 (0.8545), cf=0.902, gamma=1.004, delta=0.003, M=-2.773e+000
15 -> ~37 fr=1054 (0.8425), cf=0.999, gamma=1.001, delta=0.001, M=-2.722e+000
11 -> ~35 fr=355 (0.2838), cf=1.000, gamma=1.006, delta=0.002, M=-2.679e+000
27 -> ~37 fr=1215 (0.9712), cf=0.998, gamma=1.001, delta=0.001, M=-2.533e+000
7 24 -> ~32 fr=158 (0.1263), cf=0.929, gamma=1.034, delta=0.004, M=-2.375e+000
1 -> ~36 fr=549 (0.4388), cf=1.000, gamma=1.003, delta=0.001, M=-2.315e+000
18 -> ~36 fr=542 (0.4333), cf=1.000, gamma=1.003, delta=0.001, M=-2.275e+000
12 19 29 -> ~32 fr=232 (0.1855), cf=0.921, gamma=1.025, delta=0.004, M=-2.154e+000
12 19 -> ~35 fr=294 (0.2350), cf=1.000, gamma=1.006, delta=0.002, M=-2.150e+000
15 -> ~36 fr=1053 (0.8417), cf=0.998, gamma=1.001, delta=0.001, M=-2.137e+000
25 -> ~34 fr=135 (0.1079), cf=1.000, gamma=1.015, delta=0.002, M=-2.070e+000
18 -> ~33 fr=530 (0.4237), cf=0.978, gamma=1.007, delta=0.003, M=-1.931e+000
19 -> ~35 fr=621 (0.4964), cf=0.997, gamma=1.003, delta=0.002, M=-1.922e+000
7 -> ~32 fr=411 (0.3285), cf=0.911, gamma=1.014, delta=0.005, M=-1.889e+000
15 -> ~39 fr=1055 (0.8433), cf=1.000, gamma=1.001, delta=0.001, M=-1.854e+000
2 -> ~35 fr=248 (0.1982), cf=1.000, gamma=1.006, delta=0.001, M=-1.773e+000
1 -> ~37 fr=549 (0.4388), cf=1.000, gamma=1.002, delta=0.001, M=-1.735e+000
18 -> ~37 fr=542 (0.4333), cf=1.000, gamma=1.002, delta=0.001, M=-1.705e+000
23 -> ~36 fr=743 (0.5939), cf=0.999, gamma=1.002, delta=0.001, M=-1.688e+000
20 -> ~36 fr=1182 (0.9448), cf=0.997, gamma=1.001, delta=0.001, M=-1.634e+000
12 29 -> ~32 fr=429 (0.3429), cf=0.909, gamma=1.012, delta=0.004, M=-1.623e+000
27 -> ~35 fr=1210 (0.9672), cf=0.994, gamma=1.001, delta=0.001, M=-1.618e+000
30 -> ~35 fr=226 (0.1807), cf=1.000, gamma=1.006, delta=0.001, M=-1.599e+000
12 -> ~35 fr=553 (0.4420), cf=0.996, gamma=1.003, delta=0.001, M=-1.468e+000
12 19 -> ~32 fr=268 (0.2142), cf=0.912, gamma=1.015, delta=0.003, M=-1.460e+000
25 -> ~33 fr=133 (0.1063), cf=0.985, gamma=1.014, delta=0.002, M=-1.449e+000
12 -> ~32 fr=503 (0.4021), cf=0.906, gamma=1.009, delta=0.003, M=-1.448e+000
7 19 -> ~34 fr=180 (0.1439), cf=0.994, gamma=1.009, delta=0.001, M=-1.424e+000
2 -> ~33 fr=243 (0.1942), cf=0.980, gamma=1.009, delta=0.002, M=-1.383e+000
11 -> ~36 fr=355 (0.2838), cf=1.000, gamma=1.003, delta=0.001, M=-1.337e+000
2 -> ~34 fr=246 (0.1966), cf=0.992, gamma=1.006, delta=0.001, M=-1.289e+000
20 -> ~33 fr=1152 (0.9209), cf=0.972, gamma=1.001, delta=0.001, M=-1.222e+000
6 -> ~37 fr=414 (0.3309), cf=1.000, gamma=1.002, delta=0.001, M=-1.207e+000
7 -> ~34 fr=446 (0.3565), cf=0.989, gamma=1.003, delta=0.001, M=-1.141e+000
3 -> ~36 fr=298 (0.2382), cf=1.000, gamma=1.003, delta=0.001, M=-1.090e+000
20 -> ~35 fr=1178 (0.9416), cf=0.994, gamma=1.000, delta=0.000, M=-1.042e+000
23 -> ~37 fr=743 (0.5939), cf=0.999, gamma=1.001, delta=0.001, M=-1.023e+000
11 -> ~37 fr=355 (0.2838), cf=1.000, gamma=1.002, delta=0.001, M=-1.002e+000
30 -> ~32 fr=205 (0.1639), cf=0.907, gamma=1.010, delta=0.002, M=-9.950e-001
27 -> ~34 fr=1200 (0.9592), cf=0.986, gamma=1.000, delta=0.000, M=-9.336e-001
3 -> ~35 fr=297 (0.2374), cf=0.997, gamma=1.003, delta=0.001, M=-9.252e-001
25 -> ~35 fr=135 (0.1079), cf=1.000, gamma=1.006, delta=0.001, M=-9.163e-001
26 30 -> ~33 fr=206 (0.1647), cf=0.976, gamma=1.005, delta=0.001, M=-8.771e-001
3 -> ~37 fr=298 (0.2382), cf=1.000, gamma=1.002, delta=0.001, M=-8.170e-001
30 -> ~36 fr=226 (0.1807), cf=1.000, gamma=1.003, delta=0.001, M=-7.981e-001
19 -> ~39 fr=623 (0.4980), cf=1.000, gamma=1.001, delta=0.000, M=-6.892e-001
2 -> ~37 fr=248 (0.1982), cf=1.000, gamma=1.002, delta=0.000, M=-6.634e-001
30 -> ~33 fr=220 (0.1759), cf=0.973, gamma=1.002, delta=0.000, M=-6.591e-001
30 -> ~37 fr=226 (0.1807), cf=1.000, gamma=1.002, delta=0.000, M=-5.983e-001
12 -> ~39 fr=555 (0.4436), cf=1.000, gamma=1.001, delta=0.000, M=-5.863e-001
1 -> ~39 fr=549 (0.4388), cf=1.000, gamma=1.001, delta=0.000, M=-5.778e-001
12 -> ~37 fr=554 (0.4428), cf=0.998, gamma=1.001, delta=0.000, M=-5.374e-001
24 -> ~39 fr=507 (0.4053), cf=1.000, gamma=1.001, delta=0.000, M=-5.197e-001
6 -> ~36 fr=413 (0.3301), cf=0.998, gamma=1.001, delta=0.000, M=-5.161e-001
25 -> ~36 fr=135 (0.1079), cf=1.000, gamma=1.003, delta=0.000, M=-4.574e-001
8 19 -> ~36 fr=133 (0.1063), cf=1.000, gamma=1.003, delta=0.000, M=-4.502e-001
7 -> ~39 fr=451 (0.3605), cf=1.000, gamma=1.001, delta=0.000, M=-4.471e-001
8 13 -> ~36 fr=132 (0.1055), cf=1.000, gamma=1.003, delta=0.000, M=-4.466e-001
7 24 -> ~37 fr=170 (0.1359), cf=1.000, gamma=1.002, delta=0.000, M=-4.385e-001
6 -> ~39 fr=414 (0.3309), cf=1.000, gamma=1.001, delta=0.000, M=-4.019e-001
7 -> ~37 fr=450 (0.3597), cf=0.998, gamma=1.000, delta=0.000, M=-3.510e-001
25 -> ~37 fr=135 (0.1079), cf=1.000, gamma=1.002, delta=0.000, M=-3.429e-001
11 -> ~39 fr=355 (0.2838), cf=1.000, gamma=1.001, delta=0.000, M=-3.338e-001
3 -> ~39 fr=298 (0.2382), cf=1.000, gamma=1.001, delta=0.000, M=-2.721e-001
2 -> ~39 fr=248 (0.1982), cf=1.000, gamma=1.001, delta=0.000, M=-2.209e-001
30 -> ~39 fr=226 (0.1807), cf=1.000, gamma=1.001, delta=0.000, M=-1.993e-001
25 -> ~39 fr=135 (0.1079), cf=1.000, gamma=1.001, delta=0.000, M=-1.142e-001
