1 15 -> 31 fr=494 (0.3955), cf=0.943, gamma=1.117, delta=0.041, M=-3.951e+001
6 -> ~37 fr=423 (0.3387), cf=1.000, gamma=1.002, delta=0.001, M=-8.274e-001
29 -> ~32 fr=937 (0.7502), cf=0.899, gamma=1.001, delta=0.001, M=-8.075e-001
3 -> ~36 fr=288 (0.2306), cf=1.000, gamma=1.002, delta=0.001, M=-7.871e-001
2 -> ~34 fr=258 (0.2066), cf=0.989, gamma=1.003, delta=0.001, M=-7.723e-001
2 -> ~36 fr=261 (0.2090), cf=1.000, gamma=1.002, delta=0.001, M=-7.039e-001
11 -> ~37 fr=361 (0.2890), cf=1.000, gamma=1.002, delta=0.000, M=-6.826e-001
19 -> ~39 fr=608 (0.4868), cf=1.000, gamma=1.001, delta=0.000, M=-6.671e-001
20 -> ~33 fr=1156 (0.9255), cf=0.971, gamma=1.000, delta=0.000, M=-6.631e-001
12 -> ~39 fr=572 (0.4580), cf=1.000, gamma=1.001, delta=0.000, M=-6.124e-001
1 -> ~39 fr=554 (0.4436), cf=1.000, gamma=1.001, delta=0.000, M=-5.862e-001
12 -> ~36 fr=571 (0.4572), cf=0.998, gamma=1.001, delta=0.000, M=-5.746e-001
30 -> ~36 fr=207 (0.1657), cf=1.000, gamma=1.002, delta=0.000, M=-5.441e-001
3 -> ~37 fr=288 (0.2306), cf=1.000, gamma=1.002, delta=0.000, M=-5.245e-001
13 -> ~37 fr=271 (0.2170), cf=1.000, gamma=1.002, delta=0.000, M=-4.894e-001
24 -> ~39 fr=480 (0.3843), cf=1.000, gamma=1.001, delta=0.000, M=-4.850e-001
23 -> ~37 fr=768 (0.6149), cf=0.999, gamma=1.000, delta=0.000, M=-4.762e-001
2 -> ~37 fr=261 (0.2090), cf=1.000, gamma=1.002, delta=0.000, M=-4.690e-001
7 -> ~39 fr=463 (0.3707), cf=1.000, gamma=1.001, delta=0.000, M=-4.631e-001
8 -> ~37 fr=247 (0.1978), cf=1.000, gamma=1.002, delta=0.000, M=-4.409e-001
6 -> ~39 fr=423 (0.3387), cf=1.000, gamma=1.001, delta=0.000, M=-4.135e-001
30 -> ~37 fr=207 (0.1657), cf=1.000, gamma=1.002, delta=0.000, M=-3.626e-001
11 -> ~39 fr=361 (0.2890), cf=1.000, gamma=1.001, delta=0.000, M=-3.411e-001
25 -> ~36 fr=133 (0.1065), cf=1.000, gamma=1.002, delta=0.000, M=-3.381e-001
8 19 -> ~36 fr=128 (0.1025), cf=1.000, gamma=1.002, delta=0.000, M=-3.246e-001
7 24 -> ~37 fr=164 (0.1313), cf=1.000, gamma=1.002, delta=0.000, M=-2.816e-001
12 24 -> ~37 fr=160 (0.1281), cf=1.000, gamma=1.002, delta=0.000, M=-2.743e-001
3 -> ~39 fr=288 (0.2306), cf=1.000, gamma=1.001, delta=0.000, M=-2.621e-001
2 -> ~39 fr=261 (0.2090), cf=1.000, gamma=1.001, delta=0.000, M=-2.344e-001
25 -> ~37 fr=133 (0.1065), cf=1.000, gamma=1.002, delta=0.000, M=-2.253e-001
30 -> ~39 fr=207 (0.1657), cf=1.000, gamma=1.001, delta=0.000, M=-1.812e-001
25 -> ~39 fr=133 (0.1065), cf=1.000, gamma=1.001, delta=0.000, M=-1.126e-001
