1 -> 31 fr=508 (0.4061), cf=0.944, gamma=1.121, delta=0.044, M=-4.316e+001
6 29 -> ~32 fr=354 (0.2830), cf=0.934, gamma=1.040, delta=0.011, M=-5.738e+000
6 12 -> ~32 fr=280 (0.2238), cf=0.940, gamma=1.046, delta=0.010, M=-5.644e+000
11 -> ~33 fr=345 (0.2758), cf=0.991, gamma=1.021, delta=0.006, M=-5.587e+000
6 -> ~32 fr=389 (0.3110), cf=0.931, gamma=1.036, delta=0.011, M=-5.454e+000
7 20 -> 31 fr=395 (0.3157), cf=0.878, gamma=1.042, delta=0.013, M=-5.131e+000
6 -> ~34 fr=417 (0.3333), cf=0.998, gamma=1.012, delta=0.004, M=-5.058e+000
20 27 -> ~33 fr=1141 (0.9121), cf=0.975, gamma=1.004, delta=0.004, M=-5.017e+000
20 -> ~37 fr=1188 (0.9496), cf=0.999, gamma=1.002, delta=0.001, M=-4.959e+000
7 -> 31 fr=407 (0.3253), cf=0.875, gamma=1.039, delta=0.012, M=-4.780e+000
27 -> ~33 fr=1189 (0.9504), cf=0.974, gamma=1.003, delta=0.003, M=-4.679e+000
1 -> ~35 fr=538 (0.4301), cf=1.000, gamma=1.006, delta=0.003, M=-4.515e+000
2 20 -> 31 fr=229 (0.1831), cf=0.888, gamma=1.053, delta=0.009, M=-4.248e+000
2 -> 31 fr=239 (0.1910), cf=0.885, gamma=1.051, delta=0.009, M=-4.091e+000
12 20 29 -> 31 fr=418 (0.3341), cf=0.871, gamma=1.034, delta=0.011, M=-4.040e+000
23 -> ~34 fr=749 (0.5987), cf=0.992, gamma=1.007, delta=0.004, M=-4.012e+000
12 20 -> 31 fr=481 (0.3845), cf=0.867, gamma=1.029, delta=0.011, M=-3.839e+000
7 -> ~35 fr=465 (0.3717), cf=1.000, gamma=1.006, delta=0.002, M=-3.731e+000
2 12 -> ~33 fr=225 (0.1799), cf=0.991, gamma=1.021, delta=0.004, M=-3.578e+000
12 -> 31 fr=498 (0.3981), cf=0.865, gamma=1.026, delta=0.010, M=-3.564e+000
12 20 29 -> ~33 fr=472 (0.3773), cf=0.983, gamma=1.012, delta=0.005, M=-3.534e+000
12 20 -> ~33 fr=545 (0.4357), cf=0.982, gamma=1.011, delta=0.005, M=-3.525e+000
30 -> ~34 fr=216 (0.1727), cf=1.000, gamma=1.015, delta=0.002, M=-3.438e+000
6 -> ~35 fr=418 (0.3341), cf=1.000, gamma=1.006, delta=0.002, M=-3.265e+000
7 -> ~33 fr=457 (0.3653), cf=0.983, gamma=1.012, delta=0.004, M=-3.209e+000
12 -> ~33 fr=565 (0.4516), cf=0.981, gamma=1.010, delta=0.004, M=-3.193e+000
2 12 20 -> ~32 fr=203 (0.1623), cf=0.931, gamma=1.036, delta=0.006, M=-3.068e+000
12 19 -> ~34 fr=295 (0.2358), cf=0.997, gamma=1.011, delta=0.003, M=-2.999e+000
2 12 -> ~32 fr=211 (0.1687), cf=0.930, gamma=1.035, delta=0.006, M=-2.960e+000
15 -> ~37 fr=1058 (0.8457), cf=0.999, gamma=1.001, delta=0.001, M=-2.761e+000
7 18 20 -> ~32 fr=215 (0.1719), cf=0.927, gamma=1.031, delta=0.005, M=-2.676e+000
27 -> ~37 fr=1219 (0.9744), cf=0.998, gamma=1.001, delta=0.001, M=-2.655e+000
11 -> ~35 fr=348 (0.2782), cf=1.000, gamma=1.006, delta=0.002, M=-2.616e+000
7 20 24 -> ~32 fr=151 (0.1207), cf=0.932, gamma=1.037, delta=0.004, M=-2.534e+000
15 19 -> ~35 fr=531 (0.4245), cf=0.998, gamma=1.005, delta=0.002, M=-2.505e+000
2 20 -> ~32 fr=238 (0.1902), cf=0.922, gamma=1.027, delta=0.005, M=-2.393e+000
12 15 -> ~35 fr=517 (0.4133), cf=0.998, gamma=1.004, delta=0.002, M=-2.389e+000
18 -> ~36 fr=552 (0.4412), cf=1.000, gamma=1.003, delta=0.001, M=-2.332e+000
20 -> ~33 fr=1157 (0.9249), cf=0.973, gamma=1.002, delta=0.002, M=-2.320e+000
1 -> ~36 fr=538 (0.4301), cf=1.000, gamma=1.003, delta=0.001, M=-2.252e+000
15 -> ~35 fr=1054 (0.8425), cf=0.995, gamma=1.002, delta=0.001, M=-2.203e+000
7 20 -> ~32 fr=411 (0.3285), cf=0.913, gamma=1.017, delta=0.005, M=-2.179e+000
15 -> ~36 fr=1057 (0.8449), cf=0.998, gamma=1.001, delta=0.001, M=-2.173e+000
12 19 -> ~35 fr=296 (0.2366), cf=1.000, gamma=1.006, delta=0.002, M=-2.167e+000
7 18 -> ~32 fr=222 (0.1775), cf=0.921, gamma=1.025, delta=0.004, M=-2.142e+000
30 -> 31 fr=188 (0.1503), cf=0.870, gamma=1.033, delta=0.005, M=-2.058e+000
2 -> ~32 fr=248 (0.1982), cf=0.919, gamma=1.022, delta=0.004, M=-2.034e+000
2 -> ~35 fr=270 (0.2158), cf=1.000, gamma=1.006, delta=0.001, M=-1.951e+000
25 -> ~34 fr=127 (0.1015), cf=1.000, gamma=1.015, delta=0.001, M=-1.941e+000
7 24 -> ~32 fr=157 (0.1255), cf=0.924, gamma=1.028, delta=0.003, M=-1.886e+000
15 -> ~39 fr=1059 (0.8465), cf=1.000, gamma=1.001, delta=0.001, M=-1.874e+000
12 20 29 -> ~32 fr=437 (0.3493), cf=0.910, gamma=1.013, delta=0.005, M=-1.851e+000
19 -> ~35 fr=611 (0.4884), cf=0.997, gamma=1.003, delta=0.002, M=-1.850e+000
20 -> ~32 fr=1071 (0.8561), cf=0.901, gamma=1.003, delta=0.002, M=-1.780e+000
18 -> ~37 fr=552 (0.4412), cf=1.000, gamma=1.002, delta=0.001, M=-1.748e+000
23 -> ~36 fr=754 (0.6027), cf=0.999, gamma=1.002, delta=0.001, M=-1.744e+000
2 -> ~33 fr=265 (0.2118), cf=0.981, gamma=1.011, delta=0.002, M=-1.735e+000
7 -> ~32 fr=423 (0.3381), cf=0.910, gamma=1.012, delta=0.004, M=-1.708e+000
20 -> ~36 fr=1186 (0.9480), cf=0.997, gamma=1.001, delta=0.001, M=-1.692e+000
1 -> ~37 fr=538 (0.4301), cf=1.000, gamma=1.002, delta=0.001, M=-1.688e+000
12 -> ~34 fr=570 (0.4556), cf=0.990, gamma=1.004, delta=0.002, M=-1.619e+000
12 -> ~35 fr=574 (0.4588), cf=0.997, gamma=1.003, delta=0.001, M=-1.600e+000
18 -> ~33 fr=539 (0.4309), cf=0.976, gamma=1.005, delta=0.002, M=-1.565e+000
12 19 29 -> ~32 fr=234 (0.1871), cf=0.914, gamma=1.017, delta=0.003, M=-1.556e+000
30 -> ~35 fr=216 (0.1727), cf=1.000, gamma=1.006, delta=0.001, M=-1.521e+000
12 29 -> ~32 fr=450 (0.3597), cf=0.907, gamma=1.010, delta=0.003, M=-1.464e+000
7 19 -> ~34 fr=183 (0.1463), cf=0.995, gamma=1.009, delta=0.001, M=-1.461e+000
11 -> ~36 fr=348 (0.2782), cf=1.000, gamma=1.003, delta=0.001, M=-1.306e+000
7 -> ~34 fr=460 (0.3677), cf=0.989, gamma=1.004, delta=0.001, M=-1.256e+000
6 -> ~37 fr=418 (0.3341), cf=1.000, gamma=1.002, delta=0.001, M=-1.221e+000
3 -> ~36 fr=301 (0.2406), cf=1.000, gamma=1.003, delta=0.001, M=-1.102e+000
23 -> ~37 fr=754 (0.6027), cf=0.999, gamma=1.001, delta=0.001, M=-1.059e+000
27 -> ~34 fr=1204 (0.9624), cf=0.986, gamma=1.000, delta=0.000, M=-1.033e+000
12 -> ~32 fr=520 (0.4157), cf=0.903, gamma=1.005, delta=0.002, M=-1.033e+000
11 -> ~37 fr=348 (0.2782), cf=1.000, gamma=1.002, delta=0.001, M=-9.789e-001
25 -> ~35 fr=127 (0.1015), cf=1.000, gamma=1.006, delta=0.001, M=-8.589e-001
2 19 -> ~34 fr=129 (0.1031), cf=0.992, gamma=1.007, delta=0.001, M=-8.516e-001
2 -> ~34 fr=267 (0.2134), cf=0.989, gamma=1.003, delta=0.001, M=-8.362e-001
3 -> ~37 fr=301 (0.2406), cf=1.000, gamma=1.002, delta=0.001, M=-8.265e-001
26 30 -> ~33 fr=200 (0.1599), cf=0.976, gamma=1.005, delta=0.001, M=-8.056e-001
30 -> ~36 fr=216 (0.1727), cf=1.000, gamma=1.003, delta=0.001, M=-7.592e-001
2 -> ~37 fr=270 (0.2158), cf=1.000, gamma=1.002, delta=0.001, M=-7.300e-001
19 -> ~39 fr=613 (0.4900), cf=1.000, gamma=1.001, delta=0.000, M=-6.734e-001
29 -> ~32 fr=930 (0.7434), cf=0.899, gamma=1.000, delta=0.000, M=-6.280e-001
12 -> ~39 fr=576 (0.4604), cf=1.000, gamma=1.001, delta=0.000, M=-6.170e-001
12 -> ~37 fr=575 (0.4596), cf=0.998, gamma=1.001, delta=0.000, M=-5.811e-001
30 -> ~37 fr=216 (0.1727), cf=1.000, gamma=1.002, delta=0.000, M=-5.691e-001
30 -> ~33 fr=210 (0.1679), cf=0.972, gamma=1.001, delta=0.000, M=-5.646e-001
1 -> ~39 fr=538 (0.4301), cf=1.000, gamma=1.001, delta=0.000, M=-5.622e-001
6 -> ~36 fr=417 (0.3333), cf=0.998, gamma=1.001, delta=0.000, M=-5.257e-001
24 -> ~39 fr=496 (0.3965), cf=1.000, gamma=1.001, delta=0.000, M=-5.050e-001
7 -> ~39 fr=465 (0.3717), cf=1.000, gamma=1.001, delta=0.000, M=-4.647e-001
7 24 -> ~37 fr=170 (0.1359), cf=1.000, gamma=1.002, delta=0.000, M=-4.385e-001
25 -> ~36 fr=127 (0.1015), cf=1.000, gamma=1.003, delta=0.000, M=-4.287e-001
8 19 -> ~36 fr=127 (0.1015), cf=1.000, gamma=1.003, delta=0.000, M=-4.287e-001
6 -> ~39 fr=418 (0.3341), cf=1.000, gamma=1.001, delta=0.000, M=-4.067e-001
7 -> ~37 fr=464 (0.3709), cf=0.998, gamma=1.000, delta=0.000, M=-3.734e-001
11 -> ~39 fr=348 (0.2782), cf=1.000, gamma=1.001, delta=0.000, M=-3.260e-001
25 -> ~37 fr=127 (0.1015), cf=1.000, gamma=1.002, delta=0.000, M=-3.214e-001
3 -> ~39 fr=301 (0.2406), cf=1.000, gamma=1.001, delta=0.000, M=-2.752e-001
2 -> ~39 fr=270 (0.2158), cf=1.000, gamma=1.001, delta=0.000, M=-2.431e-001
30 -> ~39 fr=216 (0.1727), cf=1.000, gamma=1.001, delta=0.000, M=-1.895e-001
25 -> ~39 fr=127 (0.1015), cf=1.000, gamma=1.001, delta=0.000, M=-1.070e-001
