1 -> 31 fr=518 (0.4144), cf=0.942, gamma=1.117, delta=0.043, M=-4.203e+001
20 23 -> ~32 fr=684 (0.5472), cf=0.919, gamma=1.023, delta=0.012, M=-6.141e+000
11 -> ~34 fr=355 (0.2840), cf=1.000, gamma=1.015, delta=0.004, M=-6.062e+000
23 29 -> ~32 fr=591 (0.4728), cf=0.922, gamma=1.026, delta=0.012, M=-5.800e+000
25 -> ~32 fr=131 (0.1048), cf=0.963, gamma=1.072, delta=0.007, M=-5.785e+000
12 20 29 -> ~33 fr=469 (0.3752), cf=0.987, gamma=1.017, delta=0.006, M=-5.420e+000
6 29 -> ~32 fr=357 (0.2856), cf=0.932, gamma=1.038, delta=0.010, M=-5.342e+000
12 20 -> ~33 fr=544 (0.4352), cf=0.986, gamma=1.015, delta=0.006, M=-5.338e+000
23 -> ~32 fr=696 (0.5568), cf=0.917, gamma=1.021, delta=0.011, M=-5.330e+000
6 -> ~32 fr=396 (0.3168), cf=0.930, gamma=1.035, delta=0.011, M=-5.314e+000
6 -> ~34 fr=425 (0.3400), cf=0.998, gamma=1.012, delta=0.004, M=-5.214e+000
7 -> 31 fr=408 (0.3264), cf=0.877, gamma=1.041, delta=0.013, M=-5.110e+000
20 27 -> ~33 fr=1141 (0.9128), cf=0.975, gamma=1.004, delta=0.004, M=-5.082e+000
12 -> ~33 fr=565 (0.4520), cf=0.984, gamma=1.014, delta=0.006, M=-4.900e+000
20 -> ~37 fr=1185 (0.9480), cf=0.999, gamma=1.002, delta=0.001, M=-4.894e+000
2 -> 31 fr=232 (0.1856), cf=0.892, gamma=1.058, delta=0.010, M=-4.861e+000
27 -> ~33 fr=1188 (0.9504), cf=0.974, gamma=1.003, delta=0.003, M=-4.677e+000
1 -> ~35 fr=550 (0.4400), cf=1.000, gamma=1.006, delta=0.003, M=-4.656e+000
15 23 -> ~34 fr=699 (0.5592), cf=0.993, gamma=1.007, delta=0.004, M=-4.328e+000
23 -> ~34 fr=753 (0.6024), cf=0.992, gamma=1.007, delta=0.004, M=-4.094e+000
15 -> ~35 fr=1059 (0.8472), cf=0.996, gamma=1.003, delta=0.002, M=-3.874e+000
12 19 29 -> 31 fr=230 (0.1840), cf=0.885, gamma=1.049, delta=0.009, M=-3.809e+000
7 -> ~35 fr=465 (0.3720), cf=1.000, gamma=1.006, delta=0.002, M=-3.735e+000
12 29 -> 31 fr=426 (0.3408), cf=0.869, gamma=1.031, delta=0.010, M=-3.732e+000
12 -> 31 fr=497 (0.3976), cf=0.866, gamma=1.027, delta=0.010, M=-3.683e+000
30 -> ~34 fr=217 (0.1736), cf=1.000, gamma=1.015, delta=0.002, M=-3.458e+000
6 -> ~35 fr=426 (0.3408), cf=1.000, gamma=1.006, delta=0.002, M=-3.345e+000
2 -> ~33 fr=257 (0.2056), cf=0.988, gamma=1.018, delta=0.004, M=-3.236e+000
7 -> ~33 fr=457 (0.3656), cf=0.983, gamma=1.012, delta=0.004, M=-3.217e+000
15 -> ~34 fr=1051 (0.8408), cf=0.989, gamma=1.003, delta=0.003, M=-3.213e+000
2 12 20 -> ~32 fr=193 (0.1544), cf=0.932, gamma=1.038, delta=0.006, M=-3.092e+000
12 19 -> ~34 fr=299 (0.2392), cf=0.997, gamma=1.011, delta=0.003, M=-3.064e+000
2 12 -> ~32 fr=202 (0.1616), cf=0.931, gamma=1.036, delta=0.006, M=-3.027e+000
20 -> ~32 fr=1070 (0.8560), cf=0.902, gamma=1.004, delta=0.004, M=-2.959e+000
15 -> ~37 fr=1062 (0.8496), cf=0.999, gamma=1.001, delta=0.001, M=-2.810e+000
15 -> ~36 fr=1062 (0.8496), cf=0.999, gamma=1.001, delta=0.001, M=-2.810e+000
11 -> ~35 fr=355 (0.2840), cf=1.000, gamma=1.006, delta=0.002, M=-2.682e+000
27 -> ~37 fr=1218 (0.9744), cf=0.998, gamma=1.001, delta=0.001, M=-2.654e+000
25 -> ~33 fr=135 (0.1080), cf=0.993, gamma=1.022, delta=0.002, M=-2.498e+000
20 -> ~33 fr=1154 (0.9232), cf=0.973, gamma=1.002, delta=0.002, M=-2.228e+000
12 19 -> ~35 fr=300 (0.2400), cf=1.000, gamma=1.006, delta=0.002, M=-2.203e+000
25 -> ~34 fr=136 (0.1088), cf=1.000, gamma=1.015, delta=0.002, M=-2.088e+000
2 -> ~32 fr=239 (0.1912), cf=0.919, gamma=1.023, delta=0.004, M=-2.063e+000
30 -> 31 fr=189 (0.1512), cf=0.871, gamma=1.033, delta=0.005, M=-2.062e+000
20 -> ~36 fr=1184 (0.9472), cf=0.998, gamma=1.001, delta=0.001, M=-1.924e+000
15 -> ~39 fr=1063 (0.8504), cf=1.000, gamma=1.001, delta=0.001, M=-1.900e+000
2 -> ~35 fr=260 (0.2080), cf=1.000, gamma=1.006, delta=0.001, M=-1.871e+000
19 -> ~35 fr=613 (0.4904), cf=0.997, gamma=1.003, delta=0.002, M=-1.868e+000
7 18 -> ~32 fr=214 (0.1712), cf=0.918, gamma=1.022, delta=0.004, M=-1.847e+000
7 24 -> ~32 fr=154 (0.1232), cf=0.922, gamma=1.026, delta=0.003, M=-1.769e+000
18 -> ~37 fr=550 (0.4400), cf=1.000, gamma=1.002, delta=0.001, M=-1.741e+000
1 -> ~37 fr=550 (0.4400), cf=1.000, gamma=1.002, delta=0.001, M=-1.741e+000
18 -> ~36 fr=550 (0.4400), cf=1.000, gamma=1.002, delta=0.001, M=-1.741e+000
1 -> ~36 fr=550 (0.4400), cf=1.000, gamma=1.002, delta=0.001, M=-1.741e+000
27 -> ~35 fr=1213 (0.9704), cf=0.994, gamma=1.001, delta=0.001, M=-1.731e+000
7 -> ~32 fr=423 (0.3384), cf=0.910, gamma=1.013, delta=0.004, M=-1.718e+000
12 19 29 -> ~32 fr=238 (0.1904), cf=0.915, gamma=1.019, delta=0.004, M=-1.693e+000
12 -> ~34 fr=568 (0.4544), cf=0.990, gamma=1.004, delta=0.002, M=-1.604e+000
12 -> ~35 fr=572 (0.4576), cf=0.997, gamma=1.003, delta=0.001, M=-1.590e+000
18 -> ~33 fr=537 (0.4296), cf=0.976, gamma=1.005, delta=0.002, M=-1.544e+000
7 19 -> ~34 fr=189 (0.1512), cf=0.995, gamma=1.009, delta=0.001, M=-1.536e+000
30 -> ~35 fr=217 (0.1736), cf=1.000, gamma=1.006, delta=0.001, M=-1.530e+000
12 29 -> ~32 fr=444 (0.3552), cf=0.906, gamma=1.009, delta=0.003, M=-1.326e+000
7 -> ~34 fr=460 (0.3680), cf=0.989, gamma=1.004, delta=0.001, M=-1.259e+000
6 -> ~37 fr=426 (0.3408), cf=1.000, gamma=1.002, delta=0.001, M=-1.251e+000
23 -> ~37 fr=758 (0.6064), cf=0.999, gamma=1.001, delta=0.001, M=-1.074e+000
23 -> ~36 fr=758 (0.6064), cf=0.999, gamma=1.001, delta=0.001, M=-1.074e+000
20 -> ~35 fr=1179 (0.9432), cf=0.994, gamma=1.001, delta=0.000, M=-1.067e+000
27 -> ~34 fr=1203 (0.9624), cf=0.986, gamma=1.000, delta=0.000, M=-1.032e+000
11 -> ~37 fr=355 (0.2840), cf=1.000, gamma=1.002, delta=0.001, M=-1.003e+000
11 -> ~36 fr=355 (0.2840), cf=1.000, gamma=1.002, delta=0.001, M=-1.003e+000
30 -> ~33 fr=212 (0.1696), cf=0.977, gamma=1.006, delta=0.001, M=-9.537e-001
25 -> ~35 fr=136 (0.1088), cf=1.000, gamma=1.006, delta=0.001, M=-9.242e-001
2 19 -> ~34 fr=129 (0.1032), cf=0.992, gamma=1.007, delta=0.001, M=-8.527e-001
12 -> ~32 fr=517 (0.4136), cf=0.901, gamma=1.003, delta=0.001, M=-8.216e-001
29 -> ~32 fr=929 (0.7432), cf=0.899, gamma=1.001, delta=0.001, M=-8.050e-001
3 -> ~37 fr=292 (0.2336), cf=1.000, gamma=1.002, delta=0.001, M=-7.989e-001
3 -> ~36 fr=292 (0.2336), cf=1.000, gamma=1.002, delta=0.001, M=-7.989e-001
2 -> ~34 fr=257 (0.2056), cf=0.988, gamma=1.003, delta=0.001, M=-7.635e-001
13 -> ~36 fr=273 (0.2184), cf=1.000, gamma=1.002, delta=0.001, M=-7.399e-001
2 -> ~37 fr=260 (0.2080), cf=1.000, gamma=1.002, delta=0.000, M=-7.002e-001
19 -> ~39 fr=615 (0.4920), cf=1.000, gamma=1.001, delta=0.000, M=-6.773e-001
12 -> ~39 fr=574 (0.4592), cf=1.000, gamma=1.001, delta=0.000, M=-6.147e-001
1 -> ~39 fr=550 (0.4400), cf=1.000, gamma=1.001, delta=0.000, M=-5.798e-001
12 -> ~37 fr=573 (0.4584), cf=0.998, gamma=1.001, delta=0.000, M=-5.778e-001
30 -> ~37 fr=217 (0.1736), cf=1.000, gamma=1.002, delta=0.000, M=-5.725e-001
30 -> ~36 fr=217 (0.1736), cf=1.000, gamma=1.002, delta=0.000, M=-5.725e-001
24 -> ~39 fr=491 (0.3928), cf=1.000, gamma=1.001, delta=0.000, M=-4.989e-001
7 -> ~39 fr=465 (0.3720), cf=1.000, gamma=1.001, delta=0.000, M=-4.652e-001
7 24 -> ~37 fr=167 (0.1336), cf=1.000, gamma=1.002, delta=0.000, M=-4.306e-001
6 -> ~39 fr=426 (0.3408), cf=1.000, gamma=1.001, delta=0.000, M=-4.167e-001
7 -> ~37 fr=464 (0.3712), cf=0.998, gamma=1.000, delta=0.000, M=-3.740e-001
7 -> ~36 fr=464 (0.3712), cf=0.998, gamma=1.000, delta=0.000, M=-3.740e-001
25 -> ~37 fr=136 (0.1088), cf=1.000, gamma=1.002, delta=0.000, M=-3.459e-001
25 -> ~36 fr=136 (0.1088), cf=1.000, gamma=1.002, delta=0.000, M=-3.459e-001
11 -> ~39 fr=355 (0.2840), cf=1.000, gamma=1.001, delta=0.000, M=-3.341e-001
8 19 -> ~36 fr=127 (0.1016), cf=1.000, gamma=1.002, delta=0.000, M=-3.217e-001
6 -> ~36 fr=425 (0.3400), cf=0.998, gamma=1.000, delta=0.000, M=-3.135e-001
3 -> ~39 fr=292 (0.2336), cf=1.000, gamma=1.001, delta=0.000, M=-2.661e-001
2 -> ~39 fr=260 (0.2080), cf=1.000, gamma=1.001, delta=0.000, M=-2.332e-001
30 -> ~39 fr=217 (0.1736), cf=1.000, gamma=1.001, delta=0.000, M=-1.907e-001
25 -> ~39 fr=136 (0.1088), cf=1.000, gamma=1.001, delta=0.000, M=-1.152e-001
