1 15 -> 31 fr=491 (0.3925), cf=0.948, gamma=1.125, delta=0.044, M=-4.395e+001
2 -> ~32 fr=230 (0.1839), cf=0.927, gamma=1.032, delta=0.006, M=-2.905e+000
7 19 -> ~34 fr=180 (0.1439), cf=1.000, gamma=1.015, delta=0.002, M=-2.817e+000
20 -> ~32 fr=1069 (0.8545), cf=0.902, gamma=1.004, delta=0.003, M=-2.773e+000
11 -> ~35 fr=360 (0.2878), cf=1.000, gamma=1.006, delta=0.002, M=-2.724e+000
15 -> ~37 fr=1054 (0.8425), cf=0.999, gamma=1.001, delta=0.001, M=-2.722e+000
25 -> ~33 fr=140 (0.1119), cf=0.993, gamma=1.022, delta=0.002, M=-2.626e+000
27 -> ~37 fr=1215 (0.9712), cf=0.998, gamma=1.001, delta=0.001, M=-2.533e+000
15 19 -> ~35 fr=525 (0.4197), cf=0.998, gamma=1.005, delta=0.002, M=-2.455e+000
18 -> ~36 fr=552 (0.4412), cf=1.000, gamma=1.003, delta=0.001, M=-2.332e+000
1 -> ~36 fr=546 (0.4365), cf=1.000, gamma=1.003, delta=0.001, M=-2.298e+000
12 15 -> ~35 fr=497 (0.3973), cf=0.998, gamma=1.004, delta=0.002, M=-2.229e+000
25 -> ~34 fr=141 (0.1127), cf=1.000, gamma=1.015, delta=0.002, M=-2.168e+000
15 -> ~35 fr=1050 (0.8393), cf=0.995, gamma=1.002, delta=0.001, M=-2.154e+000
12 -> ~34 fr=550 (0.4396), cf=0.991, gamma=1.005, delta=0.002, M=-2.151e+000
20 -> ~33 fr=1153 (0.9217), cf=0.973, gamma=1.002, delta=0.002, M=-2.145e+000
15 -> ~36 fr=1053 (0.8417), cf=0.998, gamma=1.001, delta=0.001, M=-2.137e+000
12 19 -> ~35 fr=287 (0.2294), cf=1.000, gamma=1.006, delta=0.001, M=-2.092e+000
7 -> ~34 fr=462 (0.3693), cf=0.991, gamma=1.006, delta=0.002, M=-1.978e+000
15 -> ~39 fr=1055 (0.8433), cf=1.000, gamma=1.001, delta=0.001, M=-1.854e+000
19 -> ~35 fr=611 (0.4884), cf=0.997, gamma=1.003, delta=0.002, M=-1.850e+000
2 -> ~35 fr=248 (0.1982), cf=1.000, gamma=1.006, delta=0.001, M=-1.773e+000
18 -> ~37 fr=552 (0.4412), cf=1.000, gamma=1.002, delta=0.001, M=-1.748e+000
1 -> ~37 fr=546 (0.4365), cf=1.000, gamma=1.002, delta=0.001, M=-1.722e+000
23 -> ~36 fr=745 (0.5955), cf=0.999, gamma=1.002, delta=0.001, M=-1.698e+000
20 -> ~36 fr=1182 (0.9448), cf=0.997, gamma=1.001, delta=0.001, M=-1.634e+000
27 -> ~35 fr=1210 (0.9672), cf=0.994, gamma=1.001, delta=0.001, M=-1.618e+000
30 -> ~35 fr=226 (0.1807), cf=1.000, gamma=1.006, delta=0.001, M=-1.599e+000
18 -> ~33 fr=539 (0.4309), cf=0.976, gamma=1.005, delta=0.002, M=-1.565e+000
12 -> ~35 fr=553 (0.4420), cf=0.996, gamma=1.003, delta=0.001, M=-1.468e+000
11 -> ~36 fr=360 (0.2878), cf=1.000, gamma=1.003, delta=0.001, M=-1.359e+000
2 -> ~34 fr=246 (0.1966), cf=0.992, gamma=1.006, delta=0.001, M=-1.289e+000
6 -> ~37 fr=415 (0.3317), cf=1.000, gamma=1.002, delta=0.001, M=-1.210e+000
19 27 -> ~34 fr=583 (0.4660), cf=0.988, gamma=1.003, delta=0.001, M=-1.137e+000
3 -> ~36 fr=302 (0.2414), cf=1.000, gamma=1.003, delta=0.001, M=-1.107e+000
20 -> ~35 fr=1178 (0.9416), cf=0.994, gamma=1.000, delta=0.000, M=-1.042e+000
23 -> ~37 fr=745 (0.5955), cf=0.999, gamma=1.001, delta=0.001, M=-1.029e+000
11 -> ~37 fr=360 (0.2878), cf=1.000, gamma=1.002, delta=0.001, M=-1.019e+000
30 -> ~32 fr=205 (0.1639), cf=0.907, gamma=1.010, delta=0.002, M=-9.950e-001
12 29 -> ~32 fr=428 (0.3421), cf=0.903, gamma=1.005, delta=0.002, M=-9.689e-001
25 -> ~35 fr=141 (0.1127), cf=1.000, gamma=1.006, delta=0.001, M=-9.595e-001
27 -> ~34 fr=1200 (0.9592), cf=0.986, gamma=1.000, delta=0.000, M=-9.336e-001
18 -> 31 fr=467 (0.3733), cf=0.846, gamma=1.004, delta=0.002, M=-8.852e-001
26 30 -> ~33 fr=205 (0.1639), cf=0.976, gamma=1.005, delta=0.001, M=-8.649e-001
3 -> ~37 fr=302 (0.2414), cf=1.000, gamma=1.002, delta=0.001, M=-8.296e-001
12 -> ~32 fr=500 (0.3997), cf=0.901, gamma=1.003, delta=0.001, M=-8.255e-001
19 -> ~34 fr=605 (0.4836), cf=0.987, gamma=1.001, delta=0.001, M=-8.199e-001
30 -> ~36 fr=226 (0.1807), cf=1.000, gamma=1.003, delta=0.001, M=-7.981e-001
19 -> ~39 fr=613 (0.4900), cf=1.000, gamma=1.001, delta=0.000, M=-6.734e-001
2 -> ~37 fr=248 (0.1982), cf=1.000, gamma=1.002, delta=0.000, M=-6.634e-001
30 -> ~33 fr=220 (0.1759), cf=0.973, gamma=1.002, delta=0.000, M=-6.591e-001
18 -> ~32 fr=496 (0.3965), cf=0.899, gamma=1.000, delta=0.000, M=-6.239e-001
30 -> ~37 fr=226 (0.1807), cf=1.000, gamma=1.002, delta=0.000, M=-5.983e-001
12 -> ~39 fr=555 (0.4436), cf=1.000, gamma=1.001, delta=0.000, M=-5.863e-001
1 -> ~39 fr=546 (0.4365), cf=1.000, gamma=1.001, delta=0.000, M=-5.735e-001
12 -> ~37 fr=554 (0.4428), cf=0.998, gamma=1.001, delta=0.000, M=-5.374e-001
6 -> ~36 fr=414 (0.3309), cf=0.998, gamma=1.001, delta=0.000, M=-5.185e-001
24 -> ~39 fr=505 (0.4037), cf=1.000, gamma=1.001, delta=0.000, M=-5.170e-001
25 -> ~36 fr=141 (0.1127), cf=1.000, gamma=1.003, delta=0.000, M=-4.789e-001
7 -> ~39 fr=466 (0.3725), cf=1.000, gamma=1.001, delta=0.000, M=-4.660e-001
7 24 -> ~37 fr=176 (0.1407), cf=1.000, gamma=1.002, delta=0.000, M=-4.553e-001
8 13 -> ~36 fr=131 (0.1047), cf=1.000, gamma=1.003, delta=0.000, M=-4.430e-001
8 19 -> ~36 fr=126 (0.1007), cf=1.000, gamma=1.003, delta=0.000, M=-4.252e-001
6 -> ~39 fr=415 (0.3317), cf=1.000, gamma=1.001, delta=0.000, M=-4.031e-001
7 -> ~37 fr=465 (0.3717), cf=0.998, gamma=1.000, delta=0.000, M=-3.751e-001
25 -> ~37 fr=141 (0.1127), cf=1.000, gamma=1.002, delta=0.000, M=-3.591e-001
11 -> ~39 fr=360 (0.2878), cf=1.000, gamma=1.001, delta=0.000, M=-3.394e-001
3 -> ~39 fr=302 (0.2414), cf=1.000, gamma=1.001, delta=0.000, M=-2.763e-001
2 -> ~39 fr=248 (0.1982), cf=1.000, gamma=1.001, delta=0.000, M=-2.209e-001
30 -> ~39 fr=226 (0.1807), cf=1.000, gamma=1.001, delta=0.000, M=-1.993e-001
25 -> ~39 fr=141 (0.1127), cf=1.000, gamma=1.001, delta=0.000, M=-1.196e-001
