1 -> 31 fr=507 (0.4053), cf=0.939, gamma=1.114, delta=0.042, M=-3.882e+001
2 -> ~32 fr=243 (0.1942), cf=0.920, gamma=1.024, delta=0.005, M=-2.207e+000
25 -> ~34 fr=139 (0.1111), cf=1.000, gamma=1.015, delta=0.002, M=-2.136e+000
30 -> 31 fr=192 (0.1535), cf=0.869, gamma=1.031, delta=0.005, M=-1.969e+000
15 -> ~39 fr=1066 (0.8521), cf=1.000, gamma=1.001, delta=0.001, M=-1.911e+000
2 -> ~35 fr=264 (0.2110), cf=1.000, gamma=1.006, delta=0.001, M=-1.902e+000
18 -> ~37 fr=566 (0.4524), cf=1.000, gamma=1.002, delta=0.001, M=-1.809e+000
19 -> ~35 fr=601 (0.4804), cf=0.997, gamma=1.003, delta=0.001, M=-1.780e+000
18 -> ~33 fr=553 (0.4420), cf=0.977, gamma=1.006, delta=0.003, M=-1.760e+000
23 -> ~36 fr=750 (0.5995), cf=0.999, gamma=1.002, delta=0.001, M=-1.723e+000
20 -> ~36 fr=1187 (0.9488), cf=0.997, gamma=1.001, delta=0.001, M=-1.707e+000
1 -> ~37 fr=540 (0.4317), cf=1.000, gamma=1.002, delta=0.001, M=-1.697e+000
20 29 -> ~33 fr=967 (0.7730), cf=0.974, gamma=1.003, delta=0.002, M=-1.661e+000
27 -> ~35 fr=1211 (0.9680), cf=0.994, gamma=1.001, delta=0.001, M=-1.645e+000
2 -> ~33 fr=259 (0.2070), cf=0.981, gamma=1.010, delta=0.002, M=-1.635e+000
30 -> ~35 fr=221 (0.1767), cf=1.000, gamma=1.006, delta=0.001, M=-1.560e+000
12 -> ~34 fr=562 (0.4492), cf=0.989, gamma=1.004, delta=0.002, M=-1.543e+000
25 -> ~33 fr=137 (0.1095), cf=0.986, gamma=1.015, delta=0.002, M=-1.528e+000
7 19 -> ~34 fr=179 (0.1431), cf=0.994, gamma=1.009, delta=0.001, M=-1.412e+000
20 -> ~33 fr=1157 (0.9249), cf=0.972, gamma=1.001, delta=0.001, M=-1.368e+000
11 -> ~36 fr=351 (0.2806), cf=1.000, gamma=1.003, delta=0.001, M=-1.319e+000
7 -> ~34 fr=461 (0.3685), cf=0.989, gamma=1.004, delta=0.001, M=-1.265e+000
6 -> ~37 fr=416 (0.3325), cf=1.000, gamma=1.002, delta=0.001, M=-1.214e+000
20 -> ~35 fr=1183 (0.9456), cf=0.994, gamma=1.001, delta=0.000, M=-1.107e+000
3 -> ~36 fr=295 (0.2358), cf=1.000, gamma=1.003, delta=0.001, M=-1.077e+000
23 -> ~37 fr=750 (0.5995), cf=0.999, gamma=1.001, delta=0.001, M=-1.046e+000
11 -> ~37 fr=351 (0.2806), cf=1.000, gamma=1.002, delta=0.001, M=-9.888e-001
25 -> ~35 fr=139 (0.1111), cf=1.000, gamma=1.006, delta=0.001, M=-9.451e-001
3 -> ~37 fr=295 (0.2358), cf=1.000, gamma=1.002, delta=0.001, M=-8.076e-001
2 -> ~34 fr=261 (0.2086), cf=0.989, gamma=1.003, delta=0.001, M=-7.913e-001
29 -> ~33 fr=1001 (0.8002), cf=0.972, gamma=1.001, delta=0.001, M=-7.829e-001
30 -> ~36 fr=221 (0.1767), cf=1.000, gamma=1.003, delta=0.001, M=-7.786e-001
19 24 -> ~32 fr=169 (0.1351), cf=0.904, gamma=1.006, delta=0.001, M=-7.784e-001
19 -> ~34 fr=595 (0.4756), cf=0.987, gamma=1.001, delta=0.001, M=-7.595e-001
12 29 -> ~32 fr=434 (0.3469), cf=0.900, gamma=1.002, delta=0.001, M=-7.567e-001
2 -> ~37 fr=264 (0.2110), cf=1.000, gamma=1.002, delta=0.001, M=-7.117e-001
30 -> ~32 fr=199 (0.1591), cf=0.900, gamma=1.002, delta=0.000, M=-6.641e-001
19 -> ~39 fr=603 (0.4820), cf=1.000, gamma=1.001, delta=0.000, M=-6.578e-001
12 -> ~39 fr=568 (0.4540), cf=1.000, gamma=1.001, delta=0.000, M=-6.052e-001
30 -> ~37 fr=221 (0.1767), cf=1.000, gamma=1.002, delta=0.000, M=-5.837e-001
1 -> ~39 fr=540 (0.4317), cf=1.000, gamma=1.001, delta=0.000, M=-5.650e-001
12 -> ~37 fr=567 (0.4532), cf=0.998, gamma=1.001, delta=0.000, M=-5.642e-001
6 -> ~36 fr=415 (0.3317), cf=0.998, gamma=1.001, delta=0.000, M=-5.208e-001
24 -> ~39 fr=500 (0.3997), cf=1.000, gamma=1.001, delta=0.000, M=-5.103e-001
25 -> ~36 fr=139 (0.1111), cf=1.000, gamma=1.003, delta=0.000, M=-4.717e-001
7 -> ~39 fr=466 (0.3725), cf=1.000, gamma=1.001, delta=0.000, M=-4.660e-001
7 24 -> ~37 fr=176 (0.1407), cf=1.000, gamma=1.002, delta=0.000, M=-4.553e-001
8 13 -> ~36 fr=129 (0.1031), cf=1.000, gamma=1.003, delta=0.000, M=-4.359e-001
8 19 -> ~36 fr=127 (0.1015), cf=1.000, gamma=1.003, delta=0.000, M=-4.287e-001
6 -> ~39 fr=416 (0.3325), cf=1.000, gamma=1.001, delta=0.000, M=-4.043e-001
7 -> ~37 fr=465 (0.3717), cf=0.998, gamma=1.000, delta=0.000, M=-3.751e-001
25 -> ~37 fr=139 (0.1111), cf=1.000, gamma=1.002, delta=0.000, M=-3.536e-001
11 -> ~39 fr=351 (0.2806), cf=1.000, gamma=1.001, delta=0.000, M=-3.293e-001
3 -> ~39 fr=295 (0.2358), cf=1.000, gamma=1.001, delta=0.000, M=-2.689e-001
2 -> ~39 fr=264 (0.2110), cf=1.000, gamma=1.001, delta=0.000, M=-2.370e-001
30 -> ~39 fr=221 (0.1767), cf=1.000, gamma=1.001, delta=0.000, M=-1.944e-001
25 -> ~39 fr=139 (0.1111), cf=1.000, gamma=1.001, delta=0.000, M=-1.178e-001
