1 15 -> 31 fr=497 (0.3970), cf=0.941, gamma=1.118, delta=0.042, M=-3.988e+001
11 -> ~35 fr=367 (0.2931), cf=1.000, gamma=1.007, delta=0.002, M=-3.134e+000
30 -> 31 fr=198 (0.1581), cf=0.880, gamma=1.045, delta=0.007, M=-3.025e+000
12 19 -> ~34 fr=291 (0.2324), cf=0.997, gamma=1.011, delta=0.003, M=-2.935e+000
15 -> ~37 fr=1064 (0.8498), cf=0.999, gamma=1.001, delta=0.001, M=-2.813e+000
27 -> ~37 fr=1216 (0.9712), cf=0.998, gamma=1.001, delta=0.001, M=-2.534e+000
20 -> ~33 fr=1161 (0.9273), cf=0.973, gamma=1.002, delta=0.002, M=-2.465e+000
12 19 -> ~35 fr=292 (0.2332), cf=1.000, gamma=1.007, delta=0.002, M=-2.399e+000
1 -> ~36 fr=557 (0.4449), cf=1.000, gamma=1.003, delta=0.001, M=-2.358e+000
18 -> ~36 fr=554 (0.4425), cf=1.000, gamma=1.003, delta=0.001, M=-2.341e+000
19 -> ~35 fr=610 (0.4872), cf=0.997, gamma=1.004, delta=0.002, M=-2.297e+000
15 -> ~36 fr=1063 (0.8490), cf=0.998, gamma=1.001, delta=0.001, M=-2.222e+000
2 -> ~33 fr=253 (0.2021), cf=0.984, gamma=1.014, delta=0.003, M=-2.221e+000
12 19 29 -> ~32 fr=233 (0.1861), cf=0.921, gamma=1.025, delta=0.005, M=-2.185e+000
12 -> ~34 fr=549 (0.4385), cf=0.991, gamma=1.005, delta=0.002, M=-2.135e+000
25 -> ~34 fr=137 (0.1094), cf=1.000, gamma=1.015, delta=0.002, M=-2.101e+000
2 -> ~35 fr=257 (0.2053), cf=1.000, gamma=1.007, delta=0.001, M=-2.075e+000
7 -> ~34 fr=464 (0.3706), cf=0.991, gamma=1.006, delta=0.002, M=-1.996e+000
15 -> ~39 fr=1065 (0.8506), cf=1.000, gamma=1.001, delta=0.001, M=-1.901e+000
12 20 29 -> ~32 fr=419 (0.3347), cf=0.911, gamma=1.014, delta=0.005, M=-1.844e+000
12 -> ~35 fr=552 (0.4409), cf=0.996, gamma=1.004, delta=0.002, M=-1.836e+000
30 -> ~35 fr=225 (0.1797), cf=1.000, gamma=1.007, delta=0.001, M=-1.789e+000
1 -> ~37 fr=557 (0.4449), cf=1.000, gamma=1.002, delta=0.001, M=-1.768e+000
18 -> ~37 fr=554 (0.4425), cf=1.000, gamma=1.002, delta=0.001, M=-1.755e+000
20 -> ~36 fr=1190 (0.9505), cf=0.997, gamma=1.001, delta=0.001, M=-1.739e+000
23 -> ~36 fr=753 (0.6014), cf=0.999, gamma=1.002, delta=0.001, M=-1.736e+000
12 29 -> ~32 fr=429 (0.3427), cf=0.909, gamma=1.012, delta=0.004, M=-1.613e+000
27 -> ~35 fr=1210 (0.9665), cf=0.993, gamma=1.001, delta=0.001, M=-1.514e+000
25 -> ~33 fr=135 (0.1078), cf=0.985, gamma=1.015, delta=0.002, M=-1.486e+000
11 -> ~36 fr=367 (0.2931), cf=1.000, gamma=1.003, delta=0.001, M=-1.390e+000
2 -> ~34 fr=255 (0.2037), cf=0.992, gamma=1.007, delta=0.001, M=-1.380e+000
12 20 -> ~32 fr=485 (0.3874), cf=0.905, gamma=1.007, delta=0.003, M=-1.222e+000
6 -> ~37 fr=418 (0.3339), cf=1.000, gamma=1.002, delta=0.001, M=-1.220e+000
12 -> ~32 fr=501 (0.4002), cf=0.904, gamma=1.006, delta=0.003, M=-1.183e+000
18 -> ~33 fr=540 (0.4313), cf=0.975, gamma=1.004, delta=0.002, M=-1.155e+000
20 30 -> ~32 fr=181 (0.1446), cf=0.910, gamma=1.012, delta=0.002, M=-1.079e+000
23 -> ~37 fr=753 (0.6014), cf=0.999, gamma=1.001, delta=0.001, M=-1.054e+000
25 -> ~35 fr=137 (0.1094), cf=1.000, gamma=1.007, delta=0.001, M=-1.047e+000
11 -> ~37 fr=367 (0.2931), cf=1.000, gamma=1.002, delta=0.001, M=-1.042e+000
20 -> ~35 fr=1185 (0.9465), cf=0.993, gamma=1.000, delta=0.000, M=-1.040e+000
3 -> ~36 fr=286 (0.2284), cf=1.000, gamma=1.003, delta=0.001, M=-1.039e+000
30 -> ~32 fr=204 (0.1629), cf=0.907, gamma=1.009, delta=0.001, M=-9.657e-001
20 -> ~32 fr=1073 (0.8570), cf=0.899, gamma=1.001, delta=0.001, M=-9.404e-001
27 -> ~34 fr=1201 (0.9593), cf=0.986, gamma=1.000, delta=0.000, M=-9.343e-001
26 30 -> ~33 fr=204 (0.1629), cf=0.976, gamma=1.005, delta=0.001, M=-8.509e-001
30 -> ~36 fr=225 (0.1797), cf=1.000, gamma=1.003, delta=0.001, M=-7.935e-001
3 -> ~37 fr=286 (0.2284), cf=1.000, gamma=1.002, delta=0.001, M=-7.787e-001
2 -> ~37 fr=257 (0.2053), cf=1.000, gamma=1.002, delta=0.000, M=-6.899e-001
19 -> ~39 fr=612 (0.4888), cf=1.000, gamma=1.001, delta=0.000, M=-6.710e-001
30 -> ~33 fr=219 (0.1749), cf=0.973, gamma=1.002, delta=0.000, M=-6.475e-001
30 -> ~37 fr=225 (0.1797), cf=1.000, gamma=1.002, delta=0.000, M=-5.948e-001
1 -> ~39 fr=557 (0.4449), cf=1.000, gamma=1.001, delta=0.000, M=-5.886e-001
12 -> ~39 fr=554 (0.4425), cf=1.000, gamma=1.001, delta=0.000, M=-5.843e-001
12 -> ~37 fr=553 (0.4417), cf=0.998, gamma=1.001, delta=0.000, M=-5.345e-001
6 -> ~36 fr=417 (0.3331), cf=0.998, gamma=1.001, delta=0.000, M=-5.248e-001
24 -> ~39 fr=498 (0.3978), cf=1.000, gamma=1.001, delta=0.000, M=-5.071e-001
7 -> ~39 fr=468 (0.3738), cf=1.000, gamma=1.001, delta=0.000, M=-4.681e-001
25 -> ~36 fr=137 (0.1094), cf=1.000, gamma=1.003, delta=0.000, M=-4.641e-001
7 24 -> ~37 fr=172 (0.1374), cf=1.000, gamma=1.002, delta=0.000, M=-4.437e-001
8 13 -> ~36 fr=127 (0.1014), cf=1.000, gamma=1.003, delta=0.000, M=-4.284e-001
3 -> ~35 fr=284 (0.2268), cf=0.993, gamma=1.000, delta=0.000, M=-4.138e-001
6 -> ~39 fr=418 (0.3339), cf=1.000, gamma=1.001, delta=0.000, M=-4.063e-001
7 -> ~37 fr=467 (0.3730), cf=0.998, gamma=1.000, delta=0.000, M=-3.777e-001
25 -> ~37 fr=137 (0.1094), cf=1.000, gamma=1.002, delta=0.000, M=-3.480e-001
11 -> ~39 fr=367 (0.2931), cf=1.000, gamma=1.001, delta=0.000, M=-3.469e-001
3 -> ~39 fr=286 (0.2284), cf=1.000, gamma=1.001, delta=0.000, M=-2.593e-001
2 -> ~39 fr=257 (0.2053), cf=1.000, gamma=1.001, delta=0.000, M=-2.298e-001
30 -> ~39 fr=225 (0.1797), cf=1.000, gamma=1.001, delta=0.000, M=-1.981e-001
25 -> ~39 fr=137 (0.1094), cf=1.000, gamma=1.001, delta=0.000, M=-1.159e-001
