27 52 56 -> ~96 fr=16626 (0.3782), cf=0.966, gamma=1.270, delta=0.080, M=-4.009e+003
31 56 61 -> ~96 fr=6095 (0.1387), cf=0.957, gamma=1.258, delta=0.028, M=-1.047e+003
31 56 61 -> 97 fr=6095 (0.1387), cf=0.957, gamma=1.258, delta=0.028, M=-1.047e+003
31 56 -> ~96 fr=6152 (0.1399), cf=0.956, gamma=1.257, delta=0.029, M=-1.046e+003
31 56 -> 97 fr=6152 (0.1399), cf=0.956, gamma=1.257, delta=0.029, M=-1.046e+003
31 61 -> ~96 fr=6135 (0.1396), cf=0.954, gamma=1.255, delta=0.028, M=-1.020e+003
31 61 -> 97 fr=6135 (0.1396), cf=0.954, gamma=1.255, delta=0.028, M=-1.020e+003
31 -> 97 fr=6192 (0.1409), cf=0.953, gamma=1.253, delta=0.028, M=-1.017e+003
44 56 61 -> ~96 fr=9935 (0.2260), cf=0.903, gamma=1.188, delta=0.036, M=-9.444e+002
44 56 61 -> 97 fr=9935 (0.2260), cf=0.903, gamma=1.188, delta=0.036, M=-9.444e+002
44 56 -> ~96 fr=10038 (0.2283), cf=0.902, gamma=1.186, delta=0.036, M=-9.427e+002
44 56 -> 97 fr=10038 (0.2283), cf=0.902, gamma=1.186, delta=0.036, M=-9.427e+002
44 61 -> ~96 fr=10102 (0.2298), cf=0.900, gamma=1.183, delta=0.036, M=-9.236e+002
44 61 -> 97 fr=10102 (0.2298), cf=0.900, gamma=1.183, delta=0.036, M=-9.236e+002
44 -> ~96 fr=10207 (0.2322), cf=0.899, gamma=1.182, delta=0.036, M=-9.196e+002
44 -> 97 fr=10207 (0.2322), cf=0.899, gamma=1.182, delta=0.036, M=-9.196e+002
16 56 61 -> ~96 fr=5297 (0.1205), cf=0.947, gamma=1.245, delta=0.024, M=-7.935e+002
16 56 61 -> 97 fr=5297 (0.1205), cf=0.947, gamma=1.245, delta=0.024, M=-7.935e+002
16 56 -> ~96 fr=5363 (0.1220), cf=0.945, gamma=1.243, delta=0.024, M=-7.880e+002
16 56 -> 97 fr=5363 (0.1220), cf=0.945, gamma=1.243, delta=0.024, M=-7.880e+002
16 61 -> ~96 fr=5348 (0.1217), cf=0.944, gamma=1.241, delta=0.024, M=-7.732e+002
16 61 -> 97 fr=5348 (0.1217), cf=0.944, gamma=1.241, delta=0.024, M=-7.732e+002
16 -> 97 fr=5414 (0.1232), cf=0.942, gamma=1.238, delta=0.024, M=-7.651e+002
56 -> ~96 fr=33046 (0.7517), cf=0.775, gamma=1.019, delta=0.014, M=-6.678e+002
17 61 -> ~96 fr=11888 (0.2704), cf=0.846, gamma=1.112, delta=0.027, M=-4.384e+002
17 61 -> 97 fr=11888 (0.2704), cf=0.846, gamma=1.112, delta=0.027, M=-4.384e+002
26 -> 97 fr=5401 (0.1229), cf=0.900, gamma=1.183, delta=0.019, M=-4.359e+002
17 -> ~96 fr=12029 (0.2736), cf=0.844, gamma=1.110, delta=0.027, M=-4.291e+002
17 -> 97 fr=12029 (0.2736), cf=0.844, gamma=1.110, delta=0.027, M=-4.291e+002
45 66 -> 96 fr=8993 (0.2046), cf=0.260, gamma=1.086, delta=0.016, M=-2.045e+002
45 66 -> ~97 fr=8993 (0.2046), cf=0.260, gamma=1.086, delta=0.016, M=-2.045e+002
45 -> ~97 fr=9550 (0.2172), cf=0.254, gamma=1.063, delta=0.013, M=-1.795e+002
2 61 -> ~96 fr=23705 (0.5393), cf=0.784, gamma=1.031, delta=0.016, M=-1.491e+002
2 61 -> 97 fr=23705 (0.5393), cf=0.784, gamma=1.031, delta=0.016, M=-1.491e+002
2 -> ~96 fr=23878 (0.5432), cf=0.783, gamma=1.029, delta=0.015, M=-1.333e+002
2 -> 97 fr=23878 (0.5432), cf=0.783, gamma=1.029, delta=0.015, M=-1.333e+002
15 61 -> ~96 fr=7815 (0.1778), cf=0.811, gamma=1.066, delta=0.011, M=-9.312e+001
15 61 -> 97 fr=7815 (0.1778), cf=0.811, gamma=1.066, delta=0.011, M=-9.312e+001
15 -> 97 fr=7892 (0.1795), cf=0.809, gamma=1.064, delta=0.011, M=-8.726e+001
9 66 -> 96 fr=9621 (0.2189), cf=0.244, gamma=1.019, delta=0.004, M=-2.542e+001
9 66 -> ~97 fr=9621 (0.2189), cf=0.244, gamma=1.019, delta=0.004, M=-2.542e+001
66 -> ~97 fr=9623 (0.2189), cf=0.244, gamma=1.019, delta=0.004, M=-2.531e+001
61 -> ~96 fr=33048 (0.7518), cf=0.762, gamma=1.002, delta=0.002, M=-2.178e+001
