27 52 56 -> ~96 fr=16575 (0.3771), cf=0.966, gamma=1.269, delta=0.080, M=-3.956e+003
16 61 -> ~96 fr=5378 (0.1223), cf=0.946, gamma=1.244, delta=0.024, M=-7.965e+002
16 61 -> 97 fr=5378 (0.1223), cf=0.946, gamma=1.244, delta=0.024, M=-7.965e+002
16 -> 97 fr=5440 (0.1238), cf=0.944, gamma=1.242, delta=0.024, M=-7.917e+002
56 -> ~96 fr=33041 (0.7516), cf=0.775, gamma=1.019, delta=0.014, M=-6.744e+002
26 61 -> ~96 fr=5296 (0.1205), cf=0.900, gamma=1.183, delta=0.019, M=-4.277e+002
26 61 -> 97 fr=5296 (0.1205), cf=0.900, gamma=1.183, delta=0.019, M=-4.277e+002
26 -> 97 fr=5359 (0.1219), cf=0.899, gamma=1.181, delta=0.019, M=-4.248e+002
17 61 -> ~96 fr=11773 (0.2678), cf=0.844, gamma=1.110, delta=0.026, M=-4.173e+002
17 61 -> 97 fr=11773 (0.2678), cf=0.844, gamma=1.110, delta=0.026, M=-4.173e+002
17 -> ~96 fr=11920 (0.2712), cf=0.843, gamma=1.108, delta=0.026, M=-4.114e+002
17 -> 97 fr=11920 (0.2712), cf=0.843, gamma=1.108, delta=0.026, M=-4.114e+002
45 66 -> 96 fr=9007 (0.2049), cf=0.260, gamma=1.087, delta=0.016, M=-2.104e+002
45 66 -> ~97 fr=9007 (0.2049), cf=0.260, gamma=1.087, delta=0.016, M=-2.104e+002
45 -> ~97 fr=9554 (0.2173), cf=0.254, gamma=1.063, delta=0.013, M=-1.768e+002
2 61 -> ~96 fr=23693 (0.5390), cf=0.783, gamma=1.029, delta=0.015, M=-1.338e+002
2 61 -> 97 fr=23693 (0.5390), cf=0.783, gamma=1.029, delta=0.015, M=-1.338e+002
2 -> ~96 fr=23861 (0.5428), cf=0.782, gamma=1.027, delta=0.014, M=-1.202e+002
2 -> 97 fr=23861 (0.5428), cf=0.782, gamma=1.027, delta=0.014, M=-1.202e+002
15 61 -> ~96 fr=7891 (0.1795), cf=0.813, gamma=1.068, delta=0.011, M=-9.956e+001
15 61 -> 97 fr=7891 (0.1795), cf=0.813, gamma=1.068, delta=0.011, M=-9.956e+001
15 -> 97 fr=7966 (0.1812), cf=0.811, gamma=1.066, delta=0.011, M=-9.361e+001
9 66 -> 96 fr=9627 (0.2190), cf=0.244, gamma=1.020, delta=0.004, M=-2.891e+001
9 66 -> ~97 fr=9627 (0.2190), cf=0.244, gamma=1.020, delta=0.004, M=-2.891e+001
66 -> ~97 fr=9629 (0.2190), cf=0.244, gamma=1.020, delta=0.004, M=-2.885e+001
61 -> ~96 fr=33049 (0.7518), cf=0.762, gamma=1.002, delta=0.001, M=-1.848e+001
