27 52 56 -> ~96 fr=16536 (0.3762), cf=0.965, gamma=1.269, delta=0.080, M=-3.929e+003
44 61 -> 97 fr=10099 (0.2297), cf=0.900, gamma=1.183, delta=0.035, M=-9.154e+002
44 -> ~96 fr=10207 (0.2322), cf=0.899, gamma=1.181, delta=0.036, M=-9.122e+002
44 -> 97 fr=10207 (0.2322), cf=0.899, gamma=1.181, delta=0.036, M=-9.122e+002
16 56 61 -> ~96 fr=5368 (0.1221), cf=0.948, gamma=1.246, delta=0.024, M=-8.149e+002
16 56 61 -> 97 fr=5368 (0.1221), cf=0.948, gamma=1.246, delta=0.024, M=-8.149e+002
16 56 -> ~96 fr=5433 (0.1236), cf=0.947, gamma=1.244, delta=0.024, M=-8.105e+002
16 56 -> 97 fr=5433 (0.1236), cf=0.947, gamma=1.244, delta=0.024, M=-8.105e+002
16 61 -> ~96 fr=5421 (0.1233), cf=0.945, gamma=1.242, delta=0.024, M=-7.916e+002
16 61 -> 97 fr=5421 (0.1233), cf=0.945, gamma=1.242, delta=0.024, M=-7.916e+002
16 -> 97 fr=5486 (0.1248), cf=0.943, gamma=1.240, delta=0.024, M=-7.846e+002
56 -> ~96 fr=33042 (0.7517), cf=0.775, gamma=1.019, delta=0.014, M=-6.821e+002
26 61 -> ~96 fr=5330 (0.1213), cf=0.900, gamma=1.184, delta=0.019, M=-4.334e+002
26 61 -> 97 fr=5330 (0.1213), cf=0.900, gamma=1.184, delta=0.019, M=-4.334e+002
26 -> 97 fr=5393 (0.1227), cf=0.899, gamma=1.182, delta=0.019, M=-4.314e+002
17 61 -> ~96 fr=11750 (0.2673), cf=0.842, gamma=1.106, delta=0.026, M=-3.920e+002
17 61 -> 97 fr=11750 (0.2673), cf=0.842, gamma=1.106, delta=0.026, M=-3.920e+002
17 -> ~96 fr=11899 (0.2707), cf=0.840, gamma=1.105, delta=0.026, M=-3.862e+002
17 -> 97 fr=11899 (0.2707), cf=0.840, gamma=1.105, delta=0.026, M=-3.862e+002
45 66 -> 96 fr=9020 (0.2052), cf=0.260, gamma=1.087, delta=0.016, M=-2.120e+002
45 66 -> ~97 fr=9020 (0.2052), cf=0.260, gamma=1.087, delta=0.016, M=-2.120e+002
45 -> ~97 fr=9554 (0.2173), cf=0.254, gamma=1.061, delta=0.013, M=-1.708e+002
2 61 -> ~96 fr=23688 (0.5389), cf=0.783, gamma=1.029, delta=0.015, M=-1.318e+002
2 61 -> 97 fr=23688 (0.5389), cf=0.783, gamma=1.029, delta=0.015, M=-1.318e+002
2 -> ~96 fr=23863 (0.5429), cf=0.782, gamma=1.027, delta=0.014, M=-1.197e+002
2 -> 97 fr=23863 (0.5429), cf=0.782, gamma=1.027, delta=0.014, M=-1.197e+002
15 61 -> ~96 fr=7848 (0.1785), cf=0.811, gamma=1.066, delta=0.011, M=-9.229e+001
15 61 -> 97 fr=7848 (0.1785), cf=0.811, gamma=1.066, delta=0.011, M=-9.229e+001
15 -> 97 fr=7922 (0.1802), cf=0.809, gamma=1.064, delta=0.011, M=-8.709e+001
9 66 -> 96 fr=9650 (0.2195), cf=0.245, gamma=1.022, delta=0.005, M=-3.404e+001
9 66 -> ~97 fr=9650 (0.2195), cf=0.245, gamma=1.022, delta=0.005, M=-3.404e+001
66 -> ~97 fr=9652 (0.2196), cf=0.245, gamma=1.022, delta=0.005, M=-3.385e+001
61 -> ~96 fr=33050 (0.7519), cf=0.762, gamma=1.002, delta=0.001, M=-1.879e+001
