27 52 56 -> ~96 fr=16532 (0.3761), cf=0.965, gamma=1.269, delta=0.080, M=-3.928e+003
16 61 -> 97 fr=5349 (0.1217), cf=0.944, gamma=1.240, delta=0.024, M=-7.687e+002
16 -> 97 fr=5419 (0.1233), cf=0.942, gamma=1.238, delta=0.024, M=-7.663e+002
56 -> ~96 fr=33040 (0.7516), cf=0.776, gamma=1.019, delta=0.014, M=-6.824e+002
26 61 -> ~96 fr=5308 (0.1208), cf=0.900, gamma=1.183, delta=0.019, M=-4.281e+002
26 61 -> 97 fr=5308 (0.1208), cf=0.900, gamma=1.183, delta=0.019, M=-4.281e+002
26 -> 97 fr=5370 (0.1222), cf=0.899, gamma=1.181, delta=0.019, M=-4.260e+002
17 61 -> ~96 fr=11823 (0.2690), cf=0.844, gamma=1.109, delta=0.026, M=-4.140e+002
17 61 -> 97 fr=11823 (0.2690), cf=0.844, gamma=1.109, delta=0.026, M=-4.140e+002
17 -> ~96 fr=11966 (0.2722), cf=0.842, gamma=1.107, delta=0.026, M=-4.082e+002
17 -> 97 fr=11966 (0.2722), cf=0.842, gamma=1.107, delta=0.026, M=-4.082e+002
45 66 -> 96 fr=8978 (0.2042), cf=0.259, gamma=1.084, delta=0.016, M=-1.973e+002
45 66 -> ~97 fr=8978 (0.2042), cf=0.259, gamma=1.084, delta=0.016, M=-1.973e+002
45 -> ~97 fr=9540 (0.2170), cf=0.254, gamma=1.061, delta=0.012, M=-1.684e+002
2 61 -> ~96 fr=23691 (0.5390), cf=0.783, gamma=1.030, delta=0.016, M=-1.378e+002
2 61 -> 97 fr=23691 (0.5390), cf=0.783, gamma=1.030, delta=0.016, M=-1.378e+002
2 -> ~96 fr=23862 (0.5428), cf=0.782, gamma=1.028, delta=0.015, M=-1.246e+002
2 -> 97 fr=23862 (0.5428), cf=0.782, gamma=1.028, delta=0.015, M=-1.246e+002
15 61 -> ~96 fr=7867 (0.1790), cf=0.814, gamma=1.070, delta=0.012, M=-1.049e+002
15 61 -> 97 fr=7867 (0.1790), cf=0.814, gamma=1.070, delta=0.012, M=-1.049e+002
15 -> 97 fr=7944 (0.1807), cf=0.812, gamma=1.068, delta=0.011, M=-9.828e+001
9 66 -> 96 fr=9611 (0.2186), cf=0.244, gamma=1.019, delta=0.004, M=-2.624e+001
9 66 -> ~97 fr=9611 (0.2186), cf=0.244, gamma=1.019, delta=0.004, M=-2.624e+001
66 -> ~97 fr=9613 (0.2187), cf=0.244, gamma=1.019, delta=0.004, M=-2.613e+001
61 -> ~96 fr=33043 (0.7517), cf=0.762, gamma=1.002, delta=0.001, M=-1.775e+001
