1 15 -> 31 fr=494 (0.3949), cf=0.946, gamma=1.123, delta=0.043, M=-4.311e+001
11 -> ~33 fr=353 (0.2822), cf=0.994, gamma=1.024, delta=0.007, M=-7.411e+000
6 -> ~34 fr=414 (0.3309), cf=1.000, gamma=1.015, delta=0.005, M=-7.295e+000
23 -> ~35 fr=744 (0.5947), cf=1.000, gamma=1.006, delta=0.004, M=-7.259e+000
6 12 -> ~33 fr=287 (0.2294), cf=0.997, gamma=1.026, delta=0.006, M=-7.074e+000
2 12 -> 31 fr=188 (0.1503), cf=0.913, gamma=1.083, delta=0.012, M=-6.850e+000
23 -> ~33 fr=732 (0.5851), cf=0.984, gamma=1.013, delta=0.008, M=-6.740e+000
6 12 29 -> ~32 fr=250 (0.1998), cf=0.947, gamma=1.054, delta=0.010, M=-6.559e+000
6 23 29 -> ~32 fr=291 (0.2326), cf=0.942, gamma=1.048, delta=0.011, M=-6.356e+000
20 23 -> ~32 fr=670 (0.5356), cf=0.920, gamma=1.024, delta=0.013, M=-6.299e+000
6 -> ~33 fr=410 (0.3277), cf=0.990, gamma=1.020, delta=0.006, M=-6.157e+000
27 -> ~33 fr=1186 (0.9480), cf=0.975, gamma=1.003, delta=0.003, M=-6.095e+000
11 -> ~34 fr=355 (0.2838), cf=1.000, gamma=1.015, delta=0.004, M=-6.057e+000
6 23 -> ~32 fr=327 (0.2614), cf=0.937, gamma=1.043, delta=0.011, M=-5.961e+000
6 29 -> ~32 fr=347 (0.2774), cf=0.935, gamma=1.041, delta=0.011, M=-5.929e+000
6 -> ~32 fr=386 (0.3086), cf=0.932, gamma=1.038, delta=0.011, M=-5.856e+000
15 -> ~34 fr=1045 (0.8353), cf=0.991, gamma=1.005, delta=0.004, M=-5.699e+000
23 -> ~32 fr=683 (0.5460), cf=0.918, gamma=1.022, delta=0.012, M=-5.530e+000
7 20 -> 31 fr=382 (0.3054), cf=0.880, gamma=1.045, delta=0.013, M=-5.435e+000
12 20 -> 31 fr=466 (0.3725), cf=0.874, gamma=1.038, delta=0.014, M=-5.367e+000
2 20 -> 31 fr=211 (0.1687), cf=0.898, gamma=1.066, delta=0.010, M=-5.296e+000
7 -> 31 fr=396 (0.3165), cf=0.878, gamma=1.042, delta=0.013, M=-5.202e+000
2 -> 31 fr=222 (0.1775), cf=0.895, gamma=1.062, delta=0.010, M=-5.153e+000
23 -> ~34 fr=739 (0.5907), cf=0.993, gamma=1.008, delta=0.005, M=-5.078e+000
12 -> 31 fr=484 (0.3869), cf=0.872, gamma=1.035, delta=0.013, M=-5.077e+000
20 -> ~37 fr=1184 (0.9464), cf=0.999, gamma=1.002, delta=0.001, M=-4.835e+000
1 -> ~35 fr=549 (0.4388), cf=1.000, gamma=1.006, delta=0.003, M=-4.640e+000
25 -> ~32 fr=129 (0.1031), cf=0.956, gamma=1.064, delta=0.006, M=-4.630e+000
12 20 -> ~33 fr=524 (0.4189), cf=0.983, gamma=1.012, delta=0.005, M=-3.871e+000
7 -> ~33 fr=444 (0.3549), cf=0.984, gamma=1.014, delta=0.005, M=-3.761e+000
2 12 20 -> ~32 fr=184 (0.1471), cf=0.939, gamma=1.045, delta=0.006, M=-3.742e+000
15 -> ~35 fr=1051 (0.8401), cf=0.996, gamma=1.003, delta=0.002, M=-3.713e+000
2 12 -> ~32 fr=193 (0.1543), cf=0.937, gamma=1.043, delta=0.006, M=-3.644e+000
30 -> ~34 fr=226 (0.1807), cf=1.000, gamma=1.015, delta=0.003, M=-3.614e+000
7 -> ~35 fr=451 (0.3605), cf=1.000, gamma=1.006, delta=0.002, M=-3.589e+000
12 -> ~33 fr=545 (0.4357), cf=0.982, gamma=1.011, delta=0.005, M=-3.525e+000
2 20 -> ~32 fr=219 (0.1751), cf=0.932, gamma=1.037, delta=0.006, M=-3.357e+000
6 -> ~35 fr=414 (0.3309), cf=1.000, gamma=1.006, delta=0.002, M=-3.226e+000
12 -> ~34 fr=551 (0.4404), cf=0.993, gamma=1.007, delta=0.003, M=-3.104e+000
7 20 24 -> ~32 fr=150 (0.1199), cf=0.938, gamma=1.043, delta=0.005, M=-3.037e+000
30 -> 31 fr=199 (0.1591), cf=0.881, gamma=1.045, delta=0.007, M=-3.028e+000
