1 15 -> 31 fr=487 (0.3899), cf=0.947, gamma=1.123, delta=0.043, M=-4.235e+001
20 23 29 -> ~32 fr=579 (0.4636), cf=0.922, gamma=1.026, delta=0.012, M=-5.653e+000
11 -> ~33 fr=344 (0.2754), cf=0.991, gamma=1.021, delta=0.006, M=-5.574e+000
20 23 -> ~32 fr=681 (0.5452), cf=0.918, gamma=1.022, delta=0.012, M=-5.484e+000
23 -> ~34 fr=751 (0.6013), cf=0.993, gamma=1.008, delta=0.005, M=-5.349e+000
25 -> ~32 fr=125 (0.1001), cf=0.962, gamma=1.070, delta=0.007, M=-5.310e+000
6 12 29 -> ~32 fr=263 (0.2106), cf=0.939, gamma=1.046, delta=0.009, M=-5.277e+000
12 20 -> 31 fr=480 (0.3843), cf=0.874, gamma=1.036, delta=0.013, M=-5.261e+000
6 -> ~34 fr=423 (0.3387), cf=0.998, gamma=1.012, delta=0.004, M=-5.182e+000
23 29 -> ~32 fr=585 (0.4684), cf=0.920, gamma=1.024, delta=0.011, M=-4.999e+000
12 29 -> 31 fr=425 (0.3403), cf=0.876, gamma=1.038, delta=0.013, M=-4.968e+000
12 -> 31 fr=496 (0.3971), cf=0.872, gamma=1.033, delta=0.013, M=-4.836e+000
23 -> ~32 fr=692 (0.5540), cf=0.915, gamma=1.019, delta=0.010, M=-4.672e+000
6 12 -> ~32 fr=283 (0.2266), cf=0.934, gamma=1.040, delta=0.009, M=-4.606e+000
2 20 -> 31 fr=223 (0.1785), cf=0.892, gamma=1.057, delta=0.010, M=-4.565e+000
1 -> ~35 fr=541 (0.4331), cf=1.000, gamma=1.006, delta=0.003, M=-4.558e+000
15 -> ~34 fr=1053 (0.8431), cf=0.990, gamma=1.004, delta=0.003, M=-4.558e+000
2 -> 31 fr=232 (0.1857), cf=0.889, gamma=1.053, delta=0.009, M=-4.306e+000
12 20 29 -> ~33 fr=465 (0.3723), cf=0.985, gamma=1.014, delta=0.005, M=-4.281e+000
12 20 -> ~33 fr=540 (0.4323), cf=0.984, gamma=1.013, delta=0.005, M=-4.274e+000
12 15 -> ~35 fr=513 (0.4107), cf=1.000, gamma=1.006, delta=0.003, M=-4.247e+000
6 29 -> ~32 fr=355 (0.2842), cf=0.927, gamma=1.032, delta=0.009, M=-4.186e+000
7 18 20 -> ~32 fr=212 (0.1697), cf=0.938, gamma=1.044, delta=0.007, M=-4.139e+000
6 -> ~32 fr=392 (0.3139), cf=0.925, gamma=1.029, delta=0.009, M=-4.107e+000
2 12 20 -> ~32 fr=199 (0.1593), cf=0.939, gamma=1.045, delta=0.007, M=-4.006e+000
15 -> ~35 fr=1060 (0.8487), cf=0.996, gamma=1.003, delta=0.002, M=-3.909e+000
12 -> ~33 fr=559 (0.4476), cf=0.982, gamma=1.012, delta=0.005, M=-3.862e+000
2 12 -> ~32 fr=207 (0.1657), cf=0.937, gamma=1.043, delta=0.007, M=-3.853e+000
7 20 24 -> ~32 fr=151 (0.1209), cf=0.944, gamma=1.051, delta=0.006, M=-3.756e+000
7 -> ~35 fr=461 (0.3691), cf=1.000, gamma=1.006, delta=0.002, M=-3.698e+000
7 20 -> ~32 fr=411 (0.3291), cf=0.922, gamma=1.026, delta=0.008, M=-3.663e+000
30 -> ~34 fr=219 (0.1753), cf=1.000, gamma=1.015, delta=0.003, M=-3.496e+000
6 -> ~35 fr=424 (0.3395), cf=1.000, gamma=1.006, delta=0.002, M=-3.329e+000
7 18 -> ~32 fr=218 (0.1745), cf=0.932, gamma=1.037, delta=0.006, M=-3.325e+000
7 -> ~33 fr=453 (0.3627), cf=0.983, gamma=1.012, delta=0.004, M=-3.141e+000
12 19 -> ~34 fr=298 (0.2386), cf=0.997, gamma=1.011, delta=0.003, M=-3.052e+000
2 20 -> ~32 fr=232 (0.1857), cf=0.928, gamma=1.033, delta=0.006, M=-3.017e+000
