1 15 -> 31 fr=493 (0.3957), cf=0.946, gamma=1.120, delta=0.042, M=-4.145e+001
11 -> ~34 fr=360 (0.2889), cf=1.000, gamma=1.015, delta=0.004, M=-6.188e+000
20 -> ~37 fr=1186 (0.9518), cf=1.000, gamma=1.002, delta=0.002, M=-6.083e+000
11 -> ~33 fr=357 (0.2865), cf=0.992, gamma=1.021, delta=0.006, M=-5.989e+000
7 -> 31 fr=407 (0.3266), cf=0.883, gamma=1.045, delta=0.014, M=-5.912e+000
6 12 -> ~32 fr=274 (0.2199), cf=0.942, gamma=1.048, delta=0.010, M=-5.880e+000
6 23 -> ~32 fr=332 (0.2665), cf=0.935, gamma=1.040, delta=0.010, M=-5.564e+000
18 23 26 -> ~32 fr=225 (0.1806), cf=0.945, gamma=1.052, delta=0.009, M=-5.557e+000
23 -> ~32 fr=694 (0.5570), cf=0.918, gamma=1.021, delta=0.012, M=-5.542e+000
23 -> ~34 fr=751 (0.6027), cf=0.993, gamma=1.008, delta=0.005, M=-5.387e+000
6 -> ~32 fr=388 (0.3114), cf=0.930, gamma=1.035, delta=0.011, M=-5.316e+000
2 12 -> 31 fr=193 (0.1549), cf=0.902, gamma=1.067, delta=0.010, M=-5.115e+000
23 -> ~33 fr=742 (0.5955), cf=0.981, gamma=1.011, delta=0.006, M=-5.111e+000
6 -> ~34 fr=416 (0.3339), cf=0.998, gamma=1.012, delta=0.004, M=-5.070e+000
25 -> ~32 fr=130 (0.1043), cf=0.956, gamma=1.063, delta=0.006, M=-4.666e+000
1 -> ~35 fr=547 (0.4390), cf=1.000, gamma=1.006, delta=0.003, M=-4.642e+000
15 -> ~34 fr=1053 (0.8451), cf=0.990, gamma=1.004, delta=0.004, M=-4.635e+000
12 -> 31 fr=486 (0.3900), cf=0.871, gamma=1.031, delta=0.012, M=-4.285e+000
20 27 -> ~33 fr=1140 (0.9149), cf=0.974, gamma=1.003, delta=0.003, M=-3.967e+000
15 -> ~37 fr=1064 (0.8539), cf=1.000, gamma=1.002, delta=0.001, M=-3.852e+000
7 -> ~35 fr=461 (0.3700), cf=1.000, gamma=1.006, delta=0.002, M=-3.709e+000
30 -> ~34 fr=219 (0.1758), cf=1.000, gamma=1.015, delta=0.003, M=-3.506e+000
7 18 -> ~32 fr=222 (0.1782), cf=0.933, gamma=1.038, delta=0.006, M=-3.466e+000
12 20 -> ~33 fr=532 (0.4270), cf=0.982, gamma=1.011, delta=0.005, M=-3.292e+000
12 20 29 -> ~33 fr=459 (0.3684), cf=0.983, gamma=1.012, delta=0.004, M=-3.292e+000
2 -> 31 fr=225 (0.1806), cf=0.882, gamma=1.044, delta=0.008, M=-3.277e+000
6 -> ~35 fr=417 (0.3347), cf=1.000, gamma=1.006, delta=0.002, M=-3.271e+000
2 12 -> ~33 fr=212 (0.1701), cf=0.991, gamma=1.020, delta=0.003, M=-3.264e+000
30 -> 31 fr=194 (0.1557), cf=0.886, gamma=1.048, delta=0.007, M=-3.257e+000
19 -> ~35 fr=609 (0.4888), cf=0.998, gamma=1.005, delta=0.002, M=-3.232e+000
27 -> ~37 fr=1216 (0.9759), cf=0.999, gamma=1.001, delta=0.001, M=-3.079e+000
27 -> ~33 fr=1184 (0.9502), cf=0.973, gamma=1.002, delta=0.002, M=-3.030e+000
