1 -> 31 fr=518 (0.4144), cf=0.942, gamma=1.117, delta=0.043, M=-4.203e+001
20 23 -> ~32 fr=684 (0.5472), cf=0.919, gamma=1.023, delta=0.012, M=-6.141e+000
11 -> ~34 fr=355 (0.2840), cf=1.000, gamma=1.015, delta=0.004, M=-6.062e+000
23 29 -> ~32 fr=591 (0.4728), cf=0.922, gamma=1.026, delta=0.012, M=-5.800e+000
25 -> ~32 fr=131 (0.1048), cf=0.963, gamma=1.072, delta=0.007, M=-5.785e+000
12 20 29 -> ~33 fr=469 (0.3752), cf=0.987, gamma=1.017, delta=0.006, M=-5.420e+000
6 29 -> ~32 fr=357 (0.2856), cf=0.932, gamma=1.038, delta=0.010, M=-5.342e+000
12 20 -> ~33 fr=544 (0.4352), cf=0.986, gamma=1.015, delta=0.006, M=-5.338e+000
23 -> ~32 fr=696 (0.5568), cf=0.917, gamma=1.021, delta=0.011, M=-5.330e+000
6 -> ~32 fr=396 (0.3168), cf=0.930, gamma=1.035, delta=0.011, M=-5.314e+000
6 -> ~34 fr=425 (0.3400), cf=0.998, gamma=1.012, delta=0.004, M=-5.214e+000
7 -> 31 fr=408 (0.3264), cf=0.877, gamma=1.041, delta=0.013, M=-5.110e+000
20 27 -> ~33 fr=1141 (0.9128), cf=0.975, gamma=1.004, delta=0.004, M=-5.082e+000
12 -> ~33 fr=565 (0.4520), cf=0.984, gamma=1.014, delta=0.006, M=-4.900e+000
20 -> ~37 fr=1185 (0.9480), cf=0.999, gamma=1.002, delta=0.001, M=-4.894e+000
2 -> 31 fr=232 (0.1856), cf=0.892, gamma=1.058, delta=0.010, M=-4.861e+000
27 -> ~33 fr=1188 (0.9504), cf=0.974, gamma=1.003, delta=0.003, M=-4.677e+000
1 -> ~35 fr=550 (0.4400), cf=1.000, gamma=1.006, delta=0.003, M=-4.656e+000
15 23 -> ~34 fr=699 (0.5592), cf=0.993, gamma=1.007, delta=0.004, M=-4.328e+000
23 -> ~34 fr=753 (0.6024), cf=0.992, gamma=1.007, delta=0.004, M=-4.094e+000
15 -> ~35 fr=1059 (0.8472), cf=0.996, gamma=1.003, delta=0.002, M=-3.874e+000
12 19 29 -> 31 fr=230 (0.1840), cf=0.885, gamma=1.049, delta=0.009, M=-3.809e+000
7 -> ~35 fr=465 (0.3720), cf=1.000, gamma=1.006, delta=0.002, M=-3.735e+000
12 29 -> 31 fr=426 (0.3408), cf=0.869, gamma=1.031, delta=0.010, M=-3.732e+000
12 -> 31 fr=497 (0.3976), cf=0.866, gamma=1.027, delta=0.010, M=-3.683e+000
30 -> ~34 fr=217 (0.1736), cf=1.000, gamma=1.015, delta=0.002, M=-3.458e+000
6 -> ~35 fr=426 (0.3408), cf=1.000, gamma=1.006, delta=0.002, M=-3.345e+000
2 -> ~33 fr=257 (0.2056), cf=0.988, gamma=1.018, delta=0.004, M=-3.236e+000
7 -> ~33 fr=457 (0.3656), cf=0.983, gamma=1.012, delta=0.004, M=-3.217e+000
15 -> ~34 fr=1051 (0.8408), cf=0.989, gamma=1.003, delta=0.003, M=-3.213e+000
2 12 20 -> ~32 fr=193 (0.1544), cf=0.932, gamma=1.038, delta=0.006, M=-3.092e+000
12 19 -> ~34 fr=299 (0.2392), cf=0.997, gamma=1.011, delta=0.003, M=-3.064e+000
2 12 -> ~32 fr=202 (0.1616), cf=0.931, gamma=1.036, delta=0.006, M=-3.027e+000
