1 -> 31 fr=516 (0.4125), cf=0.938, gamma=1.114, delta=0.042, M=-3.930e+001
2 12 20 -> ~32 fr=197 (0.1575), cf=0.943, gamma=1.049, delta=0.007, M=-4.523e+000
2 12 -> ~32 fr=207 (0.1655), cf=0.941, gamma=1.047, delta=0.007, M=-4.462e+000
15 19 -> ~35 fr=527 (0.4213), cf=1.000, gamma=1.006, delta=0.003, M=-4.392e+000
6 12 29 -> ~32 fr=253 (0.2022), cf=0.934, gamma=1.039, delta=0.008, M=-4.061e+000
6 -> ~32 fr=391 (0.3125), cf=0.924, gamma=1.029, delta=0.009, M=-4.025e+000
7 20 -> ~32 fr=409 (0.3269), cf=0.923, gamma=1.028, delta=0.009, M=-3.975e+000
15 -> ~35 fr=1063 (0.8497), cf=0.996, gamma=1.003, delta=0.002, M=-3.934e+000
7 -> ~35 fr=460 (0.3677), cf=1.000, gamma=1.006, delta=0.002, M=-3.680e+000
30 -> ~34 fr=220 (0.1759), cf=1.000, gamma=1.015, delta=0.003, M=-3.508e+000
7 -> ~32 fr=423 (0.3381), cf=0.920, gamma=1.023, delta=0.008, M=-3.335e+000
6 -> ~35 fr=423 (0.3381), cf=1.000, gamma=1.006, delta=0.002, M=-3.313e+000
2 20 -> ~32 fr=228 (0.1823), cf=0.931, gamma=1.036, delta=0.006, M=-3.294e+000
19 -> ~35 fr=605 (0.4836), cf=0.998, gamma=1.005, delta=0.002, M=-3.169e+000
