1 -> 31 fr=504 (0.4032), cf=0.942, gamma=1.115, delta=0.042, M=-3.958e+001
18 -> ~33 fr=542 (0.4336), cf=0.977, gamma=1.007, delta=0.003, M=-2.030e+000
12 29 -> ~32 fr=439 (0.3512), cf=0.916, gamma=1.014, delta=0.005, M=-1.972e+000
12 -> ~35 fr=564 (0.4512), cf=0.996, gamma=1.004, delta=0.002, M=-1.933e+000
15 -> ~39 fr=1061 (0.8488), cf=1.000, gamma=1.001, delta=0.001, M=-1.889e+000
12 -> ~34 fr=560 (0.4480), cf=0.989, gamma=1.005, delta=0.002, M=-1.805e+000
30 -> ~35 fr=223 (0.1784), cf=1.000, gamma=1.007, delta=0.001, M=-1.775e+000
18 -> ~37 fr=555 (0.4440), cf=1.000, gamma=1.002, delta=0.001, M=-1.763e+000
23 -> ~36 fr=755 (0.6040), cf=0.999, gamma=1.002, delta=0.001, M=-1.752e+000
12 -> ~32 fr=517 (0.4136), cf=0.913, gamma=1.010, delta=0.004, M=-1.740e+000
1 -> ~37 fr=535 (0.4280), cf=1.000, gamma=1.002, delta=0.001, M=-1.678e+000
20 -> ~36 fr=1183 (0.9464), cf=0.997, gamma=1.001, delta=0.001, M=-1.662e+000
27 -> ~35 fr=1211 (0.9688), cf=0.993, gamma=1.001, delta=0.001, M=-1.595e+000
7 19 -> ~34 fr=180 (0.1440), cf=0.994, gamma=1.010, delta=0.001, M=-1.543e+000
25 -> ~33 fr=130 (0.1040), cf=0.985, gamma=1.016, delta=0.002, M=-1.534e+000
7 -> ~34 fr=460 (0.3680), cf=0.989, gamma=1.005, delta=0.002, M=-1.470e+000
11 -> ~36 fr=350 (0.2800), cf=1.000, gamma=1.003, delta=0.001, M=-1.316e+000
6 -> ~37 fr=414 (0.3312), cf=1.000, gamma=1.002, delta=0.001, M=-1.208e+000
3 -> ~36 fr=297 (0.2376), cf=1.000, gamma=1.003, delta=0.001, M=-1.087e+000
23 -> ~37 fr=755 (0.6040), cf=0.999, gamma=1.001, delta=0.001, M=-1.064e+000
25 -> ~35 fr=132 (0.1056), cf=1.000, gamma=1.007, delta=0.001, M=-1.008e+000
26 30 -> ~33 fr=204 (0.1632), cf=0.976, gamma=1.007, delta=0.001, M=-9.973e-001
11 -> ~37 fr=350 (0.2800), cf=1.000, gamma=1.002, delta=0.001, M=-9.864e-001
20 -> ~35 fr=1178 (0.9424), cf=0.993, gamma=1.000, delta=0.000, M=-9.733e-001
27 -> ~34 fr=1201 (0.9608), cf=0.985, gamma=1.000, delta=0.000, M=-9.633e-001
2 -> ~34 fr=261 (0.2088), cf=0.989, gamma=1.004, delta=0.001, M=-9.015e-001
3 -> ~37 fr=297 (0.2376), cf=1.000, gamma=1.002, delta=0.001, M=-8.146e-001
30 -> ~36 fr=223 (0.1784), cf=1.000, gamma=1.003, delta=0.001, M=-7.871e-001
30 -> ~33 fr=217 (0.1736), cf=0.973, gamma=1.004, delta=0.001, M=-7.557e-001
2 -> ~37 fr=264 (0.2112), cf=1.000, gamma=1.002, delta=0.001, M=-7.124e-001
19 -> ~39 fr=610 (0.4880), cf=1.000, gamma=1.001, delta=0.000, M=-6.694e-001
30 -> ~32 fr=202 (0.1616), cf=0.906, gamma=1.002, delta=0.000, M=-6.580e-001
19 -> ~34 fr=601 (0.4808), cf=0.985, gamma=1.000, delta=0.000, M=-6.115e-001
12 -> ~39 fr=566 (0.4528), cf=1.000, gamma=1.001, delta=0.000, M=-6.029e-001
30 -> ~37 fr=223 (0.1784), cf=1.000, gamma=1.002, delta=0.000, M=-5.900e-001
12 -> ~37 fr=565 (0.4520), cf=0.998, gamma=1.001, delta=0.000, M=-5.610e-001
1 -> ~39 fr=535 (0.4280), cf=1.000, gamma=1.001, delta=0.000, M=-5.586e-001
6 -> ~36 fr=413 (0.3304), cf=0.998, gamma=1.001, delta=0.000, M=-5.169e-001
24 -> ~39 fr=494 (0.3952), cf=1.000, gamma=1.001, delta=0.000, M=-5.029e-001
7 -> ~39 fr=465 (0.3720), cf=1.000, gamma=1.001, delta=0.000, M=-4.652e-001
3 -> ~35 fr=295 (0.2360), cf=0.993, gamma=1.000, delta=0.000, M=-4.533e-001
25 -> ~36 fr=132 (0.1056), cf=1.000, gamma=1.003, delta=0.000, M=-4.470e-001
8 13 -> ~36 fr=129 (0.1032), cf=1.000, gamma=1.003, delta=0.000, M=-4.362e-001
8 19 -> ~36 fr=127 (0.1016), cf=1.000, gamma=1.003, delta=0.000, M=-4.291e-001
7 24 -> ~37 fr=164 (0.1312), cf=1.000, gamma=1.002, delta=0.000, M=-4.223e-001
6 -> ~39 fr=414 (0.3312), cf=1.000, gamma=1.001, delta=0.000, M=-4.023e-001
7 -> ~37 fr=464 (0.3712), cf=0.998, gamma=1.000, delta=0.000, M=-3.740e-001
25 -> ~37 fr=132 (0.1056), cf=1.000, gamma=1.002, delta=0.000, M=-3.351e-001
11 -> ~39 fr=350 (0.2800), cf=1.000, gamma=1.001, delta=0.000, M=-3.285e-001
3 -> ~39 fr=297 (0.2376), cf=1.000, gamma=1.001, delta=0.000, M=-2.713e-001
2 -> ~39 fr=264 (0.2112), cf=1.000, gamma=1.001, delta=0.000, M=-2.372e-001
30 -> ~39 fr=223 (0.1784), cf=1.000, gamma=1.001, delta=0.000, M=-1.965e-001
25 -> ~39 fr=132 (0.1056), cf=1.000, gamma=1.001, delta=0.000, M=-1.116e-001
