1 15 -> 31 fr=497 (0.3976), cf=0.948, gamma=1.126, delta=0.044, M=-4.532e+001
7 -> 31 fr=402 (0.3216), cf=0.889, gamma=1.056, delta=0.017, M=-8.061e+000
6 12 -> ~33 fr=301 (0.2408), cf=0.997, gamma=1.027, delta=0.006, M=-7.822e+000
20 23 29 -> ~32 fr=586 (0.4688), cf=0.926, gamma=1.030, delta=0.014, M=-7.147e+000
2 12 -> 31 fr=197 (0.1576), cf=0.912, gamma=1.083, delta=0.012, M=-7.085e+000
6 -> ~33 fr=422 (0.3376), cf=0.991, gamma=1.021, delta=0.007, M=-6.855e+000
20 23 -> ~32 fr=686 (0.5488), cf=0.921, gamma=1.025, delta=0.013, M=-6.814e+000
23 29 -> ~32 fr=593 (0.4744), cf=0.924, gamma=1.028, delta=0.013, M=-6.454e+000
11 -> ~33 fr=353 (0.2824), cf=0.992, gamma=1.022, delta=0.006, M=-6.099e+000
20 -> ~37 fr=1187 (0.9496), cf=1.000, gamma=1.002, delta=0.002, M=-5.991e+000
18 23 -> ~32 fr=273 (0.2184), cf=0.941, gamma=1.048, delta=0.010, M=-5.897e+000
23 -> ~32 fr=697 (0.5576), cf=0.918, gamma=1.022, delta=0.012, M=-5.893e+000
11 -> ~34 fr=356 (0.2848), cf=1.000, gamma=1.014, delta=0.004, M=-5.742e+000
23 -> ~33 fr=745 (0.5960), cf=0.982, gamma=1.011, delta=0.007, M=-5.625e+000
25 -> ~32 fr=128 (0.1024), cf=0.962, gamma=1.071, delta=0.007, M=-5.541e+000
6 12 29 -> ~32 fr=265 (0.2120), cf=0.940, gamma=1.046, delta=0.009, M=-5.387e+000
1 -> ~35 fr=551 (0.4408), cf=1.000, gamma=1.007, delta=0.003, M=-5.254e+000
12 -> 31 fr=495 (0.3960), cf=0.871, gamma=1.035, delta=0.013, M=-5.109e+000
6 -> ~34 fr=425 (0.3400), cf=0.998, gamma=1.011, delta=0.004, M=-4.842e+000
23 -> ~34 fr=754 (0.6032), cf=0.993, gamma=1.007, delta=0.004, M=-4.759e+000
20 27 -> ~33 fr=1137 (0.9096), cf=0.974, gamma=1.004, delta=0.004, M=-4.722e+000
6 12 -> ~32 fr=282 (0.2256), cf=0.934, gamma=1.039, delta=0.009, M=-4.536e+000
12 20 -> ~33 fr=536 (0.4288), cf=0.983, gamma=1.013, delta=0.006, M=-4.488e+000
6 29 -> ~32 fr=359 (0.2872), cf=0.928, gamma=1.033, delta=0.009, M=-4.374e+000
2 12 20 -> ~32 fr=193 (0.1544), cf=0.941, gamma=1.048, delta=0.007, M=-4.286e+000
2 -> 31 fr=223 (0.1784), cf=0.888, gamma=1.055, delta=0.009, M=-4.273e+000
2 12 -> ~32 fr=203 (0.1624), cf=0.940, gamma=1.046, delta=0.007, M=-4.232e+000
7 18 20 -> ~32 fr=203 (0.1624), cf=0.940, gamma=1.046, delta=0.007, M=-4.232e+000
6 -> ~32 fr=394 (0.3152), cf=0.925, gamma=1.029, delta=0.009, M=-4.188e+000
7 20 -> ~32 fr=403 (0.3224), cf=0.924, gamma=1.029, delta=0.009, M=-4.161e+000
12 -> ~33 fr=558 (0.4464), cf=0.982, gamma=1.012, delta=0.005, M=-4.150e+000
27 -> ~33 fr=1183 (0.9464), cf=0.973, gamma=1.003, delta=0.002, M=-4.138e+000
7 -> ~35 fr=452 (0.3616), cf=1.000, gamma=1.007, delta=0.003, M=-4.056e+000
15 -> ~37 fr=1060 (0.8480), cf=1.000, gamma=1.002, delta=0.001, M=-3.772e+000
6 -> ~35 fr=426 (0.3408), cf=1.000, gamma=1.007, delta=0.002, M=-3.766e+000
7 18 -> ~32 fr=211 (0.1688), cf=0.934, gamma=1.039, delta=0.006, M=-3.488e+000
7 -> ~32 fr=416 (0.3328), cf=0.920, gamma=1.024, delta=0.008, M=-3.452e+000
15 -> ~34 fr=1049 (0.8392), cf=0.990, gamma=1.003, delta=0.003, M=-3.418e+000
15 -> ~35 fr=1055 (0.8440), cf=0.995, gamma=1.003, delta=0.002, M=-3.355e+000
30 -> ~34 fr=214 (0.1712), cf=1.000, gamma=1.014, delta=0.002, M=-3.215e+000
20 -> ~32 fr=1071 (0.8568), cf=0.902, gamma=1.004, delta=0.004, M=-3.059e+000
11 -> ~35 fr=356 (0.2848), cf=1.000, gamma=1.007, delta=0.002, M=-3.028e+000
27 -> ~37 fr=1215 (0.9720), cf=0.999, gamma=1.001, delta=0.001, M=-2.925e+000
12 19 -> ~34 fr=300 (0.2400), cf=0.997, gamma=1.010, delta=0.002, M=-2.849e+000
2 -> ~32 fr=232 (0.1856), cf=0.924, gamma=1.029, delta=0.005, M=-2.560e+000
12 19 -> ~35 fr=301 (0.2408), cf=1.000, gamma=1.007, delta=0.002, M=-2.489e+000
7 -> ~34 fr=449 (0.3592), cf=0.993, gamma=1.007, delta=0.003, M=-2.466e+000
7 -> ~33 fr=443 (0.3544), cf=0.980, gamma=1.010, delta=0.004, M=-2.449e+000
19 -> ~35 fr=617 (0.4936), cf=0.997, gamma=1.004, delta=0.002, M=-2.366e+000
1 -> ~36 fr=551 (0.4408), cf=1.000, gamma=1.003, delta=0.001, M=-2.329e+000
30 -> 31 fr=187 (0.1496), cf=0.874, gamma=1.037, delta=0.005, M=-2.326e+000
18 -> ~36 fr=543 (0.4344), cf=1.000, gamma=1.003, delta=0.001, M=-2.283e+000
20 -> ~33 fr=1154 (0.9232), cf=0.972, gamma=1.002, delta=0.002, M=-2.195e+000
15 -> ~36 fr=1058 (0.8464), cf=0.998, gamma=1.001, delta=0.001, M=-2.191e+000
12 29 -> ~32 fr=445 (0.3560), cf=0.912, gamma=1.015, delta=0.005, M=-2.111e+000
2 -> ~35 fr=251 (0.2008), cf=1.000, gamma=1.007, delta=0.001, M=-2.025e+000
12 -> ~34 fr=563 (0.4504), cf=0.991, gamma=1.005, delta=0.002, M=-1.987e+000
12 -> ~35 fr=566 (0.4528), cf=0.996, gamma=1.004, delta=0.002, M=-1.949e+000
25 -> ~34 fr=133 (0.1064), cf=1.000, gamma=1.014, delta=0.001, M=-1.926e+000
15 -> ~39 fr=1060 (0.8480), cf=1.000, gamma=1.001, delta=0.001, M=-1.884e+000
23 -> ~37 fr=759 (0.6072), cf=1.000, gamma=1.002, delta=0.001, M=-1.870e+000
23 -> ~36 fr=758 (0.6064), cf=0.999, gamma=1.002, delta=0.001, M=-1.768e+000
30 -> ~35 fr=214 (0.1712), cf=1.000, gamma=1.007, delta=0.001, M=-1.696e+000
20 -> ~36 fr=1184 (0.9472), cf=0.997, gamma=1.001, delta=0.001, M=-1.676e+000
2 -> ~33 fr=246 (0.1968), cf=0.980, gamma=1.010, delta=0.002, M=-1.537e+000
27 -> ~35 fr=1208 (0.9664), cf=0.993, gamma=1.001, delta=0.001, M=-1.512e+000
25 -> ~33 fr=131 (0.1048), cf=0.985, gamma=1.015, delta=0.002, M=-1.483e+000
11 -> ~36 fr=356 (0.2848), cf=1.000, gamma=1.003, delta=0.001, M=-1.343e+000
12 -> ~32 fr=514 (0.4112), cf=0.905, gamma=1.007, delta=0.003, M=-1.296e+000
26 30 -> ~33 fr=194 (0.1552), cf=0.980, gamma=1.010, delta=0.001, M=-1.281e+000
12 -> ~37 fr=568 (0.4544), cf=1.000, gamma=1.002, delta=0.001, M=-1.212e+000
18 -> ~33 fr=529 (0.4232), cf=0.974, gamma=1.004, delta=0.002, M=-1.203e+000
1 -> ~37 fr=551 (0.4408), cf=1.000, gamma=1.002, delta=0.001, M=-1.163e+000
18 -> ~37 fr=543 (0.4344), cf=1.000, gamma=1.002, delta=0.001, M=-1.140e+000
3 -> ~36 fr=293 (0.2344), cf=1.000, gamma=1.003, delta=0.001, M=-1.070e+000
25 -> ~35 fr=133 (0.1064), cf=1.000, gamma=1.007, delta=0.001, M=-1.016e+000
30 -> ~33 fr=209 (0.1672), cf=0.977, gamma=1.006, delta=0.001, M=-9.900e-001
20 -> ~35 fr=1179 (0.9432), cf=0.993, gamma=1.000, delta=0.000, M=-9.859e-001
27 -> ~34 fr=1200 (0.9600), cf=0.987, gamma=1.000, delta=0.000, M=-9.777e-001
7 -> ~37 fr=452 (0.3616), cf=1.000, gamma=1.002, delta=0.001, M=-8.980e-001
6 -> ~37 fr=426 (0.3408), cf=1.000, gamma=1.002, delta=0.001, M=-8.339e-001
30 -> ~36 fr=214 (0.1712), cf=1.000, gamma=1.003, delta=0.001, M=-7.521e-001
18 -> 31 fr=458 (0.3664), cf=0.843, gamma=1.001, delta=0.000, M=-7.009e-001
19 -> ~39 fr=619 (0.4952), cf=1.000, gamma=1.001, delta=0.000, M=-6.836e-001
11 -> ~37 fr=356 (0.2848), cf=1.000, gamma=1.002, delta=0.000, M=-6.707e-001
29 -> ~32 fr=931 (0.7448), cf=0.899, gamma=1.000, delta=0.000, M=-6.630e-001
18 -> ~34 fr=536 (0.4288), cf=0.987, gamma=1.001, delta=0.000, M=-6.410e-001
2 -> ~34 fr=248 (0.1984), cf=0.988, gamma=1.002, delta=0.000, M=-6.067e-001
12 -> ~39 fr=568 (0.4544), cf=1.000, gamma=1.001, delta=0.000, M=-6.059e-001
1 -> ~39 fr=551 (0.4408), cf=1.000, gamma=1.001, delta=0.000, M=-5.812e-001
6 -> ~36 fr=425 (0.3400), cf=0.998, gamma=1.001, delta=0.000, M=-5.459e-001
3 -> ~37 fr=293 (0.2344), cf=1.000, gamma=1.002, delta=0.000, M=-5.344e-001
24 -> ~39 fr=491 (0.3928), cf=1.000, gamma=1.001, delta=0.000, M=-4.989e-001
25 -> ~36 fr=133 (0.1064), cf=1.000, gamma=1.003, delta=0.000, M=-4.506e-001
7 -> ~39 fr=452 (0.3616), cf=1.000, gamma=1.001, delta=0.000, M=-4.488e-001
2 -> ~37 fr=251 (0.2008), cf=1.000, gamma=1.002, delta=0.000, M=-4.485e-001
3 -> ~35 fr=291 (0.2328), cf=0.993, gamma=1.000, delta=0.000, M=-4.393e-001
8 13 -> ~36 fr=129 (0.1032), cf=1.000, gamma=1.003, delta=0.000, M=-4.362e-001
8 19 -> ~36 fr=128 (0.1024), cf=1.000, gamma=1.003, delta=0.000, M=-4.327e-001
6 -> ~39 fr=426 (0.3408), cf=1.000, gamma=1.001, delta=0.000, M=-4.167e-001
30 -> ~37 fr=214 (0.1712), cf=1.000, gamma=1.002, delta=0.000, M=-3.757e-001
11 -> ~39 fr=356 (0.2848), cf=1.000, gamma=1.001, delta=0.000, M=-3.352e-001
3 -> ~39 fr=293 (0.2344), cf=1.000, gamma=1.001, delta=0.000, M=-2.671e-001
25 -> ~37 fr=133 (0.1064), cf=1.000, gamma=1.002, delta=0.000, M=-2.251e-001
2 -> ~39 fr=251 (0.2008), cf=1.000, gamma=1.001, delta=0.000, M=-2.241e-001
30 -> ~39 fr=214 (0.1712), cf=1.000, gamma=1.001, delta=0.000, M=-1.878e-001
25 -> ~39 fr=133 (0.1064), cf=1.000, gamma=1.001, delta=0.000, M=-1.125e-001
