1 -> 31 fr=514 (0.4112), cf=0.948, gamma=1.121, delta=0.045, M=-4.544e+001
23 -> ~35 fr=754 (0.6032), cf=1.000, gamma=1.006, delta=0.004, M=-7.429e+000
6 23 29 -> ~32 fr=293 (0.2344), cf=0.945, gamma=1.048, delta=0.011, M=-6.606e+000
23 -> ~33 fr=741 (0.5928), cf=0.983, gamma=1.013, delta=0.007, M=-6.515e+000
6 12 -> ~32 fr=278 (0.2224), cf=0.946, gamma=1.049, delta=0.010, M=-6.359e+000
20 27 -> ~33 fr=1140 (0.9120), cf=0.975, gamma=1.005, delta=0.004, M=-6.312e+000
7 18 -> 31 fr=220 (0.1760), cf=0.905, gamma=1.071, delta=0.012, M=-6.251e+000
27 -> ~33 fr=1186 (0.9488), cf=0.974, gamma=1.003, delta=0.003, M=-6.246e+000
6 23 -> ~32 fr=329 (0.2632), cf=0.940, gamma=1.043, delta=0.011, M=-6.097e+000
11 -> ~34 fr=354 (0.2832), cf=1.000, gamma=1.015, delta=0.004, M=-6.042e+000
11 -> ~33 fr=351 (0.2808), cf=0.992, gamma=1.022, delta=0.006, M=-6.037e+000
18 23 26 29 -> ~32 fr=187 (0.1496), cf=0.954, gamma=1.058, delta=0.008, M=-5.775e+000
7 -> 31 fr=412 (0.3296), cf=0.882, gamma=1.043, delta=0.014, M=-5.735e+000
12 20 29 -> 31 fr=412 (0.3296), cf=0.882, gamma=1.043, delta=0.014, M=-5.735e+000
2 12 -> 31 fr=200 (0.1600), cf=0.905, gamma=1.070, delta=0.010, M=-5.660e+000
6 29 -> ~32 fr=352 (0.2816), cf=0.936, gamma=1.038, delta=0.010, M=-5.568e+000
6 -> ~32 fr=391 (0.3128), cf=0.933, gamma=1.035, delta=0.011, M=-5.437e+000
18 20 23 26 -> ~32 fr=218 (0.1744), cf=0.948, gamma=1.051, delta=0.009, M=-5.437e+000
12 29 -> 31 fr=423 (0.3384), cf=0.879, gamma=1.040, delta=0.013, M=-5.268e+000
12 -> 31 fr=497 (0.3976), cf=0.875, gamma=1.035, delta=0.013, M=-5.254e+000
20 23 -> ~32 fr=680 (0.5440), cf=0.920, gamma=1.021, delta=0.011, M=-5.182e+000
18 23 26 -> ~32 fr=225 (0.1800), cf=0.945, gamma=1.049, delta=0.008, M=-5.145e+000
6 -> ~34 fr=418 (0.3344), cf=0.998, gamma=1.012, delta=0.004, M=-5.083e+000
20 -> ~37 fr=1188 (0.9504), cf=0.999, gamma=1.002, delta=0.001, M=-4.989e+000
18 23 -> ~32 fr=275 (0.2200), cf=0.939, gamma=1.041, delta=0.009, M=-4.812e+000
1 -> ~35 fr=542 (0.4336), cf=1.000, gamma=1.006, delta=0.003, M=-4.565e+000
23 29 -> ~32 fr=577 (0.4616), cf=0.922, gamma=1.022, delta=0.010, M=-4.543e+000
12 20 -> ~33 fr=538 (0.4304), cf=0.984, gamma=1.014, delta=0.006, M=-4.539e+000
23 -> ~32 fr=692 (0.5536), cf=0.918, gamma=1.018, delta=0.010, M=-4.412e+000
15 -> ~34 fr=1048 (0.8384), cf=0.990, gamma=1.004, delta=0.003, M=-4.387e+000
7 20 24 -> ~32 fr=154 (0.1232), cf=0.951, gamma=1.054, delta=0.006, M=-4.356e+000
25 -> ~32 fr=128 (0.1024), cf=0.955, gamma=1.059, delta=0.006, M=-4.259e+000
7 18 20 -> ~32 fr=221 (0.1768), cf=0.940, gamma=1.043, delta=0.007, M=-4.231e+000
7 24 -> ~32 fr=163 (0.1304), cf=0.948, gamma=1.051, delta=0.006, M=-4.169e+000
12 -> ~33 fr=558 (0.4464), cf=0.982, gamma=1.012, delta=0.005, M=-4.150e+000
7 18 -> ~32 fr=228 (0.1824), cf=0.938, gamma=1.041, delta=0.007, M=-4.008e+000
23 -> ~34 fr=748 (0.5984), cf=0.992, gamma=1.007, delta=0.004, M=-4.005e+000
2 -> 31 fr=235 (0.1880), cf=0.887, gamma=1.049, delta=0.009, M=-3.877e+000
15 -> ~35 fr=1055 (0.8440), cf=0.996, gamma=1.003, delta=0.002, M=-3.800e+000
7 -> ~35 fr=467 (0.3736), cf=1.000, gamma=1.006, delta=0.002, M=-3.756e+000
30 -> ~34 fr=232 (0.1856), cf=1.000, gamma=1.015, delta=0.003, M=-3.724e+000
6 -> ~35 fr=419 (0.3352), cf=1.000, gamma=1.006, delta=0.002, M=-3.278e+000
12 20 29 -> ~32 fr=430 (0.3440), cf=0.921, gamma=1.021, delta=0.007, M=-3.054e+000
12 19 -> ~34 fr=296 (0.2368), cf=0.997, gamma=1.011, delta=0.003, M=-3.018e+000
2 12 20 -> ~32 fr=197 (0.1576), cf=0.934, gamma=1.036, delta=0.005, M=-2.963e+000
2 12 -> ~32 fr=206 (0.1648), cf=0.932, gamma=1.034, delta=0.005, M=-2.887e+000
7 20 -> ~32 fr=415 (0.3320), cf=0.920, gamma=1.021, delta=0.007, M=-2.844e+000
12 29 -> ~32 fr=442 (0.3536), cf=0.919, gamma=1.019, delta=0.007, M=-2.780e+000
15 -> ~37 fr=1058 (0.8464), cf=0.999, gamma=1.001, delta=0.001, M=-2.770e+000
7 -> ~33 fr=458 (0.3664), cf=0.981, gamma=1.011, delta=0.004, M=-2.733e+000
20 -> ~32 fr=1076 (0.8608), cf=0.905, gamma=1.004, delta=0.003, M=-2.682e+000
11 -> ~35 fr=354 (0.2832), cf=1.000, gamma=1.006, delta=0.002, M=-2.673e+000
7 -> ~32 fr=429 (0.3432), cf=0.919, gamma=1.019, delta=0.006, M=-2.652e+000
27 -> ~37 fr=1216 (0.9728), cf=0.998, gamma=1.001, delta=0.001, M=-2.591e+000
18 20 -> ~33 fr=511 (0.4088), cf=0.979, gamma=1.009, delta=0.004, M=-2.419e+000
18 -> ~33 fr=543 (0.4344), cf=0.978, gamma=1.008, delta=0.004, M=-2.381e+000
20 -> ~33 fr=1156 (0.9248), cf=0.972, gamma=1.002, delta=0.002, M=-2.286e+000
12 19 -> ~35 fr=297 (0.2376), cf=1.000, gamma=1.006, delta=0.002, M=-2.177e+000
25 -> ~34 fr=134 (0.1072), cf=1.000, gamma=1.015, delta=0.002, M=-2.056e+000
2 -> ~32 fr=244 (0.1952), cf=0.921, gamma=1.021, delta=0.004, M=-1.944e+000
2 -> ~35 fr=265 (0.2120), cf=1.000, gamma=1.006, delta=0.001, M=-1.912e+000
12 -> ~32 fr=518 (0.4144), cf=0.912, gamma=1.012, delta=0.005, M=-1.885e+000
15 -> ~39 fr=1059 (0.8472), cf=1.000, gamma=1.001, delta=0.001, M=-1.879e+000
19 -> ~35 fr=614 (0.4912), cf=0.997, gamma=1.003, delta=0.002, M=-1.875e+000
2 -> ~33 fr=260 (0.2080), cf=0.981, gamma=1.011, delta=0.002, M=-1.773e+000
18 -> ~37 fr=555 (0.4440), cf=1.000, gamma=1.002, delta=0.001, M=-1.763e+000
18 -> ~36 fr=555 (0.4440), cf=1.000, gamma=1.002, delta=0.001, M=-1.763e+000
1 -> ~37 fr=542 (0.4336), cf=1.000, gamma=1.002, delta=0.001, M=-1.707e+000
1 -> ~36 fr=542 (0.4336), cf=1.000, gamma=1.002, delta=0.001, M=-1.707e+000
27 -> ~35 fr=1211 (0.9688), cf=0.994, gamma=1.001, delta=0.001, M=-1.672e+000
30 -> ~35 fr=232 (0.1856), cf=1.000, gamma=1.006, delta=0.001, M=-1.648e+000
30 -> 31 fr=201 (0.1608), cf=0.866, gamma=1.025, delta=0.004, M=-1.644e+000
18 -> 31 fr=475 (0.3800), cf=0.856, gamma=1.012, delta=0.005, M=-1.576e+000
12 -> ~35 fr=566 (0.4528), cf=0.996, gamma=1.003, delta=0.001, M=-1.552e+000
12 -> ~34 fr=562 (0.4496), cf=0.989, gamma=1.004, delta=0.002, M=-1.547e+000
25 -> ~33 fr=132 (0.1056), cf=0.985, gamma=1.015, delta=0.002, M=-1.504e+000
7 19 -> ~34 fr=184 (0.1472), cf=0.995, gamma=1.009, delta=0.001, M=-1.475e+000
7 -> ~34 fr=462 (0.3696), cf=0.989, gamma=1.004, delta=0.001, M=-1.276e+000
6 -> ~37 fr=419 (0.3352), cf=1.000, gamma=1.002, delta=0.001, M=-1.226e+000
18 29 -> ~32 fr=418 (0.3344), cf=0.909, gamma=1.008, delta=0.003, M=-1.221e+000
20 -> ~35 fr=1182 (0.9456), cf=0.994, gamma=1.001, delta=0.000, M=-1.107e+000
23 -> ~37 fr=753 (0.6024), cf=0.999, gamma=1.001, delta=0.001, M=-1.058e+000
23 -> ~36 fr=753 (0.6024), cf=0.999, gamma=1.001, delta=0.001, M=-1.058e+000
11 -> ~37 fr=354 (0.2832), cf=1.000, gamma=1.002, delta=0.001, M=-9.998e-001
11 -> ~36 fr=354 (0.2832), cf=1.000, gamma=1.002, delta=0.001, M=-9.998e-001
27 -> ~34 fr=1201 (0.9608), cf=0.986, gamma=1.000, delta=0.000, M=-9.808e-001
15 -> ~36 fr=1057 (0.8456), cf=0.998, gamma=1.001, delta=0.000, M=-9.360e-001
25 -> ~35 fr=134 (0.1072), cf=1.000, gamma=1.006, delta=0.001, M=-9.098e-001
18 -> ~32 fr=502 (0.4016), cf=0.905, gamma=1.003, delta=0.001, M=-8.748e-001
29 -> ~32 fr=919 (0.7352), cf=0.903, gamma=1.001, delta=0.001, M=-8.509e-001
2 19 -> ~34 fr=127 (0.1016), cf=0.992, gamma=1.007, delta=0.001, M=-8.321e-001
3 -> ~37 fr=296 (0.2368), cf=1.000, gamma=1.002, delta=0.001, M=-8.115e-001
3 -> ~36 fr=296 (0.2368), cf=1.000, gamma=1.002, delta=0.001, M=-8.115e-001
2 -> ~34 fr=262 (0.2096), cf=0.989, gamma=1.003, delta=0.001, M=-8.003e-001
2 -> ~37 fr=265 (0.2120), cf=1.000, gamma=1.002, delta=0.001, M=-7.154e-001
19 -> ~39 fr=616 (0.4928), cf=1.000, gamma=1.001, delta=0.000, M=-6.789e-001
8 -> ~36 fr=243 (0.1944), cf=1.000, gamma=1.002, delta=0.000, M=-6.491e-001
26 30 -> ~33 fr=211 (0.1688), cf=0.972, gamma=1.002, delta=0.000, M=-6.316e-001
30 -> ~37 fr=232 (0.1856), cf=1.000, gamma=1.002, delta=0.000, M=-6.165e-001
30 -> ~36 fr=232 (0.1856), cf=1.000, gamma=1.002, delta=0.000, M=-6.165e-001
12 -> ~39 fr=568 (0.4544), cf=1.000, gamma=1.001, delta=0.000, M=-6.059e-001
29 -> ~33 fr=988 (0.7904), cf=0.971, gamma=1.000, delta=0.000, M=-6.057e-001
1 -> ~39 fr=542 (0.4336), cf=1.000, gamma=1.001, delta=0.000, M=-5.685e-001
12 -> ~37 fr=567 (0.4536), cf=0.998, gamma=1.001, delta=0.000, M=-5.652e-001
24 -> ~39 fr=496 (0.3968), cf=1.000, gamma=1.001, delta=0.000, M=-5.055e-001
7 -> ~39 fr=467 (0.3736), cf=1.000, gamma=1.001, delta=0.000, M=-4.678e-001
7 24 -> ~37 fr=172 (0.1376), cf=1.000, gamma=1.002, delta=0.000, M=-4.445e-001
6 -> ~39 fr=419 (0.3352), cf=1.000, gamma=1.001, delta=0.000, M=-4.083e-001
7 -> ~37 fr=466 (0.3728), cf=0.998, gamma=1.000, delta=0.000, M=-3.773e-001
25 -> ~37 fr=134 (0.1072), cf=1.000, gamma=1.002, delta=0.000, M=-3.405e-001
25 -> ~36 fr=134 (0.1072), cf=1.000, gamma=1.002, delta=0.000, M=-3.405e-001
11 -> ~39 fr=354 (0.2832), cf=1.000, gamma=1.001, delta=0.000, M=-3.330e-001
6 -> ~36 fr=418 (0.3344), cf=0.998, gamma=1.000, delta=0.000, M=-3.032e-001
3 -> ~39 fr=296 (0.2368), cf=1.000, gamma=1.001, delta=0.000, M=-2.702e-001
2 -> ~39 fr=265 (0.2120), cf=1.000, gamma=1.001, delta=0.000, M=-2.383e-001
30 -> ~39 fr=232 (0.1856), cf=1.000, gamma=1.001, delta=0.000, M=-2.053e-001
25 -> ~39 fr=134 (0.1072), cf=1.000, gamma=1.001, delta=0.000, M=-1.134e-001
