1 15 -> 31 fr=482 (0.3856), cf=0.941, gamma=1.115, delta=0.040, M=-3.706e+001
6 12 -> ~33 fr=284 (0.2272), cf=0.996, gamma=1.028, delta=0.006, M=-7.464e+000
23 -> ~35 fr=743 (0.5944), cf=1.000, gamma=1.006, delta=0.004, M=-7.252e+000
6 -> ~33 fr=406 (0.3248), cf=0.990, gamma=1.021, delta=0.007, M=-6.651e+000
11 -> ~33 fr=355 (0.2840), cf=0.992, gamma=1.023, delta=0.006, M=-6.431e+000
27 -> ~33 fr=1185 (0.9480), cf=0.973, gamma=1.003, delta=0.003, M=-6.123e+000
27 -> ~32 fr=1101 (0.8808), cf=0.904, gamma=1.005, delta=0.005, M=-5.797e+000
11 -> ~34 fr=358 (0.2864), cf=1.000, gamma=1.014, delta=0.004, M=-5.780e+000
20 23 -> ~32 fr=673 (0.5384), cf=0.919, gamma=1.022, delta=0.012, M=-5.683e+000
2 12 -> 31 fr=198 (0.1584), cf=0.904, gamma=1.071, delta=0.011, M=-5.683e+000
23 -> ~33 fr=729 (0.5832), cf=0.981, gamma=1.012, delta=0.007, M=-5.624e+000
7 -> 31 fr=411 (0.3288), cf=0.880, gamma=1.043, delta=0.013, M=-5.572e+000
6 23 29 -> ~32 fr=288 (0.2304), cf=0.938, gamma=1.043, delta=0.010, M=-5.357e+000
23 -> ~32 fr=682 (0.5456), cf=0.918, gamma=1.021, delta=0.011, M=-5.207e+000
6 29 -> ~32 fr=344 (0.2752), cf=0.932, gamma=1.037, delta=0.010, M=-5.014e+000
2 20 -> 31 fr=222 (0.1776), cf=0.895, gamma=1.061, delta=0.010, M=-4.966e+000
6 -> ~32 fr=381 (0.3048), cf=0.929, gamma=1.033, delta=0.010, M=-4.857e+000
2 -> 31 fr=233 (0.1864), cf=0.893, gamma=1.058, delta=0.010, M=-4.836e+000
6 -> ~34 fr=409 (0.3272), cf=0.998, gamma=1.011, delta=0.004, M=-4.564e+000
1 -> ~35 fr=538 (0.4304), cf=1.000, gamma=1.006, delta=0.003, M=-4.520e+000
12 19 20 29 -> 31 fr=224 (0.1792), cf=0.889, gamma=1.053, delta=0.009, M=-4.160e+000
15 -> ~35 fr=1063 (0.8504), cf=0.996, gamma=1.003, delta=0.002, M=-3.950e+000
12 20 -> ~33 fr=534 (0.4272), cf=0.982, gamma=1.012, delta=0.005, M=-3.883e+000
12 19 29 -> 31 fr=225 (0.1800), cf=0.886, gamma=1.050, delta=0.008, M=-3.795e+000
7 -> ~35 fr=467 (0.3736), cf=1.000, gamma=1.006, delta=0.002, M=-3.756e+000
2 12 -> ~33 fr=217 (0.1736), cf=0.991, gamma=1.022, delta=0.004, M=-3.673e+000
15 23 -> ~34 fr=689 (0.5512), cf=0.993, gamma=1.006, delta=0.004, M=-3.634e+000
15 -> ~34 fr=1056 (0.8448), cf=0.990, gamma=1.003, delta=0.003, M=-3.588e+000
12 -> 31 fr=487 (0.3896), cf=0.867, gamma=1.027, delta=0.010, M=-3.582e+000
12 -> ~33 fr=551 (0.4408), cf=0.980, gamma=1.011, delta=0.005, M=-3.488e+000
2 20 -> ~32 fr=231 (0.1848), cf=0.931, gamma=1.036, delta=0.006, M=-3.359e+000
30 -> ~34 fr=222 (0.1776), cf=1.000, gamma=1.014, delta=0.002, M=-3.348e+000
23 -> ~34 fr=737 (0.5896), cf=0.992, gamma=1.006, delta=0.003, M=-3.278e+000
6 -> ~35 fr=410 (0.3280), cf=1.000, gamma=1.006, delta=0.002, M=-3.191e+000
2 12 -> ~32 fr=204 (0.1632), cf=0.932, gamma=1.036, delta=0.006, M=-3.042e+000
27 -> ~37 fr=1217 (0.9736), cf=0.999, gamma=1.001, delta=0.001, M=-2.985e+000
7 -> ~33 fr=458 (0.3664), cf=0.981, gamma=1.011, delta=0.004, M=-2.962e+000
7 20 24 -> ~32 fr=160 (0.1280), cf=0.936, gamma=1.041, delta=0.005, M=-2.937e+000
2 -> ~32 fr=242 (0.1936), cf=0.927, gamma=1.031, delta=0.006, M=-2.914e+000
7 24 -> ~32 fr=168 (0.1344), cf=0.933, gamma=1.038, delta=0.005, M=-2.804e+000
12 19 -> ~34 fr=294 (0.2352), cf=0.997, gamma=1.010, delta=0.002, M=-2.763e+000
11 -> ~35 fr=358 (0.2864), cf=1.000, gamma=1.006, delta=0.002, M=-2.708e+000
7 -> ~32 fr=428 (0.3424), cf=0.916, gamma=1.019, delta=0.006, M=-2.667e+000
30 -> 31 fr=195 (0.1560), cf=0.878, gamma=1.041, delta=0.006, M=-2.656e+000
20 -> ~37 fr=1193 (0.9544), cf=0.999, gamma=1.001, delta=0.001, M=-2.435e+000
18 -> ~36 fr=555 (0.4440), cf=1.000, gamma=1.003, delta=0.001, M=-2.352e+000
15 -> ~36 fr=1065 (0.8520), cf=0.998, gamma=1.001, delta=0.001, M=-2.258e+000
1 -> ~36 fr=538 (0.4304), cf=1.000, gamma=1.003, delta=0.001, M=-2.255e+000
12 19 29 -> ~32 fr=234 (0.1872), cf=0.921, gamma=1.025, delta=0.004, M=-2.163e+000
12 19 -> ~35 fr=295 (0.2360), cf=1.000, gamma=1.006, delta=0.002, M=-2.160e+000
18 -> ~33 fr=542 (0.4336), cf=0.977, gamma=1.007, delta=0.003, M=-2.030e+000
12 -> ~34 fr=557 (0.4456), cf=0.991, gamma=1.005, delta=0.002, M=-1.923e+000
25 -> ~34 fr=130 (0.1040), cf=1.000, gamma=1.014, delta=0.001, M=-1.880e+000
2 -> ~35 fr=261 (0.2088), cf=1.000, gamma=1.006, delta=0.001, M=-1.880e+000
19 -> ~35 fr=612 (0.4896), cf=0.997, gamma=1.003, delta=0.002, M=-1.861e+000
2 -> ~33 fr=256 (0.2048), cf=0.981, gamma=1.012, delta=0.002, M=-1.821e+000
20 -> ~36 fr=1191 (0.9528), cf=0.997, gamma=1.001, delta=0.001, M=-1.786e+000
23 -> ~36 fr=742 (0.5936), cf=0.999, gamma=1.002, delta=0.001, M=-1.686e+000
27 -> ~35 fr=1211 (0.9688), cf=0.994, gamma=1.001, delta=0.001, M=-1.672e+000
20 -> ~32 fr=1076 (0.8608), cf=0.901, gamma=1.002, delta=0.002, M=-1.636e+000
30 -> ~35 fr=222 (0.1776), cf=1.000, gamma=1.006, delta=0.001, M=-1.569e+000
12 -> ~35 fr=560 (0.4480), cf=0.996, gamma=1.003, delta=0.001, M=-1.514e+000
25 -> ~33 fr=128 (0.1024), cf=0.985, gamma=1.015, delta=0.002, M=-1.492e+000
20 -> ~33 fr=1159 (0.9272), cf=0.971, gamma=1.001, delta=0.001, M=-1.427e+000
12 29 -> ~32 fr=433 (0.3464), cf=0.908, gamma=1.010, delta=0.003, M=-1.405e+000
11 -> ~36 fr=358 (0.2864), cf=1.000, gamma=1.003, delta=0.001, M=-1.352e+000
7 19 -> ~34 fr=182 (0.1456), cf=0.995, gamma=1.008, delta=0.001, M=-1.334e+000
15 -> ~37 fr=1066 (0.8528), cf=0.999, gamma=1.001, delta=0.001, M=-1.304e+000
20 -> ~35 fr=1187 (0.9496), cf=0.994, gamma=1.001, delta=0.001, M=-1.179e+000
18 -> ~37 fr=555 (0.4440), cf=1.000, gamma=1.002, delta=0.001, M=-1.175e+000
12 19 -> ~32 fr=268 (0.2144), cf=0.908, gamma=1.010, delta=0.002, M=-1.156e+000
1 -> ~37 fr=538 (0.4304), cf=1.000, gamma=1.002, delta=0.001, M=-1.126e+000
3 -> ~36 fr=302 (0.2416), cf=1.000, gamma=1.003, delta=0.001, M=-1.108e+000
7 -> ~34 fr=462 (0.3696), cf=0.989, gamma=1.003, delta=0.001, M=-1.076e+000
12 -> ~32 fr=508 (0.4064), cf=0.904, gamma=1.005, delta=0.002, M=-1.069e+000
27 -> ~34 fr=1202 (0.9616), cf=0.987, gamma=1.000, delta=0.000, M=-1.026e+000
26 30 -> ~33 fr=203 (0.1624), cf=0.976, gamma=1.007, delta=0.001, M=-9.838e-001
25 -> ~35 fr=130 (0.1040), cf=1.000, gamma=1.006, delta=0.001, M=-8.811e-001
30 -> ~32 fr=201 (0.1608), cf=0.905, gamma=1.007, delta=0.001, M=-8.613e-001
6 -> ~37 fr=410 (0.3280), cf=1.000, gamma=1.002, delta=0.001, M=-7.954e-001
30 -> ~36 fr=222 (0.1776), cf=1.000, gamma=1.003, delta=0.001, M=-7.832e-001
30 -> ~33 fr=216 (0.1728), cf=0.973, gamma=1.003, delta=0.001, M=-7.446e-001
11 -> ~37 fr=358 (0.2864), cf=1.000, gamma=1.002, delta=0.000, M=-6.752e-001
2 -> ~34 fr=258 (0.2064), cf=0.989, gamma=1.002, delta=0.000, M=-6.700e-001
3 -> ~37 fr=302 (0.2416), cf=1.000, gamma=1.002, delta=0.000, M=-5.533e-001
13 -> ~37 fr=283 (0.2264), cf=1.000, gamma=1.002, delta=0.000, M=-5.136e-001
6 -> ~36 fr=409 (0.3272), cf=0.998, gamma=1.001, delta=0.000, M=-5.074e-001
2 -> ~37 fr=261 (0.2088), cf=1.000, gamma=1.002, delta=0.000, M=-4.686e-001
8 -> ~37 fr=251 (0.2008), cf=1.000, gamma=1.002, delta=0.000, M=-4.485e-001
25 -> ~36 fr=130 (0.1040), cf=1.000, gamma=1.003, delta=0.000, M=-4.398e-001
8 19 -> ~36 fr=129 (0.1032), cf=1.000, gamma=1.003, delta=0.000, M=-4.362e-001
23 -> ~37 fr=742 (0.5936), cf=0.999, gamma=1.000, delta=0.000, M=-4.356e-001
8 13 -> ~36 fr=127 (0.1016), cf=1.000, gamma=1.003, delta=0.000, M=-4.291e-001
30 -> ~37 fr=222 (0.1776), cf=1.000, gamma=1.002, delta=0.000, M=-3.912e-001
7 24 -> ~37 fr=180 (0.1440), cf=1.000, gamma=1.002, delta=0.000, M=-3.111e-001
12 24 -> ~37 fr=165 (0.1320), cf=1.000, gamma=1.002, delta=0.000, M=-2.832e-001
25 -> ~37 fr=130 (0.1040), cf=1.000, gamma=1.002, delta=0.000, M=-2.197e-001
