1 -> 31 fr=515 (0.4120), cf=0.941, gamma=1.114, delta=0.042, M=-4.042e+001
12 20 -> ~33 fr=537 (0.4296), cf=0.982, gamma=1.014, delta=0.006, M=-4.582e+000
12 -> ~33 fr=556 (0.4448), cf=0.981, gamma=1.013, delta=0.006, M=-4.222e+000
23 -> ~34 fr=751 (0.6008), cf=0.992, gamma=1.007, delta=0.004, M=-4.058e+000
6 12 29 -> ~32 fr=253 (0.2024), cf=0.937, gamma=1.037, delta=0.007, M=-3.960e+000
6 -> ~32 fr=386 (0.3088), cf=0.928, gamma=1.027, delta=0.008, M=-3.820e+000
15 -> ~35 fr=1055 (0.8440), cf=0.996, gamma=1.003, delta=0.002, M=-3.800e+000
7 -> ~35 fr=463 (0.3704), cf=1.000, gamma=1.006, delta=0.002, M=-3.715e+000
12 -> 31 fr=492 (0.3936), cf=0.868, gamma=1.027, delta=0.010, M=-3.707e+000
30 -> ~34 fr=220 (0.1760), cf=1.000, gamma=1.015, delta=0.003, M=-3.511e+000
7 18 20 -> ~32 fr=222 (0.1776), cf=0.937, gamma=1.037, delta=0.006, M=-3.489e+000
7 -> ~33 fr=454 (0.3632), cf=0.981, gamma=1.013, delta=0.005, M=-3.346e+000
7 20 -> ~32 fr=415 (0.3320), cf=0.924, gamma=1.023, delta=0.008, M=-3.341e+000
6 -> ~35 fr=416 (0.3328), cf=1.000, gamma=1.006, delta=0.002, M=-3.249e+000
12 19 -> ~34 fr=289 (0.2312), cf=0.997, gamma=1.011, delta=0.003, M=-2.912e+000
23 -> ~36 fr=757 (0.6056), cf=1.000, gamma=1.002, delta=0.001, M=-2.795e+000
15 -> ~37 fr=1058 (0.8464), cf=0.999, gamma=1.001, delta=0.001, M=-2.770e+000
15 -> ~36 fr=1058 (0.8464), cf=0.999, gamma=1.001, delta=0.001, M=-2.770e+000
7 18 -> ~32 fr=228 (0.1824), cf=0.931, gamma=1.030, delta=0.005, M=-2.759e+000
2 12 20 -> ~32 fr=196 (0.1568), cf=0.933, gamma=1.033, delta=0.005, M=-2.754e+000
11 -> ~35 fr=358 (0.2864), cf=1.000, gamma=1.006, delta=0.002, M=-2.708e+000
2 12 -> ~32 fr=204 (0.1632), cf=0.932, gamma=1.031, delta=0.005, M=-2.633e+000
7 -> ~32 fr=426 (0.3408), cf=0.920, gamma=1.019, delta=0.006, M=-2.626e+000
27 -> ~37 fr=1214 (0.9712), cf=0.998, gamma=1.001, delta=0.001, M=-2.532e+000
18 -> ~33 fr=554 (0.4432), cf=0.975, gamma=1.008, delta=0.003, M=-2.144e+000
12 19 -> ~35 fr=290 (0.2320), cf=1.000, gamma=1.006, delta=0.001, M=-2.119e+000
30 -> 31 fr=192 (0.1536), cf=0.873, gamma=1.033, delta=0.005, M=-2.102e+000
25 -> ~34 fr=134 (0.1072), cf=1.000, gamma=1.015, delta=0.002, M=-2.056e+000
2 -> ~33 fr=255 (0.2040), cf=0.981, gamma=1.013, delta=0.003, M=-2.045e+000
2 20 -> ~32 fr=230 (0.1840), cf=0.924, gamma=1.023, delta=0.004, M=-2.010e+000
2 -> ~32 fr=240 (0.1920), cf=0.923, gamma=1.022, delta=0.004, M=-2.006e+000
20 -> ~33 fr=1151 (0.9208), cf=0.970, gamma=1.002, delta=0.002, M=-1.981e+000
20 -> ~36 fr=1185 (0.9480), cf=0.998, gamma=1.001, delta=0.001, M=-1.939e+000
20 -> ~32 fr=1075 (0.8600), cf=0.906, gamma=1.003, delta=0.002, M=-1.918e+000
15 -> ~39 fr=1059 (0.8472), cf=1.000, gamma=1.001, delta=0.001, M=-1.879e+000
2 -> ~35 fr=260 (0.2080), cf=1.000, gamma=1.006, delta=0.001, M=-1.871e+000
18 -> ~37 fr=568 (0.4544), cf=1.000, gamma=1.002, delta=0.001, M=-1.820e+000
18 -> ~36 fr=568 (0.4544), cf=1.000, gamma=1.002, delta=0.001, M=-1.820e+000
19 -> ~35 fr=595 (0.4760), cf=0.997, gamma=1.003, delta=0.001, M=-1.742e+000
1 -> ~37 fr=547 (0.4376), cf=1.000, gamma=1.002, delta=0.001, M=-1.728e+000
1 -> ~36 fr=547 (0.4376), cf=1.000, gamma=1.002, delta=0.001, M=-1.728e+000
25 -> ~33 fr=132 (0.1056), cf=0.985, gamma=1.018, delta=0.002, M=-1.725e+000
27 -> ~35 fr=1209 (0.9672), cf=0.994, gamma=1.001, delta=0.001, M=-1.617e+000
30 -> ~35 fr=220 (0.1760), cf=1.000, gamma=1.006, delta=0.001, M=-1.553e+000
12 -> ~35 fr=565 (0.4520), cf=0.996, gamma=1.003, delta=0.001, M=-1.545e+000
12 -> ~34 fr=561 (0.4488), cf=0.989, gamma=1.004, delta=0.002, M=-1.538e+000
7 19 -> ~34 fr=174 (0.1392), cf=0.994, gamma=1.009, delta=0.001, M=-1.354e+000
7 -> ~34 fr=458 (0.3664), cf=0.989, gamma=1.004, delta=0.001, M=-1.243e+000
6 -> ~37 fr=416 (0.3328), cf=1.000, gamma=1.002, delta=0.001, M=-1.215e+000
6 -> ~36 fr=416 (0.3328), cf=1.000, gamma=1.002, delta=0.001, M=-1.215e+000
20 -> ~35 fr=1180 (0.9440), cf=0.994, gamma=1.001, delta=0.000, M=-1.080e+000
23 -> ~37 fr=756 (0.6048), cf=0.999, gamma=1.001, delta=0.001, M=-1.068e+000
19 27 -> ~34 fr=569 (0.4552), cf=0.988, gamma=1.002, delta=0.001, M=-1.035e+000
12 29 -> ~32 fr=435 (0.3480), cf=0.908, gamma=1.005, delta=0.002, M=-1.025e+000
11 -> ~37 fr=358 (0.2864), cf=1.000, gamma=1.002, delta=0.001, M=-1.013e+000
11 -> ~36 fr=358 (0.2864), cf=1.000, gamma=1.002, delta=0.001, M=-1.013e+000
27 -> ~34 fr=1199 (0.9592), cf=0.986, gamma=1.000, delta=0.000, M=-9.330e-001
18 -> 31 fr=482 (0.3856), cf=0.849, gamma=1.004, delta=0.002, M=-9.206e-001
25 -> ~35 fr=134 (0.1072), cf=1.000, gamma=1.006, delta=0.001, M=-9.098e-001
3 -> ~37 fr=294 (0.2352), cf=1.000, gamma=1.002, delta=0.001, M=-8.052e-001
3 -> ~36 fr=294 (0.2352), cf=1.000, gamma=1.002, delta=0.001, M=-8.052e-001
2 -> ~34 fr=257 (0.2056), cf=0.988, gamma=1.003, delta=0.001, M=-7.635e-001
12 -> ~32 fr=513 (0.4104), cf=0.905, gamma=1.002, delta=0.001, M=-7.520e-001
19 -> ~34 fr=589 (0.4712), cf=0.987, gamma=1.001, delta=0.000, M=-7.274e-001
26 30 -> ~33 fr=202 (0.1616), cf=0.971, gamma=1.003, delta=0.001, M=-7.103e-001
2 -> ~37 fr=260 (0.2080), cf=1.000, gamma=1.002, delta=0.000, M=-7.002e-001
2 -> ~36 fr=260 (0.2080), cf=1.000, gamma=1.002, delta=0.000, M=-7.002e-001
19 -> ~39 fr=597 (0.4776), cf=1.000, gamma=1.001, delta=0.000, M=-6.493e-001
30 -> ~32 fr=199 (0.1592), cf=0.905, gamma=1.001, delta=0.000, M=-6.365e-001
12 -> ~39 fr=567 (0.4536), cf=1.000, gamma=1.001, delta=0.000, M=-6.044e-001
30 -> ~37 fr=220 (0.1760), cf=1.000, gamma=1.002, delta=0.000, M=-5.813e-001
30 -> ~36 fr=220 (0.1760), cf=1.000, gamma=1.002, delta=0.000, M=-5.813e-001
1 -> ~39 fr=547 (0.4376), cf=1.000, gamma=1.001, delta=0.000, M=-5.755e-001
12 -> ~37 fr=566 (0.4528), cf=0.998, gamma=1.001, delta=0.000, M=-5.631e-001
12 -> ~36 fr=566 (0.4528), cf=0.998, gamma=1.001, delta=0.000, M=-5.631e-001
30 -> ~33 fr=213 (0.1704), cf=0.968, gamma=1.000, delta=0.000, M=-5.226e-001
24 -> ~39 fr=493 (0.3944), cf=1.000, gamma=1.001, delta=0.000, M=-5.015e-001
7 -> ~39 fr=463 (0.3704), cf=1.000, gamma=1.001, delta=0.000, M=-4.627e-001
7 24 -> ~37 fr=165 (0.1320), cf=1.000, gamma=1.002, delta=0.000, M=-4.251e-001
6 -> ~39 fr=416 (0.3328), cf=1.000, gamma=1.001, delta=0.000, M=-4.047e-001
7 -> ~37 fr=462 (0.3696), cf=0.998, gamma=1.000, delta=0.000, M=-3.708e-001
25 -> ~37 fr=134 (0.1072), cf=1.000, gamma=1.002, delta=0.000, M=-3.405e-001
25 -> ~36 fr=134 (0.1072), cf=1.000, gamma=1.002, delta=0.000, M=-3.405e-001
11 -> ~39 fr=358 (0.2864), cf=1.000, gamma=1.001, delta=0.000, M=-3.374e-001
8 13 -> ~36 fr=131 (0.1048), cf=1.000, gamma=1.002, delta=0.000, M=-3.324e-001
8 19 -> ~36 fr=128 (0.1024), cf=1.000, gamma=1.002, delta=0.000, M=-3.244e-001
3 -> ~39 fr=294 (0.2352), cf=1.000, gamma=1.001, delta=0.000, M=-2.681e-001
2 -> ~39 fr=260 (0.2080), cf=1.000, gamma=1.001, delta=0.000, M=-2.332e-001
30 -> ~39 fr=220 (0.1760), cf=1.000, gamma=1.001, delta=0.000, M=-1.936e-001
25 -> ~39 fr=134 (0.1072), cf=1.000, gamma=1.001, delta=0.000, M=-1.134e-001
