1 15 -> 31 fr=487 (0.3896), cf=0.947, gamma=1.119, delta=0.042, M=-4.085e+001
2 -> ~32 fr=246 (0.1968), cf=0.928, gamma=1.031, delta=0.006, M=-3.003e+000
12 19 -> ~34 fr=294 (0.2352), cf=0.997, gamma=1.011, delta=0.003, M=-2.987e+000
7 20 24 -> ~32 fr=150 (0.1200), cf=0.938, gamma=1.042, delta=0.005, M=-2.907e+000
6 -> ~35 fr=415 (0.3320), cf=1.000, gamma=1.006, delta=0.002, M=-2.833e+000
15 -> ~37 fr=1059 (0.8472), cf=0.999, gamma=1.001, delta=0.001, M=-2.779e+000
7 24 -> ~32 fr=158 (0.1264), cf=0.935, gamma=1.039, delta=0.005, M=-2.763e+000
20 29 -> ~33 fr=970 (0.7760), cf=0.977, gamma=1.004, delta=0.003, M=-2.651e+000
27 -> ~37 fr=1217 (0.9736), cf=0.998, gamma=1.001, delta=0.001, M=-2.622e+000
15 -> ~35 fr=1056 (0.8448), cf=0.996, gamma=1.002, delta=0.002, M=-2.581e+000
20 -> ~33 fr=1158 (0.9264), cf=0.975, gamma=1.002, delta=0.002, M=-2.484e+000
11 -> ~35 fr=362 (0.2896), cf=1.000, gamma=1.006, delta=0.002, M=-2.400e+000
18 -> ~36 fr=547 (0.4376), cf=1.000, gamma=1.003, delta=0.001, M=-2.306e+000
7 20 -> ~32 fr=412 (0.3296), cf=0.916, gamma=1.017, delta=0.006, M=-2.303e+000
1 -> ~36 fr=543 (0.4344), cf=1.000, gamma=1.003, delta=0.001, M=-2.283e+000
12 -> ~35 fr=561 (0.4488), cf=0.998, gamma=1.004, delta=0.002, M=-2.281e+000
15 -> ~36 fr=1058 (0.8464), cf=0.998, gamma=1.001, delta=0.001, M=-2.191e+000
7 -> ~32 fr=426 (0.3408), cf=0.914, gamma=1.016, delta=0.005, M=-2.150e+000
18 -> ~33 fr=536 (0.4288), cf=0.980, gamma=1.007, delta=0.003, M=-2.142e+000
25 -> ~34 fr=135 (0.1080), cf=1.000, gamma=1.015, delta=0.002, M=-2.072e+000
15 -> ~39 fr=1060 (0.8480), cf=1.000, gamma=1.001, delta=0.001, M=-1.884e+000
20 -> ~32 fr=1072 (0.8576), cf=0.902, gamma=1.003, delta=0.002, M=-1.845e+000
23 -> ~36 fr=755 (0.6040), cf=0.999, gamma=1.002, delta=0.001, M=-1.752e+000
18 -> ~37 fr=547 (0.4376), cf=1.000, gamma=1.002, delta=0.001, M=-1.728e+000
1 -> ~37 fr=543 (0.4344), cf=1.000, gamma=1.002, delta=0.001, M=-1.711e+000
20 -> ~36 fr=1185 (0.9480), cf=0.997, gamma=1.001, delta=0.001, M=-1.691e+000
2 -> ~35 fr=265 (0.2120), cf=1.000, gamma=1.006, delta=0.001, M=-1.672e+000
30 -> 31 fr=191 (0.1528), cf=0.868, gamma=1.026, delta=0.004, M=-1.665e+000
7 19 -> ~34 fr=187 (0.1496), cf=0.995, gamma=1.009, delta=0.001, M=-1.512e+000
12 -> ~34 fr=556 (0.4448), cf=0.989, gamma=1.004, delta=0.002, M=-1.491e+000
12 19 29 -> ~32 fr=235 (0.1880), cf=0.914, gamma=1.016, delta=0.003, M=-1.469e+000
19 -> ~35 fr=615 (0.4920), cf=0.997, gamma=1.002, delta=0.001, M=-1.442e+000
12 29 -> ~32 fr=438 (0.3504), cf=0.909, gamma=1.010, delta=0.003, M=-1.437e+000
2 -> ~33 fr=260 (0.2080), cf=0.981, gamma=1.009, delta=0.002, M=-1.428e+000
11 -> ~36 fr=362 (0.2896), cf=1.000, gamma=1.003, delta=0.001, M=-1.370e+000
30 -> ~35 fr=220 (0.1760), cf=1.000, gamma=1.006, delta=0.001, M=-1.359e+000
25 -> ~33 fr=133 (0.1064), cf=0.985, gamma=1.013, delta=0.001, M=-1.309e+000
7 -> ~34 fr=461 (0.3688), cf=0.989, gamma=1.004, delta=0.001, M=-1.268e+000
6 -> ~37 fr=415 (0.3320), cf=1.000, gamma=1.002, delta=0.001, M=-1.212e+000
12 -> ~32 fr=509 (0.4072), cf=0.906, gamma=1.006, delta=0.003, M=-1.187e+000
3 -> ~36 fr=297 (0.2376), cf=1.000, gamma=1.003, delta=0.001, M=-1.087e+000
23 -> ~37 fr=755 (0.6040), cf=0.999, gamma=1.001, delta=0.001, M=-1.064e+000
11 -> ~37 fr=362 (0.2896), cf=1.000, gamma=1.002, delta=0.001, M=-1.027e+000
27 -> ~34 fr=1202 (0.9616), cf=0.986, gamma=1.000, delta=0.000, M=-1.006e+000
29 -> ~33 fr=1003 (0.8024), cf=0.974, gamma=1.001, delta=0.001, M=-9.419e-001
2 19 -> ~34 fr=126 (0.1008), cf=0.992, gamma=1.007, delta=0.001, M=-8.218e-001
3 -> ~37 fr=297 (0.2376), cf=1.000, gamma=1.002, delta=0.001, M=-8.146e-001
25 -> ~35 fr=135 (0.1080), cf=1.000, gamma=1.006, delta=0.001, M=-8.021e-001
2 -> ~34 fr=262 (0.2096), cf=0.989, gamma=1.003, delta=0.001, M=-8.003e-001
30 -> ~36 fr=220 (0.1760), cf=1.000, gamma=1.003, delta=0.001, M=-7.754e-001
19 -> ~32 fr=556 (0.4448), cf=0.901, gamma=1.001, delta=0.001, M=-7.234e-001
2 -> ~37 fr=265 (0.2120), cf=1.000, gamma=1.002, delta=0.001, M=-7.154e-001
19 -> ~39 fr=617 (0.4936), cf=1.000, gamma=1.001, delta=0.000, M=-6.804e-001
12 -> ~39 fr=562 (0.4496), cf=1.000, gamma=1.001, delta=0.000, M=-5.971e-001
30 -> ~37 fr=220 (0.1760), cf=1.000, gamma=1.002, delta=0.000, M=-5.813e-001
1 -> ~39 fr=543 (0.4344), cf=1.000, gamma=1.001, delta=0.000, M=-5.699e-001
12 -> ~37 fr=561 (0.4488), cf=0.998, gamma=1.001, delta=0.000, M=-5.527e-001
6 -> ~36 fr=414 (0.3312), cf=0.998, gamma=1.001, delta=0.000, M=-5.193e-001
24 -> ~39 fr=494 (0.3952), cf=1.000, gamma=1.001, delta=0.000, M=-5.029e-001
7 -> ~39 fr=466 (0.3728), cf=1.000, gamma=1.001, delta=0.000, M=-4.665e-001
25 -> ~36 fr=135 (0.1080), cf=1.000, gamma=1.003, delta=0.000, M=-4.577e-001
8 13 -> ~36 fr=131 (0.1048), cf=1.000, gamma=1.003, delta=0.000, M=-4.434e-001
8 19 -> ~36 fr=130 (0.1040), cf=1.000, gamma=1.003, delta=0.000, M=-4.398e-001
7 24 -> ~37 fr=169 (0.1352), cf=1.000, gamma=1.002, delta=0.000, M=-4.361e-001
6 -> ~39 fr=415 (0.3320), cf=1.000, gamma=1.001, delta=0.000, M=-4.035e-001
7 -> ~37 fr=465 (0.3720), cf=0.998, gamma=1.000, delta=0.000, M=-3.757e-001
25 -> ~37 fr=135 (0.1080), cf=1.000, gamma=1.002, delta=0.000, M=-3.432e-001
11 -> ~39 fr=362 (0.2896), cf=1.000, gamma=1.001, delta=0.000, M=-3.419e-001
3 -> ~39 fr=297 (0.2376), cf=1.000, gamma=1.001, delta=0.000, M=-2.713e-001
2 -> ~39 fr=265 (0.2120), cf=1.000, gamma=1.001, delta=0.000, M=-2.383e-001
30 -> ~39 fr=220 (0.1760), cf=1.000, gamma=1.001, delta=0.000, M=-1.936e-001
25 -> ~39 fr=135 (0.1080), cf=1.000, gamma=1.001, delta=0.000, M=-1.143e-001
